variant,seed,depth,mse,se
mismatched,2,1,1.4766145944595337,0.012864292599260807
mismatched,2,2,0.9244238138198853,0.008218632079660892
mismatched,2,4,0.30659958720207214,0.002740939147770405
mismatched,2,8,0.2525813579559326,0.0027936561964452267
mismatched,2,12,0.20820169150829315,0.002711167326197028
mismatched,2,16,0.21800263226032257,0.002665718784555793
mismatched,2,24,0.2139357030391693,0.0026024351827800274
mismatched,2,32,0.21102400124073029,0.0026300158351659775
