step,variant,seed,n_context,train_mse,eta,beta,fixed_lengthscale
1,mismatched,2,6,0.5040301084518433,1.0790272951126099,0.1139303669333458,0.09000000357627869
100,mismatched,2,16,0.11476412415504456,2.4039816856384277,0.5282109379768372,0.09000000357627869
200,mismatched,2,8,0.3221396207809448,2.676240921020508,0.6292130947113037,0.09000000357627869
300,mismatched,2,9,0.28475213050842285,2.6327571868896484,0.6108309626579285,0.09000000357627869
400,mismatched,2,12,0.228170707821846,2.541947603225708,0.5811606645584106,0.09000000357627869
500,mismatched,2,6,0.4704274535179138,2.751913070678711,0.6641896963119507,0.09000000357627869
600,mismatched,2,10,0.27385997772216797,2.6745834350585938,0.6236448287963867,0.09000000357627869
700,mismatched,2,7,0.43555155396461487,2.7203245162963867,0.6510879993438721,0.09000000357627869
800,mismatched,2,6,0.4876863658428192,2.7779593467712402,0.6746426224708557,0.09000000357627869
900,mismatched,2,9,0.347771555185318,2.6377334594726562,0.6115058660507202,0.09000000357627869
1000,mismatched,2,11,0.2275913804769516,2.609665870666504,0.5927914381027222,0.09000000357627869
1100,mismatched,2,12,0.20397165417671204,2.6049811840057373,0.591222882270813,0.09000000357627869
1200,mismatched,2,13,0.17865093052387238,2.5826354026794434,0.5749449133872986,0.09000000357627869
1300,mismatched,2,9,0.3189823031425476,2.6416056156158447,0.6162467002868652,0.09000000357627869
1400,mismatched,2,11,0.2694514989852905,2.581380844116211,0.5832041501998901,0.09000000357627869
1500,mismatched,2,7,0.4017370343208313,2.7056145668029785,0.6471513509750366,0.09000000357627869
1600,mismatched,2,10,0.2850104570388794,2.5682079792022705,0.5924490690231323,0.09000000357627869
1700,mismatched,2,14,0.14664581418037415,2.6321122646331787,0.5926405787467957,0.09000000357627869
1800,mismatched,2,10,0.24901776015758514,2.629356622695923,0.6060546636581421,0.09000000357627869
1900,mismatched,2,6,0.4148806929588318,2.6789979934692383,0.6549783945083618,0.09000000357627869
2000,mismatched,2,9,0.3032175302505493,2.692061185836792,0.6362172961235046,0.09000000357627869
2100,mismatched,2,13,0.1801801174879074,2.601489543914795,0.5832117795944214,0.09000000357627869
2200,mismatched,2,10,0.2715868353843689,2.6152472496032715,0.6064746975898743,0.09000000357627869
2300,mismatched,2,11,0.2134413719177246,2.6046953201293945,0.5893418788909912,0.09000000357627869
2400,mismatched,2,6,0.44688138365745544,2.661248207092285,0.6464734077453613,0.09000000357627869
2500,mismatched,2,6,0.43854469060897827,2.697382926940918,0.6576057076454163,0.09000000357627869
2600,mismatched,2,10,0.25751274824142456,2.6240642070770264,0.6094521284103394,0.09000000357627869
2700,mismatched,2,6,0.4974605441093445,2.6955924034118652,0.6582597494125366,0.09000000357627869
2800,mismatched,2,15,0.1362028867006302,2.6125786304473877,0.5829417705535889,0.09000000357627869
2900,mismatched,2,11,0.2746955156326294,2.6128621101379395,0.593580961227417,0.09000000357627869
3000,mismatched,2,6,0.4550531506538391,2.7044639587402344,0.6522883176803589,0.09000000357627869
3100,mismatched,2,13,0.1968802809715271,2.599184989929199,0.5870195627212524,0.09000000357627869
3200,mismatched,2,10,0.2563815116882324,2.6473188400268555,0.612229585647583,0.09000000357627869
3300,mismatched,2,13,0.17183040082454681,2.609626293182373,0.5842949748039246,0.09000000357627869
3400,mismatched,2,13,0.18390952050685883,2.599278211593628,0.58104008436203,0.09000000357627869
3500,mismatched,2,14,0.1568755805492401,2.548555374145508,0.5631482005119324,0.09000000357627869
3600,mismatched,2,6,0.4682595431804657,2.6652231216430664,0.639316737651825,0.09000000357627869
3700,mismatched,2,8,0.3283352851867676,2.6613311767578125,0.6331163644790649,0.09000000357627869
3800,mismatched,2,7,0.390591561794281,2.6765828132629395,0.6418400406837463,0.09000000357627869
3900,mismatched,2,10,0.25155961513519287,2.6358864307403564,0.6119669675827026,0.09000000357627869
4000,mismatched,2,14,0.1588485836982727,2.5877208709716797,0.5691114664077759,0.09000000357627869
4100,mismatched,2,12,0.201607808470726,2.5827174186706543,0.5793074369430542,0.09000000357627869
4200,mismatched,2,8,0.3494783043861389,2.65346622467041,0.6337181329727173,0.09000000357627869
4300,mismatched,2,16,0.10587810724973679,2.540884256362915,0.5520693063735962,0.09000000357627869
4400,mismatched,2,10,0.2665351629257202,2.6478192806243896,0.6078473925590515,0.09000000357627869
4500,mismatched,2,8,0.36963948607444763,2.607658624649048,0.610797643661499,0.09000000357627869
4600,mismatched,2,14,0.16618674993515015,2.6317310333251953,0.5915103554725647,0.09000000357627869
4700,mismatched,2,12,0.25549250841140747,2.628528118133545,0.5887453556060791,0.09000000357627869
4800,mismatched,2,12,0.19082191586494446,2.6287643909454346,0.5972318649291992,0.09000000357627869
4900,mismatched,2,12,0.1998918354511261,2.61844801902771,0.5965364575386047,0.09000000357627869
5000,mismatched,2,15,0.14897623658180237,2.5952534675598145,0.5726982951164246,0.09000000357627869
