step,seed,loss,tau,selected
1,2,0.2561190128326416,1.2495977052722038,60 35 0 17 48 26 8 56
100,2,0.2260383516550064,1.2104047321570373,31 44 19 59 0 35 27 39
200,2,0.18153730034828186,1.1720636925025194,30 41 21 54 34 26 10 63
300,2,0.18665163218975067,1.1349371518356002,31 21 41 35 27 52 11 17
400,2,0.18504038453102112,1.098986639426112,33 21 43 11 37 29 54 25
500,2,0.16550302505493164,1.0641749031509808,32 20 43 10 54 36 28 24
600,2,0.16133703291416168,1.0304658708933632,33 21 43 11 54 37 29 25
700,2,0.18762367963790894,0.9978246131645195,32 21 43 54 36 10 28 63
800,2,0.17996105551719666,0.9662173069096798,31 21 42 54 10 35 27 63
900,2,0.1552848517894745,0.9356112004604039,32 20 43 10 54 36 28 24
1000,2,0.18789443373680115,0.9059745795971195,30 18 42 54 8 26 22 34
1100,2,0.18592292070388794,0.8772767346866686,30 19 41 53 9 26 34 63
1200,2,0.17732754349708557,0.8494879288608139,34 22 43 12 30 38 26 54
1300,2,0.1850898563861847,0.822579367202728,34 21 44 11 38 30 54 26
1400,2,0.1611688733100891,0.7965231669095385,34 22 43 11 38 30 53 26
1500,2,0.16996176540851593,0.7712923284000122,33 43 21 10 53 37 29 25
1600,2,0.17252033948898315,0.7468607073374355,32 43 21 54 9 36 28 63
1700,2,0.18951298296451569,0.723202987538707,31 43 20 53 10 39 35 47
1800,2,0.17774200439453125,0.7002946547415665,29 42 18 51 46 38 9 34
1900,2,0.20643815398216248,0.6781119712027766,26 46 36 16 54 42 50 7
2000,2,0.21269917488098145,0.6566319511009417,29 40 19 52 45 36 10 63
2100,2,0.19359217584133148,0.6358323367184706,29 36 20 52 43 25 47 11
2200,2,0.1991233229637146,0.6156915753780029,29 37 20 53 45 33 41 49
2300,2,0.1951926350593567,0.5961887971094048,28 38 19 52 46 42 11 24
2400,2,0.1863577514886856,0.5773037930241883,29 38 19 52 46 42 10 34
2500,2,0.19435253739356995,0.5590169943749475,28 38 52 18 46 42 9 63
2600,2,0.18095561861991882,0.5413094522781122,29 37 19 53 45 49 41 10
2700,2,0.17427107691764832,0.5241628180790088,29 36 20 52 44 40 48 25
2800,2,0.20445886254310608,0.5075593243388804,29 37 52 19 45 41 63 33
2900,2,0.2012208104133606,0.4914817664241675,29 37 51 19 44 33 63 25
3000,2,0.1872830092906952,0.47591348467896966,28 36 19 50 43 32 61 9
3100,2,0.18682536482810974,0.4608383471622164,28 34 19 45 54 38 24 49
3200,2,0.16885770857334137,0.44624073293165945,28 35 20 49 39 43 24 10
3300,2,0.19308975338935852,0.43210551585736423,28 34 20 51 42 38 46 24
3400,2,0.20035351812839508,0.4184180489479291,28 34 20 52 42 24 38 46
3500,2,0.1724098175764084,0.40516414917319066,29 37 19 50 44 10 33 61
3600,2,0.16647222638130188,0.3923300827676878,28 37 18 50 44 33 9 60
3700,2,0.21489746868610382,0.3799025509996571,28 37 51 18 45 41 62 33
3800,2,0.19188077747821808,0.3678686763908121,28 37 52 18 45 41 33 63
3900,2,0.20839890837669373,0.3562159893726279,28 53 38 18 46 42 63 34
4000,2,0.2217871993780136,0.3449324153653037,28 54 37 46 18 42 50 33
4100,2,0.2099270224571228,0.3340062622660164,28 53 38 17 46 42 63 34
4200,2,0.20745748281478882,0.32342620833349656,28 54 37 46 18 42 50 33
4300,2,0.23320966958999634,0.31318129045637755,28 55 35 46 19 42 50 24
4400,2,0.2290990799665451,0.3032608927931576,28 56 34 48 20 38 44 52
4500,2,0.2053326517343521,0.29365473577200474,29 57 35 50 21 43 39 25
4600,2,0.21447280049324036,0.2843528654390072,28 57 35 50 43 39 19 24
4700,2,0.26089224219322205,0.2753456431438301,58 28 51 35 43 47 39 19
4800,2,0.2816252112388611,0.26662373555209185,28 59 35 51 43 47 39 55
4900,2,0.2860424816608429,0.25817810497411076,27 59 34 52 43 47 39 16
5000,2,0.2896595895290375,0.25,27 59 34 52 43 48 39 16
