n,r,L,m,reps,epsilon,gamma,V_same_diag,C_same_diag,A_same_diag,V_same_off,C_same_off,A_same_off,V_disjoint_off,C_disjoint_off,A_disjoint_off,V_same_off_over_eps_L,C_same_off_over_eps_L2,A_same_off_over_eps_L3,abs_V_same_off_over_eps_L,abs_C_same_off_over_eps_L2,abs_A_same_off_over_eps_L3,V_disjoint_off_over_eps_L,C_disjoint_off_over_eps_L2,A_disjoint_off_over_eps_L3,V_pair_12_34,C_pair_12_34,A_pair_12_34,V_pair_13_24,C_pair_13_24,A_pair_13_24,V_pair_14_23,C_pair_14_23,A_pair_14_23
128,8,2,8,2000,0.12410565566323441,0.11629315566323441,0.002426835659536847,0.31199370595139936,40.11648125908064,0.0006507400393931986,0.08350606764331639,10.716247183576327,0.0001109326675262628,0.014222541250251798,1.8225456760233374,0.0026217179060679047,0.1682156771926523,10.793471826794992,0.0026217179060679047,0.1682156771926523,10.793471826794992,0.0004469283326913117,0.028650066699710337,1.8356795126332588,7.949951318726106e-05,0.010201785584413745,1.3082251901427215,5.890933299118392e-05,0.007554056789271312,0.9680791930842777,5.614540084312383e-05,0.007192835361141616,0.9223965929986582
128,8,3,8,2000,0.12410565566323441,0.11629315566323441,0.004216240165780972,0.543871270678751,70.17586306064348,0.0013541733834418394,0.1741405825230371,22.39509879424364,0.00040696863944361976,0.052250793128728275,6.704214740053555,0.003637151952517088,0.1559071060079239,6.68340293645638,0.003637151952517088,0.1559071060079239,6.68340293645638,0.0010930703554395758,0.046779847783276304,2.000748864382108,0.0002855052379540972,0.03663425165964323,4.7053652350131285,0.00027553438293292687,0.03533541368589859,4.529914476167477,0.0002513802595005264,0.03223125261783253,4.132362186856214
128,8,4,8,2000,0.12410565566323441,0.11629315566323441,0.007018286282864338,0.9074522022341653,117.38240807225654,0.002583272113379841,0.33272792046053595,42.86017590154213,0.000993725182619337,0.12781787405299877,16.435359347902914,0.005203775967288815,0.1675628311832371,5.396129973954021,0.005203775967288815,0.1675628311832371,5.396129973954021,0.0020017725568362683,0.06436948490075142,2.0692247137215625,0.0006823127183686684,0.08774841982333025,11.282382125059812,0.0007091333765871068,0.09119556205813216,11.71084772246879,0.0007184945509098171,0.09224743708685665,11.863669087188057
128,8,5,8,2000,0.12410565566323441,0.11629315566323441,0.010240540459105104,1.3327445711662467,173.55992179677133,0.004114911923326888,0.532188726114399,68.84133743659142,0.0019948891609432922,0.2577242419862315,33.28459036209764,0.0066313044338492735,0.17152763047592742,4.437595503198991,0.0066313044338492735,0.17152763047592742,4.437595503198991,0.0032148239341428606,0.08306607482436623,2.145564772804017,0.0016452263481404428,0.2122959547476642,27.422962422139804,0.0016312916514749243,0.21023466432481389,27.112482970174124,0.0016426876589871815,0.21171952063201027,27.31393001549714
128,8,6,8,2000,0.12410565566323441,0.11629315566323441,0.011183580536516888,1.4601945191396513,190.85038190645759,0.0044562565536026945,0.5775919406368832,74.88829474259758,0.00210973629656803,0.27301167722137865,35.30364447866953,0.005984492984073348,0.129278722129984,2.793628271007765,0.005984492984073348,0.129278722129984,2.793628271007765,0.0028332529586630106,0.06110646336031942,1.3169649492515267,0.0016956334792222574,0.2192188646385872,28.348900590465046,0.0016899779888734539,0.21836192892188852,28.197460635021866,0.0017036724258303916,0.21993414042611148,28.447768395349875
128,8,8,8,2000,0.12410565566323441,0.11629315566323441,0.01718702493979013,2.2593952058441626,297.4826340804085,0.007026791919482674,0.9165424045823202,119.60902510904955,0.003457062515150689,0.45062857081135643,58.71453170420519,0.0070774291891964125,0.11539341212989748,1.8823588330255159,0.0070774291891964125,0.11539341212989748,1.8823588330255159,0.00348197519351129,0.056734492729595416,0.9240257353456626,0.002915853949047249,0.37982563888790194,49.49314494137594,0.002957246147981766,0.3845981451110847,50.091630132320745,0.0028878946946034488,0.3756599492349765,48.89730451231694
128,8,10,8,2000,0.12410565566323441,0.11629315566323441,0.03003057010170061,3.985321031034218,530.0451880193173,0.012834220903650996,1.6838417933129224,221.09700097364285,0.00709933766911279,0.9292494216194362,121.59123581700479,0.010341366664608066,0.1356780868941294,1.7815223632805124,0.010341366664608066,0.1356780868941294,1.7815223632805124,0.005720398181028206,0.07487567078659099,0.9797396836365573,0.008370783436321173,1.090100950986405,142.10982745054181,0.008327409846296107,1.0848893933891943,141.41372166596034,0.00833463327334,1.0875273879692395,141.63730695483724
128,8,12,8,2000,0.12410565566323441,0.11629315566323441,0.06265288227520785,8.409755645999512,1131.592946955051,0.020635395268789197,2.7457476387728357,365.93415641224993,0.011417895421186899,1.5176359631094787,202.0757171336779,0.013856066939167916,0.15364079770597566,1.706348115206762,0.013856066939167916,0.15364079770597566,1.706348115206762,0.007666784241330768,0.08492069580860265,0.9422774917781992,0.009431745896244702,1.2471805811389276,165.9855721462393,0.009350297697977229,1.2381334700691984,164.28127991642745,0.009343981850837464,1.2379744214204615,164.45934561393912
128,8,14,8,2000,0.12410565566323441,0.11629315566323441,0.05737472348928799,7.809259006812994,1071.7134619273234,0.029233704949245615,3.918285270725576,527.2936238069622,0.018482799571026925,2.4773048747944584,332.9272863118604,0.016825355548301307,0.16108251694427198,1.5483774556415124,0.016825355548301307,0.16108251694427198,1.5483774556415124,0.01063770996014461,0.1018431474225742,0.9776281775823464,0.02112418327316053,2.8144938747058488,376.28345900680114,0.021217940768329325,2.8211041197671967,377.25213075373966,0.02121374708698516,2.8222184001076145,376.5712034514422
128,8,16,8,2000,0.12410565566323441,0.11629315566323441,0.123364975553696,16.315726645513358,2165.3136383376136,0.06260706211907384,8.225667239685142,1082.3054664925694,0.03829204483622458,5.030564020975382,661.7281555968814,0.03152911413690957,0.2589044994227355,2.1291111321100775,0.03152911413690957,0.2589044994227355,2.1291111321100775,0.01928399466949534,0.15833799516967925,1.3017515166746711,0.0164174842766386,2.1894036962315377,292.0481899959099,0.016240714365270515,2.1564636186663444,288.3910108946023,0.01633808439416479,2.171540323785165,290.2268594780201
128,8,20,8,2000,0.12410565566323441,0.11629315566323441,0.1150673776779592,16.132839627904744,2284.172425461975,0.054880862693760066,7.531274395932194,1038.270104763072,0.03551456502296168,4.853247973700828,664.8481552782101,0.02211054057144722,0.15171094249662168,1.0457522052625656,0.02211054057144722,0.15171094249662168,1.0457522052625656,0.014308197653510591,0.09776444006045759,0.6696392599164678,0.03829275344636049,5.169547206312708,701.3477197182336,0.0383841508265095,5.184202440043443,702.3233063742679,0.038298146971343816,5.181174786396428,701.3481991839376
128,16,2,8,2000,0.062082639309509385,0.054270139309509385,0.0012615248190964408,0.16221891536375144,20.86299041939197,0.0003474510081620647,0.04458211093246948,5.720579436121928,6.385321959151587e-05,0.008186257273803784,1.0488140208919108,0.002798294434856965,0.1795272858415698,11.518073932879835,0.002798294434856965,0.1795272858415698,11.518073932879835,0.0005142598663789031,0.03296516290565417,2.111729689162999,4.11735171612773e-05,0.005285647495583156,0.678137424457684,3.516396748637482e-05,0.004505133384228576,0.5767775666206734,3.708679939572577e-05,0.004742759240359244,0.6078632221529439
128,16,3,8,2000,0.062082639309509385,0.054270139309509385,0.001929871430868692,0.24913176866999298,32.17125564435162,0.0006738058198653198,0.08666350453374098,11.14713939453735,0.00021768377049922322,0.027963661248679644,3.590074815565141,0.003617789811341085,0.15510420285968463,6.65012021402988,0.003617789811341085,0.15510420285968463,6.65012021402988,0.0011687849878824334,0.05004738050174352,2.141753884639587,0.0001572934657176883,0.020193122956179657,2.592665053352772,0.00015866669703198103,0.020359934606917686,2.612774944496021,0.00014530599812563553,0.018653991425210435,2.3944313845143124
128,16,4,8,2000,0.062082639309509385,0.054270139309509385,0.0029386535932865794,0.3809089133823145,49.39879358632068,0.001140667411661163,0.1470845734986266,18.967921853862528,0.0004462548587009466,0.05747972241739809,7.3988335812971355,0.004593342939136463,0.14807337358571473,4.7738592022328135,0.004593342939136463,0.14807337358571473,4.7738592022328135,0.0017970195197250273,0.05786613924671062,1.862143362356373,0.00030557148752872055,0.039334188333839094,5.056814918638877,0.00029739137920689894,0.038240725303941896,4.915563254457724,0.0002957237618623857,0.038018696592996025,4.886539461167438
128,16,5,8,2000,0.062082639309509385,0.054270139309509385,0.004072275921532508,0.5299557831368027,69.0166467352964,0.0016837909996828319,0.21767082065996732,28.143718681767375,0.0007524413256953655,0.09714962858086344,12.53462231474389,0.005424353791688493,0.14024585493202513,3.626613687147997,0.005424353791688493,0.14024585493202513,3.626613687147997,0.0024239991535930454,0.06259374901671279,1.6152177103493632,0.0005445288997288394,0.07015961665314452,9.04124743523642,0.0005712713927687064,0.07361956979304152,9.489463236695212,0.0005638560441294815,0.07260735268144348,9.3642008957308
128,16,6,8,2000,0.062082639309509385,0.054270139309509385,0.005356651744452094,0.6992074108376863,91.34637092485038,0.002409464367547171,0.31198282344186756,40.4035681702711,0.0012765305088512462,0.16503524543886408,21.32750919562212,0.0064684330282601945,0.13959119065230285,3.0129768712200375,0.0064684330282601945,0.13959119065230285,3.0129768712200375,0.0034269658502735834,0.07384209860097857,1.590436063872795,0.0011489482164739342,0.14838497424209368,19.1601854982922,0.0011579901623880336,0.1494590869759768,19.300244768143394,0.0011445355042918087,0.1477513741292661,19.079878982423953
128,16,8,8,2000,0.062082639309509385,0.054270139309509385,0.008493666817961239,1.116188368232152,146.89776968953424,0.004082089047101803,0.5315386310830855,69.23887158873838,0.002223201779655888,0.28902415696322864,37.55995566000612,0.008219063115919543,0.13377799660332845,2.1782606631390546,0.008219063115919543,0.13377799660332845,2.1782606631390546,0.004476295234027192,0.0727417922752314,1.1816393312906848,0.0019454240889542733,0.2526128208897549,32.83620325053196,0.0019832319634428405,0.2577451137948221,33.50900284247905,0.001945409105410947,0.25300358517967225,32.89838556449393
128,16,10,8,2000,0.062082639309509385,0.054270139309509385,0.009548112720420644,1.264779195503477,167.95149086034934,0.005026315648828027,0.6580984899147901,86.21940429058114,0.0031699361858355496,0.4145935857533031,54.23063396303452,0.008096169403767811,0.10600362633326178,1.3887844532630018,0.008096169403767811,0.10600362633326178,1.3887844532630018,0.005105994559979992,0.0667809214241635,0.8735233322261132,0.002935664198987814,0.38380541669598595,50.31962542286131,0.0029580687477438958,0.38777661433698446,50.73891742897425,0.00297217666441421,0.38911967110945744,50.9529192648556
128,16,12,8,2000,0.062082639309509385,0.054270139309509385,0.01333015184856462,1.7837653386024013,239.5826842549813,0.007267677570416945,0.9583877614644322,126.5166006919306,0.004625496945050444,0.6092728953763469,80.26364182966614,0.009755380961098696,0.10720340887159713,1.1793252705544712,0.009755380961098696,0.10720340887159713,1.1793252705544712,0.0062087901391003186,0.06815209244492879,0.7481780303831348,0.004947831529407807,0.6496869746668461,85.51737984772963,0.004937192209500787,0.6499816729391134,85.37528096561279,0.004990459299787302,0.6564725746345469,86.36935274458735
