time,mode,rate,z,ntk_eigenvalue
2.324749642346209,0,1.0,1.022411064778828e-06,4.089644259115312e-06
2.324749642346209,1,0.6931448431551464,5.00975818633347e-07,2.003903274533388e-06
2.324749642346209,2,0.48044977359257246,3.055444286994391e-07,1.2221777147977564e-06
2.324749642346209,3,0.33302128296074923,2.1688363022740548e-07,8.675345209096219e-07
2.324749642346209,4,0.23083198494515414,1.7102272676836894e-07,6.840909070734758e-07
2.324749642346209,5,0.16,1.4505744656305647e-07,5.802297862522259e-07
2.503576537911302,0,1.0,1.2226129396891964e-06,4.8904517587567855e-06
2.503576537911302,1,0.6931448431551464,5.670858361741585e-07,2.268343344696634e-06
2.503576537911302,2,0.48044977359257246,3.329567101322445e-07,1.331826840528978e-06
2.503576537911302,3,0.33302128296074923,2.301920742131461e-07,9.207682968525844e-07
2.503576537911302,4,0.23083198494515414,1.7823009584416863e-07,7.129203833766745e-07
2.503576537911302,5,0.16,1.4926781731309245e-07,5.970712692523698e-07
2.6824034334763946,0,1.0,1.4620169843525304e-06,5.8480679374101215e-06
2.6824034334763946,1,0.6931448431551464,6.419198883073461e-07,2.5676795532293844e-06
2.6824034334763946,2,0.48044977359257246,3.6282831510460397e-07,1.4513132604184159e-06
2.6824034334763946,3,0.33302128296074923,2.443171522214622e-07,9.772686088858489e-07
2.6824034334763946,4,0.23083198494515414,1.8574120307323793e-07,7.429648122929517e-07
2.6824034334763946,5,0.16,1.5360039623137198e-07,6.144015849254879e-07
2.8612303290414878,0,1.0,1.748299476427894e-06,6.993197905711576e-06
2.8612303290414878,1,0.6931448431551464,7.266292170402511e-07,2.9065168681610043e-06
2.8612303290414878,2,0.48044977359257246,3.953798842349246e-07,1.5815195369396983e-06
2.8612303290414878,3,0.33302128296074923,2.5930897455217606e-07,1.0372358982087042e-06
2.8612303290414878,4,0.23083198494515414,1.9356884878717957e-07,7.742753951487183e-07
2.8612303290414878,5,0.16,1.5805873046568357e-07,6.322349218627343e-07
3.040057224606581,0,1.0,2.0906397946447027e-06,8.36255917857881e-06
3.040057224606581,1,0.6931448431551464,8.22516984064448e-07,3.290067936257792e-06
3.040057224606581,2,0.48044977359257246,4.3085185306536375e-07,1.723407412261455e-06
3.040057224606581,3,0.33302128296074923,2.752207263639214e-07,1.1008829054556856e-06
3.040057224606581,4,0.23083198494515414,2.01726372755719e-07,8.06905491022876e-07
3.040057224606581,5,0.16,1.6264647012099002e-07,6.505858804839601e-07
3.2188841201716736,0,1.0,2.500014738257479e-06,1.0000058953029916e-05
3.2188841201716736,1,0.6931448431551464,9.31058318133436e-07,3.724233272533744e-06
3.2188841201716736,2,0.48044977359257246,4.695062279646932e-07,1.8780249118587727e-06
3.2188841201716736,3,0.33302128296074923,2.921088563518405e-07,1.168435425407362e-06
3.2188841201716736,4,0.23083198494515414,2.1022767691982644e-07,8.409107076793058e-07
3.2188841201716736,5,0.16,1.6736737124777184e-07,6.694694849910874e-07
3.3977110157367667,0,1.0,2.9895504746925696e-06,1.1958201898770278e-05
3.3977110157367667,1,0.6931448431551464,1.0539230078490812e-06,4.215692031396325e-06
3.3977110157367667,2,0.48044977359257246,5.116285213541067e-07,2.0465140854164268e-06
3.3977110157367667,3,0.33302128296074923,3.10033277002659e-07,1.240133108010636e-06
3.3977110157367667,4,0.23083198494515414,2.1908724908284936e-07,8.763489963313975e-07
3.3977110157367667,5,0.16,1.7222529891710602e-07,6.889011956684241e-07
3.57653791130186,0,1.0,3.5749433982311967e-06,1.4299773592924787e-05
3.57653791130186,1,0.6931448431551464,1.1930011889250111e-06,4.7720047557000446e-06
3.57653791130186,2,0.48044977359257246,5.575298605490064e-07,2.2301194421960255e-06
3.57653791130186,3,0.33302128296074923,3.290575771375127e-07,1.3162303085500507e-06
3.57653791130186,4,0.23083198494515414,2.2832018760002627e-07,9.132807504001051e-07
3.57653791130186,5,0.16,1.7722423038499745e-07,7.088969215399898e-07
3.7553648068669525,0,1.0,4.274963391244093e-06,1.7099853564976373e-05
3.7553648068669525,1,0.6931448431551464,1.3504324210515597e-06,5.401729684206239e-06
3.7553648068669525,2,0.48044977359257246,6.075492857919615e-07,2.430197143167846e-06
3.7553648068669525,3,0.33302128296074923,3.4924924749648953e-07,1.3969969899859581e-06
3.7553648068669525,4,0.23083198494515414,2.3794222710845553e-07,9.517689084338221e-07
3.7553648068669525,5,0.16,1.8236825834855413e-07,7.294730333942165e-07
3.9341917024320456,0,1.0,5.11205562036594e-06,2.044822248146376e-05
3.9341917024320456,1,0.6931448431551464,1.5286386016188592e-06,6.114554406475437e-06
3.9341917024320456,2,0.48044977359257246,6.620562544491993e-07,2.648225017796797e-06
3.9341917024320456,3,0.33302128296074923,3.70679920165106e-07,1.482719680660424e-06
3.9341917024320456,4,0.23083198494515414,2.4796976534136244e-07,9.918790613654498e-07
3.9341917024320456,5,0.16,1.8766159429667145e-07,7.506463771866858e-07
4.113018597997138,0,1.0,6.113060157581178e-06,2.4452240630324713e-05
4.113018597997138,1,0.6931448431551464,1.7303612225634384e-06,6.921444890253754e-06
4.113018597997138,2,0.48044977359257246,7.214533698654655e-07,2.885813479461862e-06
4.113018597997138,3,0.33302128296074923,3.934256226920338e-07,1.5737024907681352e-06
4.113018597997138,4,0.23083198494515414,2.584198910723577e-07,1.0336795642894309e-06
4.113018597997138,5,0.16,1.9310857195796792e-07,7.724342878318717e-07
4.291845493562231,0,1.0,7.310072491489753e-06,2.924028996595901e-05
4.291845493562231,1,0.6931448431551464,1.958703543395901e-06,7.834814173583604e-06
4.291845493562231,2,0.48044977359257246,7.861793550311209e-07,3.1447174201244836e-06
4.291845493562231,3,0.33302128296074923,4.1756704779950723e-07,1.670268191198029e-06
4.291845493562231,4,0.23083198494515414,2.693104132373058e-07,1.0772416529492232e-06
4.291845493562231,5,0.16,1.9871365084879617e-07,7.948546033951847e-07
4.470672389127325,0,1.0,8.741472507737286e-06,3.496589003094914e-05
4.470672389127325,1,0.6931448431551464,2.2171783290690825e-06,8.86871331627633e-06
4.470672389127325,2,0.48044977359257246,8.567122930231612e-07,3.4268491720926447e-06
4.470672389127325,3,0.33302128296074923,4.431898396431394e-07,1.7727593585725576e-06
4.470672389127325,4,0.23083198494515414,2.806598912834262e-07,1.122639565133705e-06
4.470672389127325,5,0.16,2.044814199242326e-07,8.179256796969304e-07
4.649499284692418,0,1.0,1.0453154913962519e-05,4.1812619655850075e-05
4.649499284692418,1,0.6931448431551464,2.509761886918811e-06,1.0039047547675244e-05
4.649499284692418,2,0.48044977359257246,9.335731581518037e-07,3.734292632607215e-06
4.649499284692418,3,0.33302128296074923,4.7038489763658077e-07,1.881539590546323e-06
4.649499284692418,4,0.23083198494515414,2.924876667973444e-07,1.1699506671893776e-06
4.649499284692418,5,0.16,2.1041660133503523e-07,8.416664053401409e-07
4.828326180257511,0,1.0,1.2500000535956923e-05,5.000000214382769e-05
4.828326180257511,1,0.6931448431551464,2.84095523376719e-06,1.136382093506876e-05
4.828326180257511,2,0.48044977359257246,1.0173296638909092e-06,4.069318655563637e-06
4.828326180257511,3,0.33302128296074923,4.992486989187514e-07,1.9969947956750056e-06
4.828326180257511,4,0.23083198494515414,3.0481389646598516e-07,1.2192555858639406e-06
4.828326180257511,5,0.16,2.1652405429364475e-07,8.66096217174579e-07
5.007153075822604,0,1.0,1.4947635623891089e-05,5.9790542495564355e-05
5.007153075822604,1,0.6931448431551464,3.2158533339082976e-06,1.286341333563319e-05
5.007153075822604,2,0.48044977359257246,1.108600456009631e-06,4.434401824038524e-06
5.007153075822604,3,0.33302128296074923,5.298836406074938e-07,2.119534562429975e-06
5.007153075822604,4,0.23083198494515414,3.1765958642647593e-07,1.2706383457059037e-06
5.007153075822604,5,0.16,2.2280877905239369e-07,8.912351162095747e-07
5.185979971387696,0,1.0,1.78745355262744e-05,7.14981421050976e-05
5.185979971387696,1,0.6931448431551464,3.640223472781241e-06,1.4560893891124963e-05
5.185979971387696,2,0.48044977359257246,1.208059681871582e-06,4.832238727486328e-06
5.185979971387696,3,0.33302128296074923,5.6239840305368e-07,2.24959361221472e-06
5.185979971387696,4,0.23083198494515414,3.310466280635899e-07,1.3241865122543595e-06
5.185979971387696,5,0.16,2.29275920997181e-07,9.17103683988724e-07
5.364806866952789,0,1.0,2.1374540108300138e-05,8.549816043320055e-05
5.364806866952789,1,0.6931448431551464,4.120593971579677e-06,1.648237588631871e-05
5.364806866952789,2,0.48044977359257246,1.3164419696452594e-06,5.265767878581038e-06
5.364806866952789,3,0.33302128296074923,5.969083353842793e-07,2.387633341537117e-06
5.364806866952789,4,0.23083198494515414,3.4499783531572826e-07,1.379991341262913e-06
5.364806866952789,5,0.16,2.3593077485996198e-07,9.437230994398479e-07
5.543633762517882,0,1.0,2.5559861460737933e-05,0.00010223944584295173
5.543633762517882,1,0.6931448431551464,4.6643546070047e-06,1.86574184280188e-05
5.543633762517882,2,0.48044977359257246,1.4345478541959612e-06,5.738191416783845e-06
5.543633762517882,3,0.33302128296074923,6.335358647019439e-07,2.5341434588077754e-06
5.543633762517882,4,0.23083198494515414,3.5953698355301025e-07,1.438147934212041e-06
5.543633762517882,5,0.16,2.427787890535029e-07,9.711151562140116e-07
5.7224606580829755,0,1.0,3.0564680183602246e-05,0.00012225872073440898
5.7224606580829755,1,0.6931448431551464,5.279870280276969e-06,2.1119481121107878e-05
5.7224606580829755,2,0.48044977359257246,1.563249689727304e-06,6.252998758909216e-06
5.7224606580829755,3,0.33302128296074923,6.724109303925775e-07,2.68964372157031e-06
5.7224606580829755,4,0.23083198494515414,3.746888500937171e-07,1.4987554003748684e-06
5.7224606580829755,5,0.16,2.4982557013194844e-07,9.993022805277938e-07
5.901287553648069,0,1.0,3.6549445334016976e-05,0.0001461977813360679
5.901287553648069,1,0.6931448431551464,5.976609683141706e-06,2.3906438732566825e-05
5.901287553648069,2,0.48044977359257246,1.7034980928339903e-06,6.813992371335961e-06
5.901287553648069,3,0.33302128296074923,7.136714450813858e-07,2.854685780325543e-06
5.901287553648069,4,0.23083198494515414,3.9047925642812824e-07,1.561917025712513e-06
5.901287553648069,5,0.16,2.570768873808535e-07,1.028307549523414e-06
6.080114449213162,0,1.0,4.3706015594322394e-05,0.00017482406237728958
6.080114449213162,1,0.6931448431551464,6.7652909390463764e-06,2.7061163756185506e-05
6.080114449213162,2,0.48044977359257246,1.85632896354318e-06,7.42531585417272e-06
6.080114449213162,3,0.33302128296074923,7.574637838724153e-07,3.0298551354896613e-06
6.080114449213162,4,0.23083198494515414,4.069351122216976e-07,1.6277404488867904e-06
6.080114449213162,5,0.16,2.645386775404366e-07,1.0581547101617464e-06
6.258941344778255,0,1.0,5.22638060525188e-05,0.0002090552242100752
6.258941344778255,1,0.6931448431551464,7.658046458473868e-06,3.063218583389547e-05
6.258941344778255,2,0.48044977359257246,2.0228711361885873e-06,8.091484544754349e-06
6.258941344778255,3,0.33302128296074923,8.039433036069019e-07,3.2157732144276074e-06
6.258941344778255,4,0.23083198494515414,4.24084461172548e-07,1.696337844690192e-06
6.258941344778255,5,0.16,2.722170496659213e-07,1.0888681986636852e-06
6.437768240343347,0,1.0,6.249713703538001e-05,0.00024998854814152005
6.437768240343347,1,0.6931448431551464,8.66860954256536e-06,3.467443817026144e-05
6.437768240343347,2,0.48044977359257246,2.2043547166106338e-06,8.817418866442535e-06
6.437768240343347,3,0.33302128296074923,8.532748939821825e-07,3.41309957592873e-06
6.437768240343347,4,0.23083198494515414,4.4195652880142057e-07,1.7678261152056823e-06
6.437768240343347,5,0.16,2.801182901289451e-07,1.1204731605157803e-06
6.61659513590844,0,1.0,7.473401969728526e-05,0.00029893607878914104
6.61659513590844,1,0.6931448431551464,9.812525603179504e-06,3.9250102412718014e-05
6.61659513590844,2,0.48044977359257246,2.402120167241943e-06,9.608480668967772e-06
6.61659513590844,3,0.33302128296074923,9.056335624859326e-07,3.6225342499437303e-06
6.61659513590844,4,0.23083198494515414,4.6058177225551096e-07,1.8423270890220439e-06
6.61659513590844,5,0.16,2.8824886776412824e-07,1.152995471056513e-06
6.795422031473533,0,1.0,8.936665873568949e-05,0.00035746663494275795
6.795422031473533,1,0.6931448431551464,1.110739124551236e-05,4.442956498204944e-05
6.795422031473533,2,0.48044977359257246,2.617628207157461e-06,1.0470512828629844e-05
6.795422031473533,3,0.33302128296074923,9.612050552203764e-07,3.844820220881506e-06
6.795422031473533,4,0.23083198494515414,4.799919322110512e-07,1.9199677288442048e-06
6.795422031473533,5,0.16,2.966154391650172e-07,1.1864617566600688e-06
6.9742489270386265,0,1.0,0.00010686400708976954,0.00042745602835907816
6.9742489270386265,1,0.6931448431551464,1.2573124887115748e-05,5.029249954846299e-05
6.9742489270386265,2,0.48044977359257246,2.8524706001831928e-06,1.1409882400732771e-05
6.9742489270386265,3,0.33302128296074923,1.0201865158184038e-06,4.080746063273615e-06
6.9742489270386265,4,0.23083198494515414,5.002200869630738e-07,2.0008803478522953e-06
6.9742489270386265,5,0.16,3.052248541337368e-07,1.2208994165349473e-06
7.15307582260372,0,1.0,0.00012778677245527025,0.000511147089821081
7.15307582260372,1,0.6931448431551464,1.4232273071123048e-05,5.692909228449219e-05
7.15307582260372,2,0.48044977359257246,3.108381910711176e-06,1.2433527642844704e-05
7.15307582260372,3,0.33302128296074923,1.0827871847885893e-06,4.331148739154357e-06
7.15307582260372,4,0.23083198494515414,5.213007087945224e-07,2.0852028351780897e-06
7.15307582260372,5,0.16,3.140841612888124e-07,1.2563366451552497e-06
7.331902718168813,0,1.0,0.0001528053528937467,0.0006112214115749868
7.331902718168813,1,0.6931448431551464,1.6110357179093146e-05,6.444142871637258e-05
7.331902718168813,2,0.48044977359257246,3.387252314009261e-06,1.3549009256037043e-05
7.331902718168813,3,0.33302128296074923,1.1492291417694488e-06,4.596916567077795e-06
7.331902718168813,4,0.23083198494515414,5.432697227207496e-07,2.1730788908829983e-06
7.331902718168813,5,0.16,3.2320061383575236e-07,1.2928024553430094e-06
7.510729613733905,0,1.0,0.0001827212710605789,0.0007308850842423156
7.510729613733905,1,0.6931448431551464,1.823626586844644e-05,7.294506347378576e-05
7.510729613733905,2,0.48044977359257246,3.6911415555948117e-06,1.4764566222379247e-05
7.510729613733905,3,0.33302128296074923,1.2197480933254352e-06,4.878992373301741e-06
7.510729613733905,4,0.23083198494515414,5.661645677094986e-07,2.2646582708379944e-06
7.510729613733905,5,0.16,3.3258167550511493e-07,1.3303267020204597e-06
7.689556509298998,0,1.0,0.000218492786365597,0.000873971145462388
7.689556509298998,1,0.6931448431551464,2.064269926040185e-05,8.25707970416074e-05
7.689556509298998,2,0.48044977359257246,4.022294162719151e-06,1.6089176650876603e-05
7.689556509298998,3,0.33302128296074923,1.2945942090786198e-06,5.178376836314479e-06
7.689556509298998,4,0.23083198494515414,5.900242604806748e-07,2.360097041922699e-06
7.689556509298998,5,0.16,3.422350266629197e-07,1.3689401066516787e-06
7.868383404864091,0,1.0,0.0002612654949253754,0.0010450619797015017
7.868383404864091,1,0.6931448431551464,2.3366671697260678e-05,9.346668678904271e-05
7.868383404864091,2,0.48044977359257246,4.383156020246408e-06,1.753262408098563e-05
7.868383404864091,3,0.33302128296074923,1.374033009141389e-06,5.496132036565556e-06
7.868383404864091,4,0.23083198494515414,6.148894619946095e-07,2.459557847978438e-06
7.868383404864091,5,0.16,3.52168570598405e-07,1.40867428239362e-06
8.047210300429184,0,1.0,0.00031240888221358313,0.0012496355288543325
8.047210300429184,1,0.6931448431551464,2.645008078482318e-05,0.00010580032313929272
8.047210300429184,2,0.48044977359257246,4.776392433274603e-06,1.910556973309841e-05
8.047210300429184,3,0.33302128296074923,1.4583463059973593e-06,5.833385223989437e-06
8.047210300429184,4,0.23083198494515414,6.408025467421002e-07,2.5632101869684007e-06
8.047210300429184,5,0.16,3.623904399942801e-07,1.4495617599771204e-06
8.226037195994277,0,1.0,0.00037355997720932917,0.0014942399088373167
8.226037195994277,1,0.6931448431551464,2.994035145021313e-05,0.00011976140580085252
8.226037195994277,2,0.48044977359257246,5.204907809812016e-06,2.0819631239248065e-05
8.226037195994277,3,0.33302128296074923,1.5478332041707415e-06,6.191332816682966e-06
8.226037195994277,4,0.23083198494515414,6.678076749542836e-07,2.6712306998171344e-06
8.226037195994277,5,0.16,3.729090035847656e-07,1.4916360143390624e-06
8.40486409155937,0,1.0,0.0004466754745845366,0.0017867018983381464
8.40486409155937,1,0.6931448431551464,3.3891164892706786e-05,0.00013556465957082715
8.40486409155937,2,0.48044977359257246,5.671867108768758e-06,2.2687468435075033e-05
8.40486409155937,3,0.33302128296074923,1.642811161229233e-06,6.571244644916932e-06
8.40486409155937,4,0.23083198494515414,6.959508678553669e-07,2.7838034714214674e-06
8.40486409155937,5,0.16,3.837328730068746e-07,1.5349314920274983e-06
8.583690987124463,0,1.0,0.0005340939487651091,0.0021363757950604366
8.583690987124463,1,0.6931448431551464,3.836328360255322e-05,0.00015345313441021287
8.583690987124463,2,0.48044977359257246,6.180719211539624e-06,2.4722876846158495e-05
8.583690987124463,3,0.33302128296074923,1.7436171138829444e-06,6.974468455531778e-06
8.583690987124463,4,0.23083198494515414,7.252800860864322e-07,2.901120344345729e-06
8.583690987124463,5,0.16,3.9487090985054004e-07,1.5794836394021602e-06
8.762517882689556,0,1.0,0.0006386100869771331,0.0025544403479085325
8.762517882689556,1,0.6931448431551464,4.342548508966041e-05,0.00017370194035864163
8.762517882689556,2,0.48044977359257246,6.735222389635307e-06,2.6940889558541228e-05
8.762517882689556,3,0.33302128296074923,1.8506086731726053e-06,7.402434692690421e-06
8.762517882689556,4,0.23083198494515414,7.558453114339272e-07,3.023381245735709e-06
8.762517882689556,5,0.16,4.063322329133627e-07,1.6253289316534507e-06
8.94134477825465,0,1.0,0.0007635632247804905,0.003054252899121962
8.94134477825465,1,0.6931448431551464,4.915561862229071e-05,0.00019662247448916283
8.94134477825465,2,0.48044977359257246,7.339472056268549e-06,2.9357888225074197e-05
8.94134477825465,3,0.33302128296074923,1.964165392985173e-06,7.856661571940692e-06
8.94134477825465,4,0.23083198494515414,7.876986320020792e-07,3.1507945280083166e-06
8.94134477825465,5,0.16,4.181262256659141e-07,1.6725049026636563e-06
9.120171673819742,0,1.0,0.0009129428848350073,0.003651771539340029
9.120171673819742,1,0.6931448431551464,5.5641801150204606e-05,0.00022256720460081842
9.120171673819742,2,0.48044977359257246,7.997931006633506e-06,3.1991724026534025e-05
9.120171673819742,3,0.33302128296074923,2.0846901163948616e-06,8.338760465579447e-06
9.120171673819742,4,0.23083198494515414,8.208943309743477e-07,3.283577323897391e-06
9.120171673819742,5,0.16,4.302625439337073e-07,1.7210501757348292e-06
9.298998569384835,0,1.0,0.0010915145058684864,0.004366058023473946
9.298998569384835,1,0.6931448431551464,6.298377070472632e-05,0.0002519350828189053
9.298998569384835,2,0.48044977359257246,8.71546236995288e-06,3.486184947981152e-05
9.298998569384835,3,0.33302128296074923,2.2126104046034308e-06,8.850441618413723e-06
9.298998569384835,4,0.23083198494515414,8.554889791151293e-07,3.421955916460517e-06
9.298998569384835,5,0.16,4.427511238021234e-07,1.7710044952084935e-06
9.477825464949929,0,1.0,0.0013049691121551472,0.005219876448620589
9.477825464949929,1,0.6931448431551464,7.129441796113718e-05,0.0002851776718445487
9.477825464949929,2,0.48044977359257246,9.497365516343184e-06,3.798946206537274e-05
9.477825464949929,3,0.33302128296074923,2.3483800535462746e-06,9.393520214185099e-06
9.477825464949929,4,0.23083198494515414,8.915415311693061e-07,3.5661661246772242e-06
9.477825464949929,5,0.16,4.556021897507622e-07,1.8224087590030487e-06
9.656652360515022,0,1.0,0.0015601013217496657,0.006240405286998663
9.656652360515022,1,0.6931448431551464,8.070151935161748e-05,0.00032280607740646993
9.656652360515022,2,0.48044977359257246,1.0349415183309248e-05,4.1397660733236994e-05
9.656652360515022,3,0.33302128296074923,2.49248070354153e-06,9.96992281416612e-06
9.656652360515022,4,0.23083198494515414,9.291134263238712e-07,3.716453705295485e-06
9.656652360515022,5,0.16,4.6882626302387796e-07,1.8753050520955118e-06
9.835479256080115,0,1.0,0.0018650208300427767,0.007460083320171107
9.835479256080115,1,0.6931448431551464,9.134969816888471e-05,0.00036539879267553883
9.835479256080115,2,0.48044977359257246,1.127790411038344e-05,4.511161644153376e-05
9.835479256080115,3,0.33302128296074923,2.6454235476890796e-06,1.0581694190756318e-05
9.835479256080115,4,0.23083198494515414,9.682686929027686e-07,3.8730747716110744e-06
9.835479256080115,5,0.16,4.824341702437491e-07,1.9297366809749963e-06
10.014306151645208,0,1.0,0.0022294033363885373,0.008917613345554149
10.014306151645208,1,0.6931448431551464,0.00010340264354567618,0.0004136105741827047
10.014306151645208,2,0.48044977359257246,1.228968949624655e-05,4.91587579849862e-05
10.014306151645208,3,0.33302128296074923,2.807751145076227e-06,1.1231004580304909e-05
10.014306151645208,4,0.23083198494515414,1.0090740574733155e-06,4.036296229893262e-06
10.014306151645208,5,0.16,4.964370522740326e-07,1.9857482090961304e-06
10.193133047210301,0,1.0,0.002664787802351347,0.010659151209405388
10.193133047210301,1,0.6931448431551464,0.00011704562108244471,0.00046818248432977885
10.193133047210301,2,0.48044977359257246,1.3392243620793377e-05,5.356897448317351e-05
10.193133047210301,3,0.33302128296074923,2.9800393452181035e-06,1.1920157380872414e-05
10.193133047210301,4,0.23083198494515414,1.0515990585500604e-06,4.206396234200242e-06
10.193133047210301,5,0.16,5.108463733403581e-07,2.0433854933614323e-06
10.371959942775392,0,1.0,0.0031849279279896783,0.012739711711958713
