step,train_cond,eval_cond,loss,eval_mse_post,eval_mse_true,eval_rel_post,dual_diag_same_depth_mse,primal_jac_same_depth_mse,layer0_mse,layerlast_mse,score_corr_linear_kernel,attn_entropy_last
8750,50.588652681397186,66.331182551316,0.03631291538476944,0.037339285016059875,0.040620993822813034,0.18752825260162354,0.2186107337474823,0.0015842355787754059,0.6559956073760986,0.037339285016059875,0.14810463786125183,4.846950531005859
9000,346.19400377122696,20.63454683236928,0.1347043514251709,0.036644890904426575,0.03713424503803253,0.1854446828365326,0.09579485654830933,0.0009424061863683164,0.6253742575645447,0.036644890904426575,0.11497887969017029,4.846494674682617
9250,430.2138514311185,22.994315677408235,0.15214847028255463,0.0406104177236557,0.04131332039833069,0.19910040497779846,0.10171985626220703,0.0008423596154898405,0.5837510228157043,0.0406104177236557,0.11399912089109421,4.846475601196289
9500,333.4557810917848,107.96231599248583,0.133229598402977,0.058399125933647156,0.06405210494995117,0.23687469959259033,0.26272761821746826,0.0020742430351674557,0.7127246260643005,0.058399125933647156,0.12147916108369827,4.846792221069336
9750,148.3696824506549,23.940134283378136,0.07980502396821976,0.03601289540529251,0.03649549186229706,0.17855843901634216,0.11831824481487274,0.0010854629799723625,0.7146191596984863,0.03601289540529251,0.10172547399997711,4.8462815284729
10000,144.69561576674565,45.583799691378886,0.07075533270835876,0.028106387704610825,0.029729150235652924,0.16637974977493286,0.1718308925628662,0.0012134405551478267,0.713485598564148,0.028106387704610825,0.09046635031700134,4.846490859985352
10250,208.79531700096265,37.29761508051963,0.09912550449371338,0.027367863804101944,0.02842545136809349,0.1596471071243286,0.15716037154197693,0.0010562085080891848,0.9253095388412476,0.027367863804101944,0.09272406995296478,4.846441268920898
10500,117.15257936709571,629.8073537576137,0.05378825590014458,0.1892034113407135,0.22075258195400238,0.4115120470523834,0.37597039341926575,0.005513119511306286,1.7662460803985596,0.1892034113407135,0.22154827415943146,4.846935749053955
10750,375.97383093863124,254.59126284807883,0.12817028164863586,0.10340823233127594,0.11918152123689651,0.3155827522277832,0.33394524455070496,0.00334593141451478,1.7792805433273315,0.10340823233127594,0.16457653045654297,4.8469085693359375
11000,127.37781151120012,102.74734257924825,0.06151926890015602,0.047994133085012436,0.05274062976241112,0.2144806683063507,0.26021814346313477,0.001933620311319828,1.4306586980819702,0.047994133085012436,0.12517985701560974,4.846719741821289
11250,15.575086876960903,66.84126600709588,0.04288443922996521,0.03149766847491264,0.03449834883213043,0.17173700034618378,0.21390001475811005,0.0016708879265934229,1.845668077468872,0.03149766847491264,0.12250037491321564,4.846668243408203
11500,10.513589348776923,123.13393749457423,0.04625261574983597,0.07170400768518448,0.0792791023850441,0.25500112771987915,0.288149356842041,0.002297320170328021,1.9699230194091797,0.07170400768518448,0.15075522661209106,4.846759796142578
11750,113.81202840701502,32.28022926129957,0.05757586658000946,0.02101105824112892,0.02200312167406082,0.1415127068758011,0.13428771495819092,0.0011058095842599869,1.4877679347991943,0.02101105824112892,0.11218003183603287,4.8462371826171875
12000,61.992746149951856,19.12013185058285,0.03448789566755295,0.02612653374671936,0.026912575587630272,0.15902939438819885,0.08924686908721924,0.0008643217151984572,2.088874340057373,0.02612653374671936,0.12220600247383118,4.845853805541992
12250,16.11171561870625,363.14962351859515,0.042839594185352325,0.16497521102428436,0.1847686916589737,0.3594905138015747,0.3480111360549927,0.0041376459412276745,1.6123065948486328,0.16497521102428436,0.23083779215812683,4.846863746643066
12500,155.00770771160916,40.23910085622765,0.06983743607997894,0.025284554809331894,0.026675328612327576,0.15771451592445374,0.1605471968650818,0.0012475487310439348,1.6476609706878662,0.025284554809331894,0.13204778730869293,4.846197128295898
12750,11.076175477611116,198.62005640700997,0.06219562143087387,0.08494920283555984,0.0966736450791359,0.2824452817440033,0.31442368030548096,0.00306404335424304,1.5843191146850586,0.08494920283555984,0.18927466869354248,4.846802711486816
13000,113.14895012849018,219.36763999245102,0.05344907194375992,0.09176389127969742,0.10357271134853363,0.29647213220596313,0.31456708908081055,0.0029925270937383175,1.499542236328125,0.09176389127969742,0.2036656141281128,4.846850395202637
13250,63.56277475146245,546.5270880488457,0.03116736002266407,0.15415862202644348,0.1823241263628006,0.3900454044342041,0.37205812335014343,0.005451862700283527,1.61248779296875,0.15415862202644348,0.27942001819610596,4.846977233886719
13500,127.63440330345065,105.06349314630062,0.057688578963279724,0.04481849446892738,0.04991879314184189,0.20795738697052002,0.25087040662765503,0.002147803083062172,1.4382022619247437,0.04481849446892738,0.16438095271587372,4.846636772155762
13750,29.75834179447175,147.995911572964,0.020198512822389603,0.07755397260189056,0.08585132658481598,0.25937211513519287,0.276181161403656,0.0022478406317532063,1.870039701461792,0.07755397260189056,0.1839769035577774,4.84659481048584
14000,159.35259952563158,20.543545968853483,0.06643787026405334,0.03447090834379196,0.035038307309150696,0.17495359480381012,0.10267691314220428,0.0009140315814875066,2.1316568851470947,0.03447090834379196,0.15722404420375824,4.845561504364014
14250,238.0222627652336,266.34648685258287,0.10589860379695892,0.11511360853910446,0.13096226751804352,0.3344307243824005,0.32702720165252686,0.0037155374884605408,1.4114303588867188,0.11511360853910446,0.2171436995267868,4.84672212600708
14500,145.161548998749,562.5909864693367,0.07452206313610077,0.26076066493988037,0.291994571685791,0.4443747103214264,0.38206782937049866,0.005007204599678516,2.089665412902832,0.26076066493988037,0.2770824730396271,4.846724510192871
14750,73.81870032260126,237.44899666496013,0.03762619197368622,0.10790625214576721,0.12243498861789703,0.3219423294067383,0.3220950961112976,0.002955698175355792,2.258915901184082,0.10790625214576721,0.2037966251373291,4.846593856811523
15000,44.240261459599594,384.99746059997005,0.02309705689549446,0.180611714720726,0.20194919407367706,0.3653199076652527,0.35371047258377075,0.004115528892725706,2.2894482612609863,0.180611714720726,0.24558326601982117,4.84666109085083
15250,250.71716875602826,131.69254501847075,0.1005432978272438,0.062194786965847015,0.0690431296825409,0.2448977679014206,0.27329352498054504,0.0021934867836534977,1.8869845867156982,0.062194786965847015,0.18187187612056732,4.846499443054199
15500,39.180704673569885,141.88387963448142,0.024662721902132034,0.05918670445680618,0.06724275648593903,0.24025365710258484,0.26822999119758606,0.0021939340513199568,1.5447614192962646,0.05918670445680618,0.18185612559318542,4.846588611602783
15750,319.6308176054615,323.7526844401509,0.11510592699050903,0.11463971436023712,0.13235405087471008,0.33590567111968994,0.3465126156806946,0.0038027686532586813,1.988029956817627,0.11463971436023712,0.2213573455810547,4.846597671508789
16000,879.6986619313909,338.1090586046799,0.19377097487449646,0.11848196387290955,0.1381421983242035,0.34047508239746094,0.3375745415687561,0.004155763424932957,2.4399750232696533,0.11848196387290955,0.22904978692531586,4.846643924713135
16250,29.16293230060092,460.3546790068671,0.020319605246186256,0.15299777686595917,0.17643555998802185,0.3837565779685974,0.35916632413864136,0.004263852722942829,2.3354876041412354,0.15299777686595917,0.23811668157577515,4.846484661102295
16500,27.814170271558623,21.542213263659924,0.02716326154768467,0.03121473267674446,0.03186545521020889,0.1700906604528427,0.10099636018276215,0.0009278110810555518,2.3380179405212402,0.03121473267674446,0.18900489807128906,4.845193862915039
16750,620.9457175133632,990.0389627818055,0.21342474222183228,0.2559050917625427,0.3010997176170349,0.48171496391296387,0.38515836000442505,0.006055604666471481,2.49985933303833,0.2559050917625427,0.27663904428482056,4.8463850021362305
17000,65.83158374030099,12.59096129463722,0.029732603579759598,0.046305906027555466,0.04688701033592224,0.20661543309688568,0.05795798450708389,0.0007167585426941514,1.8660403490066528,0.046305906027555466,0.21763193607330322,4.8443603515625
17250,11.72797316255862,75.56833523416327,0.060119643807411194,0.03506144881248474,0.03847145289182663,0.1784268319606781,0.22528377175331116,0.0018809671746566892,2.340346097946167,0.03506144881248474,0.16258886456489563,4.846095085144043
17500,65.79850461989585,606.2493231936104,0.029322480782866478,0.15930868685245514,0.1894923895597458,0.39004313945770264,0.38758784532546997,0.005732126068323851,2.9396486282348633,0.15930868685245514,0.23207691311836243,4.846375465393066
17750,41.96511889976727,24.677360474857686,0.029783960431814194,0.04183293133974075,0.04238013178110123,0.1907208263874054,0.1158437579870224,0.0009438704582862556,2.625124454498291,0.04183293133974075,0.19693249464035034,4.844983100891113
18000,530.7687858501962,153.54611139476486,0.14188571274280548,0.061624594032764435,0.06950885057449341,0.2388695627450943,0.2943834960460663,0.0027256463654339314,2.5941050052642822,0.061624594032764435,0.18314459919929504,4.846218109130859
18250,126.17700291754596,29.314631742441932,0.05054729804396629,0.02757953479886055,0.02821744605898857,0.1619310975074768,0.13598188757896423,0.001183663378469646,2.927509069442749,0.02757953479886055,0.20490962266921997,4.845174789428711
18500,16.280756437994306,17.946683994570854,0.04318295419216156,0.036495767533779144,0.03719036281108856,0.18434593081474304,0.08572403341531754,0.000802759313955903,3.73045015335083,0.036495767533779144,0.2213914841413498,4.844397068023682
18750,37.62858528833021,904.1128306593641,0.028930066153407097,1.0989227294921875,1.1412869691848755,0.4753052890300751,0.3771172761917114,0.00602773018181324,3.355116128921509,1.0989227294921875,0.25064602494239807,4.846203804016113
19000,913.0614965642923,776.3108452272359,0.17199894785881042,0.20226377248764038,0.23634766042232513,0.39882028102874756,0.3891673684120178,0.006536045111715794,3.5453476905822754,0.20226377248764038,0.2442779242992401,4.846044540405273
19250,72.39024732454166,12.072830086766638,0.02506754733622074,0.04745931923389435,0.04789016395807266,0.20803475379943848,0.052096351981163025,0.0007082142401486635,4.043707847595215,0.04745931923389435,0.26105350255966187,4.843499660491943
19500,210.82986901772276,16.540759732959398,0.07670284062623978,0.03310934081673622,0.033788494765758514,0.17365074157714844,0.07968569546937943,0.0009481239831075072,3.5580432415008545,0.03310934081673622,0.24691060185432434,4.843789577484131
19750,855.272121687468,28.693826598438463,0.1922767013311386,0.017160847783088684,0.018213246017694473,0.1269887387752533,0.12235632538795471,0.0011677881702780724,3.5963656902313232,0.017160847783088684,0.21653859317302704,4.844577789306641
20000,50.36105154876875,550.5055096208205,0.017916476354002953,0.13585248589515686,0.16429990530014038,0.36553657054901123,0.37291577458381653,0.005351646803319454,3.529763698577881,0.13585248589515686,0.21643060445785522,4.845518112182617
20250,28.284809848079092,413.58581620481493,0.02068202942609787,0.1462092250585556,0.1684430092573166,0.35722512006759644,0.3506567180156708,0.005159617867320776,3.5100455284118652,0.1462092250585556,0.2032344788312912,4.845398902893066
20500,121.71924012960648,29.140958139605466,0.03438780456781387,0.02334083616733551,0.02422325685620308,0.14916901290416718,0.13446500897407532,0.0009871948277577758,3.1096129417419434,0.02334083616733551,0.22789478302001953,4.844238758087158
20750,138.17686855300784,559.0717277257971,0.04115902632474899,0.1299605369567871,0.1575574278831482,0.353657066822052,0.37313324213027954,0.004686687607318163,3.613043785095215,0.1299605369567871,0.20265555381774902,4.845121383666992
21000,93.0626300284835,81.36110880699854,0.033813659101724625,0.030200446024537086,0.033491723239421844,0.17156851291656494,0.23052513599395752,0.0017146042082458735,2.2039873600006104,0.030200446024537086,0.19107842445373535,4.844890594482422
21250,14.97959470478245,12.769998668835845,0.03160971403121948,0.03443934768438339,0.03511681407690048,0.18034382164478302,0.0600707046687603,0.0008523489814251661,2.9931745529174805,0.03443934768438339,0.2846759557723999,4.842635154724121
21500,139.69455375381642,280.3628608820183,0.04591544717550278,0.07957105338573456,0.09372791647911072,0.2743960916996002,0.3346560001373291,0.003883401630446315,3.0737361907958984,0.07957105338573456,0.17327044904232025,4.844736576080322
21750,272.42992931608256,38.252127144447236,0.18010738492012024,0.05105232447385788,0.05193854123353958,0.20781950652599335,0.15561707317829132,0.0011804976966232061,3.1701059341430664,0.05105232447385788,0.21959295868873596,4.8438825607299805
22000,810.183274301082,251.71129252739036,0.13381005823612213,0.05976855754852295,0.07087758183479309,0.24227304756641388,0.3165939450263977,0.0035299949813634157,3.097604990005493,0.05976855754852295,0.1669905185699463,4.844643592834473
22250,194.3158070148698,26.009174428314747,0.05201682448387146,0.020792780444025993,0.021720880642533302,0.1419643759727478,0.12361302971839905,0.0009981761686503887,2.5978004932403564,0.020792780444025993,0.24281686544418335,4.843200206756592
22500,27.976341306249324,87.43029980640904,0.015687137842178345,0.02134884148836136,0.024227295070886612,0.14380550384521484,0.23369064927101135,0.0019065812230110168,3.0009379386901855,0.02134884148836136,0.17315980792045593,4.844128608703613
22750,36.417884366164245,70.48726847040156,0.015783149749040604,0.01650593802332878,0.018707111477851868,0.1271827518939972,0.21565869450569153,0.0015478928107768297,3.052042007446289,0.01650593802332878,0.17227137088775635,4.8439860343933105
23000,50.5867307892238,45.13145435905989,0.0178803950548172,0.018686167895793915,0.019860759377479553,0.135300874710083,0.1725080907344818,0.0012847543694078922,3.526139974594116,0.018686167895793915,0.1897134631872177,4.843579292297363
23250,49.844829466870536,426.6444814208148,0.022925956174731255,0.1079649031162262,0.12969288229942322,0.31974977254867554,0.36604034900665283,0.0042074196971952915,3.561694622039795,0.1079649031162262,0.08683334290981293,4.844265937805176
23500,545.3891978247724,44.01411048428062,0.12373511493206024,0.015015354380011559,0.016167283058166504,0.11983419954776764,0.17144544422626495,0.001375848427414894,3.457578182220459,0.015015354380011559,0.1590065360069275,4.843424320220947
23750,77.17700682454654,10.122072076624384,0.01823521964251995,0.0352303646504879,0.035773418843746185,0.1781729757785797,0.04300980269908905,0.0007070399587973952,3.316061496734619,0.0352303646504879,0.29003477096557617,4.840587615966797
24000,66.68324733129369,231.28511807181042,0.020247790962457657,0.05519953370094299,0.06542082875967026,0.23040613532066345,0.3272212743759155,0.003135266713798046,3.5696778297424316,0.05519953370094299,0.04260207340121269,4.844146251678467
24250,19.93762407638562,20.35977048518563,0.015427669510245323,0.016337700188159943,0.017121732234954834,0.12520518898963928,0.09760510921478271,0.0009388747857883573,3.637058734893799,0.016337700188159943,0.20795099437236786,4.842135429382324
24500,41.59791708982359,32.070056903125256,0.016126979142427444,0.016445238143205643,0.01717791147530079,0.12652245163917542,0.1406671404838562,0.0011219473090022802,3.629976272583008,0.016445238143205643,0.1553117334842682,4.842870712280273
24750,524.8705440229141,906.5608333570035,0.10320207476615906,8.124375343322754,8.163976669311523,0.5838268399238586,0.3873421549797058,0.006564633455127478,3.804314136505127,8.124375343322754,-0.05439738929271698,4.843889236450195
25000,67.28326980585061,147.26419182475405,0.015257906168699265,0.03351714834570885,0.03909686580300331,0.17612901329994202,0.28596532344818115,0.002515277126803994,3.6591567993164062,0.03351714834570885,-0.014117397367954254,4.8439130783081055
25250,550.3384184464513,23.77080968513494,0.11361992359161377,0.018031273037195206,0.018845077604055405,0.1278916895389557,0.10623082518577576,0.001028135186061263,3.399949550628662,0.018031273037195206,0.15675681829452515,4.842231273651123
25500,33.27739510115888,35.13602715283407,0.029620569199323654,0.02101849392056465,0.0217956081032753,0.14690738916397095,0.14253780245780945,0.0011501042172312737,3.207956552505493,0.02101849392056465,0.10347495228052139,4.842750549316406
25750,472.2941995290854,603.3021628726183,0.09655769169330597,0.10511022806167603,0.1292264759540558,0.3279320299625397,0.36445316672325134,0.005392868537455797,3.5420401096343994,0.10511022806167603,-0.15716499090194702,4.843748092651367
26000,406.5441152859057,148.99814468139,0.08631060272455215,0.030312979593873024,0.0347803458571434,0.16862453520298004,0.2834826707839966,0.0026816134341061115,3.5297141075134277,0.030312979593873024,-0.0677347183227539,4.843818664550781
26250,19.81070851061569,54.13815835417755,0.03264595568180084,0.013761584646999836,0.015228820033371449,0.11540457606315613,0.19337107241153717,0.001353720435872674,3.1068196296691895,0.013761584646999836,0.024339325726032257,4.843230247497559
26500,14.333034192740607,898.789259739949,0.024038126692175865,0.13052739202976227,0.16805654764175415,0.3606909513473511,0.3922244608402252,0.0072601353749632835,3.8511998653411865,0.13052739202976227,-0.23332516849040985,4.843657970428467
26750,16.570613043449686,62.10201116045186,0.027083031833171844,0.01500621810555458,0.01664106920361519,0.12234696745872498,0.20387741923332214,0.0015689274296164513,3.7641806602478027,0.01500621810555458,-0.02209983393549919,4.843320846557617
27000,505.3765808593652,24.37081364677634,0.09290894865989685,0.01800406351685524,0.01889485865831375,0.13159257173538208,0.11408746242523193,0.0010098613565787673,3.080733299255371,0.01800406351685524,0.10418643057346344,4.84188175201416
27250,23.998593739410264,22.498045361022978,0.019408952444791794,0.020625803619623184,0.021405668929219246,0.13709193468093872,0.10435604304075241,0.0008915371145121753,3.398401975631714,0.020625803619623184,0.10858608782291412,4.841699600219727
27500,123.41199556058193,45.076138790111685,0.02006719633936882,0.015296310186386108,0.016298584640026093,0.12237294018268585,0.1710292398929596,0.0014055067440494895,3.3395280838012695,0.015296310186386108,-0.0011943802237510681,4.842827796936035
27750,11.606438030227856,262.5985461398361,0.03985561057925224,0.0511428602039814,0.06256088614463806,0.21914803981781006,0.34308719635009766,0.003333346452564001,3.4967126846313477,0.0511428602039814,-0.254713237285614,4.843802452087402
28000,19.09751862510562,491.65443572710956,0.021921277046203613,0.09050994366407394,0.1146346777677536,0.29233235120773315,0.3792133331298828,0.005147735588252544,3.3806815147399902,0.09050994366407394,-0.3296038806438446,4.843656063079834
28250,47.798889402334204,229.60353996767992,0.017406821250915527,0.04675570875406265,0.056951068341732025,0.21324996650218964,0.31568896770477295,0.0030438434332609177,3.3654699325561523,0.04675570875406265,-0.2579358220100403,4.843678951263428
28500,24.723461995362573,28.606517555999556,0.01696331799030304,0.015422762371599674,0.016352489590644836,0.12038563191890717,0.12616898119449615,0.001091259066015482,2.956294536590576,0.015422762371599674,0.034120768308639526,4.841976165771484
28750,70.60311324590916,17.036157832315542,0.012587499804794788,0.021767999976873398,0.02268967032432556,0.1408301740884781,0.08028627932071686,0.0008502483833581209,3.5775187015533447,0.021767999976873398,0.11524491757154465,4.840668678283691
29000,55.634988852149725,521.2143951398306,0.01207682117819786,0.08671700954437256,0.11059711873531342,0.292234867811203,0.3681197464466095,0.0050317393615841866,3.600728988647461,0.08671700954437256,-0.40407031774520874,4.843428134918213
29250,17.486649637754294,165.5052396341427,0.02289290726184845,0.030751273036003113,0.03691009804606438,0.16787980496883392,0.30972498655319214,0.0024723894894123077,3.42126727104187,0.030751273036003113,-0.27468761801719666,4.843323707580566
29500,149.45904773858553,62.382977533808976,0.024774888530373573,0.011613118462264538,0.013304287567734718,0.10651423037052155,0.20895810425281525,0.0015481130685657263,3.5098352432250977,0.011613118462264538,-0.12272356450557709,4.842671871185303
29750,76.73429583508093,65.35457729369256,0.017651287838816643,0.015210471116006374,0.01712019182741642,0.12193417549133301,0.2099776417016983,0.001815031748265028,3.2944324016571045,0.015210471116006374,-0.1542450189590454,4.842657089233398
30000,26.93081784653135,12.324860863900176,0.014772316440939903,0.023586198687553406,0.024347569793462753,0.1436467170715332,0.05572464317083359,0.0007671018247492611,3.1072287559509277,0.023586198687553406,0.15551137924194336,4.839223861694336
