method,scenario,category,n_tasks,average_precision_mean,average_precision_ci95,auc_mean,auc_ci95,area_matched_iou_mean,area_matched_iou_ci95,score_correlation_mean,score_correlation_ci95,mean_relative_residual_mean,mean_relative_residual_ci95,covariance_relative_residual_mean,covariance_relative_residual_ci95,balanced_brier_mean,balanced_brier_ci95,balanced_nll_mean,balanced_nll_ci95,balanced_ece_mean,balanced_ece_ci95,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,certificate_mean,certificate_ci95,boundary_residual_mean,boundary_residual_ci95
global-safe-HB,four obstacles,ID,2,0.6862041686567242,0.2308771279202476,0.9752187103146607,0.01158106391985329,0.46207917129115794,0.05510913799482053,0.8147974485448116,0.09695001620497028,0.6884482502937317,0.014956767559051511,0.6789344549179077,0.11282816648483275,0.12470732256770134,0.04877387478947638,1.2660974562168121,0.5906863582134246,0.13860146328806877,0.05496905162930488,0.5465491472517986,0.17571921820000744,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
global-safe-HB,one obstacle,ID,2,0.4994152230425438,0.9537335754240266,0.8146461377841898,0.36283255618313837,0.4166666666666667,0.8166666666666667,0.15165416845430846,0.21325987394720475,1.2815638780593872,0.4116949367523193,3.3688743114471436,1.8413584995269776,0.2434383761137724,0.4228364045172929,0.9298532344400883,1.6235555516183375,0.2766823563724756,0.4369411154836415,0.8402067204426331,0.03929920692823924,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
global-safe-HB,six obstacles,OOD count,2,0.2933532633875259,0.05652556063480021,0.8997528986030126,0.020297942716296986,0.19376026272577995,0.08689655172413789,0.898588043231173,0.02091856063035896,0.7057305872440338,0.04288538575172424,0.7587316632270813,0.016950037479400635,0.22334031760692596,0.007075307965278625,2.491455912590027,0.18348200321197505,0.2345588132739067,0.0077582821249961844,0.5010378211181434,0.021242976802717955,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
global-safe-HB,three stars,OOD shape,2,0.8356525135072623,0.1798958835531212,0.9902071763546698,0.010277855913474474,0.6042682926829268,0.10636585365853655,0.8873878168479865,0.020838664733697897,0.7646277546882629,0.080522403717041,0.9735414683818817,0.13982685685157775,0.11838727816939354,0.007730266004800796,1.2142646312713623,0.12813751220703123,0.1263863630592823,0.00823715552687645,0.618822870729202,0.059376489044053266,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
global-safe-HB,two obstacles,ID,2,0.6890813741792896,0.017857628564518602,0.9911548493687843,0.00027818366189993334,0.41644562334217505,0.06238726790450926,0.3881204197449837,0.05432989375023203,0.8447062373161316,0.03556144475936889,1.069354236125946,0.013865387439727782,0.09212792292237282,0.006466379016637801,0.4388258159160614,0.043152447938919064,0.12457374483346939,0.009467521011829376,0.8055861628911074,0.025398701723218904,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
global-safe-HB,wavenumber 12,OOD frequency,2,0.8653221015463313,0.10550545981250826,0.9949925753601254,0.00421551212961091,0.6104725415070242,0.1827330779054917,0.8132522562395338,0.09837190136933369,0.6592639684677124,0.10930670738220213,0.6577097326517105,0.32254321753978726,0.057759689167141914,0.022166406139731407,0.5667828321456909,0.2557008290290832,0.06291942298412323,0.024313304722309106,0.7231384734251862,0.11207531458378003,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
learned-Chebyshev,180 degree aperture,OOD aperture,2,0.4276208244939946,0.07167038399873175,0.912521405156808,0.0734580458926562,0.24516129032258066,0.08851612903225808,0.7088185534091861,0.19124330941537204,0.585077315568924,0.01242534279823303,0.10323667898774147,0.007754959911108016,0.17574992030858994,0.04789047986268997,0.5209846496582031,0.09787794113159179,0.1855781003832817,0.14983580380678174,0.5203591936106724,0.19617395914823055,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
learned-Chebyshev,30 percent noise,OOD noise,2,0.7190844362556256,0.27162071447586683,0.9775168732784911,0.02130344199621309,0.4701608718214842,0.2044421380384017,0.8815388198004841,0.038020360525737,0.4294571727514267,0.000769614577293396,0.07659759745001793,0.005948055237531661,0.14447896927595139,0.013116640746593472,0.670581728219986,0.10576871752738952,0.18807527422904968,0.007133778929710387,0.4621333728091708,0.10081488118301235,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
learned-Chebyshev,four obstacles,ID,2,0.7249061202322715,0.14079374193758132,0.9770883307464371,0.002523634824326184,0.46641929499072354,0.16581818181818173,0.6089058565698772,0.08586542714734868,0.5058528184890747,0.008287105560302734,0.0769868902862072,0.008457940369844437,0.12664088606834412,0.038650972247123716,0.4119420796632767,0.11040717065334318,0.17370787262916565,0.05365931808948516,0.6447007721032538,0.06487673774599861,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
learned-Chebyshev,one obstacle,ID,2,0.929808286951144,0.13757575757575768,0.9991726420297848,0.0016216216216216027,0.7777777777777778,0.4355555555555555,-0.1020178517115488,0.07705855075848485,0.8290675282478333,0.024270298480987548,0.11571084707975388,0.02640608042478561,0.09772539138793945,0.032400799989700316,0.35061438381671906,0.08750407636165619,0.27680984139442444,0.06185965180397033,0.829441666744529,0.04951064795135265,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
learned-Chebyshev,six obstacles,OOD count,2,0.5365346270427571,0.16145316207524116,0.9119316226908245,0.08572246639246905,0.3913043478260869,0.11362318840579712,0.7485402403527643,0.1013495475444987,0.40568821132183075,0.0037663537263870235,0.07375895231962204,0.005970653593540191,0.19727464020252228,0.00554294228553772,0.70567587018013,0.006465860605239867,0.22518416494131088,0.03183026999235153,0.541358066846048,0.03053786373442245,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
learned-Chebyshev,three stars,OOD shape,2,0.8408262515306631,0.09613403235852178,0.9894760515181525,0.004562625298930718,0.6042682926829268,0.10636585365853655,0.7666786979326523,0.035884577824642765,0.54840087890625,0.01023796796798706,0.08015087991952896,0.0013016507029533384,0.12802724540233612,0.0016122448444366455,0.42074355483055115,0.012883238792419432,0.19046254456043243,0.007557970881462097,0.5269844583454569,0.08113709496209481,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
learned-Chebyshev,two obstacles,ID,2,0.8107614617631883,0.06776517272547275,0.9938375614536262,0.0011326296234192945,0.5326086956521738,0.06391304347826082,0.08696456278512558,0.056366039033969716,0.6886830031871796,0.008484131097793578,0.07885382324457169,0.000815497636795044,0.12705707922577858,0.008395219892263411,0.3789276033639908,0.02276386797428131,0.22949152439832687,0.010438834130764007,0.7267121132988219,0.023895116144013236,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
learned-Chebyshev,wavenumber 12,OOD frequency,2,0.9538343057792656,0.03332669484362202,0.9981982551499881,0.001963688659951295,0.7661538461538462,0.1447384615384615,0.48896154823327154,0.0647076586222159,0.6094427406787872,0.015905212163925167,0.07793226465582848,0.0053448288142681115,0.04523832909762859,0.011288703903555868,0.15802111476659775,0.03620615869760513,0.07888489961624146,0.03233946681022644,0.7871790720515672,0.07265547481242658,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
learned-HB,180 degree aperture,OOD aperture,2,0.4100955221523459,0.08596639864338544,0.9457043804716831,0.01201103731215021,0.24516129032258066,0.08851612903225808,0.9096762001786582,0.008787234579215979,0.6996694803237915,0.03177584409713745,0.7983399331569672,0.08947967648506165,0.16741658747196198,0.03168603479862213,0.8015215694904327,0.14978561282157896,0.2112647294998169,0.04965172052383422,0.4949953430624964,0.15877072076962667,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
learned-HB,30 percent noise,OOD noise,2,0.605255191585318,0.44401841806976583,0.9680164397247013,0.0378677774159702,0.3829787234042553,0.3753191489361703,0.9363806297487676,0.027590276374771395,0.503754734992981,0.0013629984855651855,0.46722136437892914,0.03782998383045196,0.13832509517669678,0.0315994381904602,1.3632500767707825,0.39697438955307,0.14909813553094864,0.028187750875949855,0.627157655467759,0.015019821043338138,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
learned-HB,four obstacles,ID,2,0.6981071917443133,0.2232146800484619,0.9761535205305489,0.010301961337660523,0.46370370370370373,0.11034074074074075,0.8037202166976858,0.09913711153309154,0.5983471572399139,0.010539435148239136,0.5163640379905701,0.08087112665176391,0.10112608969211578,0.0425983902812004,0.7824713587760925,0.4153919839859009,0.11299925297498703,0.049645484983921045,0.7188478873228513,0.1721904769752603,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
learned-HB,one obstacle,ID,2,0.5045511833310438,0.9436670932585667,0.8984850787659879,0.19850823185881408,0.4166666666666667,0.8166666666666667,0.15584723594309674,0.17415422452203821,1.0569004118442535,0.2546204888820648,2.3433576822280884,1.2831875467300413,0.1572707872837782,0.2708951640874147,0.4266495257616043,0.6898812979459762,0.20264273695647717,0.3126527202874422,0.878079932410657,0.050627898399516515,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
learned-HB,six obstacles,OOD count,2,0.32829394107994225,0.012540168245446896,0.9067250954365687,0.03792834972906668,0.2214572576018359,0.03261044176706826,0.8937790497971938,0.026848193985844652,0.5855490863323212,0.033507016897201536,0.5850875377655029,0.0044658732414245604,0.1957210749387741,0.016813936233520507,1.671104073524475,0.27954611778259275,0.20578183233737946,0.020611657500267024,0.7075416115399806,0.01822779702440785,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
learned-HB,three stars,OOD shape,2,0.8450681051891991,0.1556859372771523,0.990583994194002,0.009001253732697206,0.6042682926829268,0.10636585365853655,0.8830413198895695,0.023044562347107292,0.6539879739284515,0.04964932560920715,0.7305990755558014,0.10502734541893005,0.10352784395217896,0.008474376201629637,0.698683351278305,0.11500374197959899,0.11292453482747078,0.008102412372827529,0.815482161953635,0.04870041711633016,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
learned-HB,two obstacles,ID,2,0.7197679100712125,0.02513272860563275,0.9919847051890758,0.0009261077974997888,0.47413793103448276,0.05068965517241378,0.3569470769024913,0.056447467527330125,0.7500924170017242,0.01925026535987854,0.760624349117279,0.012408344745635987,0.06678308919072151,0.006055987030267714,0.2563951462507248,0.028671596646308892,0.10301213711500168,0.008712509572505949,0.8247051195857913,0.04695195109731317,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
learned-HB,wavenumber 12,OOD frequency,2,0.8775911711514299,0.09837179129389943,0.9954882806810104,0.004251756930294319,0.6104725415070242,0.1827330779054917,0.8004460413834085,0.10007439657216644,0.6151640713214874,0.060569902658462516,0.5057686418294907,0.24597364962100982,0.045537181198596954,0.018293767124414443,0.29030731320381165,0.15039608240127564,0.05023772455751896,0.019605468437075613,0.9160288114906012,0.07237193087239882,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
learned-Richardson,180 degree aperture,OOD aperture,2,0.028326668787470505,0.01302762066491239,0.4739287815691642,0.08538208726823193,0.0,0.0,-0.4453195937898434,0.02096923737211234,0.6594335436820984,0.002335100173950195,0.11689278483390808,0.008048723936080932,0.2613968849182129,0.008759896755218504,0.7174726724624634,0.01808651208877563,0.08583274483680725,0.01501272678375244,0.3206969034737486,0.15283247821462953,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
learned-Richardson,30 percent noise,OOD noise,2,0.5103306529996504,0.12157923197825014,0.9361303306010708,0.004630262792913435,0.32389006342494714,0.0422663847780127,-0.04231652148666126,0.044138954843717416,0.579547107219696,0.011310772895812988,0.148520365357399,0.002718549370765686,0.3369894027709961,0.0017315232753753662,0.9144472777843475,0.0014816343784332276,0.3850511908531189,0.010047017335891723,0.9658986346809066,0.005568731381984428,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
learned-Richardson,four obstacles,ID,2,0.09559584490402334,0.03847768938868576,0.7512522929307183,0.09503386482291519,0.02054794520547945,0.040273972602739724,-0.3807171883007593,0.07123291165103783,0.6121774613857269,0.006403242349624634,0.10935083776712418,0.0016241464018821713,0.29281820356845856,0.0127792352437973,0.7990920543670654,0.03693799495697021,0.28298117220401764,0.0037358623743057244,0.650789722097624,0.0025110002744879486,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
learned-Richardson,one obstacle,ID,2,0.010133103551432893,0.0003028246606506307,0.3973161587280974,0.21837744601004622,0.0,0.0,-0.5943507124133522,0.10105117706379935,0.8742864727973938,0.016205511093139648,0.2816447280347347,0.3420819605886936,0.26568669080734253,0.02393349170684814,0.720533549785614,0.051684710979461666,0.2201419696211815,0.02560912877321243,0.6900413160809691,0.20452689997790396,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
learned-Richardson,six obstacles,OOD count,2,0.12373625312905089,0.0016956099682666132,0.7522869134502281,0.002185892596779479,0.01485148514851485,0.029108910891089104,-0.17222016266043533,0.023130558258154355,0.5242148041725159,0.003521108627319336,0.1094791516661644,0.004436710774898529,0.3310662806034088,0.005723086595535279,0.9110839068889618,0.014176667928695676,0.3344433009624481,0.006321464776992797,0.7917009657046843,0.0024873606248130083,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
learned-Richardson,three stars,OOD shape,2,0.05635826317797435,0.006004434934660365,0.6495026598224434,0.002127727924481768,0.007462686567164179,0.01462686567164179,-0.47722659927016436,0.007970227766063393,0.6498728394508362,0.0054840040206909175,0.10224130004644394,0.0023650658130645753,0.29442746937274933,0.0002717643976211548,0.8041078150272369,0.0006167781352996826,0.26733438670635223,0.00024670541286468504,0.4229037701183819,0.00337742099251951,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
learned-Richardson,two obstacles,ID,2,0.02375512290291398,0.005924227718096292,0.4957996017691496,0.055878040471304666,0.0,0.0,-0.5982595470282954,0.012834794329571866,0.7578238248825073,0.004458396434783935,0.09074721485376358,0.007779310643672942,0.26413092017173767,0.008940157890319824,0.7274167835712433,0.01868085980415344,0.1447768658399582,0.0023379915952682494,0.262724576803929,0.06242614890874351,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
learned-Richardson,wavenumber 12,OOD frequency,2,0.027866104872256832,0.0009881959223321485,0.5117924291343832,0.03604694388348579,0.0,0.0,-0.6267546239585542,0.01198284780754231,0.7068637907505035,0.001166907548904419,0.10228284448385239,0.0016426631808280942,0.314376637339592,0.001622379422187805,0.8769553899765015,0.010924782752990721,0.29182828962802887,0.00242222249507904,0.20242100515299752,0.03921183676654179,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
population-PCG,180 degree aperture,OOD aperture,2,0.46418044009229664,0.20975967498555423,0.964797415320111,0.008965652360016967,0.24516129032258066,0.08851612903225808,0.9960691051258681,0.0007473616854843467,1.4177422523498535,0.09594542026519774,0.052191879600286484,0.03612241700291633,0.1944500058889389,0.08006033122539519,1.967857301235199,0.9885297513008117,0.2015938013792038,0.07591344892978667,0.852687845747667,0.14246471354382947,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
population-PCG,30 percent noise,OOD noise,2,0.7041110257614298,0.07598293604761644,0.9826718699889956,0.004462791104357417,0.5076754385964912,0.06662280701754383,0.9941340193075883,0.0013523686475529794,0.4113542288541794,0.060778639912605285,0.035717541351914406,0.0008338136225938795,0.09459669888019562,0.013795657455921172,0.9526310563087463,0.11451839208602904,0.09971354156732559,0.013289483487606047,0.7679708302217465,0.01487821550293029,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
population-PCG,four obstacles,ID,2,0.7513963754331188,0.16429285384227788,0.9805982785381686,0.011753915620149616,0.5086477987421384,0.14638364779874216,0.9970193634409004,0.00272713177441203,1.0261349380016327,0.777607342004776,0.21588830649852753,0.05160772323608398,0.06721127033233643,0.022351343929767606,0.6322112083435059,0.25180062294006345,0.07027911022305489,0.022468497604131697,0.8298268523247574,0.04090093404666087,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
population-PCG,one obstacle,ID,2,0.973922902494331,0.05111111111111113,0.9997242140099283,0.0005405405405404617,0.875,0.24499999999999997,0.9953459189821798,0.0016387252593511148,1.6474991291761398,2.3903476125001903,0.08406937960535288,0.13514618422836064,0.035563601879402995,0.06034555693157016,0.09282815456390381,0.14595243513584136,0.056204349268227816,0.08019305823370813,0.7497865983781477,0.4895817328211694,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
population-PCG,six obstacles,OOD count,2,0.6645283761174927,0.010901964048488703,0.9522313759817109,0.012395985364674757,0.42734038386212303,0.04299255777516644,0.9966586703098432,0.0023798473659174266,1.5790048241615295,0.46673696756362915,0.16908839344978333,0.05801359415054321,0.12237216532230377,0.01145858585834503,1.038001924753189,0.12251045584678649,0.12460523098707199,0.007742715179920196,0.818757493827178,0.02656860946989658,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
population-PCG,three stars,OOD shape,2,0.7685493507015784,0.21215257240824548,0.9864260403043109,0.009080255121197678,0.5140692640692641,0.20575757575757575,0.996964396982946,0.0005459164907042058,2.1225205063819885,0.9138960337638855,0.09053122904151678,0.11967514161020515,0.054501282051205635,0.007931033596396445,0.5398774445056915,0.053392051458358764,0.05729352496564388,0.007825555130839348,0.7743830536452742,0.08231351241746455,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
population-PCG,two obstacles,ID,2,0.9482504710638464,0.004524713322262341,0.9986143653810963,0.0002693606726231845,0.775,0.04900000000000004,0.9921047258084107,0.002361657060170454,0.8416855335235596,0.20591405868530271,0.02721381839364767,0.011859509535133837,0.00906766951084137,0.0005218668654561042,0.08252403140068054,0.01586949288845062,0.009421687573194504,0.0002461906522512436,0.8492552612722593,0.07754031209362792,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
population-PCG,wavenumber 12,OOD frequency,2,0.9524085654705123,0.04833240361729532,0.998465428219259,0.0015520102474712427,0.7661538461538462,0.1447384615384615,0.9907055611376564,0.0041055198346268,3.9570672512054443,0.27016272544860837,0.03730786684900522,0.012076391689479353,0.0232637207955122,0.006455269679427146,0.17760282009840012,0.06461425632238388,0.025301950052380562,0.007125542759895324,0.9288819195698126,0.029938888623559347,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
population-safe-HB,180 degree aperture,OOD aperture,2,0.38428094051501793,0.10948979986225776,0.9451032717966295,0.016011199844051315,0.225,0.04899999999999999,0.9191002224405738,0.011228473675286708,0.818501204252243,0.03480868220329285,1.0841153860092163,0.1211102485656738,0.2084057331085205,0.03830689311027526,1.4642671942710876,0.1696572709083557,0.24736353754997253,0.05480692028999328,0.4640815642629956,0.0922682029426309,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
population-safe-HB,30 percent noise,OOD noise,2,0.5945059519813582,0.44942077523902224,0.9668575324771538,0.03985557847003629,0.37056737588652483,0.39964539007092204,0.9393942377392229,0.02640563961803018,0.5535801649093628,0.00314493179321289,0.5601213574409485,0.04364609241485595,0.1761135533452034,0.016819879710674283,1.8845330476760864,0.35594810009002686,0.18923940509557724,0.01111855179071426,0.5105673452579462,0.053984933687854064,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
population-safe-HB,four obstacles,ID,2,0.6892313389093837,0.23350156106573125,0.975359813743474,0.011926767320445944,0.46207917129115794,0.05510913799482053,0.8232679193840295,0.09445135187878537,0.6887481212615967,0.016051418781280517,0.681217223405838,0.11058635115623473,0.12261459976434708,0.04738734334707259,1.256808340549469,0.5864848017692565,0.13499774038791656,0.05241583168506622,0.5566936067243933,0.17960102623521812,0.0,0.0,1.2077293263246247e-06,1.0361295835537021e-07
population-safe-HB,one obstacle,ID,2,0.499781515750759,0.9530156417159249,0.8249421480802002,0.3426523760029581,0.4166666666666667,0.8166666666666667,0.1697960053703198,0.21000205514913545,1.2785502076148987,0.4169278836250305,3.3734707832336426,1.8775532531738277,0.2440346898511052,0.43017810475081203,0.9779743440449238,1.7345302586257456,0.2744226958602667,0.443427106514573,0.8529373446544692,0.02113349760609303,0.0,0.0,7.052535124785209e-07,1.1221998806831835e-06
population-safe-HB,six obstacles,OOD count,2,0.29722512088455433,0.05934849065652224,0.9006116516224503,0.020590808596564154,0.19376026272577995,0.08689655172413789,0.9017093072521097,0.019703497278619867,0.707589715719223,0.048071252107620234,0.7633264064788818,0.007797257900238037,0.22051150351762772,0.006466167271137237,2.4691221714019775,0.1801765537261963,0.2310933843255043,0.007260052263736724,0.5091579843757107,0.032471774442635694,0.0,0.0,2.791906069887773e-06,3.1161625997810913e-06
population-safe-HB,three stars,OOD shape,2,0.8355675170180439,0.1826311041229695,0.9902267841978072,0.010316287286023502,0.6042682926829268,0.10636585365853655,0.8921330227033202,0.021078575715100165,0.7619393169879913,0.07823409199714661,0.9678153693675995,0.13762540459632872,0.11711595579981804,0.007551859468221664,1.2067224979400635,0.12839733123779298,0.12428812682628632,0.008042181730270385,0.6336026103037347,0.051486679258382774,0.0,0.0,1.7750917322700843e-06,1.6795146166259655e-07
population-safe-HB,two obstacles,ID,2,0.6905930094292028,0.017261973233142932,0.9912223179288563,0.00028809788061959994,0.41644562334217505,0.06238726790450926,0.4032981629524549,0.05355518156380833,0.8440309762954712,0.03506447076797485,1.069023072719574,0.014047167301177976,0.08515182137489319,0.005972405970096588,0.4175852835178375,0.039732451438903804,0.11674833297729492,0.008425309658050535,0.8093173518218953,0.033158252862507086,0.0,0.0,1.7150774169749639e-06,6.845811412858893e-08
population-safe-HB,wavenumber 12,OOD frequency,2,0.8646294147640148,0.10686312590584889,0.9949627495428981,0.004273970731376575,0.6104725415070242,0.1827330779054917,0.8221873353163611,0.09398407682151767,0.658499151468277,0.10820043206214904,0.6597174853086472,0.3246814090013504,0.05670304410159588,0.021693300977349277,0.5574648380279541,0.25272494316101074,0.061300333589315414,0.02349809184670448,0.7346918207736939,0.08791585002207808,0.0,0.0,1.2275800997940678e-06,7.340878312334098e-07
spectrum-HB,180 degree aperture,OOD aperture,2,0.09152977847205856,0.0638538440546597,0.3783820147756739,0.2383712510396791,0.12244897959183673,0.03999999999999998,0.27339441149130983,0.06249190128678641,7.439044237136841,0.07823777198791504,13.484659671783447,0.2007363700866699,0.3664815276861191,0.09535355508327484,3.4819040298461914,1.1913936233520506,0.38473913073539734,0.0913415765762329,0.7261945262253687,0.1026742668890655,0.0,0.0,1.0935418686131015e-06,9.505988600722048e-09
spectrum-HB,30 percent noise,OOD noise,2,0.15111062311388027,0.018720022318780723,0.6426011932143602,0.09281647611466898,0.1206060606060606,0.0011878787878787953,0.7075838227803046,0.04098748661379607,3.7584880590438843,0.061097426414489744,6.9006264209747314,0.09262595176696777,0.2755895107984543,0.03491730034351349,0.9167549014091492,0.20726584196090697,0.24884139746427536,0.007030607759952544,0.8114776859268396,0.0032082709853880485,0.0,0.0,1.3265844813759031e-06,4.4596469479074585e-07
