seed,method,step,loss,ranking_loss,mean_relative_residual,covariance_relative_residual,endpoint_loss,spectral_condition,certificate_rate,gradient_norm,elapsed_seconds,wavenumber,count,noise,aperture,jitter,boundary_residual
17,richardson,0,1.0607314109802246,0.8219707012176514,0.8673381805419922,0.3108631372451782,4.066115856170654,18484.85546875,0.0,0.35724011063575745,0.47355860099196434,8.0,1,0.15835632991566076,360.0,0.004929175105955019,7.07181015968672e-07
17,richardson,1,1.063037633895874,0.8306587934494019,0.8917445540428162,0.1886642426252365,6.638665676116943,33323.8984375,0.0,0.35457462072372437,0.4950998760177754,10.0,1,0.11222170118567196,360.0,0.10782416928678135,4.058227318637364e-07
17,richardson,2,0.8371306657791138,0.8110675811767578,0.6183990240097046,0.09572836011648178,5.143100738525391,16101.5263671875,0.0,0.04582442715764046,0.5219425690011121,8.0,4,0.09911167970851661,360.0,0.09075049426971092,6.715886229358148e-06
17,richardson,3,1.230104923248291,0.8363065123558044,0.8933500647544861,0.2621387243270874,17.206439971923828,175959.078125,0.0,0.5002802014350891,0.5413161030155607,10.0,1,0.04393417835873009,360.0,0.05657318128511059,9.196816677103925e-07
17,richardson,4,0.892377495765686,0.8298895359039307,0.6917611956596375,0.08182662725448608,6.2147216796875,20685.400390625,0.0,0.05040683597326279,0.5626358260051347,10.0,3,0.07569528635270834,360.0,0.01093942361207637,1.3004528227611445e-06
17,richardson,5,0.9159543514251709,0.8290214538574219,0.76515793800354,0.11896368116140366,3.821561813354492,11519.5068359375,0.0,0.052612483501434326,0.5829921039985493,10.0,2,0.13148761847344692,360.0,0.03272534931495853,7.2971752160810865e-06
17,richardson,6,0.9932790994644165,0.8165704607963562,0.7533658742904663,0.11904506385326385,9.554856300354004,45951.203125,0.0,0.2935134768486023,0.6034690529922955,6.0,2,0.07813082018981826,360.0,0.023220639324443775,7.367350463027833e-07
17,heavy_ball,0,1.5695998668670654,0.7421638369560242,0.964317798614502,1.5390981435775757,15.968284606933594,141425.390625,0.0,0.6188385486602783,0.02127395395655185,8.0,1,0.05498920315614861,360.0,0.052937239645053445,4.263536993676098e-06
17,heavy_ball,1,1.0401816368103027,0.6766238212585449,0.6818968057632446,0.5510859489440918,5.717425346374512,19175.654296875,0.0,0.4716430604457855,0.043237973004579544,10.0,3,0.10055218115887808,240.0,0.03574522664146612,7.382267313005286e-07
17,heavy_ball,2,1.2718356847763062,0.48313042521476746,0.8227114677429199,1.3271821737289429,2.9979026317596436,12536.521484375,0.0,1.2233829498291016,0.06351870798971504,10.0,1,0.16606270881160928,240.0,0.11067746277965029,5.752436891270918e-07
17,heavy_ball,3,1.1529088020324707,0.6664053201675415,0.7464205622673035,0.6300443410873413,8.991901397705078,36429.453125,0.0,0.1020902544260025,0.08539052796550095,10.0,3,0.05963577717957269,360.0,0.12290830920495516,6.183942787174601e-06
17,heavy_ball,4,1.9760023355484009,0.8336830139160156,1.2378023862838745,3.0058655738830566,16.899639129638672,172019.921875,0.0,0.37597155570983887,0.10581962595460936,8.0,1,0.04948015679572623,360.0,0.06170602063772826,4.2239659592269163e-07
17,heavy_ball,5,0.8748500943183899,0.6494719386100769,0.5664445161819458,0.4105852544307709,2.52360200881958,8098.5107421875,0.0,0.11931569129228592,0.1285932679893449,8.0,4,0.16140816260840585,240.0,0.019095442411826,1.7396836256011738e-06
17,heavy_ball,6,1.0843636989593506,0.670374870300293,0.6803606748580933,0.7347766757011414,4.5776753425598145,15546.462890625,0.0,0.2675873935222626,0.15067622397327796,8.0,3,0.12465141939257997,240.0,0.04317726313908026,8.501758657075698e-07
17,chebyshev,0,0.8886918425559998,0.7595643997192383,0.5739445090293884,0.07202503085136414,11.847515106201172,63636.02734375,0.0,0.3210393488407135,0.023227052995935082,6.0,3,0.06759612858146237,240.0,0.117226673386583,3.353658712512697e-06
17,chebyshev,1,0.8954143524169922,0.652764618396759,0.7608937621116638,0.13751006126403809,2.638157367706299,11337.3447265625,0.0,0.4951232671737671,0.045050089014694095,10.0,1,0.18237133320166118,360.0,0.05085306468060427,1.1826502941403305e-06
17,chebyshev,2,0.7949255108833313,0.7322729825973511,0.5502923727035522,0.06585688889026642,6.57578182220459,22317.330078125,0.0,0.0557892881333828,0.06928099598735571,8.0,4,0.08218470659608287,360.0,0.1447291754615033,4.2785632103914395e-06
17,chebyshev,3,0.9120370149612427,0.6986066699028015,0.7381762266159058,0.1870790421962738,2.922348737716675,12879.2314453125,0.0,0.40148812532424927,0.09129140502773225,6.0,1,0.19542300776587804,360.0,0.004730600922556926,7.496719263144769e-07
17,chebyshev,4,0.9402999877929688,0.7044981718063354,0.7903921604156494,0.16672544181346893,3.307968854904175,14879.794921875,0.0,0.07815507054328918,0.11322734999703243,8.0,1,0.17492101616958594,360.0,0.10181048145647821,1.4437048889703874e-07
17,chebyshev,5,0.9951440691947937,0.7284326553344727,0.810368537902832,0.1905159205198288,5.359839916229248,25647.23828125,0.0,0.48127761483192444,0.13522073399508372,8.0,1,0.12749798077905583,360.0,0.04267820197105651,1.6664829445289797e-06
17,chebyshev,6,0.7474685311317444,0.6950702667236328,0.5879597067832947,0.07356450706720352,2.014357328414917,5936.96533203125,0.0,0.048799898475408554,0.15874471102142707,10.0,3,0.1432046741030219,360.0,0.13407014666615066,2.257514779557823e-06
