design,seed,learned_theory_h_relative,ritz_theory_h_relative,spectral_upper_coverage_rate,guard_fallback_rate,pcg_dominance_violation_rate,setup_block_hvp_rounds,setup_scalar_hvp_equivalent
pde_elliptic_correlated,0,0.00032287571229971945,8.891515790310223e-06,0.851806640625,0.959228515625,0.0,3,12
pde_elliptic_correlated,1,7.866922669563792e-05,8.961603953139274e-06,0.860107421875,0.92578125,0.0,3,12
pde_elliptic_correlated,2,5.1143272230547154e-05,9.145484796135861e-06,0.8583984375,0.928466796875,0.0,3,12
