step,test_mse,train_mse,recovery_slope
1,1.1485669803916498,0.9758515783445023,-0.05079303059520491
2,1.1474717527201876,0.9745514770886601,-0.051399127711478476
5,1.144649249846424,0.971146537185494,-0.0529610959643243
10,1.1405762657727996,0.9661601902261292,-0.055215078369970014
20,1.13343313780285,0.9573069998871835,-0.05916807314591459
50,1.1152589522508565,0.9344941385602827,-0.06922563628160391
100,1.0896195353889702,0.9020434507177213,-0.08341444562950859
200,1.0462853480464742,0.8471399857408082,-0.10739551063426947
400,0.9754383129438118,0.758277099064807,-0.14660213843516515
800,0.8661825415230813,0.6253610898956573,-0.20706409508564683
1600,0.7140853408478309,0.45247831473350314,-0.2912344252595426
3200,0.5369172908895754,0.27653700513679524,-0.38927892045765977
6400,0.3851389462431577,0.15941192726149075,-0.4732727962516879
