step,test_mse,train_mse,recovery_slope
1,1.1488680507348696,0.9761728606465938,-0.05114241755742366
2,1.148002685935161,0.975125815742549,-0.052015785270286614
5,1.1457716039106334,0.9723822118714942,-0.054267500391617214
10,1.1425496240189836,0.968360646377294,-0.05751927722585859
20,1.1368919670603568,0.9612094644465549,-0.0632292563234397
50,1.1224564587997279,0.9427166559500418,-0.07779826448952637
100,1.1019893725956758,0.9162429645240628,-0.09845463076767791
200,1.0671137083981195,0.8709767104920992,-0.1336528258930747
400,1.0092704840331321,0.7963198552793751,-0.1920309856995216
800,0.9177886378680791,0.680852686817105,-0.28435885803792643
1600,0.7846849001141531,0.5215128835847169,-0.41869354215587323
3200,0.6172729326348025,0.34166228890956485,-0.5876537392803091
6400,0.45364732559430165,0.1985865655273013,-0.7527925596192941
