frequency,recovery,relative_residual,target_power,pred_power
1,0.8713435693134406,0.016552477157005467,211237.1791302969,160379.63472215866
2,0.6596375732311576,0.11584658155597563,113199.20144643873,49255.43214366502
3,0.5492747603216481,0.20315324168310775,78588.90361495843,23710.489308836473
4,0.48070470814545546,0.2696676001422966,60661.9500452965,14017.582427487392
5,0.4404296501234705,0.31311897646094156,49624.63841818476,9626.101842611268
6,0.41971348508038114,0.336732439397557,42114.750672167516,7418.9096121048615
7,0.4086149900733465,0.3497362299659481,36659.127404382954,6120.835568746283
8,0.39762680479027346,0.3628534663071753,32507.934122125545,5139.734407199979
9,0.38102408152532946,0.38313118765156207,29238.298848857343,4244.797242514602
10,0.3587663155217686,0.411180638109528,26593.18527228472,3422.8958135889134
11,0.33553551799030645,0.44151304785241036,24407.142829405322,2747.8558144303415
12,0.31740544994933917,0.4659353197588641,22568.73607588083,2273.714842093793
13,0.3080421077259312,0.4788057246803718,21000.0990036679,1992.6981372290381
14,0.30656018630511656,0.4808587752171946,19645.13995587732,1846.2335120039027
15,0.3081481694160987,0.4786589554822953,18462.402980529732,1753.1029087689672
16,0.30695699227983037,0.48030861054981916,17420.570556986095,1641.4113661670265
17,0.29947565200365783,0.4907343621357002,16495.532129974657,1479.4127874603003
18,0.28641278876446424,0.509206708038909,15668.416397955374,1285.3160083528649
19,0.27204885050415106,0.5299128760523278,14924.236357428816,1104.5513450025403
20,0.2615339915212081,0.5453320456785993,14250.935129572874,974.7643721641111
21,0.2577875367604491,0.5508793405881217,13638.70054529773,906.3518539461306
22,0.25982949538375266,0.5478523759038703,13079.463990444798,883.0124893239715
23,0.26347324375315834,0.5424716626674945,12566.528104423049,872.3451351162581
24,0.2638914792513972,0.5418557543186961,12094.286204557275,842.2305237800797
25,0.2584809010307275,0.5498505741362018,11658.008065978658,778.899220619483
26,0.2483233555917685,0.5650177777488188,11253.674411383055,693.9520811890673
27,0.2374203797631255,0.5815276772006158,10877.847638179503,613.1672663172179
28,0.23021834313519907,0.5925637992455182,10527.569836260358,557.966312624514
29,0.22893936613939797,0.5945345010895134,10200.281591309049,534.6297394677507
30,0.23230793519927634,0.5893511063579986,9893.756784591367,533.9361424290128
31,0.23639374247343092,0.5830945165337329,9606.049822693387,536.805290414419
32,0.23701602674327946,0.582144543446612,9335.452612609399,524.4339586072759
