frequency,recovery,relative_residual,target_power,pred_power
1,0.8692022915552368,0.01710804053440129,211237.1791302969,159592.355416073
2,0.6289340152489605,0.13768996503925865,113199.20144643873,44776.849220562726
3,0.51004149919098,0.24005933251502248,78588.90361495843,20444.30056903357
4,0.4380728522505812,0.3157621193777971,60661.9500452965,11641.502825447002
5,0.39557105573169793,0.3653343486692942,49624.63841818476,7765.087755042247
6,0.3725092483927628,0.3937446433526155,42114.750672167516,5843.975049404851
7,0.3590314412675628,0.4108406932835378,36659.127404382954,4725.4926088169195
8,0.34634736207574046,0.42726177106534313,32507.934122125545,3899.537844029585
9,0.32934625797074757,0.4497764416978391,29238.298848857343,3171.447799282901
10,0.3079838082043006,0.4788864097074222,26593.18527228472,2522.4706903255446
11,0.2862564563154653,0.5094298461513573,24407.142829405322,1999.9886174348082
12,0.2692568633335574,0.5339855317851111,22568.73607588083,1636.2166297053616
13,0.25995338147437985,0.5476689975912048,21000.0990036679,1419.097661587408
14,0.2574555185229535,0.5513723069720159,19645.13995587732,1302.1455699756582
15,0.2576273630048676,0.5511171321591067,18462.402980529732,1225.3839920797218
16,0.2555536144705426,0.5542004209278736,17420.570556986095,1137.696522453139
17,0.2483413107370894,0.5649907851444368,16495.532129974657,1017.3356604423652
18,0.2366251927113156,0.582741096403036,15668.416397955374,877.297851983105
19,0.22396705807563536,0.6022271269517844,14924.236357428816,748.6182480524392
20,0.21459155779333042,0.6168664210895075,14250.935129572874,656.2489599189608
21,0.21084560007718536,0.6227646669175377,13638.70054529773,606.3202584753204
22,0.2118719714742232,0.6211457893479276,13079.463990444798,587.1336371111313
23,0.21422126840249345,0.6174482150309862,12566.528104423049,576.68742267986
24,0.2139666250911293,0.6178484664706293,12094.286204557275,553.697184135972
25,0.20902245422416219,0.6256454779215675,11658.008065978658,509.34287670592465
26,0.2002955124731959,0.6395272673705084,11253.674411383055,451.47819967508497
27,0.19103051298557122,0.6544316309203881,10877.847638179503,396.96156157842995
28,0.184796884089452,0.6645561201902662,10527.569836260358,359.5153347069363
29,0.18335017071074866,0.6669169436781633,10200.281591309049,342.9057743518568
30,0.18563707083171135,0.6631869804035552,9893.756784591367,340.9499602547931
31,0.18849852030416306,0.6585346515485329,9606.049822693387,341.3192051433912
32,0.1886038165448744,0.6583637665255437,9335.452612609399,332.07511547275664
