step,test_mse,train_mse,recovery_slope
1,1.1483727447807386,0.9756145366602957,-0.05080724989533395
2,1.1471293199786368,0.9741278349064245,-0.051424088931688594
5,1.1439259123064864,0.970235670314922,-0.053013237626648176
10,1.139305846961745,0.9645396834737372,-0.05530516284024278
20,1.1312106509808815,0.9544379472758193,-0.05932103326481348
50,1.1106570178881732,0.9284759610602368,-0.0695172937938488
100,1.081767349796789,0.8917186795456903,-0.08384890033408682
200,1.0332323318062198,0.8300103178966495,-0.1079261856481282
400,0.9547170882009035,0.7315071395470344,-0.14687608203333175
800,0.8358622140645418,0.5877502971425318,-0.20583769024993337
1600,0.675680591905429,0.40870344157492944,-0.2853007002263658
3200,0.4992908657617563,0.2397593322203393,-0.37280423764448417
6400,0.36201514455280065,0.14092665394080167,-0.44090407242524093
