frequency,recovery,relative_residual,target_power,pred_power
1,0.751537696890882,0.06173351606628722,211237.1791302969,119308.6408639605
2,0.3402448443554923,0.4352768653995086,113199.20144643873,13104.681479513767
3,0.2097336952297418,0.6245208324552386,78588.90361495843,3456.98621083841
4,0.1482823200181536,0.725423006393659,60661.9500452965,1333.8135093482467
5,0.11513543190895438,0.7829853038629527,49624.63841818476,657.8325279735774
6,0.09584209913496437,0.8175015096966677,42114.750672167516,386.85380076054764
7,0.08322675901523972,0.8404731753857014,36659.127404382954,253.92653643487205
8,0.07335191875308893,0.858676666478582,32507.934122125545,174.9090690804042
9,0.06440924618498385,0.87533005862415,29238.298848857343,121.29657375574212
10,0.05608786842488069,0.8909701121346854,26593.18527228472,83.6581448820206
11,0.048875886883855114,0.9046370785509731,24407.142829405322,58.305059740461836
12,0.043345358799225,0.9151881025309836,22568.73607588083,42.4025956352381
13,0.03964195951116925,0.9222875659315467,21000.0990036679,33.00133961436331
14,0.03734128579282166,0.9267118000390178,19645.13995587732,27.392625716973008
15,0.03566229304528607,0.9299472130546756,18462.402980529732,23.480468329859242
16,0.033863994492783475,0.9334187811374404,17420.570556986095,19.977389840491764
17,0.03158594627328356,0.9378257794554116,16495.532129974657,16.4571305638167
18,0.02895429709032922,0.9429297571393366,15668.416397955374,13.135637569457929
19,0.026421136285367127,0.9478558038718757,14924.236357428816,10.418257825063888
20,0.024451766820814146,0.9516943552590311,14250.935129572874,8.52047593798971
21,0.023244907965974955,0.9540505098143967,13638.70054529773,7.369341051336403
22,0.022634423141922374,0.9552434708271229,13079.463990444798,6.700833204589319
23,0.022207454805421117,0.9560782614380927,12566.528104423049,6.197447846727229
24,0.021551545473075823,0.9573613781661264,12094.286204557275,5.617422377067445
25,0.020480097125424042,0.9594592401274187,11658.008065978658,4.889769364983122
26,0.019111176537529136,0.9621428839935903,11253.674411383055,4.110259053539353
27,0.017767691830675215,0.9647803072116395,10877.847638179503,3.4340372171473867
28,0.016770201064610003,0.9667408375145274,10527.569836260358,2.960769990276227
29,0.016248574892433396,0.9677668664011683,10200.281591309049,2.6930394422206088
30,0.016078241430457087,0.9681020269865819,9893.756784591367,2.55763355754789
31,0.015967917704373488,0.9683191389870668,9606.049822693387,2.449296749697011
32,0.01563735142155636,0.9689698239163687,9335.452612609399,2.282767975652152
