frequency,recovery,relative_residual,target_power,pred_power
1,0.8363082091629336,0.026795002387445904,1000.0,699.4114207133131
2,0.683805149032959,0.09997918377806929,707.1067811865474,330.63569342338735
3,0.6078364775194375,0.15379222836436265,577.3502691896258,213.31082309405372
4,0.5591114337045676,0.19438272789004188,500.0,156.30279764958854
5,0.5240236824954744,0.22655345482516898,447.21359549995793,122.80521995720211
6,0.49699585457120676,0.2530131703185506,408.2482904638631,100.83931977617117
7,0.4752346617609677,0.2753786602171259,377.9644730092272,85.36251415413085
8,0.4571559540627409,0.29467965820953307,353.5533905932737,73.8896768831436
9,0.44178112728683816,0.3116083098531532,333.3333333333333,65.05685480894316
10,0.428466549030139,0.3266504855775186,316.22776601683796,58.054226531145716
11,0.4167680706328722,0.3401594834333023,301.5113445777636,52.371201350284196
12,0.40636731850806923,0.3523997605353002,288.6751345948129,47.670194439394876
13,0.3970289168698774,0.3635741270911132,277.35009811261455,43.71923980212506
14,0.3885743379660817,0.3738413401936152,267.2612419124244,40.3537792261526
15,0.38086521908426885,0.38332787693957043,258.1988897471611,37.45389590950736
16,0.3737923314325302,0.3921360441727061,250.0,34.93017675944163
17,0.36726806078821567,0.4003497068987051,242.53562503633296,32.71461871776083
18,0.361221145834131,0.40803842452946054,235.70226039551588,30.754599745829005
19,0.3555929113376496,0.41526049591828634,229.41573387056175,29.00877497537828
20,0.3503345168744009,0.422065239964818,223.60679774997897,27.444217919271967
21,0.34540491129347484,0.42849473015870354,218.2178902359924,26.034387795705122
22,0.34076928760096287,0.43458513217014194,213.2007163556104,24.757657597594118
23,0.336397899117201,0.44036774829606457,208.51441405707476,23.59623059742075
24,0.3322651407101004,0.44586984231090204,204.12414523193155,22.535330890110846
25,0.3283488273910016,0.4511152976670426,200.0,21.56259048980915
26,0.3246296218260698,0.4561251477147975,196.11613513818403,20.66757953877351
27,0.3210905755826217,0.46091800656273596,192.45008972987526,19.841442155824183
28,0.31771675821433093,0.4655104220215617,188.9822365046136,19.07661124990732
29,0.3144949548845692,0.46991716687870877,185.69533817705187,18.36658304622558
30,0.31141341797668437,0.47415148094255244,182.57418583505535,17.70573725092679
31,0.3084616616037862,0.47822527347179633,179.60530202677492,17.08919244402181
32,0.30563029048636425,0.48214929349005087,176.77669529663686,16.512688915603853
