frequency,recovery,relative_residual,target_power,pred_power
1,0.8688856798900259,0.01719096493790077,211237.1791302969,159476.1118230715
2,0.7003596679162586,0.08978432861125483,113199.20144643873,55524.623121586934
3,0.6049803191082482,0.1560405482918214,78588.90361495843,28763.631969462615
4,0.5434212938281777,0.20846411492953523,60661.9500452965,17913.88044030653
5,0.5080482522806401,0.24201652208413274,49624.63841818476,12808.765618301904
6,0.4922061773451788,0.25785456632639603,42114.750672167516,10203.01097473428
7,0.4859224504296664,0.2642757269722388,36659.127404382954,8655.976178480476
8,0.4786041535246454,0.27185362872175145,32507.934122125545,7446.330317931598
9,0.4635348831252308,0.28779482162345976,29238.298848857343,6282.275032294282
10,0.4406386696176065,0.3128850979271611,26593.18527228472,5163.397664377357
11,0.41567642113214237,0.34143404482094136,24407.142829405322,4217.234232137444
12,0.3963246182207112,0.3644239665663701,22568.73607588083,3544.94366327612
13,0.38742946672085177,0.37524265824190006,21000.0990036679,3152.14828596381
14,0.3881601569736586,0.3743479935144981,19645.13995587732,2959.899987002516
15,0.3926145584330567,0.3689170746274707,18462.402980529732,2845.909105268454
16,0.39338778830608023,0.36797837537618894,17420.570556986095,2695.9021395854793
17,0.38591136797747305,0.3771048479792985,16495.532129974657,2456.6397458268298
18,0.3709923351501031,0.3956506424399202,15668.416397955374,2156.527391075113
19,0.35411507241716267,0.417167339678687,14924.236357428816,1871.4616974992157
20,0.34201221912961727,0.43294791977473074,14250.935129572874,1666.9654862952125
21,0.3386046989956151,0.43744374419068094,13638.70054529773,1563.7198727965294
22,0.34272664897162364,0.43200825797207126,13079.463990444798,1536.334190856027
23,0.3489337805980612,0.42388722204633345,12566.528104423049,1530.0349054642584
24,0.35083633992593694,0.42141345756075377,12094.286204557275,1488.6389736817825
25,0.34491499558216976,0.42913636301310865,11658.008065978658,1386.9107165807648
26,0.33253905955700863,0.44550410701704257,11253.674411383055,1244.4563685648816
27,0.3190262264339606,0.4637252802847715,10877.847638179503,1107.1226741942821
28,0.31036851696736617,0.4755915823897898,10527.569836260358,1014.1062355867377
29,0.3096259809976661,0.476616286113435,10200.281591309049,977.8831263749054
30,0.3151471512361141,0.46902342446000994,9893.756784591367,982.6254346660241
31,0.32164295597032,0.4601682791846852,9606.049822693387,993.786114316318
32,0.3234175556971798,0.4577638039387788,9335.452612609399,976.478217422856
