frequency,recovery,relative_residual,target_power,pred_power
1,0.8341557088894114,0.027504328893973664,1000.0,695.8157466727964
2,0.590659102197601,0.1675599706136741,707.1067811865474,246.6941233567633
3,0.4826641476261853,0.26763638415134144,577.3502691896258,134.502220365408
4,0.4182410685330798,0.33844345434153283,500.0,87.46279570384617
5,0.37425392365411575,0.3915581520622691,447.21359549995793,62.63941918577646
6,0.3417706898864477,0.4332658246925631,408.2482904638631,47.68634153688631
7,0.3165161810232641,0.46715013080302337,377.9644730092272,37.86542311463148
8,0.29615321385358445,0.49540029836863797,353.5533905932737,31.00901038193703
9,0.27928200565081485,0.519434427378712,333.3333333333333,25.999479560113926
10,0.2650062622406342,0.5402157945454834,316.22776601683796,22.208144436947517
11,0.2527219433070804,0.5584244940147464,301.5113445777636,19.257041319426193
12,0.24200513968135762,0.5745562082694782,288.6751345948129,16.90668869996888
13,0.2325484096884182,0.588981943471776,277.35009811261455,14.998750181871463
14,0.22412262041954079,0.60198570814464,267.2612419124244,13.424785807829057
15,0.21655303575967916,0.6137891457773744,258.1988897471611,12.108293040468295
16,0.20970376339039495,0.6245681415993048,250.0,10.993917095023688
17,0.20346731319684527,0.6344643211458525,242.53562503633296,10.04071961734945
18,0.19775739344550278,0.6435931997713538,235.70226039551588,9.217840855835794
19,0.19250382136092128,0.6520500785167149,229.41573387056175,8.50162431351437
20,0.18764885172361367,0.6599143881059634,223.60679774997897,7.873663034288067
21,0.18314447901685804,0.6672529421606402,218.2178902359924,7.319442694918667
22,0.17895042202388498,0.6741224094947565,213.2007163556104,6.827380595303996
23,0.1750325958020116,0.6805712179891672,208.51441405707476,6.388132995136635
24,0.1713619375952103,0.6866410384659642,204.12414523193155,5.99408789991901
25,0.16791349370129413,0.6923679539643862,200.0,5.638988273394909
26,0.1646657014035387,0.6977833904116421,196.11613513818403,5.317648451126284
27,0.16159981855696096,0.7029148642437208,192.45008972987526,5.025738129529287
28,0.1586994662368606,0.7077865881101433,188.9822365046136,4.759616007471687
29,0.15595025888372882,0.7124199654784444,185.69533817705187,4.516200360977103
30,0.15333950282528688,0.7168339974761324,182.57418583505535,4.292867402395489
31,0.15085594872056024,0.7210456198232598,179.60530202677492,4.087370761648569
32,0.14848958688604993,0.7250699836414899,176.77669529663686,3.8977771816497406
