frequency,recovery,relative_residual,target_power,pred_power
1,0.8386739439766051,0.026026096352063547,1000.0,703.3739843052738
2,0.6290488472633615,0.13760475771664088,707.1067811865474,279.8038873134286
3,0.5316397176973362,0.21936135403863094,577.3502691896258,163.18273586328604
4,0.4718191796529714,0.27897497898246015,500.0,111.30666914420145
5,0.43009455626108806,0.3247922148032461,447.21359549995793,82.7261644935567
6,0.39875729296087103,0.3614927927677399,408.2482904638631,64.9144905211211
7,0.37405018432223563,0.3918131717470271,377.9644730092272,52.88234756092794
8,0.35388879457750955,0.41745968977250364,353.5533905932737,44.27806459350122
9,0.3370091457630733,0.43955687280180983,333.3333333333333,37.85838810931879
10,0.3225931683861058,0.4588800155171747,316.22776601683796,32.90867010199391
11,0.3100842934352455,0.4759836821647445,301.5113445777636,28.99099992101671
12,0.29908859965952583,0.4912767911272444,288.6751345948129,25.82314273212764
13,0.2893181910761527,0.5050686335352719,277.35009811261455,23.215594313467477
14,0.2805569899440131,0.5175982447184189,267.2612419124244,21.0367269020082
15,0.272639146733983,0.5290538108638683,258.1988897471611,19.192466811049762
16,0.26543490457432495,0.5395858794177311,250.0,17.613922141595246
17,0.25884105128931195,0.5493165872539323,242.53562503633296,16.24956911515443
18,0.2527742946851167,0.5583462546833248,235.70226039551588,15.060159171042658
19,0.24716655740793997,0.5667581922850125,229.41573387056175,14.01530705166311
20,0.24196156583347483,0.5746222676736373,223.60679774997897,13.091149269542383
21,0.23711233170641716,0.5819975944344196,218.2178902359924,12.268702491731736
22,0.23257926246645894,0.5889345883965242,213.2007163556104,11.532690511742251
23,0.22832872250815478,0.5954765605058965,208.51441405707476,10.870691613911074
24,0.22433192326610066,0.6016609652640664,204.12414523193155,10.272509191870965
25,0.22056405669207516,0.6075203897203146,200.0,9.729700620892988
26,0.21700361135083931,0.6130833446376275,196.11613513818403,9.235220068049115
27,0.21363182724548624,0.6183749031212727,192.45008972987526,8.783144507618685
28,0.21043225723593367,0.6234172204135429,188.9822365046136,8.368461294949181
29,0.20739041121954332,0.6282299602267247,185.69533817705187,7.986901832387507
30,0.2044934651942193,0.6328306469187008,182.57418583505535,7.634810130445459
31,0.20173002164389015,0.637234958344664,179.60530202677492,7.309038059175272
32,0.19908991085884645,0.6414569708880906,176.77669529663686,7.006861209008566
