frequency,recovery,relative_residual,target_power,pred_power
1,0.8721805976937784,0.01633779960591972,211237.1791302969,160687.90986967384
2,0.6838921030126266,0.09992420253777988,113199.20144643873,52944.21835912005
3,0.5813014736329868,0.17530845598190845,78588.90361495843,26556.086700243155
4,0.5162092615311435,0.23405347862824147,60661.9500452965,16164.71125502101
5,0.47834172532170843,0.27212735554033196,49624.63841818476,11354.653523041885
6,0.46007635771262306,0.29151753950086745,42114.750672167516,8914.440010927408
7,0.4514255707165183,0.3009339044636977,36659.127404382954,7470.581960636409
8,0.44227081585283606,0.31106184284946103,32507.934122125545,6358.664864897131
9,0.42634286109778474,0.32908251301347546,29238.298848857343,5314.59398227145
10,0.40358832131286876,0.3557068904744018,26593.18527228472,4331.591973536328
11,0.3792839363396179,0.38528843168603955,24407.142829405322,3511.1213675536787
12,0.3603766017129955,0.40911809163621604,22568.73607588083,2931.0309820917955
13,0.35116811532283687,0.4209828145737195,21000.0990036679,2589.712158645057
14,0.3507945400439505,0.4214677292367458,19645.13995587732,2417.4682417063955
15,0.35384747358728935,0.41751308738952864,18462.402980529732,2311.641190522647
16,0.35363510682478666,0.4177875751294049,17420.570556986095,2178.578033124855
17,0.34607840450946686,0.4276134530488844,16495.532129974657,1975.6742061551797
18,0.3319435155410439,0.4462994664276594,15668.416397955374,1726.4479244149927
19,0.3161618057485237,0.4676346759171198,14924.236357428816,1491.8011072528336
20,0.3047335596878435,0.4833954230243374,14250.935129572874,1323.3780677099592
21,0.301112349499018,0.4884439480227828,13638.70054529773,1236.6025255642483
22,0.3042142918862302,0.48411775161537995,13079.463990444798,1210.4564611528867
23,0.30917661987326595,0.4772369425297261,12566.528104423049,1201.236712081518
24,0.3103364490667056,0.4756358134859208,12094.286204557275,1164.7851223163714
25,0.3046035093502444,0.4835762792079957,11658.008065978658,1081.6684354052122
26,0.293216071970624,0.4995435209206341,11253.674411383055,967.5421396578084
27,0.2808790551765982,0.517134933283702,10877.847638179503,858.186508394429
28,0.2728614675445507,0.5287304453814645,10527.569836260358,783.8131624495456
29,0.2718288704170006,0.5302331939581812,10200.281591309049,753.7083419253165
30,0.27630310445972556,0.523737196614631,9893.756784591367,755.3230864616341
31,0.2816305918606796,0.5160546065504374,9606.049822693387,761.9114330771786
32,0.28282693569894835,0.5143372041589603,9335.452612609399,746.7528952926971
