task,sobolev,rank,weighted_risk
dense,1.5,1,1.193080189734507
dense,1.5,2,0.6386275275444059
dense,1.5,3,0.41065676807353013
dense,1.5,4,0.3396994163408282
dense,1.5,5,0.3559610407189112
dense,1.5,6,0.3810081847741876
dense,1.5,7,0.3918989515539367
dense,1.5,8,0.40308270368301163
dense,1.5,9,0.42384381802573323
dense,1.5,10,0.4439905432037516
dense,1.5,11,0.45110990549858154
dense,1.5,12,0.44964099428152393
dense,1.5,13,0.4544300266073238
dense,1.5,14,0.4695072610525549
dense,1.5,15,0.48318154814620284
dense,1.5,16,0.48566849189521766
dense,1.5,17,0.48306036065711105
dense,1.5,18,0.4879364738229419
dense,1.5,19,0.5011406829069175
dense,1.5,20,0.5111527587464161
dense,1.5,21,0.5111495185423313
dense,1.5,22,0.5085873117952893
dense,1.5,23,0.513935058992237
dense,1.5,24,0.5255716877404402
dense,1.5,25,0.5326268152169391
dense,1.5,26,0.5309585570593898
dense,1.5,27,0.528845637456033
dense,1.5,28,0.5346407750721898
dense,1.5,29,0.5447917091654
dense,1.5,30,0.5494033295252009
dense,1.5,31,0.5467024110905873
dense,1.5,32,0.5453076031431542
dense,1.5,33,0.5514824481440589
dense,1.5,34,0.5602207068466489
dense,1.5,35,0.5628467020844398
dense,1.5,36,0.559636773466505
dense,1.5,37,0.5591361948831998
dense,1.5,38,0.5655937757735284
dense,1.5,39,0.572988038371615
dense,1.5,40,0.5740362790406772
dense,1.5,41,0.5707389185391463
dense,1.5,42,0.5712196644159658
dense,1.5,43,0.5778332997635691
dense,1.5,44,0.5839465529733028
dense,1.5,45,0.5837770671945725
dense,1.5,46,0.5807192343457585
dense,1.5,47,0.5821894697568595
dense,1.5,48,0.5888109969765793
dense,1.5,49,0.5937056682196332
dense,1.5,50,0.5926366168713496
