mode_index,mode_norm,band,r1,r8,r64,r1024
0,1.0,low,0.012023213720023454,0.40558084662854893,0.5586847782973646,0.305135452378907
1,2.8284271247461903,low,0.015672811103948952,0.045847639339899236,0.08866292559922344,0.06758931072815408
2,3.0,low,0.013385607595346415,0.016636659803811144,0.017430082357495782,0.011458534623716652
3,5.656854249492381,low,0.007305530006077856,0.05164242031232439,0.024822600517371268,0.029522814210101698
4,5.0,high,0.003545907470023925,0.09184571242614974,0.02225400988824088,0.03229869651459843
5,8.48528137423857,high,0.01728718005778866,0.16109991059707846,0.031129812140102017,0.020290571790706237
6,7.0,high,0.0037226747636193887,0.023429133931935672,0.10449134744232415,0.04077439374626298
7,11.313708498984761,high,0.014618246645600352,0.03419581606778324,0.03245027036883687,0.06601303055079298
