frequency,recovery,relative_residual,target_power,pred_power
1,0.8447941908003163,0.024088843209328633,211237.1791302969,150755.16377839493
2,0.49771205059745227,0.25229318411501633,113199.20144643873,28041.398881562673
3,0.3579040372579917,0.4122872253695865,78588.90361495843,10066.869176236249
4,0.2822685087112502,0.5151384935875727,60661.9500452965,4833.271868726528
5,0.23856474487124948,0.5797836477529854,49624.63841818476,2824.2938694578447
6,0.21283407458632816,0.6196301941323623,42114.750672167516,1907.7284341531115
7,0.1959686070112561,0.64646648091142,36659.127404382954,1407.8459453820742
8,0.18170671988078133,0.66960389228827,32507.934122125545,1073.3252551643068
9,0.16685715897302072,0.6941269935545064,29238.298848857343,814.0325859971488
10,0.15123512109200699,0.7204018196677,26593.18527228472,608.2409783817864
11,0.13664914369473738,0.7453747010830303,24407.142829405322,455.7542967002683
12,0.12526042999027184,0.765169315340804,22568.73607588083,354.1074258117971
13,0.11809606824074902,0.7777545448524256,21000.0990036679,292.88168878500375
14,0.11441928893629463,0.784253195808098,19645.13995587732,257.18972622777267
15,0.11217724592936502,0.7882292426455672,18462.402980529732,232.32597741833226
16,0.10916518332430947,0.7935866706016111,17420.570556986095,207.6015882478649
17,0.10419441007800818,0.8024676549354877,16495.532129974657,179.083333690176
18,0.09761040351510429,0.8143069838441729,15668.416397955374,149.2853947724484
19,0.0909194927008295,0.8264273687513173,14924.236357428816,123.3690231932299
20,0.08579864363195998,0.8357641199851641,14250.935129572874,104.90693716906453
21,0.08309015962159663,0.8407236553827492,13638.70054529773,94.1612424955624
22,0.08235086166743451,0.8420799410824998,13079.463990444798,88.70053554225778
23,0.0821737574675026,0.8424050114813229,12566.528104423049,84.85581298664411
24,0.08104685533621937,0.8444748820874514,12094.286204557275,79.44244079929328
25,0.07822154715663782,0.8496755161263024,11658.008065978658,71.33080985718287
26,0.0740890802037922,0.8573110313978595,11253.674411383055,61.77357736009819
27,0.06987565322479462,0.8651313004640026,10877.847638179503,53.11225408317294
28,0.06687051986098631,0.8707306267045059,10527.569836260358,47.075780589213885
29,0.06566026684124701,0.8729907369591697,10200.281591309049,43.976174561314025
30,0.06581433664916196,0.8727028536102454,9893.756784591367,42.85507373929682
31,0.06618222766635289,0.8720156319261753,9606.049822693387,42.075336436555055
32,0.06559875748892237,0.8731056820062456,9335.452612609399,40.17229152770006
