task,sobolev,rank,weighted_risk
sparse,0.5,1,0.8846915407415136
sparse,0.5,2,0.4669764253164774
sparse,0.5,3,0.28430561090106904
sparse,0.5,4,0.22104732133135543
sparse,0.5,5,0.23465843355583116
sparse,0.5,6,0.2603701967262779
sparse,0.5,7,0.2686563389941126
sparse,0.5,8,0.26846019488707085
sparse,0.5,9,0.2764636764094229
sparse,0.5,10,0.29206380826425865
sparse,0.5,11,0.3007497635719084
sparse,0.5,12,0.2966690048652728
sparse,0.5,13,0.29117957889767393
sparse,0.5,14,0.2961834378676298
sparse,0.5,15,0.30739648375677403
sparse,0.5,16,0.3114308899494821
sparse,0.5,17,0.30544306351104833
sparse,0.5,18,0.30075306687481057
sparse,0.5,19,0.3060570170049721
sparse,0.5,20,0.3151538769782235
sparse,0.5,21,0.3165099937559405
sparse,0.5,22,0.31001862200287256
sparse,0.5,23,0.30667886563408586
sparse,0.5,24,0.31238737109657416
sparse,0.5,25,0.31971071845614973
sparse,0.5,26,0.31909336841770813
sparse,0.5,27,0.31265884757965956
sparse,0.5,28,0.31071777853421256
sparse,0.5,29,0.31666127943094935
sparse,0.5,30,0.3223564357121319
sparse,0.5,31,0.3202613848824085
sparse,0.5,32,0.3142504284557554
sparse,0.5,33,0.3136448262210511
sparse,0.5,34,0.3196211512940163
sparse,0.5,35,0.3238014328031206
sparse,0.5,36,0.3206367899330379
sparse,0.5,37,0.3153066117517113
sparse,0.5,38,0.31591398689768857
sparse,0.5,39,0.3217221569478763
sparse,0.5,40,0.3244973575574956
sparse,0.5,41,0.3206116101752512
sparse,0.5,42,0.3161349476313553
sparse,0.5,43,0.31779219937305897
sparse,0.5,44,0.3232451594644037
sparse,0.5,45,0.3247323493495315
sparse,0.5,46,0.3204273010713976
sparse,0.5,47,0.3169078957257934
sparse,0.5,48,0.3194255611657831
sparse,0.5,49,0.32435948688985633
sparse,0.5,50,0.32468867447223476
