step,test_mse,train_mse,recovery_slope
1,1.1492902357973702,0.9755580489589477,-0.05070071195499014
2,1.1487483757922055,0.974028412285061,-0.05123566114254174
5,1.147354343037165,0.9700305600967013,-0.052611914570772286
10,1.1453487745821342,0.9641974581840144,-0.054591904245912835
20,1.14184880159145,0.9539040257781947,-0.05804723900022749
50,1.1330438342441225,0.9277537015524623,-0.06673990884848256
100,1.1208674817941968,0.89148945519339,-0.07876096555749111
200,1.1009464712682637,0.8326606021126342,-0.09842790590089925
400,1.0701878895973236,0.7443103132725741,-0.1287941963048289
800,1.0272763911266551,0.6285681348946407,-0.17115840666304577
1600,0.9771054065397131,0.5092959308337739,-0.22068951652099916
3200,0.933849783081869,0.4281747872324096,-0.2633934629375175
6400,0.9115924258407527,0.400848629435647,-0.2853669525099021
