step,test_mse,train_mse,recovery_slope
1,1.2500383938129982,1.0607300024282948,-0.05080190081320189
2,1.2500677050569753,1.0593358101231667,-0.05141410128368674
5,1.250143113527439,1.0556919547860115,-0.05298909759338365
10,1.2502516022620527,1.05037535513818,-0.055255014878395445
20,1.2504409289539384,1.0409933728030645,-0.05920932981427904
50,1.2509172227266245,1.0171585750144616,-0.06915729626549999
100,1.2515758873890992,0.9841054101105238,-0.08291429738678914
200,1.2526534897111559,0.9304856612610819,-0.10542131377527664
400,1.254317336983794,0.8499585040874303,-0.14017275878120464
800,1.2566385811965175,0.744464920396569,-0.1886547270064911
1600,1.2593525182942553,0.635753883353504,-0.24533855691837583
3200,1.261692377520749,0.5618157540428114,-0.2942093220230159
6400,1.2628963616165683,0.5369092389341233,-0.31935597327035564
