step,test_mse,train_mse,recovery_slope
1,1.1471014676553988,0.9742407646308577,-0.05077397012143425
2,1.1448892187650066,0.9716743364919188,-0.051364687884349294
5,1.1392001918841965,0.9649701037531985,-0.052883779721976956
10,1.1310215470419904,0.955197039174055,-0.055067652796045134
20,1.116766014169013,0.9379766808014287,-0.05887418492923296
50,1.0810017730786998,0.8943799058614378,-0.06842400212248667
100,1.0317839868974554,0.8342958683755228,-0.08156620356052693
200,0.9518983315247711,0.7378203760739478,-0.10289738190836098
400,0.8302594591227064,0.5955467616495668,-0.13537756210007384
800,0.6646425585280245,0.41505927887149996,-0.17960081629407576
1600,0.4790127090530062,0.23921414685111328,-0.22916795581819055
3200,0.3301181546377798,0.13056716744025088,-0.26892598597310724
6400,0.2622221156040974,0.09937737312201991,-0.28705568035919354
