frequency,recovery,relative_residual,target_power,pred_power
1,0.8009087864676552,0.03963731130578172,211237.1791302969,135499.12028643943
2,0.4100903874024579,0.34799335103498213,113199.20144643873,19037.176749029353
3,0.2716600978150598,0.5304790131147682,78588.90361495843,5799.798902912188
4,0.20213110785396896,0.636594769054335,60661.9500452965,2478.4643686504346
5,0.16329078822515977,0.7000823050688745,49624.63841818476,1323.1854792153201
6,0.14040084088167942,0.7389107143569237,42114.750672167516,830.1826477567066
7,0.12530388252780314,0.7650932979209353,36659.127404382954,575.5872680412747
8,0.11308656440287572,0.7866154422426944,32507.934122125545,415.7300251589967
9,0.10139842658248079,0.8074847877484412,29238.298848857343,300.61768968270803
10,0.08996578503378752,0.8281622724091707,26593.18527228472,215.24105254878535
11,0.07973581604500661,0.84688616827035,24407.142829405322,155.17574147622764
12,0.07181443395619416,0.8615284450120603,22568.73607588083,116.39403425260899
13,0.06661885653430905,0.8712003589773206,21000.0990036679,93.19995235012682
14,0.06358381191657914,0.8768752773046846,19645.13995587732,79.42335868069965
15,0.06147341088276169,0.8808321584800375,18462.402980529732,69.7690561490055
16,0.059046405419213986,0.8853936671545022,17420.570556986095,60.73643587121952
17,0.055670428377332805,0.8917583398410501,16495.532129974657,51.122897021737096
18,0.05155274246497306,0.8995522003257136,15668.416397955374,41.6417192403848
19,0.047496315536946276,0.9072632689156925,14924.236357428816,33.66758464329019
20,0.04435825282109963,0.9132511489511413,14250.935129572874,28.040917967102885
21,0.04253581235567241,0.9167376706214122,13638.70054529773,24.676437241477174
22,0.04176225785616207,0.9182195704689204,13079.463990444798,22.81171240382074
23,0.04129918316255177,0.9191072562047905,12566.528104423049,21.433753457450084
24,0.04038343956648092,0.9208639430582577,12094.286204557275,19.723630329353274
25,0.038654949052943824,0.924184306980398,11658.008065978658,17.419454948144825
26,0.03632329454123246,0.9286727926438642,11253.674411383055,14.847892372436506
27,0.03399690394156063,0.9331619815944905,10877.847638179503,12.57250183927116
28,0.032296191371801064,0.9364506612335218,10527.569836260358,10.980718311463635
29,0.03148723832674046,0.938016969523964,10200.281591309049,10.113030192565484
30,0.031345293439097636,0.9382919405425878,9893.756784591367,9.720887335420223
31,0.03131200243905178,0.9383564366186397,9606.049822693387,9.418169865951107
32,0.030837149282924463,0.9392766312100485,9335.452612609399,8.877359860809161
