rank_label,step,test_mse,train_mse,recovery_slope
1,1,1.2500383938129982,1.0607300024282948,-0.05080190081320189
1,2,1.2500677050569753,1.0593358101231667,-0.05141410128368674
1,5,1.250143113527439,1.0556919547860115,-0.05298909759338365
1,10,1.2502516022620527,1.05037535513818,-0.055255014878395445
1,20,1.2504409289539384,1.0409933728030645,-0.05920932981427904
1,50,1.2509172227266245,1.0171585750144616,-0.06915729626549999
1,100,1.2515758873890992,0.9841054101105238,-0.08291429738678914
1,200,1.2526534897111559,0.9304856612610819,-0.10542131377527664
1,400,1.254317336983794,0.8499585040874303,-0.14017275878120464
1,800,1.2566385811965175,0.744464920396569,-0.1886547270064911
1,1600,1.2593525182942553,0.635753883353504,-0.24533855691837583
1,3200,1.261692377520749,0.5618157540428114,-0.2942093220230159
1,6400,1.2628963616165683,0.5369092389341233,-0.31935597327035564
2,1,1.2483063999061241,1.059619889064383,-0.05077290818433222
2,2,1.2470138664355832,1.0573521475104082,-0.05136278161520699
2,5,1.243690278769712,1.051428801588774,-0.05287956714066047
2,10,1.2389129817829176,1.0427957240216794,-0.0550597819112139
2,20,1.2305882022643477,1.027588880756,-0.05885896109520819
2,50,1.2097152528627269,0.9891180545257031,-0.06838474789812728
2,100,1.1810201952708643,0.9361683968486838,-0.08148030979779519
2,200,1.1345235765752566,0.8513334269983185,-0.10269996918702276
2,400,1.0639341420898623,0.726709142428418,-0.13491486563065946
2,800,0.9683188609736423,0.569686022976063,-0.1785508063637668
2,1600,0.8621046114751201,0.41850896771702595,-0.22702379773107204
2,3200,0.7782016627076014,0.3269796042439671,-0.2653145819761367
2,6400,0.7409050261488005,0.30157440910543737,-0.2823356460092582
3,1,1.2474853202573875,1.05910270290477,-0.05075192795884335
3,2,1.2455663777445158,1.0564281102634314,-0.051325721314072814
3,5,1.2406329685570059,1.049443617198572,-0.05280088661549971
3,10,1.2335440385582352,1.0392679935864855,-0.054920585825714456
3,20,1.2211976552752197,1.0213558185986709,-0.058612344511236064
3,50,1.1902788151621486,0.9761100630822374,-0.06785755372895974
3,100,1.147864364127289,0.9140058310113758,-0.08054012759777701
3,200,1.0793771361602686,0.814951935734028,-0.10101886318363619
3,400,0.9760382375623888,0.670601413202677,-0.13191878486157246
3,800,0.8375540429781776,0.4912751980251968,-0.1733276911335037
3,1600,0.6865444032649038,0.32282031076336026,-0.21848189833974602
3,3200,0.5709680203350364,0.22501980385683185,-0.25304101624024733
3,6400,0.5222280557286868,0.19969780061555942,-0.26761501605402593
4,1,1.2474014151795263,1.059159781975822,-0.05075766722815027
4,2,1.245418095450012,1.0565295854553116,-0.051335942122299374
4,5,1.24031778358933,1.049658771753369,-0.052823035835669316
4,10,1.232985485787448,1.0396428745377886,-0.05496090784498538
4,20,1.2202051518365498,1.0219946396285708,-0.058687259250996784
4,50,1.188141885685267,0.9773146098187193,-0.06803591925966218
4,100,1.1440172816227583,0.9157376562559367,-0.08090129359336415
4,200,1.072398397737709,0.8168650245558233,-0.10178315236852276
4,400,0.9633470262764616,0.6710563186965829,-0.1335791706050831
4,800,0.8148685852127102,0.48608423941023526,-0.17687090693576063
4,1600,0.6484481862921754,0.3058698599887615,-0.22539396508815968
4,3200,0.5149616203494928,0.19452331461907663,-0.2643145327818693
4,6400,0.454091636706963,0.16255854332991895,-0.28206234359821275
5,1,1.2477948362971318,1.059623060746337,-0.050763566474123285
5,2,1.2461111258609439,1.0573566263078047,-0.0513465730053539
5,5,1.24177864716955,1.0514317200319114,-0.0528467498286433
5,10,1.235543484857762,1.0427833724942994,-0.05500575548242138
5,20,1.224656314191955,1.0275115589871477,-0.0587755792409281
5,50,1.1972326373965276,0.9886522034777282,-0.06827138228309969
5,100,1.1592239514421,0.9346103327831295,-0.08143238175109138
5,200,1.0968140010458434,0.846529865728895,-0.10304263486395494
5,400,0.9998349832220012,0.713141484859903,-0.13662287501001735
5,800,0.8630218611766299,0.5358047406585477,-0.1839961893259169
5,1600,0.6999368128373409,0.34829197402731993,-0.24046649816543522
5,3200,0.5545866725779379,0.21499207032112475,-0.29079586553478215
5,6400,0.47551170275779403,0.16664491683058996,-0.31817659732283143
6,1,1.2482327480498665,1.0601614081463058,-0.05074358593327481
6,2,1.2468828077307637,1.0583181426025046,-0.05131158453243872
6,5,1.243406823124234,1.0534955599939382,-0.05277413392020436
6,10,1.2383983112930914,1.0464459659954604,-0.054881506863828325
6,20,1.2296358616350784,1.033967188189104,-0.05856838032079929
6,50,1.2074654036973123,1.0020361337694932,-0.06789678460154662
6,100,1.1764942674146384,0.9571808601587413,-0.08092814737672668
6,200,1.1249818415957225,0.8828481756215281,-0.10260242829910214
6,400,1.0431075779390815,0.7669026649117106,-0.13705170461633256
6,800,0.9229435708416919,0.604480375596518,-0.18761170844420025
6,1600,0.7695035731473762,0.4162499341431265,-0.25217286163947467
6,3200,0.6155745134231785,0.2595198330222782,-0.31693979174499187
6,6400,0.5133306479387394,0.18536457778751037,-0.3599597471803955
7,1,1.248541102005395,1.0605733133078623,-0.0507419803844447
7,2,1.2474263230028413,1.0590541066364607,-0.05130894541965919
7,5,1.2445543426438388,1.0550768446212606,-0.052769604834347755
7,10,1.2404122732335792,1.049256321986636,-0.054876218363728156
7,20,1.2331546131919184,1.0389337236681406,-0.05856738896495861
7,50,1.214727476658036,1.0124041103419668,-0.06793923943029952
7,100,1.1888267584766194,0.9748431757738348,-0.08111207598549884
7,200,1.1453132151943888,0.9117856361870466,-0.1032426126594076
7,400,1.0749212262267809,0.8111288061851134,-0.13904324795341239
7,800,0.9683631796007023,0.6642288960505766,-0.1932375649609522
7,1600,0.8247540858492011,0.4812673997292827,-0.2662756601434294
7,3200,0.6666137924926625,0.3086295338243248,-0.3467041726883669
7,6400,0.543540735476675,0.20763599977905456,-0.40929785264213486
8,1,1.2487275375083748,1.0608170438059017,-0.050746777139218824
8,2,1.2477550203679222,1.0594897053460013,-0.05131752368205883
8,5,1.2452487538671422,1.056013431735148,-0.05278839024189116
8,10,1.241632111476156,1.0509226204896158,-0.05491090927572836
8,20,1.2352893075384594,1.0418839552495853,-0.05863334589794225
8,50,1.2191513780251482,1.0185931630259035,-0.06810430234198976
8,100,1.1963846300519965,0.9854626312076341,-0.08146555034152211
