seed,method,network_width,parameter_count,dataset_size,training_seconds,context_size,context_measurements,scenario,regime,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,exact_score_correlation,relative_score_error,mean_relative_residual,covariance_relative_residual,posterior_std_mean,uq_error_correlation,numerical_coverage_95
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,0,0.9998566308243727,0.9888888888888889,0.16363636363636364,0.004848103504627943,0.8,0.9999999998596059,1.9437686660239706e-06,2.5373155949637294e-06,4.0517571164855326e-07,0.010407627560198307,-0.04401346248876664,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,1,0.9998708010335917,0.9909090909090909,0.18181818181818182,0.02579677291214466,0.8181818181818182,0.9999999998835761,3.3840967716969317e-06,1.2364403119136114e-06,3.6796171798414434e-07,0.011429020203649998,-0.1700278876958348,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,2,0.9994865211810013,0.9428571428571428,0.09090909090909091,0.011900728568434715,0.6666666666666666,0.9999999998905102,1.7967660141948727e-06,1.4979394791225786e-06,4.3549073325266363e-07,0.008804107084870338,-0.0039374036393979,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,3,1.0,1.0,0.21818181818181817,0.08051664382219315,1.0,0.9999999998253599,2.167571665268042e-06,1.545711370454228e-06,3.403625896680751e-07,0.011547836475074291,0.08128037672055488,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,4,0.9998566308243727,0.9888888888888892,0.16363636363636364,0.018561718985438347,0.8,0.9999999998238729,3.466711405053502e-06,9.749606988407322e-07,2.3524926007212343e-07,0.010821870528161526,0.006812144799929388,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,5,1.0,1.0,0.10909090909090909,0.038508348166942596,1.0,0.9999999990647824,4.013550096715335e-06,2.5874987841234542e-06,5.980140826977731e-07,0.008616981096565723,0.04445916954821704,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,6,0.9997857754927164,0.9761904761904762,0.10909090909090909,0.008223198354244232,0.7142857142857143,0.9999999998639965,1.6418379118476878e-06,1.3705201808988932e-06,3.6271589465286525e-07,0.008763322606682777,-0.05311830225760109,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID one obstacle,ID,7,0.9991431019708654,0.8972222222222223,0.10909090909090909,0.02341972477734089,0.7142857142857143,0.9999999999004733,2.117587882821681e-06,2.396606760157738e-06,6.327132950900705e-07,0.009231120347976685,0.21415257734444773,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,0,0.9544963430851064,0.5495557221461499,0.3181818181818182,0.1265050321817398,0.3617021276595745,0.9999999999998126,3.927793272850977e-07,5.538501000046381e-07,1.8685163638565427e-07,0.028862949460744858,-0.42451374595153923,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,1,0.9404577525382893,0.6873421990141118,0.38235294117647056,0.147025004029274,0.41818181818181815,0.9999999999911076,3.173168124703807e-06,8.592416634201072e-06,4.129301203192881e-07,0.06302804499864578,-0.17371126103719967,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,2,0.8520499108734403,0.34113668647614825,0.18181818181818182,0.15163864195346832,0.22033898305084745,0.9999999999989375,1.2836516134484555e-06,3.599498313633376e-06,3.74288703142156e-07,0.0407898873090744,-0.3004687879314426,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,3,0.8636100131752306,0.5127271517957172,0.2698412698412698,0.0651245266199112,0.35135135135135137,0.9999999999989587,6.48135198844102e-07,1.1216876600883552e-06,2.96133890742567e-07,0.023821255192160606,0.08348668911782794,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,4,0.9406586021505376,0.526302424500771,0.35714285714285715,0.20718219876289368,0.25,0.9999999999988058,7.71166639879084e-07,4.970541340298951e-06,4.0011906321524293e-07,0.04756651818752289,-0.3826344952624957,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,5,0.9363529411764706,0.6149381583514912,0.3484848484848485,0.17292551696300507,0.36,0.9999999999997623,2.1620427048674173e-07,9.704924650577595e-07,2.8423073672456667e-07,0.027869101613759995,-0.06305656114098512,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,6,0.9313354129530601,0.4046289159663081,0.3188405797101449,0.08007939159870148,0.3090909090909091,0.9999999999998587,3.25702757209001e-07,6.985669642745052e-07,2.1460832044795097e-07,0.020788922905921936,-0.17496393802321886,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,ID four obstacles,ID,7,0.9648053665910808,0.6629128824918222,0.3387096774193548,0.11188610643148422,0.4358974358974359,0.9999999999998482,2.2179739289640565e-07,1.137356548497337e-06,2.8315380973253923e-07,0.02704121358692646,-0.11119874442255076,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,0,0.6910895326752802,0.1253719686532897,0.09278350515463918,0.14972014725208282,0.0967741935483871,0.9999999999994615,3.698753801018029e-07,1.4589506918127881e-06,3.162847121984669e-07,0.03115926869213581,-0.06580529384658916,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,1,0.7939108957917735,0.19123890110348926,0.10784313725490197,0.19590464234352112,0.11538461538461539,0.9999999999876118,2.90335492536542e-06,6.4651944740035105e-06,5.125355073687388e-07,0.0420399010181427,-0.20636923901262796,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,2,0.7223336810849852,0.15122478337927864,0.1276595744680851,0.13763609528541565,0.0967741935483871,0.9999999999982133,4.5310136442822113e-07,4.61463378087501e-06,4.582040560308087e-07,0.04141886159777641,-0.04952479636836149,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,3,0.7551059181153226,0.18060110920686695,0.13,0.07718352973461151,0.1262135922330097,0.9999999999976221,5.551084996113786e-07,4.851225185120711e-06,3.5684291788129485e-07,0.04651405289769173,-0.07453768043471604,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,4,0.7912776412776412,0.17780303498330036,0.11235955056179775,0.12964364886283875,0.11392405063291139,0.9999999999996371,6.468694095929095e-07,2.0042803043907043e-06,3.8860036966070766e-07,0.03575370833277702,-0.44751385967210106,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,5,0.791445740544362,0.19178004761383988,0.1348314606741573,0.09868910908699036,0.13580246913580246,0.9999999999988135,4.6126797315082513e-07,3.7339871141739422e-06,3.485396860014589e-07,0.037423696368932724,-0.07150880479284864,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,6,0.7797393862967634,0.19396093624224744,0.12631578947368421,0.13209138810634613,0.11827956989247312,0.9999999999962383,7.976797178343986e-07,7.124731382646132e-06,2.929791094175016e-07,0.060165319591760635,-0.06299697006928212,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD six obstacles,OOD count,7,0.7563405797101449,0.19433913807648925,0.13186813186813187,0.16026495397090912,0.14285714285714285,0.9999999999993443,2.5070752940337115e-07,3.2010925679060165e-06,3.2670988048266736e-07,0.04297884181141853,-0.20095265901190634,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD stars,OOD shape,0,0.9672627549562931,0.6577752695165502,0.3220338983050847,0.11477736383676529,0.3939393939393939,0.9999999999976152,1.3950445918453624e-06,5.0584148993948475e-06,3.229534968340886e-07,0.05781712383031845,-0.23078552669941074,1.0
17,hybrid-PCG,128,182531,128,0.6135774970171042,8,64,OOD stars,OOD shape,1,0.9544649488659087,0.4229823486439565,0.2,0.1348579078912735,0.21052631578947367,0.9999999999988644,1.7575723632035078e-06,2.854359308912535e-06,3.7952224829496117e-07,0.03804568946361542,-0.5139842112074788,1.0
