tag,parameterization,seed,width,rank,rank_ratio,gamma,step,time,loss,relative_v_displacement,relative_latent_displacement,gate_flip_fraction,coefficient_1,recovery_1,coefficient_4,recovery_4,coefficient_8,recovery_8,coefficient_16,recovery_16,fourier_offdiag_ratio,lambda_1,amplification_1,lambda_4,amplification_4,lambda_8,amplification_8,lambda_16,amplification_16,fourier_matrix,coefficient_2,recovery_2,coefficient_6,recovery_6,coefficient_12,recovery_12,coefficient_24,recovery_24,coefficient_5,recovery_5,coefficient_9,recovery_9,coefficient_13,recovery_13,coefficient_21,recovery_21
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,500,2500.0,0.06153896078467369,1.8269768953323364,8.555087089538574,0.3820953369140625,1.0133569240570068,1.0133569240570068,0.49121496081352234,0.7557153243284959,0.0842481479048729,0.1872181064552731,0.010104556567966938,0.033681855226556465,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,550,2750.0,0.05802090838551521,1.9218289852142334,8.875218391418457,0.3849945068359375,1.0143600702285767,1.0143600702285767,0.5168595910072327,0.7951686015495887,0.09308081865310669,0.20684626367357042,0.010320130735635757,0.03440043578545253,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,600,3000.0,0.05518310144543648,2.005467176437378,9.143647193908691,0.3874359130859375,1.0134773254394531,1.0134773254394531,0.5380769371986389,0.8278106726132907,0.10153836011886597,0.2256408002641466,0.010516654700040817,0.035055515666802727,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,650,3250.0,0.052968669682741165,2.0806221961975098,9.396230697631836,0.3896331787109375,1.0127742290496826,1.0127742290496826,0.5561727285385132,0.8556503515977125,0.10867366194725037,0.24149702654944524,0.010953720659017563,0.03651240219672521,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,700,3500.0,0.05117129534482956,2.1482341289520264,9.630620002746582,0.390960693359375,1.0124822854995728,1.0124822854995728,0.5715314149856567,0.8792790999779334,0.11516020447015762,0.25591156548923916,0.011361201293766499,0.037870670979221664,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,750,3750.0,0.04964995011687279,2.2090532779693604,9.84128189086914,0.3929595947265625,1.0118128061294556,1.0118128061294556,0.5848424434661865,0.8997576053325946,0.12116121500730515,0.2692471444606781,0.011730726808309555,0.03910242269436519,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,800,4000.0,0.048399217426776886,2.2639307975769043,10.027562141418457,0.3937530517578125,1.0116480588912964,1.0116480588912964,0.5963716506958008,0.9174948472243089,0.12638935446739197,0.28086523214975995,0.012319636531174183,0.04106545510391395,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,850,4250.0,0.04735126346349716,2.3137691020965576,10.197041511535645,0.394287109375,1.0116816759109497,1.0116816759109497,0.6054084300994873,0.9313975847684419,0.13120582699775696,0.2915685044394599,0.012901664711534977,0.04300554903844993,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,900,4500.0,0.046427853405475616,2.359786033630371,10.349994659423828,0.3953399658203125,1.0108591318130493,1.0108591318130493,0.6129778623580933,0.9430428651662973,0.13572487235069275,0.3016108274459839,0.01344223041087389,0.04480743470291297,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,950,4750.0,0.04560978710651398,2.402566432952881,10.491433143615723,0.395660400390625,1.0107061862945557,1.0107061862945557,0.6196464896202087,0.953302291723398,0.1401023268699646,0.31133850415547687,0.013811170123517513,0.04603723374505838,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1000,5000.0,0.044795554131269455,2.4427788257598877,10.627843856811523,0.3968505859375,1.0100537538528442,1.0100537538528442,0.6250242590904236,0.9615757832160362,0.14446768164634705,0.32103929254743785,0.014369974844157696,0.04789991614719232,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1050,5250.0,0.04404556006193161,2.480527400970459,10.763657569885254,0.3976593017578125,1.0104081630706787,1.0104081630706787,0.6307283639907837,0.9703513292165903,0.14835704863071442,0.3296823302904765,0.01519173476845026,0.050639115894834205,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1100,5500.0,0.043430887162685394,2.5154759883880615,10.891511917114258,0.3979644775390625,1.0105427503585815,1.0105427503585815,0.6355718970298767,0.9778029185075026,0.15180093050003052,0.33733540111117893,0.015757154673337936,0.05252384891112646,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1150,5750.0,0.04285150393843651,2.548288583755493,11.010876655578613,0.3992156982421875,1.01019287109375,1.01019287109375,0.6398844718933105,0.9844376490666316,0.15509912371635437,0.34466471936967635,0.01629769429564476,0.0543256476521492,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1200,6000.0,0.042288992553949356,2.5795955657958984,11.121818542480469,0.3989410400390625,1.00944185256958,1.00944185256958,0.6438742876052856,0.9905758270850548,0.15845246613025665,0.35211659140057033,0.016706302762031555,0.05568767587343852,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1250,6250.0,0.041769906878471375,2.6093764305114746,11.227842330932617,0.39837646484375,1.0093135833740234,1.0093135833740234,0.6475250720977783,0.9961924186119666,0.1616247594356537,0.3591661320792304,0.017150910571217537,0.057169701904058456,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1300,6500.0,0.04126639664173126,2.637556791305542,11.331488609313965,0.399017333984375,1.008981704711914,1.008981704711914,0.6509244441986084,1.001422221844013,0.1647377908229828,0.3660839796066284,0.017552949488162994,0.058509831627209984,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1350,6750.0,0.0407445952296257,2.664903163909912,11.429777145385742,0.399688720703125,1.008440613746643,1.008440613746643,0.6534314155578613,1.0052791008582482,0.16789165139198303,0.37309255864885116,0.018081579357385635,0.060271931191285454,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1400,7000.0,0.04028216376900673,2.6914658546447754,11.529574394226074,0.3992767333984375,1.008673071861267,1.008673071861267,0.655306339263916,1.008163598867563,0.17072278261184692,0.3793839613596598,0.018566761165857315,0.061889203886191055,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1450,7250.0,0.03985842317342758,2.7172369956970215,11.625855445861816,0.3993988037109375,1.0085679292678833,1.0085679292678833,0.6570393443107605,1.0108297604780931,0.17341512441635132,0.38536694314744735,0.018991868942975998,0.06330622980992,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1500,7500.0,0.03944646567106247,2.7421655654907227,11.721179008483887,0.399017333984375,1.0085899829864502,1.0085899829864502,0.6583868265151978,1.0129028100233812,0.1761407107114792,0.3914238015810648,0.019389748573303223,0.06463249524434408,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1550,7750.0,0.03904636204242706,2.766519784927368,11.812500953674316,0.3988189697265625,1.0085055828094482,1.0085055828094482,0.6597690582275391,1.01502932035006,0.17876490950584412,0.3972553544574314,0.01977725327014923,0.06592417756716411,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1600,8000.0,0.038661688566207886,2.790243625640869,11.89746379852295,0.3982696533203125,1.008218765258789,1.008218765258789,0.6609783172607422,1.0168897188626802,0.18141509592533112,0.4031446576118469,0.02004268765449524,0.06680895884831747,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1650,8250.0,0.03826190158724785,2.8138816356658936,11.981673240661621,0.397552490234375,1.0080687999725342,1.0080687999725342,0.6619976758956909,1.0184579629164476,0.18403856456279755,0.4089745879173279,0.0204780176281929,0.068260058760643,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1700,8500.0,0.0379132479429245,2.8369977474212646,12.0680570602417,0.3974456787109375,1.0082060098648071,1.0082060098648071,0.6630126237869263,1.0200194212106557,0.18643131852149963,0.41429181893666583,0.020848453044891357,0.06949484348297119,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1750,8750.0,0.0375877246260643,2.8596136569976807,12.15185832977295,0.3972930908203125,1.0081088542938232,1.0081088542938232,0.6641569137573242,1.0217798673189602,0.18863582611083984,0.4191907246907552,0.021200794726610184,0.07066931575536728,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1800,9000.0,0.03727339208126068,2.8817145824432373,12.23218822479248,0.3974151611328125,1.0080671310424805,1.0080671310424805,0.6653998494148254,1.0236920760228083,0.19076649844646454,0.4239255521032545,0.021526575088500977,0.07175525029500326,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1850,9250.0,0.03690134361386299,2.9036004543304443,12.306312561035156,0.3976287841796875,1.0073518753051758,1.0073518753051758,0.6666949391365051,1.0256845217484694,0.19310425221920013,0.4291205604871114,0.021937217563390732,0.07312405854463577,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1900,9500.0,0.036539748311042786,2.925637722015381,12.382743835449219,0.398406982421875,1.00668466091156,1.00668466091156,0.6672753095626831,1.0265773993272047,0.19549134373664856,0.43442520830366343,0.02238631434738636,0.0746210478246212,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,1950,9750.0,0.03620538115501404,2.9477720260620117,12.46899127960205,0.3989105224609375,1.0067013502120972,1.0067013502120972,0.6677559614181519,1.0273168637202337,0.19776391983032227,0.4394753774007161,0.02278323285281658,0.07594410950938861,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2000,10000.0,0.035904109477996826,2.9694275856018066,12.549899101257324,0.3988189697265625,1.006972312927246,1.006972312927246,0.6683975458145142,1.0283039166377141,0.1999182403087616,0.4442627562416924,0.023077525198459625,0.07692508399486542,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2050,10250.0,0.03561726212501526,2.990609645843506,12.628865242004395,0.3986663818359375,1.0072057247161865,1.0072057247161865,0.6688298583030701,1.028969012773954,0.2019733488559723,0.44882966412438285,0.02336830273270607,0.07789434244235358,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2100,10500.0,0.03533446043729782,3.011547803878784,12.706796646118164,0.3986663818359375,1.0071477890014648,1.0071477890014648,0.6693170666694641,1.0297185641068678,0.20403292775154114,0.45340650611453587,0.02365199476480484,0.07883998254934947,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2150,10750.0,0.03505438193678856,3.0322980880737305,12.785758972167969,0.399139404296875,1.0069838762283325,1.0069838762283325,0.66978520154953,1.0304387716146615,0.20599526166915894,0.4577672481536865,0.02399873360991478,0.07999577869971594,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2200,11000.0,0.03478211909532547,3.0527937412261963,12.863306045532227,0.3990020751953125,1.0072276592254639,1.0072276592254639,0.6701498031616211,1.0309996971717248,0.2078394591808319,0.4618654648462931,0.024402732029557228,0.0813424400985241,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2250,11250.0,0.03451722115278244,3.0730485916137695,12.937393188476562,0.39892578125,1.0071052312850952,1.0071052312850952,0.6703946590423584,1.0313763985267053,0.20960837602615356,0.4657963911692301,0.02480015903711319,0.0826671967903773,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2300,11500.0,0.03426309674978256,3.0931544303894043,13.009593963623047,0.3994598388671875,1.0070726871490479,1.0070726871490479,0.6708624362945557,1.0320960558377779,0.2113301306962967,0.4696225126584371,0.025188270956277847,0.08396090318759283,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2350,11750.0,0.034017302095890045,3.1130542755126953,13.079996109008789,0.3995513916015625,1.0072219371795654,1.0072219371795654,0.6712197065353394,1.0326457023620605,0.21309347450733185,0.4735410544607374,0.025521859526634216,0.08507286508878073,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2400,12000.0,0.03376585990190506,3.132709503173828,13.146173477172852,0.399200439453125,1.0068877935409546,1.0068877935409546,0.6714454889297485,1.0329930598919208,0.2148953378200531,0.47754519515567356,0.025827696546912193,0.08609232182304065,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2450,12250.0,0.03350669518113136,3.1524078845977783,13.207216262817383,0.3993072509765625,1.0067052841186523,1.0067052841186523,0.6717281937599182,1.0334279903998742,0.21675950288772583,0.4816877841949463,0.026139043271541595,0.08713014423847198,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2500,12500.0,0.0332566574215889,3.1719470024108887,13.269183158874512,0.3994903564453125,1.006723165512085,1.006723165512085,0.67216956615448,1.0341070248530462,0.21852709352970123,0.48561576339933604,0.026530727744102478,0.08843575914700827,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2550,12750.0,0.03301398828625679,3.191317081451416,13.333160400390625,0.3995513916015625,1.0067238807678223,1.0067238807678223,0.6723757386207581,1.0344242132627046,0.22025123238563538,0.4894471830791897,0.026938172057271004,0.08979390685757002,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2600,13000.0,0.03278584033250809,3.210408926010132,13.398734092712402,0.399871826171875,1.007247805595398,1.007247805595398,0.6726192235946655,1.0347988055302546,0.22196809947490692,0.4932624432775709,0.027250399813055992,0.09083466604351997,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2650,13250.0,0.032567501068115234,3.22917103767395,13.461043357849121,0.3997802734375,1.0072848796844482,1.0072848796844482,0.6727988719940186,1.0350751876831055,0.22364690899848938,0.49699313110775417,0.027502093464136124,0.09167364488045375,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2700,13500.0,0.03235530108213425,3.2476820945739746,13.52019214630127,0.3994903564453125,1.0072590112686157,1.0072590112686157,0.6730151176452637,1.0354078733004055,0.22530338168144226,0.5006741815143161,0.02775394171476364,0.09251313904921214,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2750,13750.0,0.03214413300156593,3.26606822013855,13.577499389648438,0.3994293212890625,1.0072779655456543,1.0072779655456543,0.6731034517288208,1.0355437718904934,0.22691690921783447,0.5042597982618544,0.028022367507219315,0.09340789169073105,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2800,14000.0,0.03192663565278053,3.284391403198242,13.636811256408691,0.399627685546875,1.0071208477020264,1.0071208477020264,0.6731536984443665,1.0356210745297945,0.228491872549057,0.5077597167756822,0.02837340533733368,0.09457801779111227,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2850,14250.0,0.03169708326458931,3.3026950359344482,13.699807167053223,0.40008544921875,1.0073105096817017,1.0073105096817017,0.6730916500091553,1.0355256153987005,0.23012812435626984,0.5113958319028219,0.028743553906679153,0.09581184635559718,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2900,14500.0,0.03148393705487251,3.320857524871826,13.755058288574219,0.3995208740234375,1.0073555707931519,1.0073555707931519,0.6730266809463501,1.0354256629943848,0.23166677355766296,0.5148150523503622,0.02910318411886692,0.09701061372955641,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,2950,14750.0,0.031273022294044495,3.3389923572540283,13.805818557739258,0.3994140625,1.007201910018921,1.007201910018921,0.6730040311813354,1.0353908172020545,0.23320800065994263,0.5182400014665391,0.02943594381213188,0.09811981270710628,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3000,15000.0,0.031045982614159584,3.3570945262908936,13.852312088012695,0.399505615234375,1.006866216659546,1.006866216659546,0.6730453372001648,1.0354543649233303,0.23478661477565765,0.5217480328347948,0.02987651899456978,0.09958839664856593,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3050,15250.0,0.030843114480376244,3.375141143798828,13.90202522277832,0.3992767333984375,1.0071386098861694,1.0071386098861694,0.6732311248779297,1.0357401921198919,0.23631305992603302,0.5251401331689622,0.03023342415690422,0.10077808052301407,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3100,15500.0,0.03065350465476513,3.392989158630371,13.950923919677734,0.3992156982421875,1.0073044300079346,1.0073044300079346,0.673294186592102,1.0358372101416955,0.2378140687942505,0.5284757084316677,0.030520446598529816,0.1017348219950994,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3150,15750.0,0.030471600592136383,3.410601854324341,13.999503135681152,0.399200439453125,1.007458209991455,1.007458209991455,0.6732605695724487,1.0357854916499212,0.239296555519104,0.5317701233757867,0.030765295028686523,0.10255098342895508,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3200,16000.0,0.030292678624391556,3.4281163215637207,14.046899795532227,0.399139404296875,1.0074467658996582,1.0074467658996582,0.6731731295585632,1.0356509685516357,0.24070794880390167,0.5349065528975593,0.031021734699606895,0.103405782332023,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3250,16250.0,0.03011316806077957,3.4456207752227783,14.09465217590332,0.3990325927734375,1.0074013471603394,1.0074013471603394,0.6731454133987427,1.035608328305758,0.2421567589044571,0.5381261308987936,0.03127840906381607,0.10426136354605357,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3300,16500.0,0.029933005571365356,3.4630699157714844,14.143906593322754,0.398681640625,1.0072591304779053,1.0072591304779053,0.6731327772140503,1.0355888880216157,0.24363350868225098,0.5414077970716689,0.03153995797038078,0.10513319323460261,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3350,16750.0,0.029759665951132774,3.4804270267486572,14.193023681640625,0.39862060546875,1.0072355270385742,1.0072355270385742,0.673099160194397,1.0355371695298414,0.24504972994327545,0.5445549554295009,0.03178740665316582,0.10595802217721939,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3400,17000.0,0.02958890050649643,3.49767804145813,14.241047859191895,0.398681640625,1.0073128938674927,1.0073128938674927,0.6730902194976807,1.0355234146118164,0.2464272379875183,0.5476160844167074,0.03205691650509834,0.10685638835032782,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3450,17250.0,0.02940540388226509,3.5149714946746826,14.287965774536133,0.3985595703125,1.0068044662475586,1.0068044662475586,0.6728736758232117,1.0351902704972487,0.2478293776512146,0.5507319503360324,0.032345183193683624,0.10781727731227875,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3500,17500.0,0.029228877276182175,3.5323498249053955,14.337297439575195,0.3984832763671875,1.0070056915283203,1.0070056915283203,0.6729766130447388,1.0353486354534442,0.24927522242069244,0.5539449387126498,0.03261749446392059,0.10872498154640198,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3550,17750.0,0.02906167134642601,3.5495548248291016,14.38552188873291,0.398101806640625,1.007076382637024,1.007076382637024,0.6730153560638428,1.0354082400982196,0.25063979625701904,0.5569773250155978,0.03288072347640991,0.10960241158803305,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3600,18000.0,0.028899144381284714,3.5666799545288086,14.433079719543457,0.3981781005859375,1.0070440769195557,1.0070440769195557,0.6729367971420288,1.0352873802185059,0.25199782848358154,0.559995174407959,0.03310580924153328,0.1103526974717776,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3650,18250.0,0.028738800436258316,3.5837645530700684,14.481049537658691,0.398406982421875,1.0069067478179932,1.0069067478179932,0.672813892364502,1.0350982959453876,0.2533506453037262,0.5630014340082804,0.033331479877233505,0.1111049329241117,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3700,18500.0,0.028576485812664032,3.6008238792419434,14.528428077697754,0.398406982421875,1.007190465927124,1.007190465927124,0.6726371645927429,1.0348264070657582,0.25471529364585876,0.5660339858796861,0.03357497602701187,0.11191658675670624,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3750,18750.0,0.028415855020284653,3.61783766746521,14.573952674865723,0.3985443115234375,1.0070903301239014,1.0070903301239014,0.6724868416786194,1.0345951410440297,0.25602781772613525,0.5689507060580783,0.033819980919361115,0.11273326973120372,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3800,19000.0,0.02825671061873436,3.634786605834961,14.618192672729492,0.39849853515625,1.006978154182434,1.006978154182434,0.6723805069923401,1.0344315492189846,0.25731655955314636,0.5718145767847697,0.03407683223485947,0.1135894407828649,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchy_muP_s0,muP,0,256,64,0.25,1.0,3850,19250.0,0.02810206636786461,3.651740312576294,14.664043426513672,0.39862060546875,1.0068871974945068,1.0068871974945068,0.6722751259803772,1.0342694245851956,0.2585720419883728,0.5746045377519395,0.03433942049741745,0.11446473499139151,,,,,,,,,,,,,,,,,,,,,,,,,,
