tag,parameterization,seed,width,rank,rank_ratio,gamma,frequency,lambda_initial,lambda_plateau,saddle_index,dynamic_amplification,scaled_bv_proxy
spectrum_lazy_s1,lazy,1,256,64,0.25,0.0001,29,3.172634023940191e-05,3.204110180377029e-05,31209.91300874459,1.0099211431886956,0.026946566616970813
spectrum_lazy_s1,lazy,1,256,64,0.25,0.0001,30,3.4483004128560424e-05,3.4786695323418826e-05,28746.622543555837,1.0088069819475756,0.03130802579107694
spectrum_lazy_s1,lazy,1,256,64,0.25,0.0001,31,3.326160367578268e-05,3.3732849260559306e-05,29644.694175573462,1.014167855205362,0.03241726813939749
spectrum_lazy_s1,lazy,1,256,64,0.25,0.0001,32,3.0243269065977074e-05,3.0945309845265e-05,32315.074723771486,1.0232131248032874,0.03168799728155136
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,1,0.06313887983560562,0.06309068948030472,15.850199264539249,0.9992367562518313,0.06309068948030472
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,2,0.017730815336108208,0.017712827771902084,56.45625943398508,0.99898551962416,0.07085131108760834
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,3,0.005944279488176107,0.005934692453593016,168.5007281876206,0.998387183072034,0.05341223208233714
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,4,0.0023174905218183994,0.002317433711141348,431.5118034196089,0.9999754861232368,0.037078939378261566
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,5,0.0012529537780210376,0.0012532513355836272,797.9245436305955,1.000237484868005,0.03133128338959068
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,6,0.0008868825971148908,0.0008918246021494269,1121.2967186483247,1.0055723328551185,0.03210568567737937
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,7,0.0007403558702208102,0.0007422578637488186,1347.2406946952894,1.002569026065048,0.03637063532369211
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,8,0.00047541732783429325,0.0004765164339914918,2098.563509391693,1.0023118765195316,0.030497051775455475
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,9,0.00036673928843811154,0.0003679826913867146,2717.5191208901065,1.0033904274447891,0.02980659800232388
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,10,0.00028256623772904277,0.0002828516298905015,3535.4224417484297,1.0010100009249243,0.02828516298905015
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,11,0.0002734650333877653,0.0002757286129053682,3626.7545448509773,1.008277400183713,0.03336316216154955
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,12,0.00025534327141940594,0.00025583678507246077,3908.7420509789845,1.0019327458691647,0.03684049705043435
