tag,parameterization,seed,width,rank,rank_ratio,gamma,frequency,lambda_initial,lambda_plateau,saddle_index,dynamic_amplification,scaled_bv_proxy
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,13,0.00018188518879469484,0.0001819113822421059,5497.182131622197,1.000144010887223,0.030743023598915897
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,14,0.00015049974899739027,0.00015036309196148068,6650.568214280772,0.9990919783134524,0.029471166024450213
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,15,0.0001112642785301432,0.00011151633952977136,8967.29577223104,1.0022654260914465,0.025091176394198555
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,16,0.00011595754767768085,0.00011552985961316153,8655.770926653811,0.9963116841198804,0.029575644060969353
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,17,0.00010489943088032305,0.00010515970643609762,9509.345678971344,1.0024811913047604,0.030391155160032213
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,18,7.863775681471452e-05,7.794670091243461e-05,12829.279344656305,0.9912121615586241,0.025254731095628813
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,19,9.352500637760386e-05,9.328935266239569e-05,10719.336896021718,0.9974803132944281,0.03367745631112484
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,20,7.884832302806899e-05,7.935187022667378e-05,12602.09743189965,1.0063862765784573,0.03174074809066951
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,21,6.562330236192793e-05,6.558662425959483e-05,15247.01128147646,0.9994410811249514,0.02892370129848132
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,22,6.456705887103453e-05,6.495910201920196e-05,15394.30147455547,1.0060718755821059,0.03144020537729375
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,23,5.532980867428705e-05,5.616484850179404e-05,17804.73065761154,1.0150920425628556,0.029711204857449047
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,24,5.1655282732099295e-05,5.195340418140404e-05,19248.0168673516,1.0057713641962023,0.029925160808488727
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,25,4.098535282537341e-05,4.123441249248572e-05,24251.588407673647,1.0060767969516689,0.025771507807803573
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,26,3.6082168662687764e-05,3.618240589275956e-05,27637.742027544646,1.0027780267591135,0.024459306383505464
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,27,4.5177454012446105e-05,4.540706140687689e-05,22023.00631259415,1.0050823447104287,0.033101747765613254
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,28,3.6591922253137454e-05,3.608282349887304e-05,27714.017447421556,0.9860871273516995,0.028288933623116463
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,29,3.4456596040399745e-05,3.453180397627875e-05,28958.81143907046,1.0021826861768592,0.02904124714405043
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,30,3.8655045500490814e-05,3.8200880226213485e-05,26177.407276437545,0.9882508151679303,0.034380792203592137
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,31,3.320258838357404e-05,3.4431188396411017e-05,29043.43551802111,1.0370031395939237,0.03308837204895099
spectrum_lazy_s2,lazy,2,256,64,0.25,0.0001,32,2.7262760340818204e-05,2.568586205597967e-05,38931.92285392656,0.9421592580822574,0.02630232274532318
