test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits,step,K,d_h,train_tasks,train_prompt_len,test_prompt_len,model,seed,mixing
0.0062753542442806065,0.006306620605755597,0.2482428066432476,0.2482428029179573,0.25058573484420776,-0.036976925330236554,-0.11245690938085318,5.500763714313507,1.0884042012548889e-05,0.00425944576272741,0.01717830030247569,4.522342891277731e-07,3.487937778234482,9.860629202051996e-08,2.0,1.8014403879642487,2000,4,2,8192,256,256,option_a,0,identity
0.004166290833381936,0.00423544377554208,0.18091760016977787,0.18091760203242302,0.2730274759232998,-0.26193081215023994,-0.557234562933445,5.416578412055969,1.0017269914897042e-05,0.005025442340411246,0.027653910452499986,4.123408530176675e-06,5.75103896856308,0.09767176490277052,4.0,2.231796771287918,2000,4,4,8192,256,256,option_a,0,identity
0.006228560581803322,0.006450765242334455,0.3027321994304657,0.3027321919798851,0.23242260329425335,0.0020473062759265304,-0.10977903939783573,5.488387048244476,1.0849366162801743e-05,0.004366055654827505,0.021861944813281298,1.5565950945983786e-06,3.9300709068775177,0.23976908065378666,4.0,2.295893758535385,2000,4,8,8192,256,256,option_a,0,identity
0.006240002519916743,0.0062712260987609625,0.2506551370024681,0.250655148178339,0.24978162720799446,-0.055258129723370075,-0.12768589425832033,5.506299793720245,1.0960089412037632e-05,0.004217910056468099,0.01785873482003808,6.852251175359925e-07,2.9918563663959503,0.297665823251009,4.0,2.8529020845890045,2000,4,16,8192,256,256,option_a,0,identity
0.004488934442633763,0.004680290934629738,0.29967042803764343,0.29967042803764343,0.23344318754971027,-0.04496549116447568,-0.22145699709653854,5.423898339271545,9.968413337446691e-06,0.005002736172173172,0.02642756560817361,3.425464001338696e-06,4.816161096096039,0.3565283678472042,4.0,2.913613021373749,2000,4,32,8192,256,256,option_a,0,identity
0.006325173075310886,0.006494468369055539,0.23520524241030216,0.2352052479982376,0.25493159890174866,-0.07972027733922005,-0.17646439746022224,5.5068278312683105,1.096583082471625e-05,0.004213220498058945,0.01808045501820743,7.005129916137776e-07,2.9652065336704254,0.23282933421432972,4.0,2.827378064393997,2000,4,64,8192,256,256,option_a,0,identity
0.039488176349550486,0.04081592243164778,0.13221346214413643,0.13221346214413643,0.12396951206028461,-0.10362825449556112,-0.342152900993824,5.457899212837219,1.382242032832437e-05,0.004655453551094979,0.05845381645485759,2.93342766326532e-05,6.46920645236969,3.9860601930286066e-08,2.0,1.765912726521492,2000,8,2,8192,256,256,option_a,0,identity
0.030835801269859076,0.03211629600264132,0.10477812308818102,0.10477812588214874,0.12788885086774826,-0.1971469484269619,-0.5656803920865059,5.414584934711456,1.2874071330770676e-05,0.005146489362232387,0.05148931732401252,1.5867596061980294e-05,6.454070270061493,1.0504852010484456e-07,4.0,3.153091996908188,2000,8,4,8192,256,256,option_a,0,identity
0.034051656257361174,0.03463933244347572,0.13384837098419666,0.13384836539626122,0.12373595405369997,-0.11488906666636467,-0.2543795518577099,5.4287256598472595,1.2914553622067615e-05,0.004926501540467143,0.046209925785660744,1.0585432619336643e-05,5.916443049907684,0.006062807573471218,7.5537109375,3.712724447250366,2000,8,8,8192,256,256,option_a,0,identity
0.03859170759096742,0.038878544233739376,0.13779825158417225,0.13779825158417225,0.12317168340086937,-0.07244796957820654,-0.22685400024056435,5.4767791628837585,1.3035596566624008e-05,0.0044881880749017,0.040890917647629976,5.975893657250708e-06,4.32535856962204,0.0519116735085845,8.0,4.774969279766083,2000,8,16,8192,256,256,option_a,0,identity
0.036262532230466604,0.037004546262323856,0.13312451727688313,0.13312452100217342,0.12383935879915953,-0.06790221482515335,-0.14240991696715355,5.471352994441986,1.3034735616201942e-05,0.004550863988697529,0.04098375979810953,7.370218384039617e-06,4.917962312698364,0.08274151384830475,8.0,4.674637794494629,2000,8,32,8192,256,256,option_a,0,identity
0.03806301532313228,0.03918889397755265,0.14192615263164043,0.14192615263164043,0.12258198391646147,-0.06324567645788193,-0.12866269797086716,5.45602810382843,1.2952193287674163e-05,0.00467415462480858,0.042081207036972046,7.629003221154562e-06,5.129456877708435,0.04635847732424736,8.0,5.08030778169632,2000,8,64,8192,256,256,option_a,0,identity
0.14555294811725616,0.14802993088960648,0.06736166030168533,0.06736165843904018,0.062175890896469355,-0.06852134503424168,-0.1734482254832983,5.420087397098541,1.4609266486331762e-05,0.005059495160821825,0.10155157838016748,5.9471913118613884e-05,9.204848170280457,3.1647354514774406e-08,2.0,1.9831149280071259,2000,16,2,8192,256,256,option_a,0,identity
0.15067058242857456,0.15312235057353973,0.0636454438790679,0.0636454438790679,0.0624236399307847,-0.07079226989299059,-0.26654923148453236,5.454053699970245,1.456939162380877e-05,0.004716870549600571,0.09442855231463909,5.427920859801816e-05,8.280066728591919,5.426572657896145e-08,4.0,3.024684429168701,2000,16,4,8192,256,256,option_a,0,identity
0.14357625506818295,0.14631943963468075,0.06233793357387185,0.06233793497085571,0.06251080660149455,-0.08187162782996893,-0.2535507883876562,5.457117676734924,1.4480417689810565e-05,0.004673902061767876,0.08360528107732534,3.4793375107256e-05,8.513779282569885,1.0095260005726914e-07,8.0,4.212658882141113,2000,16,8,8192,256,256,option_a,0,identity
0.15578841790556908,0.15989725477993488,0.06375679187476635,0.06375679187476635,0.06241621635854244,-0.043406188022345304,-0.14473762456327677,5.472451448440552,1.4461646742347511e-05,0.004522468312643468,0.079825010150671,2.702454094105633e-05,8.402345061302185,0.0012534621928352863,15.0,4.802109479904175,2000,16,16,8192,256,256,option_a,0,identity
0.16433455795049667,0.16691615991294384,0.06197322253137827,0.061973222997039557,0.0625351220369339,-0.04949736222624779,-0.11010390613228083,5.478148877620697,1.4519195588036382e-05,0.004471990338061005,0.08172571659088135,3.490589051580173e-05,8.13796752691269,0.025708124972879887,16.0,4.999032914638519,2000,16,32,8192,256,256,option_a,0,identity
0.16042393445968628,0.16239493899047375,0.06246399460360408,0.06246399460360408,0.0625024032779038,-0.049490371253341436,-0.17369554936885834,5.4748125076293945,1.4450701542045863e-05,0.0045084337471053,0.08015834260731936,2.7024450218959828e-05,8.185287058353424,0.04248457681387663,16.0,5.345831453800201,2000,16,64,8192,256,256,option_a,0,identity
0.7650243267416954,0.7842861637473106,0.03144718729890883,0.031447187066078186,0.031243637902662158,-0.261382594704628,-0.8163485899567604,5.299076795578003,1.963031922969094e-05,0.007162081659771502,0.39894838631153107,0.0013155766064301133,17.48939323425293,4.563945088520427e-08,2.0,1.9826776683330536,2000,32,2,8192,256,256,option_a,0,identity
0.5139508172869682,0.5360792726278305,0.03255374077707529,0.03255374077707529,0.031207942636683583,-0.15305300429463387,-0.5047685168683529,5.262616753578186,1.7686652199699893e-05,0.007192600169219077,0.2839411310851574,0.0009066978018381633,17.940266132354736,6.612306879816288e-08,4.0,3.7310917377471924,2000,32,4,8192,256,256,option_a,0,identity
0.5446427315473557,0.5666097775101662,0.031019598711282015,0.031019598245620728,0.03125743102282286,-0.08988572098314762,-0.27454907447099686,5.377881586551666,1.7040732700479566e-05,0.00562231004005298,0.2399320136755705,0.0006144828803371638,17.315648078918457,4.192631397614832e-08,8.0,3.8828279972076416,2000,32,8,8192,256,256,option_a,0,identity
0.5569155141711235,0.5737269744277,0.03178022429347038,0.03178022429347038,0.031232896028086543,-0.05473326612263918,-0.13149795774370432,5.408911824226379,1.6553366322114016e-05,0.005248915287666023,0.22446653805673122,0.0004818024826818146,16.2911696434021,8.716410793141449e-08,16.0,4.818108081817627,2000,32,16,8192,256,256,option_a,0,identity
0.6047440841794014,0.620936281979084,0.030781530775129795,0.030781530775129795,0.031265110708773136,-0.05773381981998682,-0.16079674288630486,5.409173846244812,1.675224916652951e-05,0.005229397502262145,0.23252603225409985,0.0005651597675750963,16.598977088928223,0.00039455074875149876,26.2353515625,5.128487825393677,2000,32,32,8192,256,256,option_a,0,identity
0.580872043967247,0.5936480984091759,0.03115705493837595,0.031157054705545306,0.031252997694537044,-0.050566977355629206,-0.11899739317595959,5.405686676502228,1.6868476222953177e-05,0.005256254400592297,0.22990314289927483,0.0005529180125449784,17.004891872406006,0.010841280920431018,28.2197265625,4.6714818477630615,2000,32,64,8192,256,256,option_a,0,identity
