step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,0.9926080703735352,0.9926080703735352,0.979712724685669,0.06236907094717026,0.06236907094717026,0.0625087320804596,-0.016121573746204376,-0.049699120223522186,5.543642997741699,1.4301979717856739e-05,0.00391832459717989,0.0643576830625534,3.496012652703939e-07,1.0569219589233398,1.8292638515049475e-08,8.0,6.371858596801758
100,train,0.8589535355567932,0.8589535355567932,0.8366873264312744,0.06203623116016388,0.06203622743487358,0.06253091990947723,-0.027304477989673615,-0.06508870422840118,5.538285255432129,1.4301379451353569e-05,0.003961942158639431,0.06859157979488373,2.783095624181442e-06,2.409262180328369,3.029740724969088e-08,8.0,5.1650614738464355
200,train,0.5292140245437622,0.5292140245437622,0.5545627474784851,0.061962276697158813,0.061962276697158813,0.0625358521938324,-0.03658566251397133,-0.07953990995883942,5.519162654876709,1.4355662642628886e-05,0.004128166474401951,0.07908307015895844,1.5720528608653694e-05,4.999629497528076,4.823321120284163e-08,8.0,3.8664958477020264
300,train,0.3654772639274597,0.3654772639274597,0.37730997800827026,0.0618191733956337,0.0618191733956337,0.06254539638757706,-0.04839292913675308,-0.1037038043141365,5.482791900634766,1.4641018424299546e-05,0.004480553325265646,0.091310054063797,4.1660649003461e-05,7.948422431945801,6.932009455340449e-08,8.0,3.060973882675171
400,train,0.2366933524608612,0.2366933524608612,0.24401861429214478,0.061719201505184174,0.061719201505184174,0.0625520572066307,-0.04326708987355232,-0.08617807179689407,5.469061374664307,1.4631143130827695e-05,0.0045790886506438255,0.08732589334249496,3.8387526728911325e-05,8.877884864807129,7.58035128001211e-08,8.0,2.9238386154174805
500,train,0.22081169486045837,0.22081169486045837,0.21709167957305908,0.06199289858341217,0.06199289858341217,0.06253381073474884,-0.05416632816195488,-0.10800586640834808,5.467340469360352,1.4645002920588013e-05,0.004588509909808636,0.08673274517059326,4.071798321092501e-05,8.977161407470703,7.714371008660237e-08,8.0,2.9527111053466797
500,test,,0.20913457684218884,0.20670899748802185,0.062094489112496376,0.0620944881811738,0.0625270358286798,-0.04367446782998741,-0.10501292999833822,5.466080367565155,1.4685707242279022e-05,0.004604463407304138,0.08711089845746756,4.3683021885954076e-05,9.037317395210266,7.773753907258651e-08,8.0,2.950016528367996
600,train,0.20161208510398865,0.20161208510398865,0.20911866426467896,0.06139221414923668,0.06139221787452698,0.0625738576054573,-0.05224427208304405,-0.11476544290781021,5.4665207862854,1.4625639778387267e-05,0.0045819152146577835,0.0846453458070755,3.850030043395236e-05,9.134504318237305,7.854445982502511e-08,8.0,2.9747135639190674
700,train,0.16221770644187927,0.16221770644187927,0.1749427765607834,0.06241755932569504,0.06241755932569504,0.06250549852848053,-0.03990171104669571,-0.08197837322950363,5.470585346221924,1.461290412407834e-05,0.004549441859126091,0.08503709733486176,3.922850009985268e-05,8.811144828796387,7.63876784048989e-08,8.0,3.070906162261963
800,train,0.1878555864095688,0.1878555864095688,0.18340809643268585,0.0636700764298439,0.0636700764298439,0.062421999871730804,-0.035075221210718155,-0.11691851913928986,5.472687721252441,1.4599826499761548e-05,0.004532394930720329,0.084231898188591,3.739971361937933e-05,8.590883255004883,7.591079054236616e-08,8.0,3.1789307594299316
900,train,0.16934199631214142,0.16934199631214142,0.18910850584506989,0.061968859285116196,0.0619688555598259,0.06253542006015778,-0.04239521920681,-0.12045212090015411,5.467247486114502,1.4647893294750247e-05,0.004579596687108278,0.08508962392807007,4.138450822210871e-05,8.937796592712402,7.974803395427443e-08,8.0,3.1553378105163574
1000,train,0.15648001432418823,0.15648001432418823,0.16275626420974731,0.06092189997434616,0.06092189997434616,0.06260520964860916,-0.05356196314096451,-0.13474711775779724,5.470440864562988,1.4574461602023803e-05,0.004544622264802456,0.08402635157108307,3.594224835978821e-05,8.812417030334473,8.076830937397972e-08,8.0,3.2347359657287598
1000,test,,0.18556276708841324,0.1826874166727066,0.06201969878748059,0.06201969878748059,0.06253202306106687,-0.04795196373015642,-0.13812850136309862,5.47003561258316,1.4611496339966834e-05,0.004554424434900284,0.08439133130013943,3.907573727701674e-05,8.73036253452301,8.040287369226462e-08,8.0,3.256376951932907
1100,train,0.18123981356620789,0.18123981356620789,0.17320707440376282,0.062222469598054886,0.062222473323345184,0.06251850724220276,-0.04503408819437027,-0.13723421096801758,5.472024440765381,1.454310586268548e-05,0.004530100617557764,0.08252236992120743,3.301220203866251e-05,8.559402465820312,7.976586857694201e-08,8.0,3.3525190353393555
1200,train,0.14367035031318665,0.14367035031318665,0.16481097042560577,0.06261672079563141,0.06261672079563141,0.06249222159385681,-0.04290842264890671,-0.14322209358215332,5.472254753112793,1.4546875718224328e-05,0.004527679178863764,0.08330592513084412,3.416348772589117e-05,8.537093162536621,8.054068700857897e-08,8.0,3.449669599533081
1300,train,0.16588103771209717,0.16588103771209717,0.16456568241119385,0.06164027005434036,0.061640262603759766,0.06255731731653214,-0.05504097789525986,-0.1292119026184082,5.468786716461182,1.4564619050361216e-05,0.00456076767295599,0.08378167450428009,3.607387043302879e-05,8.69336986541748,8.567459985897585e-08,8.0,3.48844575881958
1400,train,0.15110167860984802,0.15110167860984802,0.16549405455589294,0.06177002191543579,0.061770014464855194,0.0625486671924591,-0.05759015306830406,-0.16508468985557556,5.464360237121582,1.4614333849749528e-05,0.004601844120770693,0.084773950278759,4.041380452690646e-05,8.832987785339355,8.691856834275313e-08,8.0,3.5690953731536865
1500,train,0.14084789156913757,0.14084789156913757,0.14862912893295288,0.06164173781871796,0.06164173781871796,0.06255722045898438,-0.0606599785387516,-0.19629773497581482,5.47025203704834,1.4517147064907476e-05,0.004551655612885952,0.08288205415010452,3.32962918037083e-05,8.394872665405273,8.694047437529662e-08,8.0,3.7533600330352783
1500,test,,0.17030199989676476,0.1643810886889696,0.061866048257797956,0.06186605105176568,0.06254226760938764,-0.06186299165710807,-0.17412029951810837,5.466770529747009,1.4547960972777219e-05,0.004581814690027386,0.08277430199086666,3.5556912280299e-05,8.618148803710938,8.823054020723475e-08,8.0,3.7137071192264557
1600,train,0.13405972719192505,0.13405972719192505,0.1387488692998886,0.06163698807358742,0.061636991798877716,0.06255754083395004,-0.0679277628660202,-0.19869983196258545,5.467063903808594,1.4516885130433366e-05,0.00457766093313694,0.08182666450738907,3.297643706900999e-05,8.561124801635742,8.925314176622123e-08,8.0,3.8170409202575684
1700,train,0.14652439951896667,0.14652439951896667,0.15048664808273315,0.06204405426979065,0.06204405054450035,0.06253039836883545,-0.06954987347126007,-0.23092502355575562,5.461810111999512,1.4641642337664962e-05,0.004637455102056265,0.08389516919851303,4.2872758058365434e-05,8.671551704406738,9.375909826303541e-08,8.0,3.900338888168335
1800,train,0.1385001242160797,0.1385001242160797,0.15104573965072632,0.06191789358854294,0.061917901039123535,0.06253881007432938,-0.07219531387090683,-0.21635746955871582,5.463860511779785,1.4503009879263118e-05,0.004609283525496721,0.08355092257261276,3.4921795304398984e-05,8.409612655639648,9.394234012916058e-08,8.0,4.036055564880371
1900,train,0.14934682846069336,0.14934682846069336,0.14860309660434723,0.06319299340248108,0.06319299340248108,0.06245380640029907,-0.07344785332679749,-0.24150928854942322,5.456682205200195,1.4530167391058058e-05,0.004678456578403711,0.0846032202243805,3.816719981841743e-05,8.715604782104492,9.932261946232757e-08,8.0,4.078544616699219
2000,train,0.11838892102241516,0.11838892102241516,0.13621950149536133,0.0622783862054348,0.0622783862054348,0.0625147745013237,-0.08311156928539276,-0.23143494129180908,5.457526206970215,1.4457542420132086e-05,0.00466885045170784,0.08312433212995529,3.2861760701052845e-05,8.509836196899414,1.0103888570256458e-07,8.0,4.207355976104736
2000,test,,0.14357625506818295,0.14631943963468075,0.06233793357387185,0.06233793497085571,0.06251080660149455,-0.08187162782996893,-0.2535507883876562,5.457117676734924,1.4480417689810565e-05,0.004673902061767876,0.08360528107732534,3.4793375107256e-05,8.513779282569885,1.0095260005726914e-07,8.0,4.212658882141113
