step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.0008556842803955,1.0008556842803955,1.0455832481384277,0.031285155564546585,0.03128515183925629,0.031248867511749268,-0.004056871868669987,-0.010525576770305634,5.545058250427246,1.4781924619455822e-05,0.003907179459929466,0.12601396441459656,1.028555516313645e-07,0.4601011872291565,0.006762898527085781,32.0,19.966522216796875
100,train,1.0055184364318848,1.0055184364318848,0.946036159992218,0.031282179057598114,0.031282179057598114,0.03124896064400673,-0.004194878041744232,-0.00939366314560175,5.545008659362793,1.4781895515625365e-05,0.0039075687527656555,0.12613947689533234,1.362945027949536e-07,0.4943479299545288,0.007208763621747494,32.0,19.411344528198242
200,train,1.0250859260559082,1.0250859260559082,0.9925403594970703,0.03126656264066696,0.03126656264066696,0.03124946542084217,-0.00523406732827425,-0.011877083219587803,5.544931411743164,1.4782075595576316e-05,0.003908176906406879,0.1266668140888214,3.0487765911857423e-07,0.5552237629890442,0.007424534298479557,32.0,18.798290252685547
300,train,0.9262430667877197,0.9262430667877197,0.9951660633087158,0.031264886260032654,0.03126488998532295,0.03124951757490635,-0.006319243460893631,-0.013908309862017632,5.544809818267822,1.4782254766032565e-05,0.003909125924110413,0.1271471083164215,5.15452882154932e-07,0.6816456317901611,0.007305853068828583,32.0,17.921606063842773
400,train,0.9595593810081482,0.9595593810081482,0.9717502593994141,0.031256869435310364,0.031256869435310364,0.031249776482582092,-0.008230775594711304,-0.021758485585451126,5.5445756912231445,1.4783146980335005e-05,0.003910962026566267,0.12821516394615173,1.2023594990751008e-06,0.8800537586212158,0.007247737608850002,32.0,16.78972053527832
500,train,0.8796539306640625,0.8796539306640625,0.95281982421875,0.031227663159370422,0.031227663159370422,0.0312507189810276,-0.010438966564834118,-0.02635560743510723,5.5442585945129395,1.4784445738769136e-05,0.003913454711437225,0.12940192222595215,2.1784082946396666e-06,1.0451010465621948,0.007309058681130409,32.0,16.033485412597656
500,test,,0.9814840853214264,0.9778323099017143,0.031224506441503763,0.03122450690716505,0.03125082142651081,-0.010449133347719908,-0.027197630610316992,5.544239819049835,1.4784473592044378e-05,0.003913596621714532,0.12934351339936256,2.2101788204054174e-06,1.0668564587831497,0.007329350686632097,32.0,15.937424063682556
600,train,1.0052647590637207,1.0052647590637207,0.9920239448547363,0.031211551278829575,0.031211551278829575,0.03125124052166939,-0.015529952943325043,-0.040112949907779694,5.543254852294922,1.478616104577668e-05,0.003921349532902241,0.13094240427017212,4.014565547549864e-06,1.6230636835098267,0.0075788721442222595,32.0,13.985129356384277
700,train,0.9446123838424683,0.9446123838424683,0.9477224946022034,0.031194446608424187,0.031194444745779037,0.03125179186463356,-0.01955435611307621,-0.05627717822790146,5.540836334228516,1.4791079593123868e-05,0.00394072849303484,0.1348990797996521,8.715545845916495e-06,2.6345815658569336,0.007672780659049749,32.0,11.588912010192871
800,train,0.9134740829467773,0.9134740829467773,0.9568014740943909,0.031213171780109406,0.031213169917464256,0.03125118836760521,-0.024495970457792282,-0.06343799084424973,5.533717155456543,1.480186347180279e-05,0.003999943844974041,0.14114654064178467,1.9053444702876732e-05,4.569095611572266,0.00787313561886549,32.0,8.777242660522461
900,train,0.9059466123580933,0.9059466123580933,0.9137969017028809,0.031181976199150085,0.031181974336504936,0.031252194195985794,-0.03150397166609764,-0.10320267081260681,5.511046886444092,1.489390433562221e-05,0.004211920779198408,0.1619189977645874,6.247348210308701e-05,8.264856338500977,0.007897651754319668,31.3125,6.036980152130127
1000,train,0.7316991686820984,0.7316991686820984,0.8390578627586365,0.031198564916849136,0.031198564916849136,0.031251657754182816,-0.03731217980384827,-0.149615079164505,5.463910102844238,1.5500665540457703e-05,0.0047371238470077515,0.202504962682724,0.00023589536431245506,12.896368980407715,0.008252895437180996,29.2890625,4.4551496505737305
1000,test,,0.8326719477772713,0.8425975888967514,0.031185487052425742,0.031185486586764455,0.03125208034180105,-0.041268350556492805,-0.14690522104501724,5.465803146362305,1.5426286608999362e-05,0.004696037212852389,0.20049371011555195,0.00021434555674204603,12.825682640075684,0.00818950601387769,29.275390625,4.465530455112457
1100,train,0.7656426429748535,0.7656426429748535,0.7654174566268921,0.031155601143836975,0.031155601143836975,0.03125304356217384,-0.03905367851257324,-0.1371569037437439,5.438484191894531,1.5935642295517027e-05,0.00497721042484045,0.21852687001228333,0.0003415490500628948,14.968851089477539,0.008718155324459076,28.53125,4.066014289855957
1200,train,0.6898768544197083,0.6898768544197083,0.7642508745193481,0.03127497434616089,0.03127497434616089,0.031249195337295532,-0.06004185974597931,-0.1478881686925888,5.419372081756592,1.6479834812344052e-05,0.005175928585231304,0.2319554090499878,0.00046836448018439114,16.233890533447266,0.00892663188278675,28.1875,3.9272360801696777
1300,train,0.7066572904586792,0.7066572904586792,0.7199544906616211,0.03153695911169052,0.03153695538640022,0.031240742653608322,-0.03188002109527588,-0.06553982943296432,5.412825584411621,1.6631805920042098e-05,0.005217941012233496,0.2314852774143219,0.0005030719330534339,16.74215316772461,0.009208769537508488,28.1328125,3.9225940704345703
1400,train,0.5795832872390747,0.5795832872390747,0.6708085536956787,0.03133232891559601,0.03133232891559601,0.031247343868017197,-0.039862941950559616,-0.10069404542446136,5.402323246002197,1.7303456843364984e-05,0.005392187274992466,0.2501177489757538,0.0006607637042179704,17.172454833984375,0.00954724382609129,27.9921875,3.9311869144439697
1500,train,0.5844392776489258,0.5844392776489258,0.6339911818504333,0.03160061687231064,0.03160061687231064,0.03123869001865387,-0.03987928479909897,-0.11602618545293808,5.408848285675049,1.682462971075438e-05,0.005250720307230949,0.23870708048343658,0.0005477001541294158,16.91448974609375,0.00966591201722622,28.09375,4.059078693389893
1500,test,,0.6909901574254036,0.6774898394942284,0.03128480562008917,0.03128480562008917,0.031248876359313726,-0.04463184159249067,-0.11308514326810837,5.399439573287964,1.707488718238892e-05,0.005352965614292771,0.24187101051211357,0.0006090164606575854,17.48979115486145,0.009684422868303955,27.93359375,3.9669329226017
1600,train,0.5510210990905762,0.5510210990905762,0.6369671821594238,0.03135164454579353,0.03135164454579353,0.031246718019247055,-0.039147622883319855,-0.0800059363245964,5.403129577636719,1.6867481463123113e-05,0.005282841622829437,0.23299044370651245,0.0005569348577409983,17.339279174804688,0.010050332173705101,28.0234375,4.0941481590271
1700,train,0.49536028504371643,0.49536028504371643,0.5726291537284851,0.03145637363195419,0.03145637735724449,0.03124334290623665,-0.04726099967956543,-0.11968979239463806,5.4112138748168945,1.6855008652783e-05,0.0052119093015789986,0.2326832115650177,0.0005347263067960739,16.65914535522461,0.010143146850168705,28.296875,4.3312273025512695
1800,train,0.5159322023391724,0.5159322023391724,0.6060349345207214,0.030873732641339302,0.030873730778694153,0.03126213699579239,-0.0451040118932724,-0.09437094628810883,5.40391206741333,1.6890864571905695e-05,0.005278719589114189,0.2349473237991333,0.0005619638832286,17.121816635131836,0.010700898244976997,28.1171875,4.355165004730225
1900,train,0.46211037039756775,0.46211037039756775,0.5479722023010254,0.030990736559033394,0.030990738421678543,0.03125836327672005,-0.04424059018492699,-0.14333677291870117,5.411543369293213,1.665763193159364e-05,0.005188964307308197,0.22767670452594757,0.000510292244143784,16.66269874572754,0.010533512569963932,28.3203125,4.573297023773193
2000,train,0.44844692945480347,0.44844692945480347,0.5395084619522095,0.03151339665055275,0.03151339665055275,0.03124150075018406,-0.044233642518520355,-0.1251366287469864,5.412219524383545,1.6566064005019143e-05,0.005175046622753143,0.227699413895607,0.0004982930258847773,16.551137924194336,0.010808148421347141,28.3828125,4.768133163452148
2000,test,,0.580872043967247,0.5936480984091759,0.03115705493837595,0.031157054705545306,0.031252997694537044,-0.050566977355629206,-0.11899739317595959,5.405686676502228,1.6868476222953177e-05,0.005256254400592297,0.22990314289927483,0.0005529180125449784,17.004891872406006,0.010841280920431018,28.2197265625,4.6714818477630615
