step,seed,loss,tau,selected
1,3,0.2709667384624481,1.2495977052722038,25 0 53 39 13 63 32 24
100,3,0.24680909514427185,1.2104047321570373,33 18 46 4 63 26 54 0
200,3,0.17941845953464508,1.1720636925025194,31 27 39 21 46 56 14 63
300,3,0.1634194254875183,1.1349371518356002,33 28 40 22 45 54 17 63
400,3,0.17922192811965942,1.098986639426112,32 38 25 44 18 53 11 63
500,3,0.18508732318878174,1.0641749031509808,33 26 41 19 49 57 12 0
600,3,0.15764135122299194,1.0304658708933632,31 24 39 47 18 55 11 63
700,3,0.16372272372245789,0.9978246131645195,31 38 23 46 15 54 7 63
800,3,0.17286363244056702,0.9662173069096798,31 38 23 47 16 55 7 63
900,3,0.16196131706237793,0.9356112004604039,31 24 39 47 16 54 8 63
1000,3,0.1631784439086914,0.9059745795971195,31 37 23 44 15 52 6 63
1100,3,0.16874685883522034,0.8772767346866686,29 36 22 44 14 52 6 63
1200,3,0.15454421937465668,0.8494879288608139,30 37 22 44 14 52 6 63
1300,3,0.15501625835895538,0.822579367202728,31 38 22 45 13 53 5 63
1400,3,0.1761787384748459,0.7965231669095385,30 37 22 44 13 52 4 63
1500,3,0.1632598340511322,0.7712923284000122,30 36 22 44 15 52 6 63
1600,3,0.1772594153881073,0.7468607073374355,30 37 22 45 14 53 5 63
1700,3,0.1646207571029663,0.723202987538707,30 23 37 15 45 54 7 63
1800,3,0.16691099107265472,0.7002946547415665,30 37 22 44 13 52 5 63
1900,3,0.15348905324935913,0.6781119712027766,31 37 23 44 14 52 6 63
2000,3,0.1623433530330658,0.6566319511009417,29 36 21 44 13 52 60 4
2100,3,0.15971659123897552,0.6358323367184706,28 35 20 44 13 53 63 2
2200,3,0.16968396306037903,0.6156915753780029,28 22 36 15 45 52 7 59
2300,3,0.16016262769699097,0.5961887971094048,28 22 36 15 44 52 5 63
2400,3,0.1560250073671341,0.5773037930241883,28 21 35 13 43 51 3 63
2500,3,0.1668209284543991,0.5590169943749475,29 23 36 15 44 5 52 63
2600,3,0.17789673805236816,0.5413094522781122,29 23 36 14 43 5 52 63
2700,3,0.15486785769462585,0.5241628180790088,30 25 37 17 44 8 52 0
2800,3,0.16430068016052246,0.5075593243388804,30 23 38 15 46 6 54 63
2900,3,0.16641411185264587,0.4914817664241675,30 23 38 14 46 5 54 63
3000,3,0.15810135006904602,0.47591348467896966,30 23 38 15 46 6 54 63
3100,3,0.17003588378429413,0.4608383471622164,30 24 38 16 46 7 54 0
3200,3,0.1685943305492401,0.44624073293165945,29 23 37 14 45 6 53 63
3300,3,0.15364976227283478,0.43210551585736423,29 21 38 12 47 54 4 63
3400,3,0.17292845249176025,0.4184180489479291,30 23 38 14 46 6 54 63
3500,3,0.16856099665164948,0.40516414917319066,30 22 38 13 47 55 5 63
3600,3,0.16990730166435242,0.3923300827676878,31 24 39 15 47 7 54 63
3700,3,0.16539853811264038,0.3799025509996571,32 27 40 18 47 10 55 1
3800,3,0.16970574855804443,0.3678686763908121,31 25 38 17 46 9 55 0
3900,3,0.1686886101961136,0.3562159893726279,31 24 39 15 48 7 56 0
4000,3,0.15638314187526703,0.3449324153653037,32 25 40 16 48 8 56 0
4100,3,0.16292637586593628,0.3340062622660164,32 26 39 18 47 11 55 2
4200,3,0.1724579632282257,0.32342620833349656,32 25 40 16 48 8 57 0
4300,3,0.17221663892269135,0.31318129045637755,32 24 40 15 49 7 58 0
4400,3,0.15652725100517273,0.3032608927931576,33 26 40 18 48 10 56 0
4500,3,0.15435045957565308,0.29365473577200474,33 25 41 17 49 9 58 0
4600,3,0.14569295942783356,0.2843528654390072,33 27 41 19 11 49 58 1
4700,3,0.1580783724784851,0.2753456431438301,33 26 40 18 48 10 56 0
4800,3,0.15434932708740234,0.26662373555209185,33 25 41 17 49 9 57 0
4900,3,0.16460606455802917,0.25817810497411076,33 26 41 18 49 10 57 0
5000,3,0.15832585096359253,0.25,32 25 40 18 49 11 56 0
