seed,budget,design,predictor,weighted_mse,se,episodes
3,2,learned,looped_icl,0.5313524603843689,0.004632018506526947,5120
3,2,learned,exact_krr,0.5295464396476746,0.0046255141496658325,5120
3,2,uniform,looped_icl,0.6740976572036743,0.005985296331346035,5120
3,2,uniform,exact_krr,0.6739891767501831,0.005984213203191757,5120
3,2,greedy_variance,looped_icl,0.530683159828186,0.004869705531746149,5120
3,2,greedy_variance,exact_krr,0.5293930768966675,0.004867495968937874,5120
3,2,random,looped_icl,0.7094548344612122,0.007051081862300634,5120
3,2,random,exact_krr,0.7075953483581543,0.007044102065265179,5120
3,4,learned,looped_icl,0.27420946955680847,0.0025580981746315956,5120
3,4,learned,exact_krr,0.2732307016849518,0.002557433908805251,5120
3,4,uniform,looped_icl,0.4984869956970215,0.005006319843232632,5120
3,4,uniform,exact_krr,0.497516930103302,0.005005215760320425,5120
3,4,greedy_variance,looped_icl,0.2622198462486267,0.002347803907468915,5120
3,4,greedy_variance,exact_krr,0.2619975805282593,0.002347644418478012,5120
3,4,random,looped_icl,0.4968417286872864,0.005836915224790573,5120
3,4,random,exact_krr,0.4950029253959656,0.005817109253257513,5120
3,6,learned,looped_icl,0.13020749390125275,0.001233021612279117,5120
3,6,learned,exact_krr,0.12926344573497772,0.0012326114811003208,5120
3,6,uniform,looped_icl,0.3197832703590393,0.0036997725255787373,5120
3,6,uniform,exact_krr,0.31849947571754456,0.0036900814156979322,5120
3,6,greedy_variance,looped_icl,0.1399233043193817,0.001265950151719153,5120
3,6,greedy_variance,exact_krr,0.13923946022987366,0.0012659652857109904,5120
3,6,random,looped_icl,0.3360910415649414,0.004477632697671652,5120
3,6,random,exact_krr,0.3323616683483124,0.004457925446331501,5120
3,8,learned,looped_icl,0.06174123287200928,0.0005591658409684896,5120
3,8,learned,exact_krr,0.06074666231870651,0.0005570354987867177,5120
3,8,uniform,looped_icl,0.15153667330741882,0.002149465261027217,5120
3,8,uniform,exact_krr,0.15119339525699615,0.0021487693302333355,5120
3,8,greedy_variance,looped_icl,0.06066622585058212,0.0005927063175477087,5120
3,8,greedy_variance,exact_krr,0.05940444394946098,0.0005876978975720704,5120
3,8,random,looped_icl,0.23162643611431122,0.003433182602748275,5120
3,8,random,exact_krr,0.22581641376018524,0.003388016950339079,5120
