test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits,step,K,d_h,train_tasks,train_prompt_len,test_prompt_len,model,seed,mixing
0.048024666495621204,0.04870003880932927,0.13911977410316467,0.13911977596580982,0.12298289593309164,-0.2376086711883545,-0.5346598625183105,5.303858518600464,1.2096753607693245e-05,0.0062730059726163745,0.04960821522399783,2.1815804302605102e-05,7.184831500053406,0.005863773811142892,7.0458984375,5.552325248718262,2500,8,8,32768,8,256,option_a,0,identity
0.03479491174221039,0.034487943863496184,0.13550281338393688,0.13550281152129173,0.1234996011480689,-0.28384991735219955,-0.4602329097688198,5.144327700138092,1.2775876029991196e-05,0.008250304614193738,0.06904501933604479,6.261400403673179e-05,11.218448638916016,0.003739773790584877,7.0,4.857235312461853,2500,8,8,32768,16,256,option_a,0,identity
0.029387871036306024,0.029481843346729875,0.1411199290305376,0.14111993089318275,0.12269715871661901,-0.20898879319429398,-0.4985356852412224,5.245541870594025,1.2891792948721559e-05,0.006830450496636331,0.05882963817566633,4.143176511206548e-05,9.451398015022278,0.008356892736628652,7.1748046875,4.28557825088501,2000,8,8,32768,32,256,option_a,0,identity
0.022845285013318062,0.022874917136505246,0.13506030105054379,0.13506029918789864,0.12356282118707895,-0.20748036168515682,-0.42599961534142494,5.2983880043029785,1.2743721072183689e-05,0.00624597811838612,0.055607778020203114,3.0981703275756445e-05,8.171981453895569,0.007909892359748483,7.3798828125,4.289624810218811,2500,8,8,32768,64,256,option_a,0,identity
0.020189392380416393,0.020101380068808794,0.13484439067542553,0.13484439253807068,0.12359366565942764,-0.18371012434363365,-0.4042283333837986,5.341768264770508,1.280650519674964e-05,0.005779964849352837,0.05370384454727173,2.4054721507127397e-05,7.315026640892029,0.00886700744740665,7.8662109375,3.990264058113098,2500,8,8,32768,128,256,option_a,0,identity
0.024961152812466025,0.024561801459640265,0.1373495887964964,0.1373495925217867,0.12323577888309956,-0.1406688392162323,-0.3372589945793152,5.392666578292847,1.2937941960444732e-05,0.005266274383757263,0.05045183328911662,1.8142042335966835e-05,6.5389896631240845,0.007519876700825989,7.9248046875,3.7945550680160522,2500,8,8,32768,256,256,option_a,0,identity
