step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.0380452871322632,1.0380452871322632,0.9739401936531067,0.12485986948013306,0.12485986948013306,0.12502001225948334,-0.021344903856515884,-0.043355703353881836,2.0781068801879883,0.013669083826243877,0.1253347098827362,1.025299310684204,0.00027917473926208913,0.13133111596107483,0.0005599536234512925,7.8515625,4.5336456298828125
100,train,0.659923791885376,0.659923791885376,0.6426713466644287,0.13013574481010437,0.13013575971126556,0.12426632642745972,-0.04322223365306854,-0.09531041979789734,2.0670080184936523,0.013587094843387604,0.12815913558006287,1.0307538509368896,0.0003518140874803066,0.37610924243927,0.00026910999440588057,7.265625,3.705057382583618
200,train,0.4409359097480774,0.4409359097480774,0.4464383125305176,0.12978529930114746,0.12978531420230865,0.12431639432907104,-0.0651206448674202,-0.13259918987751007,2.056088924407959,0.013524197041988373,0.13103508949279785,1.048804521560669,0.0009160375338979065,0.5131619572639465,0.00033804657869040966,7.203125,3.486050605773926
300,train,0.5069169998168945,0.5069169998168945,0.4790283441543579,0.1307830512523651,0.1307830512523651,0.1241738572716713,-0.08124491572380066,-0.16211803257465363,2.0409739017486572,0.01345769688487053,0.13512882590293884,1.0718464851379395,0.0019782432354986668,0.6661180853843689,0.00033177415025420487,7.0703125,3.336772918701172
400,train,0.49445846676826477,0.49445846676826477,0.48813530802726746,0.13287729024887085,0.13287729024887085,0.12387467175722122,-0.09666605293750763,-0.21645809710025787,2.0249242782592773,0.013384237885475159,0.13955585658550262,1.0965800285339355,0.003016926348209381,0.7894492149353027,0.00034698983654379845,7.1015625,3.3320484161376953
500,train,0.375130832195282,0.375130832195282,0.37840598821640015,0.13356707990169525,0.13356706500053406,0.1237761378288269,-0.10555657744407654,-0.21939902007579803,2.0095596313476562,0.013349375687539577,0.1436731070280075,1.1138439178466797,0.004698814358562231,0.8830913305282593,0.00026343189529143274,6.984375,3.3815274238586426
500,test,,0.12990359123796225,0.13210685923695564,0.13357843458652496,0.13357843458652496,0.12377451360225677,-0.11323487851768732,-0.23816638253629208,5.467791974544525,1.2992925462640414e-05,0.004576983337756246,0.044280901085585356,5.5918590078363195e-06,4.941782593727112,0.00585458311252296,7.833984375,3.602663278579712
600,train,0.40103697776794434,0.40103697776794434,0.36704766750335693,0.13507813215255737,0.13507813215255737,0.12356026470661163,-0.11335370689630508,-0.27042093873023987,1.994349479675293,0.01327022910118103,0.1478254795074463,1.1201980113983154,0.0051667168736457825,0.9543066024780273,0.00030873750802129507,7.0,3.448552131652832
700,train,0.29741424322128296,0.29741424322128296,0.2971399426460266,0.13882435858249664,0.13882437348365784,0.12302509695291519,-0.11231966316699982,-0.31887081265449524,1.9737857580184937,0.013227778486907482,0.15320542454719543,1.136795997619629,0.007236216217279434,1.0617684125900269,0.0003509929811116308,6.9921875,3.5261330604553223
800,train,0.33602243661880493,0.33602243661880493,0.3441121578216553,0.14107823371887207,0.14107823371887207,0.12270311266183853,-0.11028558760881424,-0.36169639229774475,1.9666684865951538,0.013214143924415112,0.155189648270607,1.1590865850448608,0.008758042007684708,1.0774922370910645,0.0003189563867636025,7.0078125,3.630882740020752
