step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,0.9891459941864014,0.9891459941864014,1.046146273612976,0.12484978139400482,0.12484978139400482,0.12502145767211914,-0.021711967885494232,-0.04835661128163338,2.7711236476898193,0.0034172753803431988,0.06268373131752014,0.5153203010559082,7.402943447232246e-05,0.18650242686271667,0.002197989961132407,8.0,4.821556091308594
100,train,0.5566630363464355,0.5566630363464355,0.5583247542381287,0.1289266049861908,0.1289265900850296,0.1244390606880188,-0.04208576679229736,-0.0956418365240097,2.7617053985595703,0.0034012426622211933,0.06388571858406067,0.5253179669380188,0.00014151204959489405,0.49524393677711487,0.0010737706907093525,7.9765625,4.00276517868042
200,train,0.44918859004974365,0.44918859004974365,0.42838454246520996,0.12942348420619965,0.12942348420619965,0.1243680790066719,-0.0505002923309803,-0.09863917529582977,2.755263328552246,0.0033915392123162746,0.06471431255340576,0.5302715301513672,0.00020955238142050803,0.6291894912719727,0.0013031911803409457,7.9921875,3.828751564025879
300,train,0.45900532603263855,0.45900532603263855,0.4210997223854065,0.12988629937171936,0.12988629937171936,0.1243019551038742,-0.06469893455505371,-0.12941071391105652,2.7452964782714844,0.0033784634433686733,0.06605913490056992,0.5428749322891235,0.00037795573007315397,0.7687593698501587,0.0014906700234860182,7.9921875,3.709094762802124
400,train,0.33858245611190796,0.33858245611190796,0.3506476879119873,0.13022130727767944,0.13022130727767944,0.12425410747528076,-0.08643136918544769,-0.1729964017868042,2.728618621826172,0.0033635396976023912,0.06839694827795029,0.5644669532775879,0.0008410568116232753,0.9734584093093872,0.0015036700060591102,7.890625,3.574913501739502
500,train,0.33642613887786865,0.33642613887786865,0.3419230878353119,0.12929490208625793,0.12929490208625793,0.12438645213842392,-0.10458596050739288,-0.2099357545375824,2.7029342651367188,0.003346587996929884,0.07194480299949646,0.5895490646362305,0.0015052438247948885,1.245207667350769,0.0015484631294384599,7.7890625,3.4605982303619385
500,test,,0.11407753173261881,0.11538163758814335,0.1320516150444746,0.13205160945653915,0.12399263214319944,-0.09996549598872662,-0.20594854280352592,5.469514429569244,1.3068388511783269e-05,0.004563055466860533,0.04417158244177699,7.395814350275032e-06,4.889168918132782,0.008603122550994158,8.0,3.5873768031597137
600,train,0.3652793765068054,0.3652793765068054,0.3559650480747223,0.13271166384220123,0.13271166384220123,0.12389834225177765,-0.11081498861312866,-0.2239197939634323,2.665158987045288,0.0033474252559244633,0.07754069566726685,0.6219226717948914,0.0031409752555191517,1.5536580085754395,0.0015432036016136408,7.46875,3.429511308670044
700,train,0.2964619994163513,0.2964619994163513,0.3170986771583557,0.13645286858081818,0.13645286858081818,0.12336387485265732,-0.1240106150507927,-0.2539016902446747,2.627439022064209,0.0033656468149274588,0.08333976566791534,0.664027750492096,0.005204629153013229,1.7750556468963623,0.0015126073267310858,7.2890625,3.4905025959014893
800,train,0.33431562781333923,0.33431562781333923,0.33317941427230835,0.13357356190681458,0.13357357680797577,0.12377521395683289,-0.13564543426036835,-0.29735302925109863,2.589380979537964,0.0034279157407581806,0.08948183804750443,0.6944340467453003,0.007840869948267937,2.0663373470306396,0.0013545063557103276,7.0625,3.485337972640991
