tensor,component,fit_start,fit_end,effective_exponent,asymptotic_exponent
V,0000,15000,30000,1.0000469533216128,1
V,0101,15000,30000,1.0002471148700256,1
D,0000,15000,30000,2.000046953321613,2
D,0101,15000,30000,1.999520767583209,2
F,0000,15000,30000,2.000046953321613,2
F,0101,15000,30000,2.000047219912344,2
A,0000,15000,30000,3.0000603680955367,3
A,0101,15000,30000,2.910995461680595,3
B,0000,15000,30000,3.0000704294179044,3
B,0101,15000,30000,2.999540865770101,3
