name,model,optimizer,dim,target,freq,depth,width,rank,steps,batch_size,lr,seed,fix_wb,nparams,ntrainable,final_train_mse,test_mse,test_max_error,grad_effective_rank,grad_top_singular,grad_spectral_slope,weight_effective_rank,weight_spectral_slope,elapsed_sec
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.0013332976959645748,0.0025528399273753166,0.2025899887084961,1.884992849292928,0.10295821486839227,-1.6757742850416824,7.0692283370327,-0.2804789536912539,135.6121118068695
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.00144453055690974,0.0016910587437450886,0.1699746698141098,1.6747767699788785,0.0659619535186461,-2.0418784540322084,7.744077155234046,-0.19046092453299637,250.58233880996704
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.002623571315780282,0.0009144807117991149,0.1392936110496521,2.1837322494245734,0.1476631457252162,-1.7709593493730817,7.0946224298712846,-0.2708382801592968,139.1165840625763
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.0025658016093075275,0.006424751132726669,0.6984391212463379,1.62717230439369,0.0856594710743853,-1.7472284545600043,7.722571533339853,-0.18815008503871714,254.33295726776123
