case,family,beta,n_tokens,mode,eigenvalue,n_plus,n_minus,geometry,max_linear_rate,linearly_stable,linearly_neutral
psd_kernel,positive_semidefinite,0.5,4,2,0.0,3,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,2,0.0,4,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,3,0.0,0,4,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,3,0.0,1,3,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,3,0.0,2,2,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,3,0.0,3,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,4,3,0.0,4,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,0,7,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,1,6,sign_split,-0.8482330503110354,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,2,5,sign_split,-1.4418551668347983,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,3,4,sign_split,-1.6734588498872534,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,4,3,sign_split,-1.6734588498872534,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,5,2,sign_split,-1.4418551668347983,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,6,1,sign_split,-0.848233050311035,True,False
psd_kernel,positive_semidefinite,0.5,7,0,3.0,7,0,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,0,7,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,1,6,sign_split,2.3031684657222726,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,2,5,sign_split,2.460428044446996,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,3,4,sign_split,2.5296149850620164,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,4,3,sign_split,2.5296149850620164,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,5,2,sign_split,2.460428044446996,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,6,1,sign_split,2.3031684657222726,False,False
psd_kernel,positive_semidefinite,0.5,7,1,1.0,7,0,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,0,7,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,1,6,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,2,5,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,3,4,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,4,3,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,5,2,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,6,1,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,2,0.0,7,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,0,7,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,1,6,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,2,5,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,3,4,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,4,3,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,5,2,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,6,1,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,0.5,7,3,0.0,7,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,0,3.0,0,2,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,2,0,3.0,1,1,sign_split,-1.9992596325440828,True,False
psd_kernel,positive_semidefinite,1.5,2,0,3.0,2,0,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,2,1,1.0,0,2,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,2,1,1.0,1,1,sign_split,2.0948517463551335,False,False
psd_kernel,positive_semidefinite,1.5,2,1,1.0,2,0,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,2,2,0.0,0,2,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,2,0.0,1,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,2,0.0,2,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,3,0.0,0,2,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,3,0.0,1,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,2,3,0.0,2,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,0,3.0,0,3,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,3,0,3.0,1,2,sign_split,-1.9987500344936606,True,False
psd_kernel,positive_semidefinite,1.5,3,0,3.0,2,1,sign_split,-1.9987500344936606,True,False
psd_kernel,positive_semidefinite,1.5,3,0,3.0,3,0,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,3,1,1.0,0,3,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,3,1,1.0,1,2,sign_split,2.0871233512513196,False,False
psd_kernel,positive_semidefinite,1.5,3,1,1.0,2,1,sign_split,2.0871233512513196,False,False
psd_kernel,positive_semidefinite,1.5,3,1,1.0,3,0,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,3,2,0.0,0,3,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,2,0.0,1,2,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,2,0.0,2,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,2,0.0,3,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,3,0.0,0,3,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,3,0.0,1,2,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,3,0.0,2,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,3,3,0.0,3,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,0,3.0,0,4,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,4,0,3.0,1,3,sign_split,-1.998140333805691,True,False
psd_kernel,positive_semidefinite,1.5,4,0,3.0,2,2,sign_split,-1.9992596325440828,True,False
psd_kernel,positive_semidefinite,1.5,4,0,3.0,3,1,sign_split,-1.998140333805691,True,False
psd_kernel,positive_semidefinite,1.5,4,0,3.0,4,0,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,4,1,1.0,0,4,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,4,1,1.0,1,3,sign_split,2.0762627081625906,False,False
psd_kernel,positive_semidefinite,1.5,4,1,1.0,2,2,sign_split,2.0948517463551335,False,False
psd_kernel,positive_semidefinite,1.5,4,1,1.0,3,1,sign_split,2.0762627081625906,False,False
psd_kernel,positive_semidefinite,1.5,4,1,1.0,4,0,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,4,2,0.0,0,4,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,2,0.0,1,3,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,2,0.0,2,2,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,2,0.0,3,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,2,0.0,4,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,3,0.0,0,4,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,3,0.0,1,3,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,3,0.0,2,2,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,3,0.0,3,1,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,4,3,0.0,4,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,0,7,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,1,6,sign_split,-1.9962962190180007,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,2,5,sign_split,-1.9984462046760318,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,3,4,sign_split,-1.999139156455972,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,4,3,sign_split,-1.999139156455972,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,5,2,sign_split,-1.9984462046760318,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,6,1,sign_split,-1.9962962190180007,True,False
psd_kernel,positive_semidefinite,1.5,7,0,3.0,7,0,homogeneous,-2.0,True,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,0,7,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,1,6,sign_split,2.052147847096666,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,2,5,sign_split,2.0816220743585947,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,3,4,sign_split,2.0934926852027043,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,4,3,sign_split,2.0934926852027043,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,5,2,sign_split,2.0816220743585947,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,6,1,sign_split,2.052147847096666,False,False
psd_kernel,positive_semidefinite,1.5,7,1,1.0,7,0,homogeneous,2.0,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,0,7,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,1,6,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,2,5,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,3,4,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,4,3,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,5,2,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,6,1,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,2,0.0,7,0,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,0,7,homogeneous,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,1,6,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,2,5,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,3,4,sign_split,3.0,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,4,3,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,5,2,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,6,1,sign_split,2.9999999999999996,False,False
psd_kernel,positive_semidefinite,1.5,7,3,0.0,7,0,homogeneous,3.0,False,False
zero,zero,0.1,2,0,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.1,2,0,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.1,2,0,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.1,2,1,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.1,2,1,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.1,2,1,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.1,2,2,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.1,2,2,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.1,2,2,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.1,2,3,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.1,2,3,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.1,2,3,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.1,3,0,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.1,3,0,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.1,3,0,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.1,3,0,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.1,3,1,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.1,3,1,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.1,3,1,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.1,3,1,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.1,3,2,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.1,3,2,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.1,3,2,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.1,3,2,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.1,3,3,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.1,3,3,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.1,3,3,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.1,3,3,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.1,4,0,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.1,4,0,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.1,4,0,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.1,4,0,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.1,4,0,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.1,4,1,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.1,4,1,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.1,4,1,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.1,4,1,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.1,4,1,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.1,4,2,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.1,4,2,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.1,4,2,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.1,4,2,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.1,4,2,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.1,4,3,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.1,4,3,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.1,4,3,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.1,4,3,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.1,4,3,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.1,7,0,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.1,7,0,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.1,7,0,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.1,7,1,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.1,7,1,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.1,7,1,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.1,7,2,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.1,7,2,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.1,7,2,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.1,7,3,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.1,7,3,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.1,7,3,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.5,2,0,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.5,2,0,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.5,2,0,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.5,2,1,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.5,2,1,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.5,2,1,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.5,2,2,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.5,2,2,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.5,2,2,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.5,2,3,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,0.5,2,3,0.0,1,1,sign_split,0.0,False,True
zero,zero,0.5,2,3,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,0.5,3,0,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.5,3,0,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.5,3,0,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.5,3,0,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.5,3,1,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.5,3,1,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.5,3,1,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.5,3,1,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.5,3,2,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.5,3,2,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.5,3,2,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.5,3,2,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.5,3,3,0.0,0,3,homogeneous,0.0,False,True
zero,zero,0.5,3,3,0.0,1,2,sign_split,0.0,False,True
zero,zero,0.5,3,3,0.0,2,1,sign_split,0.0,False,True
zero,zero,0.5,3,3,0.0,3,0,homogeneous,0.0,False,True
zero,zero,0.5,4,0,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.5,4,0,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.5,4,0,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.5,4,0,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.5,4,0,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.5,4,1,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.5,4,1,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.5,4,1,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.5,4,1,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.5,4,1,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.5,4,2,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.5,4,2,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.5,4,2,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.5,4,2,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.5,4,2,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.5,4,3,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,0.5,4,3,0.0,1,3,sign_split,0.0,False,True
zero,zero,0.5,4,3,0.0,2,2,sign_split,0.0,False,True
zero,zero,0.5,4,3,0.0,3,1,sign_split,0.0,False,True
zero,zero,0.5,4,3,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,0.5,7,0,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.5,7,0,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.5,7,0,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.5,7,1,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.5,7,1,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.5,7,1,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.5,7,2,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.5,7,2,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.5,7,2,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,0.5,7,3,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,0.5,7,3,0.0,1,6,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,2,5,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,3,4,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,4,3,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,5,2,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,6,1,sign_split,0.0,False,True
zero,zero,0.5,7,3,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,1.5,2,0,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,1.5,2,0,0.0,1,1,sign_split,0.0,False,True
zero,zero,1.5,2,0,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,1.5,2,1,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,1.5,2,1,0.0,1,1,sign_split,0.0,False,True
zero,zero,1.5,2,1,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,1.5,2,2,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,1.5,2,2,0.0,1,1,sign_split,0.0,False,True
zero,zero,1.5,2,2,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,1.5,2,3,0.0,0,2,homogeneous,-0.0,False,True
zero,zero,1.5,2,3,0.0,1,1,sign_split,0.0,False,True
zero,zero,1.5,2,3,0.0,2,0,homogeneous,-0.0,False,True
zero,zero,1.5,3,0,0.0,0,3,homogeneous,0.0,False,True
zero,zero,1.5,3,0,0.0,1,2,sign_split,0.0,False,True
zero,zero,1.5,3,0,0.0,2,1,sign_split,0.0,False,True
zero,zero,1.5,3,0,0.0,3,0,homogeneous,0.0,False,True
zero,zero,1.5,3,1,0.0,0,3,homogeneous,0.0,False,True
zero,zero,1.5,3,1,0.0,1,2,sign_split,0.0,False,True
zero,zero,1.5,3,1,0.0,2,1,sign_split,0.0,False,True
zero,zero,1.5,3,1,0.0,3,0,homogeneous,0.0,False,True
zero,zero,1.5,3,2,0.0,0,3,homogeneous,0.0,False,True
zero,zero,1.5,3,2,0.0,1,2,sign_split,0.0,False,True
zero,zero,1.5,3,2,0.0,2,1,sign_split,0.0,False,True
zero,zero,1.5,3,2,0.0,3,0,homogeneous,0.0,False,True
zero,zero,1.5,3,3,0.0,0,3,homogeneous,0.0,False,True
zero,zero,1.5,3,3,0.0,1,2,sign_split,0.0,False,True
zero,zero,1.5,3,3,0.0,2,1,sign_split,0.0,False,True
zero,zero,1.5,3,3,0.0,3,0,homogeneous,0.0,False,True
zero,zero,1.5,4,0,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,1.5,4,0,0.0,1,3,sign_split,0.0,False,True
zero,zero,1.5,4,0,0.0,2,2,sign_split,0.0,False,True
zero,zero,1.5,4,0,0.0,3,1,sign_split,0.0,False,True
zero,zero,1.5,4,0,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,1.5,4,1,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,1.5,4,1,0.0,1,3,sign_split,0.0,False,True
zero,zero,1.5,4,1,0.0,2,2,sign_split,0.0,False,True
zero,zero,1.5,4,1,0.0,3,1,sign_split,0.0,False,True
zero,zero,1.5,4,1,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,1.5,4,2,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,1.5,4,2,0.0,1,3,sign_split,0.0,False,True
zero,zero,1.5,4,2,0.0,2,2,sign_split,0.0,False,True
zero,zero,1.5,4,2,0.0,3,1,sign_split,0.0,False,True
zero,zero,1.5,4,2,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,1.5,4,3,0.0,0,4,homogeneous,-0.0,False,True
zero,zero,1.5,4,3,0.0,1,3,sign_split,0.0,False,True
zero,zero,1.5,4,3,0.0,2,2,sign_split,0.0,False,True
zero,zero,1.5,4,3,0.0,3,1,sign_split,0.0,False,True
zero,zero,1.5,4,3,0.0,4,0,homogeneous,-0.0,False,True
zero,zero,1.5,7,0,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,1.5,7,0,0.0,1,6,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,2,5,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,3,4,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,4,3,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,5,2,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,6,1,sign_split,0.0,False,True
zero,zero,1.5,7,0,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,1.5,7,1,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,1.5,7,1,0.0,1,6,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,2,5,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,3,4,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,4,3,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,5,2,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,6,1,sign_split,0.0,False,True
zero,zero,1.5,7,1,0.0,7,0,homogeneous,-0.0,False,True
zero,zero,1.5,7,2,0.0,0,7,homogeneous,-0.0,False,True
zero,zero,1.5,7,2,0.0,1,6,sign_split,0.0,False,True
zero,zero,1.5,7,2,0.0,2,5,sign_split,0.0,False,True
zero,zero,1.5,7,2,0.0,3,4,sign_split,0.0,False,True
zero,zero,1.5,7,2,0.0,4,3,sign_split,0.0,False,True
zero,zero,1.5,7,2,0.0,5,2,sign_split,0.0,False,True
zero,zero,1.5,7,2,0.0,6,1,sign_split,0.0,False,True
