case,family,beta,n_tokens,trial,seed,geometry,selected_eigenvalue,selected_group_mass,speed,energy_gain,min_correlation,max_correlation,mean_abs_correlation,mean_vector_norm,extreme_eigenspace_mass,mass_0,mass_1,mass_2,mass_3
pd_simple,positive_definite,0.1,2,21,260426085,consensus,3.0,1.0,5.126689328999149e-09,6.289518829726742,1.0,1.0,1.0,1.0,1.0,1.0,2.628294347607375e-17,3.1793541067769084e-33,9.845245625883393e-44
pd_simple,positive_definite,0.1,2,22,260426085,consensus,3.0,1.0,1.692421995308519e-09,5.950740558775504,1.0,1.0,1.0,1.0,1.0,1.0,2.8642922102040695e-18,1.8686488543081259e-37,3.048925639306225e-45
pd_simple,positive_definite,0.1,2,23,260426085,consensus,3.0,1.0,9.58648431750342e-09,5.081067731093164,1.0,1.0,1.0,1.0,1.0,1.0,9.1900681569739e-17,2.5592098296265905e-34,2.3701536642176578e-45
pd_simple,positive_definite,0.1,3,0,260427094,consensus,3.0,1.0,1.3739132834408208e-10,13.384469212065547,1.0,1.0,1.0,1.0,1.0,1.0,1.8876377104151373e-20,2.6267872338082993e-37,1.4152678569367712e-45
pd_simple,positive_definite,0.1,3,1,260427094,consensus,3.0,1.0,4.895586807521381e-10,13.940942566400125,1.0,1.0,1.0,1.0,1.0,1.0,2.3966770189977374e-19,4.05260962601217e-35,2.9819827052082147e-44
pd_simple,positive_definite,0.1,3,2,260427094,consensus,3.0,1.0,3.412537535796196e-09,14.439343596890616,1.0,1.0,1.0,1.0,1.0,1.0,1.164541243321797e-17,1.6502062255931047e-35,1.3348610979821106e-46
pd_simple,positive_definite,0.1,3,3,260427094,consensus,3.0,1.0,1.5376797999070995e-09,12.105444319639197,1.0,1.0,1.0,1.0,1.0,1.0,2.3644591670423382e-18,6.38077945583114e-35,1.766198479250694e-46
pd_simple,positive_definite,0.1,3,4,260427094,consensus,3.0,1.0,1.2489093371864381e-09,13.16042663323087,1.0,1.0,1.0,1.0,1.0,1.0,1.5597745325114665e-18,1.8995641229815094e-34,7.484671058928359e-46
pd_simple,positive_definite,0.1,3,5,260427094,consensus,3.0,0.9999999999999994,2.4866251863502692e-08,13.956103114081245,1.0,1.0,1.0,1.0,0.9999999999999994,0.9999999999999994,6.183304817391511e-16,2.3986762996776586e-32,2.660458050939334e-44
pd_simple,positive_definite,0.1,3,6,260427094,consensus,3.0,1.0,2.156245167058685e-09,14.349883119103936,1.0,1.0,1.0,1.0,1.0,1.0,4.649393220463935e-18,1.991422346006008e-36,1.627936672587555e-46
pd_simple,positive_definite,0.1,3,7,260427094,consensus,3.0,1.0,9.432617878704634e-10,13.399415176104277,1.0,1.0,1.0,1.0,1.0,1.0,8.89742800456582e-19,1.6496705140099147e-34,2.0444626170619877e-45
pd_simple,positive_definite,0.1,3,8,260427094,consensus,3.0,0.9999999999999827,1.3184171854034268e-07,13.25864468463223,1.0,1.0,1.0,1.0,0.9999999999999827,0.9999999999999827,1.7382238747671245e-14,2.8138860166002864e-35,1.6638117360105237e-42
pd_simple,positive_definite,0.1,3,9,260427094,consensus,3.0,1.0,2.471400228684059e-09,13.457073873106083,1.0,1.0,1.0,1.0,1.0,1.0,6.107819090339619e-18,2.0168683954517676e-35,2.0161487871037575e-45
pd_simple,positive_definite,0.1,3,10,260427094,consensus,3.0,1.0,6.0015820160464474e-09,11.190682412404527,1.0,1.0,1.0,1.0,1.0,1.0,3.6018986695332123e-17,5.137345003642274e-35,1.1948976450271728e-45
pd_simple,positive_definite,0.1,3,11,260427094,consensus,3.0,0.9999999999999996,2.3553205704878248e-08,14.285348982601924,1.0,1.0,1.0,0.9999999999999999,0.9999999999999996,0.9999999999999996,5.547534989763095e-16,4.98552929202451e-34,5.406193347881962e-43
pd_simple,positive_definite,0.1,3,12,260427094,consensus,3.0,1.0,5.282255607642827e-09,13.310608661364675,1.0,1.0,1.0,1.0,1.0,1.0,2.790222430447409e-17,2.3062729787106215e-38,3.02449489135078e-46
pd_simple,positive_definite,0.1,3,13,260427094,consensus,3.0,1.0,2.1279816629296064e-09,14.674778019592864,1.0,1.0,1.0,1.0,1.0,1.0,4.528305957764648e-18,3.889759850640561e-36,1.8504960580513227e-45
pd_simple,positive_definite,0.1,3,14,260427094,consensus,3.0,0.9999999999999737,1.6252074410426383e-07,12.070881355477013,1.0,1.0,1.0,1.0,0.9999999999999737,0.9999999999999737,2.641299226420427e-14,2.899889632546231e-32,1.101139612893242e-42
pd_simple,positive_definite,0.1,3,15,260427094,consensus,3.0,1.0,2.7482182343171644e-09,14.007715464433801,1.0,1.0,1.0,1.0,1.0,1.0,7.55270346343335e-18,1.6659244637072493e-35,8.107640792590363e-46
pd_simple,positive_definite,0.1,3,16,260427094,consensus,3.0,1.0,4.2725647632838744e-09,13.770755774594562,1.0,1.0,1.0,1.0,1.0,1.0,1.825480965645499e-17,1.646242422298161e-34,2.7786374718731848e-49
pd_simple,positive_definite,0.1,3,17,260427094,consensus,3.0,1.0,5.010559089164485e-10,14.246461252792635,1.0,1.0,1.0,1.0,1.0,1.0,2.5105702386008816e-19,3.9462316586561333e-35,7.589988381780421e-47
pd_simple,positive_definite,0.1,3,18,260427094,consensus,3.0,0.9999999999999997,1.6091379762439846e-08,13.046463613808157,1.0,1.0,1.0,1.0,0.9999999999999997,0.9999999999999997,2.5893250265905885e-16,6.760526300106789e-34,1.261798492273396e-44
pd_simple,positive_definite,0.1,3,19,260427094,consensus,3.0,0.9999999999999852,1.2260817276686623e-07,14.044742018708583,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999852,0.9999999999999852,1.5032764029229945e-14,6.145850171402145e-32,5.586657815196275e-44
pd_simple,positive_definite,0.1,3,20,260427094,consensus,3.0,1.0,2.124511014297435e-09,12.441074190362471,1.0,1.0,1.0,1.0,1.0,1.0,4.513547049871117e-18,8.252096922409533e-36,7.962000635293418e-46
pd_simple,positive_definite,0.1,3,21,260427094,consensus,3.0,1.0,7.991038012022303e-09,13.33717036541178,1.0,1.0,1.0,1.0,1.0,1.0,6.385668850958529e-17,9.119813416872681e-33,1.3559045683262244e-43
pd_simple,positive_definite,0.1,3,22,260427094,consensus,3.0,1.0,1.6053135850966013e-09,14.56186492214109,1.0,1.0,1.0,1.0,1.0,1.0,2.5770317064957017e-18,6.004626457977017e-36,1.9621172855724767e-45
pd_simple,positive_definite,0.1,3,23,260427094,consensus,3.0,1.0,4.587525720121824e-11,13.195704563825522,1.0,1.0,1.0,1.0,1.0,1.0,2.104539223277915e-21,1.614023481622969e-36,4.19378236995612e-45
pd_simple,positive_definite,0.1,4,0,260428103,consensus,3.0,1.0,6.934062300757416e-09,23.539521510489877,1.0,1.0,1.0,1.0,1.0,1.0,4.8081219990785204e-17,3.2070437662768806e-35,6.209141783455893e-46
pd_simple,positive_definite,0.1,4,1,260428103,consensus,3.0,1.0,6.202752003884893e-09,23.75592305754988,1.0,1.0,1.0,1.0,1.0,1.0,3.8474132421698056e-17,1.812830589433465e-34,9.326321502149563e-46
pd_simple,positive_definite,0.1,4,2,260428103,consensus,3.0,1.0,3.24702541256388e-09,25.67598874437155,1.0,1.0,1.0,1.0,1.0,1.0,1.054317402983563e-17,2.88141821830217e-35,3.9581988260646227e-44
pd_simple,positive_definite,0.1,4,3,260428103,consensus,3.0,1.0,1.0516617678321766e-09,25.72120875488703,1.0,1.0,1.0,1.0,1.0,1.0,1.1059924739198952e-18,6.233191942603442e-36,3.631686742414383e-48
pd_simple,positive_definite,0.1,4,4,260428103,consensus,3.0,1.0,2.1487786371390336e-09,24.231978895618084,1.0,1.0,1.0,1.0,1.0,1.0,4.617249631425083e-18,2.0761243180420173e-35,3.5278246378788595e-46
pd_simple,positive_definite,0.1,4,5,260428103,consensus,3.0,1.0,1.7466421916638605e-09,26.993664383966234,1.0,1.0,1.0,1.0,1.0,1.0,3.0507589457003288e-18,9.487543833404019e-34,1.576421691719389e-50
pd_simple,positive_definite,0.1,4,6,260428103,consensus,3.0,1.0,9.248431068912805e-10,23.51902530482529,1.0,1.0,1.0,1.0,1.0,1.0,8.553347723643161e-19,1.4707759146943376e-35,2.2709129942738076e-46
pd_simple,positive_definite,0.1,4,7,260428103,consensus,3.0,1.0,1.2350296198583858e-09,22.417636359574047,1.0,1.0,1.0,1.0,1.0,1.0,1.5252981619275491e-18,7.80131896181484e-37,1.1401415705777856e-46
pd_simple,positive_definite,0.1,4,8,260428103,consensus,3.0,1.0,5.885908998728626e-09,21.52829001531188,1.0,1.0,1.0,1.0,1.0,1.0,3.464392474131463e-17,2.3133455366887832e-36,7.015549692117077e-46
pd_simple,positive_definite,0.1,4,9,260428103,consensus,3.0,0.9999999999999998,1.562331894894102e-08,25.972984054098973,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,2.440880949803395e-16,4.2187021283154424e-33,8.330127644971949e-45
pd_simple,positive_definite,0.1,4,10,260428103,consensus,3.0,1.0,7.027189001516813e-11,27.195347261816295,1.0,1.0,1.0,1.0,1.0,1.0,4.938138526302888e-21,2.418436538102352e-34,1.1212917594533998e-44
pd_simple,positive_definite,0.1,4,11,260428103,consensus,3.0,0.9999999999999942,7.62172425467148e-08,24.664204087590917,1.0,1.0,1.0,1.0,0.9999999999999942,0.9999999999999942,5.809068061424791e-15,1.2421192043263163e-32,6.786884727606965e-43
pd_simple,positive_definite,0.1,4,12,260428103,consensus,3.0,1.0,1.7195273931161617e-09,27.027584225111767,1.0,1.0,1.0,1.0,1.0,1.0,2.9567744556768636e-18,2.871064309947465e-35,4.3508523483646126e-47
pd_simple,positive_definite,0.1,4,13,260428103,consensus,3.0,1.0,1.7548686584945577e-09,26.047815336813287,1.0,1.0,1.0,1.0,1.0,1.0,3.079564008566483e-18,7.50733773260239e-37,5.461965783814264e-47
pd_simple,positive_definite,0.1,4,14,260428103,consensus,3.0,1.0,1.0047735037092542e-10,23.863574711305688,1.0,1.0,1.0,1.0,1.0,1.0,1.0095697937561689e-20,3.806224806524241e-36,9.616006120934292e-46
pd_simple,positive_definite,0.1,4,15,260428103,consensus,3.0,1.0,2.7488144823076193e-10,22.31259551325674,1.0,1.0,1.0,1.0,1.0,1.0,7.555981058144088e-20,4.026026171154796e-35,9.004423754741077e-46
pd_simple,positive_definite,0.1,4,16,260428103,consensus,3.0,1.0,2.1962171068148317e-09,17.294159978223718,1.0,1.0,1.0,1.0,1.0,1.0,4.82336958026611e-18,2.3513240158401374e-35,4.574900206485241e-47
pd_simple,positive_definite,0.1,4,17,260428103,consensus,3.0,1.0,2.1786630813661956e-09,25.032204141524332,1.0,1.0,1.0,1.0,1.0,1.0,4.746572822108044e-18,4.163419280386704e-34,7.01788797783436e-45
pd_simple,positive_definite,0.1,4,18,260428103,consensus,3.0,1.0,4.386955563833164e-11,20.108035554543477,1.0,1.0,1.0,1.0,1.0,1.0,1.9245379119044748e-21,4.994952861602377e-35,2.563984408096135e-47
pd_simple,positive_definite,0.1,4,19,260428103,consensus,3.0,1.0,2.780425386234988e-09,25.269611254210247,1.0,1.0,1.0,1.0,1.0,1.0,7.730765328419981e-18,2.919764042739012e-37,6.564129412694493e-46
pd_simple,positive_definite,0.1,4,20,260428103,consensus,3.0,0.9999999999999989,3.368529760612773e-08,26.461134673744994,1.0,1.0,1.0,1.0,0.9999999999999989,0.9999999999999989,1.1346992748133948e-15,3.5960619771849524e-33,2.543968909002028e-43
pd_simple,positive_definite,0.1,4,21,260428103,consensus,3.0,1.0,2.11516261686027e-10,24.767341565044916,1.0,1.0,1.0,1.0,1.0,1.0,4.4739128957610655e-20,5.2448350766425065e-33,5.314294316374845e-44
pd_simple,positive_definite,0.1,4,22,260428103,consensus,3.0,1.0,4.196290505025562e-10,22.170089847365688,1.0,1.0,1.0,1.0,1.0,1.0,1.7608854002567682e-19,1.782154526430319e-36,4.2062663566335965e-46
pd_simple,positive_definite,0.1,4,23,260428103,consensus,3.0,1.0,2.907330901846453e-09,26.856645678868688,1.0,1.0,1.0,1.0,1.0,1.0,8.452572972831308e-18,3.678308566206468e-35,4.457600368512652e-46
pd_simple,positive_definite,0.1,7,0,260429112,consensus,3.0,1.0,2.627368722393395e-09,79.5972907891591,1.0,1.0,1.0,1.0,1.0,1.0,6.9030664034111005e-18,2.632765028978373e-34,1.0133920971247461e-44
pd_simple,positive_definite,0.1,7,1,260429112,consensus,3.0,1.0,6.549290880516134e-09,83.85605600660037,1.0,1.0,1.0,1.0,1.0,1.0,4.289321103761177e-17,3.894924354185932e-35,6.925305332400999e-45
pd_simple,positive_definite,0.1,7,2,260429112,consensus,3.0,1.0,8.322442494166217e-10,80.50112190454934,1.0,1.0,1.0,1.0,1.0,1.0,6.926304906870359e-19,3.6717602356542134e-36,6.869986217521825e-46
pd_simple,positive_definite,0.1,7,3,260429112,consensus,3.0,1.0,6.782666684739037e-09,82.7634057935663,1.0,1.0,1.0,1.0,1.0,1.0,4.6004567356268815e-17,1.7071547778641068e-35,2.1813665545607602e-44
pd_simple,positive_definite,0.1,7,4,260429112,consensus,3.0,1.0,5.433885971916294e-09,74.38622315986072,1.0,1.0,1.0,1.0,1.0,1.0,2.952711675578868e-17,1.8374984552974564e-34,2.3393662014778953e-45
pd_simple,positive_definite,0.1,7,5,260429112,consensus,3.0,1.0,1.5332035938811018e-09,82.79025203223065,1.0,1.0,1.0,1.0,1.0,1.0,2.3507132602899265e-18,1.0513002323504686e-36,3.9201122210221286e-45
pd_simple,positive_definite,0.1,7,6,260429112,consensus,3.0,1.0,4.518610472235945e-10,69.96342708990312,1.0,1.0,1.0,1.0,1.0,1.0,2.0417840599800368e-19,1.595459728309042e-37,1.6210824594138561e-46
pd_simple,positive_definite,0.1,7,7,260429112,consensus,3.0,1.0,2.558228996936754e-09,79.1600705220952,1.0,1.0,1.0,1.0,1.0,1.0,6.5445356007680356e-18,1.0223896142180304e-34,1.2847367054695541e-45
pd_simple,positive_definite,0.1,7,8,260429112,consensus,3.0,1.0,6.439220570981359e-09,80.50439775326589,1.0,1.0,1.0,1.0,1.0,1.0,4.146356156174948e-17,7.415193337914549e-36,4.2791449252569493e-47
pd_simple,positive_definite,0.1,7,9,260429112,consensus,3.0,1.0,2.8222113149734753e-09,79.63914109524436,1.0,1.0,1.0,1.0,1.0,1.0,7.964876706364315e-18,7.78342492682215e-35,9.963207965779383e-48
pd_simple,positive_definite,0.1,7,10,260429112,consensus,3.0,1.0,6.234857659162262e-10,79.68060146037362,1.0,1.0,1.0,1.0,1.0,1.0,3.8873450030014334e-19,7.210123905757145e-36,1.350633551396846e-44
pd_simple,positive_definite,0.1,7,11,260429112,consensus,3.0,1.0,2.757149557067183e-09,83.04028355988802,1.0,1.0,1.0,1.0,1.0,1.0,7.601873680035766e-18,3.4375529835378505e-36,4.58363731641843e-47
pd_simple,positive_definite,0.1,7,12,260429112,consensus,3.0,1.0,1.7973517622156004e-09,82.59163032482087,1.0,1.0,1.0,1.0,1.0,1.0,3.2304733571395204e-18,2.364738865846927e-34,1.4483593827147383e-45
pd_simple,positive_definite,0.1,7,13,260429112,consensus,3.0,1.0,1.2032827187623506e-09,71.2373459307446,1.0,1.0,1.0,1.0,1.0,1.0,1.447889301272114e-18,5.2018528491058066e-37,3.46150893597159e-47
pd_simple,positive_definite,0.1,7,14,260429112,consensus,3.0,1.0,1.9258432807641637e-09,78.85948363680208,1.0,1.0,1.0,1.0,1.0,1.0,3.708872342064478e-18,2.803824042194717e-35,4.4650550974178055e-46
pd_simple,positive_definite,0.1,7,15,260429112,consensus,3.0,1.0,5.956337922624723e-09,79.1960812376658,1.0,1.0,1.0,1.0,1.0,1.0,3.5477961448497424e-17,3.2382139993429385e-33,1.9013438210180581e-44
pd_simple,positive_definite,0.1,7,16,260429112,consensus,3.0,1.0,3.862574607796218e-10,69.67334515631848,1.0,1.0,1.0,1.0,1.0,1.0,1.4919482600792119e-19,2.3124413556098676e-36,3.85179773267244e-46
pd_simple,positive_definite,0.1,7,17,260429112,consensus,3.0,1.0,1.6773783801884688e-10,80.55685224236842,1.0,1.0,1.0,1.0,1.0,1.0,2.8135982303236673e-20,6.520443740790899e-35,5.653796881631308e-47
pd_simple,positive_definite,0.1,7,18,260429112,consensus,3.0,1.0,3.726457726520509e-09,78.4431644560756,1.0,1.0,1.0,1.0,1.0,1.0,1.3886487187544407e-17,5.408319246977959e-36,1.1923470285625285e-45
pd_simple,positive_definite,0.1,7,19,260429112,consensus,3.0,0.9999999999999991,2.9152238429802998e-08,82.8270509835979,1.0,1.0,1.0,1.0000000000000002,0.9999999999999991,0.9999999999999991,8.498530054680839e-16,7.751272661359225e-33,2.880432958165157e-44
pd_simple,positive_definite,0.1,7,20,260429112,consensus,3.0,1.0,1.02895394512639e-08,78.53054603649343,1.0,1.0,1.0,1.0,1.0,1.0,1.0587462211911632e-16,1.1925656606829279e-34,4.931855348986343e-44
pd_simple,positive_definite,0.1,7,21,260429112,consensus,3.0,1.0,2.818337766838517e-09,76.65033497539224,1.0,1.0,1.0,1.0,1.0,1.0,7.943027767988324e-18,7.342003720282873e-35,8.267641538715523e-48
pd_simple,positive_definite,0.1,7,22,260429112,consensus,3.0,1.0,6.033347365244025e-09,81.394393249091,1.0,1.0,1.0,1.0,1.0,1.0,3.640128042969701e-17,6.298232419980832e-36,1.4513305515031904e-45
pd_simple,positive_definite,0.1,7,23,260429112,consensus,3.0,1.0,8.314124191531316e-09,78.73460128075277,1.0,1.0,1.0,1.0,1.0,1.0,6.912466107220625e-17,5.410123807438009e-35,1.1922772806715265e-44
pd_simple,positive_definite,0.5,2,0,260430121,consensus,3.0,0.9999999999999978,4.7739726762820966e-08,11.849626667997022,1.0,1.0,1.0,1.0,0.9999999999999978,0.9999999999999978,2.2790815113887956e-15,1.8974913140675278e-32,1.7294731186103037e-42
pd_simple,positive_definite,0.5,2,1,260430121,consensus,3.0,1.0,2.672283967000941e-10,12.210094695345688,1.0,1.0,1.0,1.0,1.0,1.0,7.141101600290268e-20,2.8069214146242906e-35,6.321872050668661e-48
pd_simple,positive_definite,0.5,2,2,260430121,consensus,3.0,1.0,1.1237341960769809e-09,9.138230077984884,1.0,1.0,1.0,1.0,1.0,1.0,1.2627785434327788e-18,2.207629857618909e-36,3.8205722346578224e-46
pd_simple,positive_definite,0.5,2,3,260430121,consensus,3.0,1.0,1.2326363070211241e-10,6.442434329313874,1.0,1.0,1.0,1.0,1.0,1.0,1.519392265386673e-20,4.5510772270621494e-36,3.607395325071161e-47
pd_simple,positive_definite,0.5,2,4,260430121,consensus,3.0,1.0,7.296951356717548e-11,11.175049431281206,1.0,1.0,1.0,1.0,1.0,1.0,5.324549910230159e-21,6.94404798964304e-36,7.813164800763347e-49
pd_simple,positive_definite,0.5,2,5,260430121,consensus,3.0,1.0,9.0105272485917e-10,10.098414150533035,1.0,1.0,1.0,1.0,1.0,1.0,8.11896012976135e-19,7.76685806406025e-36,1.2694695581768707e-46
pd_simple,positive_definite,0.5,2,6,260430121,bipolar,3.0,0.9999999999999694,1.338284593440076e-07,1.97586989275716,-0.9999999999999388,-0.9999999999999388,0.9999999999999388,1.7511958892811535e-07,0.9999999999999694,0.9999999999999694,3.075588950823955e-14,3.4234482760953598e-31,1.5627787392119743e-41
pd_simple,positive_definite,0.5,2,7,260430121,consensus,3.0,1.0,5.309261916388513e-10,12.246150586358745,1.0,1.0,1.0,1.0,1.0,1.0,2.8188262096813387e-19,4.87676518823444e-37,4.508792960824534e-46
pd_simple,positive_definite,0.5,2,8,260430121,consensus,3.0,1.0,1.24669595311241e-09,10.4046340150161,1.0,1.0,1.0,1.0,1.0,1.0,1.5542507995068597e-18,1.3329515999409602e-36,1.832013087569996e-46
pd_simple,positive_definite,0.5,2,9,260430121,consensus,3.0,1.0,5.243942800812812e-11,11.910076118187224,1.0,1.0,1.0,1.0,1.0,1.0,2.7498936098196445e-21,3.6218383717135867e-38,3.904339976276204e-46
pd_simple,positive_definite,0.5,2,10,260430121,consensus,3.0,1.0,3.76103526461916e-09,9.841875022576152,1.0,1.0,1.0,1.0,1.0,1.0,1.414538626170891e-17,1.738961629186001e-36,1.2051406166920473e-46
pd_simple,positive_definite,0.5,2,11,260430121,consensus,3.0,1.0,3.2452082934631743e-09,12.317523642373661,1.0,1.0,1.0,1.0,1.0,1.0,1.0531376867962162e-17,2.1078580837307622e-36,1.9156331967849924e-44
pd_simple,positive_definite,0.5,2,12,260430121,bipolar,3.0,0.999999999999641,4.487683268281463e-07,2.7861519275239344,-0.9999999999992828,-0.9999999999992828,0.9999999999992828,5.989040005134834e-07,0.999999999999641,0.999999999999641,3.591882705906124e-13,3.5788859526718135e-30,1.5032754850771958e-42
pd_simple,positive_definite,0.5,2,13,260430121,bipolar,3.0,0.9999999999995555,5.116671865765823e-07,3.2536204036606007,-0.9999999999991138,-0.9999999999991138,0.9999999999991138,6.656769480873788e-07,0.9999999999995555,0.9999999999995555,4.446564071739356e-13,5.013121532110301e-30,1.057503683629355e-40
pd_simple,positive_definite,0.5,2,14,260430121,consensus,3.0,1.0,3.5168632720106793e-09,12.974672040793987,1.0,1.0,1.0,1.0,1.0,1.0,1.2368327274017664e-17,1.690490959876453e-35,2.3690210650632443e-44
pd_simple,positive_definite,0.5,2,15,260430121,consensus,3.0,1.0,6.655233937947376e-10,11.327773232986596,1.0,1.0,1.0,1.0,1.0,1.0,4.429213876880649e-19,1.3362810904546027e-34,2.377573313687142e-45
pd_simple,positive_definite,0.5,2,16,260430121,consensus,3.0,1.0,7.347166601143337e-10,9.809328782512413,1.0,1.0,1.0,1.0,1.0,1.0,5.398085706495615e-19,1.1946228596177766e-35,3.291285940430951e-46
pd_simple,positive_definite,0.5,2,17,260430121,consensus,3.0,1.0,2.4729543991204854e-10,11.79818987905224,1.0,1.0,1.0,1.0,1.0,1.0,6.115503460129323e-20,9.96928846976274e-35,4.262054961578406e-45
pd_simple,positive_definite,0.5,2,18,260430121,consensus,3.0,1.0,2.613915728809886e-10,9.259404062099549,1.0,1.0,1.0,1.0,1.0,1.0,6.83255543731971e-20,1.652608089587109e-35,1.1855515163231683e-46
pd_simple,positive_definite,0.5,2,19,260430121,consensus,3.0,1.0,1.7918815507908646e-10,12.467952341020311,1.0,1.0,1.0,1.0,1.0,1.0,3.2108394920646656e-20,3.442681917631443e-36,2.983148055525167e-46
pd_simple,positive_definite,0.5,2,20,260430121,consensus,3.0,1.0,2.4604198270269296e-09,8.314684248682763,1.0,1.0,1.0,1.0,1.0,1.0,6.053665725227228e-18,7.479957579146676e-36,1.6231360020750237e-47
pd_simple,positive_definite,0.5,2,21,260430121,consensus,3.0,1.0,4.634148280489966e-10,11.564223192896625,1.0,1.0,1.0,1.0,1.0,1.0,2.1475330285568054e-19,1.5466501222927222e-34,6.010960971945437e-46
