case,family,beta,n_tokens,trial,seed,geometry,selected_eigenvalue,selected_group_mass,speed,energy_gain,min_correlation,max_correlation,mean_abs_correlation,mean_vector_norm,extreme_eigenspace_mass,mass_0,mass_1,mass_2,mass_3
pd_simple,positive_definite,0.1,2,0,260426085,consensus,3.0,1.0,1.49946698622314e-09,2.6070965991053363,1.0,1.0,1.0,1.0,1.0,1.0,2.248401242773107e-18,1.2300956861143345e-36,9.329349515950054e-47
pd_simple,positive_definite,0.1,2,1,260426085,consensus,3.0,1.0,5.049950335215223e-10,5.184904321111876,1.0,1.0,1.0,1.0,1.0,1.0,2.550199838814004e-19,7.936036379148833e-34,3.803753905879547e-47
pd_simple,positive_definite,0.1,2,2,260426085,consensus,3.0,1.0,1.9588857827306318e-10,6.330487827693997,1.0,1.0,1.0,1.0,1.0,1.0,3.8372335097841355e-20,1.4402142417738164e-34,3.6100919015318e-44
pd_simple,positive_definite,0.1,2,3,260426085,consensus,3.0,1.0,2.1449028146167413e-09,6.266761151211906,1.0,1.0,1.0,1.0,1.0,1.0,4.600608084150817e-18,1.233604033203235e-35,2.9060514721869076e-46
pd_simple,positive_definite,0.1,2,4,260426085,consensus,3.0,1.0,2.654843337641926e-09,4.70507452400766,1.0,1.0,1.0,1.0,1.0,1.0,7.048193147421723e-18,1.4592616129251686e-34,6.909121226319555e-47
pd_simple,positive_definite,0.1,2,5,260426085,consensus,3.0,1.0,4.045586834570774e-09,5.5785352164780875,1.0,1.0,1.0,1.0,1.0,1.0,1.6366772836052367e-17,5.058855890598843e-35,5.4236759359014545e-45
pd_simple,positive_definite,0.1,2,6,260426085,consensus,3.0,1.0,7.4295264720338645e-09,5.116432171313413,1.0,1.0,1.0,1.0,1.0,1.0,5.5197863598651986e-17,9.773126925683251e-34,1.3856244851985243e-44
pd_simple,positive_definite,0.1,2,7,260426085,consensus,3.0,1.0,1.6356099296393885e-10,6.173322462775758,1.0,1.0,1.0,1.0,1.0,1.0,2.675219841934964e-20,8.990184522641684e-37,5.141089611849477e-47
pd_simple,positive_definite,0.1,2,8,260426085,consensus,3.0,1.0,5.060289849604361e-11,6.013889619821647,1.0,1.0,1.0,1.0,1.0,1.0,2.5606533362007517e-21,3.404885474572904e-35,7.12840746139874e-46
pd_simple,positive_definite,0.1,2,9,260426085,consensus,3.0,1.0,6.456577938873013e-10,4.803369935602518,1.0,1.0,1.0,1.0,1.0,1.0,4.168739868074168e-19,7.174580181150848e-36,1.382016291119058e-46
pd_simple,positive_definite,0.1,2,10,260426085,consensus,3.0,1.0,4.6640563080352666e-09,5.600042510595085,1.0,1.0,1.0,1.0,1.0,1.0,2.1753421244523533e-17,4.4891997823194737e-35,2.3633957413622703e-45
pd_simple,positive_definite,0.1,2,11,260426085,consensus,3.0,1.0,4.823709434233532e-09,5.34457927061176,1.0,1.0,1.0,1.0,1.0,1.0,2.3268172705913582e-17,2.03012338680548e-35,2.528584782422613e-45
pd_simple,positive_definite,0.1,2,12,260426085,consensus,3.0,1.0,7.2346465538754675e-09,4.9219755412098465,1.0,1.0,1.0,1.0,1.0,1.0,5.2340110759502204e-17,3.878456552312716e-35,9.761196779631132e-46
pd_simple,positive_definite,0.1,2,13,260426085,consensus,3.0,1.0,4.432929536723221e-09,4.460905256022954,1.0,1.0,1.0,1.0,1.0,1.0,1.9650864277553157e-17,9.73458326581114e-35,3.706251475082809e-46
pd_simple,positive_definite,0.1,2,14,260426085,consensus,3.0,1.0,2.678587779408855e-10,5.144299279578153,1.0,1.0,1.0,1.0,1.0,1.0,7.174832491998441e-20,5.046489015169866e-35,1.4169493677834078e-45
pd_simple,positive_definite,0.1,2,15,260426085,consensus,3.0,1.0,8.901441254547881e-10,4.32367874635008,1.0,1.0,1.0,1.0,1.0,1.0,7.923565640816694e-19,3.5759240732074414e-35,3.2399270389641e-46
pd_simple,positive_definite,0.1,2,16,260426085,consensus,3.0,0.9999999999999993,2.6328949634924556e-08,5.450997909328205,1.0,1.0,1.0,1.0,0.9999999999999993,0.9999999999999993,6.932135888783944e-16,4.195245104609652e-36,3.3013144098317195e-45
pd_simple,positive_definite,0.1,2,17,260426085,consensus,3.0,1.0,2.4657599848207353e-09,6.545264768075448,1.0,1.0,1.0,1.0,1.0,1.0,6.079972302743152e-18,8.277776027962745e-35,1.5483746614213186e-44
pd_simple,positive_definite,0.1,2,18,260426085,consensus,3.0,1.0,1.034130508185111e-08,6.347021703971279,1.0,1.0,1.0,1.0,1.0,1.0,1.0694259079591965e-16,4.243464751535725e-34,7.674722516817291e-45
pd_simple,positive_definite,0.1,2,19,260426085,consensus,3.0,1.0,1.841858126267277e-09,6.265139466508671,1.0,1.0,1.0,1.0,1.0,1.0,3.3924413572968044e-18,1.026236405434715e-35,2.8189993221998437e-45
pd_simple,positive_definite,0.1,2,20,260426085,consensus,3.0,1.0,1.2736736739028484e-10,2.8726725406385754,1.0,1.0,1.0,1.0,1.0,1.0,1.62224462759318e-20,3.011755677252272e-38,3.395421206988376e-46
