source_file,benchmark,sweep_suite,record_kind,tag,K,prompt_len,design,cond,noise_var,prior_var,depth,heads,d_head,capacity_rank,attention,head_scheme,precond,temperature,eta_multiplier,scale_linear_by_m,seed,batch_size,eval_batches,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_1,16,128,isotropic,10.0,0.02,1.0,1,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.1178703680634498,0.1207775892689824,0.1409585066139698,0.1176401497796177,0.0224226377904415,2.0706485360860825,-0.4804525449872017,0.5870361328125,0.5926328673958778,0.953369140625,0.5926328673958778,0.5721996277570724,0.6859384849667549,0.0,0.0022985562391113,16.0,1.0,1.0,1.0,2.762668760425413e-09,2.762668760425413e-09,16.0,16.0,15.739180207252502,15.739180207252502,0.1178703680634498,0.1178703680634498,1.0,-0.9285953603331646,-0.9180136431962148
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_2,16,128,isotropic,10.0,0.02,1.0,2,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.0265020674560219,0.0293430325109511,0.0492427949793636,0.0263064568862319,0.0222885340917855,0.0969615494832396,-0.4828289747238159,0.8265380859375,0.5928446352481842,0.9547119140625,0.5928446277976036,0.5722380205988884,0.6881520301103592,0.0,0.002297689410625,16.0,1.0,1.0,1.0,2.7598289209507243e-09,8.152887032153444e-09,16.0,16.0,15.73716127872467,15.73716127872467,0.1179263228550553,0.0265020674560219,0.224725565336079,-1.57672024494174,-1.5324950051922592
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_4,16,128,isotropic,10.0,0.02,1.0,4,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.0022190625313669,0.0050786975189112,0.0249189515598118,0.0022371520171873,0.0226173987612128,-0.426465779542923,-0.4758972413837909,0.9410400390625,0.5926507040858269,0.9521484375,0.5926507040858269,0.571881540119648,0.6873023957014084,0.0,0.0022965157986618,16.0,1.0,1.0,1.0,2.7598936747086356e-09,7.764929810250011e-09,16.0,16.0,15.728391885757446,15.728391885757446,0.1186251491308212,0.0022190625313669,0.0187030154675766,-2.6538304595323114,-2.29424765245584
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_8,16,128,isotropic,10.0,0.02,1.0,8,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.7839960011988296e-05,0.0029083258705213,0.0227660078089684,2.847724681487307e-05,0.0227540901396423,-0.4729423150420189,-0.4732068218290806,0.954345703125,0.592708557844162,0.9542236328125,0.5927085652947426,0.5712770521640778,0.6974717453122139,0.0,0.0022973583254497,16.0,1.0,1.0,1.0,2.7377557998420343e-09,7.683446878736788e-09,16.0,16.0,15.724835753440855,15.724835753440855,0.1176811447367072,2.7839960011988296e-05,0.0002366634487203,-4.555331392861235,-2.536356933493791
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_16,16,128,isotropic,10.0,0.02,1.0,16,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2360851120440941e-08,0.0028601177036762,0.0228231002110987,1.286870110472904e-08,0.0228230359498411,-0.4716096706688404,-0.471610601991415,0.9495849609375,0.5927271395921707,0.9495849609375,0.5927271395921707,0.5718460604548454,0.6937674582004547,0.0,0.0022982434893492,16.0,1.0,1.0,1.0,2.7723682516356263e-09,7.836392534876781e-09,16.0,16.0,15.721835374832152,15.721835374832152,0.1180093279108405,1.2360851120440941e-08,1.048188560189284e-07,-7.907951624377886,-2.543616093792206
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_32,16,128,isotropic,10.0,0.02,1.0,32,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.0527754290215333e-13,0.0028722158167511,0.0230093984864652,1.0343513951572388e-13,0.0230093980208039,-0.4672847054898739,-0.467284731566906,0.9476318359375,0.5926118344068527,0.9476318359375,0.5926118418574333,0.5724862888455391,0.6908371597528458,0.0,0.0022994910250417,16.0,1.0,1.0,1.0,2.709033192216381e-09,7.696585813121715e-09,16.0,16.0,15.708189845085144,15.708189845085144,0.1183199463412165,1.0527754290215333e-13,8.910642994009882e-13,-12.977664259715008,-2.5417829305499704
runs_attn_richardson_depth/results.csv,constructive_attention_qkv,depth_linear,row,depth_64,16,128,isotropic,10.0,0.02,1.0,64,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,8.368283093519248e-14,0.0028651896573137,0.0230376974213868,9.108940137543196e-14,0.0230376978870481,-0.466925710439682,-0.4669257029891014,0.9508056640625,0.5926656275987625,0.9508056640625,0.5926656126976013,0.572218731045723,0.6815916076302528,0.0,0.0022969676065258,16.0,1.0,1.0,1.0,2.756061406872234e-09,7.722907424678738e-09,16.0,16.0,15.713337898254396,15.713337898254396,0.1171195833012461,8.368283093519248e-14,7.144798670234076e-13,-13.077363636331288,-2.542846625215382
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh1,8,128,isotropic,10.0,0.02,1.0,16,1,1,1.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.8811198845505714,0.8825473710894585,0.916746400296688,0.9016454964876176,0.0210313270799815,20.16602063179016,-0.5120493248105049,0.26416015625,0.5725714191794395,0.9517822265625,0.5725714191794395,0.388724111020565,0.5403938516974449,0.0,0.0012122231855755,1.0,1.0,1.0,0.0,598450.453125,584683.9296875,1.0,1.0,1.0,1.0,0.8823494017124176,0.8811198845505714,0.9986067940212549,-0.0549649977665663,-0.0542619743813732
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh2,8,128,isotropic,10.0,0.02,1.0,16,1,2,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7616129666566849,0.7631814852356911,0.7791574597358704,0.7591710090637207,0.0213634567335248,16.982877731323242,-0.5047149285674095,0.2918701171875,0.5724493265151978,0.9495849609375,0.5724493190646172,0.3904857710003853,0.5561952292919159,0.0,0.0012121469335397,2.0,1.0,1.0,0.0,517169.65234375,493870.93359375,2.0,2.0,1.9956087172031405,1.9956087172031405,0.7661302089691162,0.7616129666566849,0.994103534203082,-0.118265670585361,-0.1173721741497525
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh4,8,128,isotropic,10.0,0.02,1.0,16,1,4,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.517660491168499,0.5191872045397758,0.5379006415605545,0.5153808817267418,0.0208010312635451,11.39931869506836,-0.5176814161241055,0.362548828125,0.5725429728627205,0.9505615234375,0.5725429654121399,0.3907269164919853,0.5493825823068619,0.0,0.0012113497796235,4.0,1.0,1.0,0.0,346161.49609375,315542.25390625,4.0,4.0,3.981951117515564,3.981951117515564,0.5348911806941032,0.517660491168499,0.9677656122579792,-0.2859549799327163,-0.2846760193398998
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh8,8,128,isotropic,10.0,0.02,1.0,16,1,8,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,6.5083063179212356e-12,0.0013548922725021,0.0217127320356667,7.169259923136412e-12,0.0217127462383359,-0.4962034523487091,-0.4962031058967113,0.9437255859375,0.5727203488349915,0.9437255859375,0.5727203488349915,0.3905158936977386,0.5468151792883873,0.0,0.0012108712980989,8.0,1.0,1.0,1.0,9.596325067917633e-09,2.7195621976616732e-08,8.0,8.0,7.932537794113159,7.932537794113159,0.0657900338992476,6.5083063179212356e-12,9.777731058121296e-11,-11.186532014885112,-2.8680952341753745
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh16,8,128,isotropic,10.0,0.02,1.0,16,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,6.558965718640729e-12,0.0013391320972004,0.0211804609280079,7.887625285991212e-12,0.0211804620921611,-0.5084311254322529,-0.5084310844540596,0.9483642578125,0.5724357068538666,0.9483642578125,0.5724357143044472,0.389979675412178,0.5507275983691216,0.0,0.0012118947634007,8.0,1.0,1.0,1.0,9.835907754940363e-09,2.737674931196921e-08,8.0,8.0,7.931392014026642,7.931392014026642,0.0663462402299046,6.558965718640729e-12,9.874970994262484e-11,-11.183164638993386,-2.873176580377386
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H1_dh32,8,128,isotropic,10.0,0.02,1.0,16,1,32,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.106609579641486e-12,0.0013325879262993,0.0212629945017397,8.52631421683573e-12,0.0212629903107881,-0.5061856880784035,-0.5061857961118221,0.948486328125,0.572666771709919,0.948486328125,0.5726667568087578,0.3913736492395401,0.5503388345241547,0.0,0.0012121536274207,8.0,1.0,1.0,1.0,9.845487314308345e-09,2.7272901492736423e-08,8.0,8.0,7.939636945724487,7.939636945724487,0.0661226473748683,5.106609579641486e-12,7.714721576557909e-11,-11.291867344394085,-2.875304125906048
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh1,8,128,isotropic,10.0,0.02,1.0,16,2,1,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.761550784111023,0.7625286281108856,0.7900403961539268,0.7667644917964935,0.0221659657545387,17.237767934799194,-0.4855866022408008,0.2823486328125,0.5726758316159248,0.9453125,0.5726758316159248,0.3902643211185932,0.5478791370987892,0.0,0.0012123995256843,2.0,1.0,1.0,0.0,515713.34765625,493172.28515625,1.0,1.0,1.0,1.0,0.7656738758087158,0.761550784111023,0.9946099796183812,-0.1183011303794285,-0.1177438466733846
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh2,8,128,isotropic,10.0,0.02,1.0,16,2,2,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5083766281604767,0.5098741687834263,0.5200032256543636,0.4999829344451427,0.0213176670949906,10.991314172744753,-0.5053486973047256,0.3568115234375,0.5725269988179207,0.9500732421875,0.5725270137190819,0.3908107317984104,0.5512542501091957,0.0,0.0012116073048673,4.0,1.0,1.0,0.0,336499.0390625,307676.01171875,2.0,2.0,1.995377540588379,1.995377540588379,0.5254889130592346,0.5083766281604767,0.9674340929963786,-0.2938144236850135,-0.2925369896779193
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh4,8,128,isotropic,10.0,0.02,1.0,16,2,4,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.641449953670483e-12,0.0013399274321272,0.0212699088733643,1.0413935366175922e-11,0.0212699028197675,-0.5066656321287155,-0.5066657364368439,0.9508056640625,0.5725096017122269,0.9508056640625,0.5725096091628075,0.3907468356192112,0.5534785687923431,0.0,0.0012125785870011,8.0,1.0,1.0,1.0,9.681817569884288e-09,2.7415699932475945e-08,4.0,4.0,3.9829406291246414,3.9829406291246414,0.0668523134663701,5.641449953670483e-12,8.490414956448207e-11,-11.24860926021024,-2.872918721545701
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh8,8,128,isotropic,10.0,0.02,1.0,16,2,8,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.425489078185811e-12,0.0013481236092047,0.021519444650039,4.4350877679601156e-12,0.0215194346383214,-0.5008787214756012,-0.5008789598941803,0.9462890625,0.5723467394709587,0.9462890625,0.5723467394709587,0.3902331851422786,0.5493185967206955,0.0,0.001211949813296,8.0,1.0,1.0,1.0,9.739772877104258e-09,2.7001690217076657e-08,4.0,4.0,4.467176198959351,4.467176198959351,0.0662312814965844,5.425489078185811e-12,8.271026380659299e-11,-11.265561106441,-2.870270285594179
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh16,8,128,isotropic,10.0,0.02,1.0,16,2,16,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,3.730541944151414e-12,0.0013493132282746,0.0213566392194479,4.0787735873255154e-12,0.0213566361926496,-0.504523515701294,-0.5045235715806484,0.9495849609375,0.5726530030369759,0.9495849609375,0.5726530104875565,0.3904980085790157,0.5543320700526237,0.0,0.0012125903740525,8.0,1.0,1.0,1.0,9.741051965050929e-09,2.6419110676911828e-08,4.0,4.0,4.465441405773163,4.465441405773163,0.0655202232301235,3.730541944151414e-12,5.6671413518024383e-11,-11.42822807267985,-2.869887221921325
runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H2_dh32,8,128,isotropic,10.0,0.02,1.0,16,2,32,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,3.4388546697738938e-12,0.0013482356735039,0.0211349781602621,4.0809444175728466e-12,0.0211349746678024,-0.5094762593507767,-0.5094763189554214,0.94873046875,0.57260612398386,0.94873046875,0.57260612398386,0.3900202959775924,0.5404420271515846,0.0,0.0012125383509555,8.0,1.0,1.0,1.0,9.721035199028451e-09,2.7200972585461614e-08,4.0,4.0,4.470116525888443,4.470116525888443,0.0662995725870132,3.4388546697738938e-12,5.1828950761195677e-11,-11.4635861776089,-2.8702341858747613
