sweep_name,source_file,run_id,seed,K,prompt_len,design,cond,noise_var,prior_var,depth,precond,heads,d_head,capacity_rank,precond_rank,eta_mean,kappa_mean,eig_min_mean,eig_max_mean,contraction_radius_mean,contraction_radius_max,beta_mse_true,beta_mse_post,pred_mse_y,mean_mse_exact,var_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_first_resid_norm,layer_last_resid_norm
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,3.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,1.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022985562391113,3.7085907757282257,186.49273872375488,685.9468002319336,0.5721996277570724,0.6859384849667549,0.1207775920629501,0.1178703671321272,0.1409585028886795,0.1176401479169726,5.466641042062292e-07,0.0224226377904415,2.1475648283958435,-0.4804525449872017,0.5804443359375,0.5852178037166595,0.953369140625,0.5926328673958778,0.1178703671321272,0.1178703671321272,1659.7232666015625,1659.7232666015625
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,1003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,2.0,scalar_opt,4.0,1.0,4.0,0.0,0.002297689410625,3.708560436964035,186.54694747924805,686.2000427246094,0.5722380205988884,0.6881520301103592,0.0293430320452898,0.0265020681545138,0.0492427945137023,0.0263064559549093,2.1145647899345482e-07,0.0222885340917855,0.1096676085144281,-0.4828289747238159,0.822509765625,0.5877325013279915,0.9547119140625,0.5928446277976036,0.1179263237863779,0.0265020681545138,1669.5110931396484,563.4325714111328
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,2003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,4.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022965157986618,3.7048473954200745,186.7928771972656,686.4059371948242,0.571881540119648,0.6873023957014084,0.0050786976353265,0.0022190625604707,0.0249189517926424,0.0022371526865754,1.3826549460915773e-08,0.0226173987612128,-0.4261835254728794,-0.4758972413837909,0.9405517578125,0.5914523676037788,0.9521484375,0.5926507040858269,0.1186251509934663,0.0022190625604707,1670.5717163085938,140.7382984161377
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,3003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022973583254497,3.698679059743881,186.9849739074707,685.9033126831055,0.5712770521640778,0.6974717453122139,0.0029083258996251,2.783993886623648e-05,0.0227660082746297,2.847718656084908e-05,1.3781328508932766e-10,0.0227540901396423,-0.4729478619992733,-0.4732068218290806,0.9542236328125,0.592607319355011,0.9542236328125,0.5927085652947426,0.1176811456680297,2.783993886623648e-05,1664.541015625,13.683309555053713
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,4003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022982434893492,3.7043635547161102,186.6843223571777,685.8558044433594,0.5718460604548454,0.6937674582004547,0.002860117558157,1.2360469425765077e-08,0.02282310067676,1.2867262144666824e-08,6.300542600395486e-14,0.0228230359498411,-0.4716096743941307,-0.471610601991415,0.9495849609375,0.5927258133888245,0.9495849609375,0.5927271395921707,0.118009328842163,1.2360469425765077e-08,1668.3786926269531,0.2058929037302732
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,5003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,32.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022994910250417,3.71140319108963,186.29438018798828,685.7579727172852,0.5724862888455391,0.6908371597528458,0.0028722160204779,4.6475241342690656e-14,0.0230093970894813,4.558264945781886e-14,3.7184746384463785e-19,0.0230093980208039,-0.4672847390174866,-0.467284731566906,0.9476318359375,0.5926118418574333,0.9476318359375,0.5926118418574333,0.1183199454098939,4.6475241342690656e-14,1664.0371704101562,0.0001530194731458
sweep_depth,runs_constructive_depth/sweep_depth_1780400033/results.csv,6003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,64.0,scalar_opt,4.0,1.0,4.0,0.0,0.0022969676065258,3.7078934609889984,186.6086082458496,686.4346542358398,0.572218731045723,0.6815916076302528,0.0028651897446252,2.484136087818286e-14,0.0230376969557255,3.0301515674201846e-14,2.685094442796132e-19,0.0230376978870481,-0.4669256955385208,-0.4669257029891014,0.9508056640625,0.5926656275987625,0.9508056640625,0.5926656126976013,0.117119581438601,2.484136087818286e-14,1663.583526611328,7.549673591711326e-05
sweep_prompt,runs_constructive_prompt_scaling/sweep_prompt_1780400042/results.csv,3.5,0.0,16.0,16.0,isotropic,10.0,0.02,1.0,64.0,scalar_opt,4.0,1.0,4.0,0.0,0.0117136250482872,155.1729907989502,1.1388898342847824,172.6696319580078,0.9866674616932868,0.9922812432050704,0.157430900260806,0.0146729388507083,0.1747461874037981,0.0143639812013134,0.0029684675391763,0.1621922254562378,0.5096279866993427,0.4310193881392479,0.907470703125,1.351119726896286,0.9478759765625,1.5177913755178452,0.394669197499752,0.0146729388507083,274.3102302551269,60.53122520446777
sweep_prompt,runs_constructive_prompt_scaling/sweep_prompt_1780400042/results.csv,1003.5,0.0,16.0,32.0,isotropic,10.0,0.02,1.0,64.0,scalar_opt,4.0,1.0,4.0,0.0,0.00740821036743,21.08862400054932,13.1901433467865,259.54039764404297,0.9027702361345292,0.9664207473397256,0.0202573384158313,1.3169958720027353e-05,0.0404097270220518,1.33595838178735e-05,2.4878965554364644e-08,0.0404002992436289,-0.1998125817626714,-0.1999412588775158,0.9471435546875,0.7814496383070946,0.9473876953125,0.7817692533135414,0.3380782268941402,1.3169958720027353e-05,474.8493270874024,1.108755238354206
sweep_prompt,runs_constructive_prompt_scaling/sweep_prompt_1780400042/results.csv,2003.5,0.0,16.0,64.0,isotropic,10.0,0.02,1.0,64.0,scalar_opt,4.0,1.0,4.0,0.0,0.0042456063092686,6.963098049163818,60.616089820861816,412.90593338012695,0.7434373944997787,0.8654246628284454,0.0066923781996592,7.378246844160017e-11,0.0267402899917215,3.4225504442803208e-12,2.65745999289196e-16,0.026740287663415,-0.3952143751084804,-0.3952144421637058,0.954345703125,0.6406257227063179,0.954345703125,0.6406257301568985,0.2091838419437408,7.378246844160017e-11,875.355354309082,0.0003258150281908
