suite,K,M,M_over_K,cond,depth,identity_mse_z_primal_vs_dual,identity_rel_z_primal_vs_dual,z_star_mse_true,cond_H_mean,dual_unprecond_mse,dual_diag_mse,dual_rowsum_abs_mse,dual_softmax_exp_mse,dual_signed_relu_mse,primal_scalar_opt_mse,primal_jacobi_mse,step,train_cond,eval_cond,loss,eval_mse_post,eval_mse_true,eval_rel_post,dual_diag_same_depth_mse,primal_jac_same_depth_mse,layer0_mse,layerlast_mse,score_corr_linear_kernel,attn_entropy_last
dual_primal_sweep,8.0,16.0,2.0,1000.0,4.0,2.7314329183875108e-12,1.8377757555754213e-06,0.1112354975193739,724.4578857421875,0.4478125646710396,0.3067729249596596,0.3243236020207405,156.62407302856445,0.3243236020207405,0.4467463716864586,0.8417979776859283,,,,,,,,,,,,,
dual_primal_sweep,8.0,16.0,2.0,1000.0,8.0,2.779536041434827e-12,1.846681527695182e-06,0.1093489043414592,725.4137268066406,0.3646919056773186,0.2337454929947853,0.254439927637577,360.2932891845703,0.254439927637577,0.3627674952149391,0.2602473609149456,,,,,,,,,,,,,
dual_primal_sweep,8.0,16.0,2.0,1000.0,16.0,2.819797292798881e-12,1.863963206005792e-06,0.1048456933349371,728.1376495361328,0.2981229126453399,0.1686342544853687,0.1879374757409095,702.5611877441406,0.1879374794661998,0.2942870110273361,0.0363307734951376,,,,,,,,,,,,,
dual_primal_sweep,8.0,16.0,2.0,1000.0,32.0,2.9751406416603232e-12,1.898043251458148e-06,0.1093783192336559,716.9806823730469,0.2272095419466495,0.1119738761335611,0.1277468390762806,1041.5576171875,0.1277468390762806,0.220434982329607,0.0033728962880559,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,10.0,4.0,8.606062233294451e-13,9.702863223992608e-07,0.0015225161914713,19.661776065826416,0.2042710557579994,0.1347489729523658,0.1720443554222583,314.0724182128906,0.1720443554222583,0.1441548243165016,0.0513517940416932,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,10.0,8.0,8.680149291397446e-13,9.69899701885879e-07,0.0015195445157587,19.612715244293213,0.1571966335177421,0.0533273536711931,0.0768348909914493,1066.5130004882812,0.0768348928540945,0.0575209371745586,0.0082299604546278,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,10.0,16.0,8.552401002019996e-13,9.647621936892392e-07,0.0015003377338871,19.726099967956543,0.1226383689790964,0.0141836907714605,0.0237773647531867,2715.9732666015625,0.0237773647531867,0.0122558556031435,0.0005233089832472,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,10.0,32.0,8.730153915319921e-13,9.737696871070511e-07,0.0015453023661393,19.7988543510437,0.1160447783768177,0.002087220607791,0.0038333526463247,5404.714721679688,0.0038333530537784,0.0010706537577789,1.0733204362622928e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,100.0,4.0,1.389943471733976e-12,1.244886817630686e-06,0.0066042387625202,145.0925178527832,0.4404892474412918,0.3271803632378578,0.3575946912169456,474.2332305908203,0.3575946986675262,0.4286435693502426,0.1378325186669826,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,100.0,8.0,1.3965302980874228e-12,1.2484783553645684e-06,0.0063861231319606,143.67983627319336,0.3357794731855392,0.2222793512046337,0.2548699751496315,1307.8694763183594,0.2548699751496315,0.3127884417772293,0.0256953812204301,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,100.0,16.0,1.4298488066298576e-12,1.2462942038382607e-06,0.00651072175242,143.5907974243164,0.248989813029766,0.1352408081293106,0.1631916984915733,2971.467712402344,0.1631917022168636,0.2076124362647533,0.0016337585402652,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,100.0,32.0,1.4337718837707793e-12,1.2368062414225278e-06,0.0063289504032582,146.81679916381836,0.174199853092432,0.0668137148022651,0.0862310640513897,4939.205810546875,0.0862310659140348,0.1108822766691446,1.847630687734636e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,1000.0,4.0,3.294697088936094e-12,1.934595587727017e-06,0.045041880570352,842.8306732177734,0.5160765796899796,0.3784475177526474,0.4018545299768448,595.5740966796875,0.4018545299768448,0.514695554971695,0.4062725380063057,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,1000.0,8.0,3.254382277984719e-12,1.9361357317393413e-06,0.0446695089340209,845.821533203125,0.4389250129461288,0.2897286564111709,0.3177184611558914,1567.8524475097656,0.3177184611558914,0.435923732817173,0.0551404654979705,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,1000.0,16.0,3.2961528471930897e-12,1.9696435913374444e-06,0.0433571571484208,839.921875,0.3657390102744102,0.2193614467978477,0.2473221309483051,3008.0337524414062,0.2473221272230148,0.359811395406723,0.0023217926500365,,,,,,,,,,,,,
dual_primal_sweep,8.0,32.0,4.0,1000.0,32.0,3.214668819768313e-12,1.931347128447669e-06,0.0431973747909069,842.5136566162109,0.2906278893351555,0.1480708755552768,0.1729375161230564,4587.1641845703125,0.172937523573637,0.2792691960930824,1.0564262197476635e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,10.0,4.0,2.894227121418708e-12,1.814620446793924e-06,0.0006342578853946,13.83996844291687,0.1836621984839439,0.0991371963173151,0.143439520150423,1286.6852722167969,0.1434395164251327,0.1045137625187635,0.011582346400246,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,10.0,8.0,2.9736445510825105e-12,1.8133436014977635e-06,0.0006315677601378,13.87062120437622,0.1369604468345642,0.0305489348247647,0.0541730485856533,4298.257568359375,0.0541730523109436,0.0299787954427301,0.0005983590381219,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,10.0,16.0,2.889277359030551e-12,1.7843546800122567e-06,0.0006255024636629,13.838784217834473,0.1194661781191825,0.0043789773480966,0.0106775108724832,10903.537353515623,0.0106775115709751,0.0032164161675609,3.6953152289243008e-06,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,10.0,32.0,2.930946989016664e-12,1.8096549752044664e-06,0.0006375449447659,13.898373126983644,0.1179211679846048,0.0004100851656403,0.0009228350390912,22219.6708984375,0.0009228350972989,8.724127837922424e-05,1.3120150105239148e-09,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,100.0,4.0,5.464846457303718e-12,2.4331446866199258e-06,0.0025103445514105,119.57003211975098,0.4443992674350738,0.3174510672688484,0.3541400507092476,2079.0372619628906,0.3541400507092476,0.4291185587644577,0.0376963261514902,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,100.0,8.0,5.449368820770184e-12,2.46848321694415e-06,0.0025248284800909,119.22195625305176,0.3424060419201851,0.2122079394757747,0.2502086013555527,5644.7698974609375,0.2502086013555527,0.3134140223264694,0.001871387095889,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,100.0,16.0,5.586440706729923e-12,2.488191910288151e-06,0.0025056920712813,118.6007843017578,0.2384415827691555,0.115076620131731,0.1470689848065376,12259.630859375,0.1470689848065376,0.1889895275235176,9.983163863580558e-06,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,100.0,32.0,5.598734258323301e-12,2.5001316998896077e-06,0.0025965778622776,118.4491958618164,0.1635480299592018,0.051831061951816,0.0731973759829998,19793.67333984375,0.0731973759829998,0.0911897681653499,3.0261765315842126e-09,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,1000.0,4.0,2.263586150116903e-11,4.958077056471666e-06,0.0176102649420499,917.0809631347656,0.5580873042345047,0.4128966480493545,0.4392893984913826,2483.9986572265625,0.4392893984913826,0.5564573854207993,0.1276599131524562,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,1000.0,8.0,2.4316526223144838e-11,5.188256977817218e-06,0.0178923355415463,920.8292388916016,0.4781748950481415,0.322166383266449,0.3518591448664665,6642.6771240234375,0.3518591448664665,0.4747154489159584,0.0051493797218427,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,1000.0,16.0,2.2759797952548452e-11,4.97132475629769e-06,0.0179417934268713,914.4964447021484,0.400083027780056,0.2463485300540924,0.2783888280391693,12519.2705078125,0.2783888205885887,0.3933366611599922,2.336739362363005e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,64.0,8.0,1000.0,32.0,2.173553437928577e-11,4.887572345069202e-06,0.017249112483114,920.355499267578,0.322620041668415,0.1764017827808857,0.2071649581193924,18363.8271484375,0.2071649581193924,0.3100450932979584,7.218427910959946e-09,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,10.0,4.0,9.748511026197448e-12,3.2483666814187018e-06,0.000291734599159,11.741070032119753,0.1752551160752773,0.0835570152848959,0.1340831853449344,5353.5567626953125,0.1340831853449344,0.0869467258453369,0.0019356907578185,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,10.0,8.0,9.798734523433494e-12,3.268824286806193e-06,0.0002906564477598,11.733889818191528,0.1279660314321518,0.0208004266023635,0.0440895669162273,16726.789794921875,0.0440895641222596,0.0194822982884943,1.6582975376877584e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,10.0,16.0,9.77910439257934e-12,3.2612675227028376e-06,0.0002897989834309,11.694167613983154,0.1225809194147586,0.0020568332110997,0.0069216049741953,44825.935546875,0.0069216050906106,0.0013516000763047,7.2822345931200524e-09,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,10.0,32.0,1.0072048230169715e-11,3.351120199113211e-06,0.0002984969105455,11.713339567184448,0.1189842391759157,0.0001563282821734,0.0003703955953824,90858.833984375,0.0003703956390381,1.3647061450683395e-05,3.3455427183193716e-14,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,100.0,4.0,1.5225680525393637e-11,4.107420636501047e-06,0.0010803633776959,108.18419456481934,0.4379637986421585,0.3163672238588333,0.3554584756493568,7918.500732421875,0.3554584681987762,0.4221871122717857,0.0058602722128853,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,100.0,8.0,1.5501924830602087e-11,4.12443921504746e-06,0.0011367499828338,109.24603652954102,0.3406125605106354,0.2067069262266159,0.2475533336400985,23060.1201171875,0.2475533299148082,0.3090837076306343,6.791801661165664e-05,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,100.0,16.0,1.5572691573761954e-11,4.144652621107525e-06,0.0011630325170699,108.57178497314452,0.2371341362595558,0.1107177566736936,0.1452207453548908,48768.4208984375,0.1452207528054714,0.1847263053059578,2.7106814792787762e-08,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,100.0,32.0,1.5152329477935433e-11,4.078533834217524e-06,0.001133620593464,108.80703926086426,0.1695723198354244,0.0446982225403189,0.0682721845805645,84331.337890625,0.0682721883058548,0.0873571168631315,9.327451937451819e-14,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,1000.0,4.0,6.337854373261731e-11,8.321825362145319e-06,0.0075341876363381,956.8206329345704,0.5951584428548813,0.4505123347043991,0.4781857579946518,9774.984375,0.4781857579946518,0.5934795141220093,0.0262948093004524,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,1000.0,8.0,6.466173430030864e-11,8.26918585516978e-06,0.0076824480202049,956.3580627441406,0.5082605332136154,0.3503685146570205,0.3833800554275512,25891.9541015625,0.3833800554275512,0.5047112926840782,0.0002800587390083,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,1000.0,16.0,6.242795343169849e-11,8.20686022962036e-06,0.0074447188526391,959.0715637207032,0.4256430864334106,0.2709241658449173,0.3068049252033233,48996.7880859375,0.3068049252033233,0.4189285710453987,1.2228015755511026e-07,,,,,,,,,,,,,
dual_primal_sweep,8.0,128.0,16.0,1000.0,32.0,6.444483315048988e-11,8.294855661006295e-06,0.0075584904989227,954.039581298828,0.3584446460008621,0.1944769285619259,0.2290770448744297,75925.650390625,0.22907704859972,0.3439052626490593,5.3673548827573413e-14,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,10.0,4.0,3.245381047234375e-11,5.926149924562196e-06,0.0001358281697321,10.823030471801758,0.1640548557043075,0.0764681473374366,0.1293840706348419,20809.28125,0.129384072497487,0.0779740642756223,0.0002379772231506,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,10.0,8.0,3.185466387195524e-11,5.938312483522168e-06,0.0001398426938976,10.76732301712036,0.127342464402318,0.0158536722883582,0.0382947213947773,65058.52734375,0.0382947213947773,0.0146112567745149,4.736863559173799e-07,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,10.0,16.0,3.185958181300963e-11,5.952496735517343e-06,0.0001378320739604,10.813617706298828,0.123368227854371,0.0012252963206265,0.0053365245694294,179463.359375,0.0053365245694294,0.0007830054382793,8.76325477027623e-12,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,10.0,32.0,3.128777965877294e-11,5.846394174113812e-06,0.0001378370216116,10.817423105239868,0.1188599523156881,7.168762931542005e-05,0.0002116195355483,363145.046875,0.0002116195682901,3.988149956057896e-06,1.0889291669025991e-14,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,100.0,4.0,4.2726729272690716e-11,6.824964884799556e-06,0.0005342913354979,104.14369201660156,0.4475466310977936,0.320075623691082,0.3620810881257057,32219.71826171875,0.3620810806751251,0.4309922158718109,0.0008255656284745,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,100.0,8.0,4.2674913082463295e-11,6.7570589408205706e-06,0.000541735716979,104.48123741149902,0.3352964222431183,0.2028051801025867,0.2455408498644828,91886.880859375,0.2455408498644828,0.3033964857459068,1.3717466060825243e-06,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,100.0,16.0,4.208703090896604e-11,6.835881549704936e-06,0.000540656823432,104.07357215881348,0.239256240427494,0.1059935092926025,0.1420181542634964,201985.84765625,0.1420181579887867,0.1827154606580734,2.7246871859426536e-11,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,100.0,32.0,4.4245218600025276e-11,6.874359428366006e-06,0.0005253480339888,104.17159461975098,0.179531380534172,0.0436894362792372,0.0692817624658346,351854.5703125,0.0692817606031894,0.0888433028012514,1.4043997271405904e-14,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,1000.0,4.0,1.535048893552826e-10,1.2929998092658934e-05,0.0035553623456507,977.9491271972656,0.6280107349157333,0.4684589803218841,0.4973591715097427,43343.3623046875,0.4973591715097427,0.626104474067688,0.0042054809746332,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,1000.0,8.0,1.551025453905286e-10,1.3053490647507717e-05,0.0034869892988353,980.023681640625,0.5325583517551422,0.373061940073967,0.4069776087999344,105038.5859375,0.4069776087999344,0.5288952887058258,6.563021315741935e-06,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,1000.0,16.0,1.5370543032799944e-10,1.2742259059450587e-05,0.0034430097439326,974.9588012695312,0.449779063463211,0.2837662249803543,0.32103131711483,208543.6796875,0.32103131711483,0.4422020763158798,6.902558299243243e-11,,,,,,,,,,,,,
dual_primal_sweep,8.0,256.0,32.0,1000.0,32.0,1.5602464806252492e-10,1.3098777571940444e-05,0.0033721887157298,978.2695922851562,0.3649450838565826,0.204909261316061,0.2419253475964069,296056.859375,0.2419253475964069,0.3509496971964836,2.282950262142455e-14,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,10.0,4.0,2.0082421402917158e-11,6.048329282748455e-06,0.5032137036323547,280.07554626464844,0.0804796144366264,0.0742102824151516,0.0834949761629104,7.438213109970093,0.0834949761629104,0.1068881154060363,0.2146207876503467,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,10.0,8.0,2.0325288327405208e-11,6.039961249371117e-06,0.5145348533987999,280.1634292602539,0.0361114079132676,0.0342735089361667,0.0415808353573083,26.30165433883667,0.0415808362886309,0.0730565823614597,0.1969151049852371,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,10.0,16.0,2.062736873670312e-11,6.052974072190409e-06,0.5009133294224739,279.0530319213867,0.0122559582814574,0.012492093257606,0.0164761869236826,70.71336555480957,0.0164761876221746,0.0572296036407351,0.170863751322031,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,10.0,32.0,2.0595407757700857e-11,6.078300316403329e-06,0.5149691551923752,282.27628326416016,0.0025196421775035,0.0032569678151048,0.004646512446925,137.36993026733398,0.0046465133782476,0.0415194546803832,0.1228198632597923,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,100.0,4.0,1.3358413333830475e-11,4.825970222555043e-06,0.504865936934948,344.27698516845703,0.1326013728976249,0.1123458873480558,0.1202867645770311,9.25473141670227,0.1202867645770311,0.1445345729589462,0.6027751117944717,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,100.0,8.0,1.26423285902455e-11,4.773625164489204e-06,0.5077620446681976,348.38184356689453,0.0850069280713796,0.0676936227828264,0.0755430627614259,29.87002658843994,0.0755430646240711,0.1052620131522417,0.5345034599304199,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,100.0,16.0,1.3174972397778095e-11,4.8189685912802815e-06,0.5037178918719292,349.3236618041992,0.0432758554816246,0.0344108520075678,0.0397746628150343,73.19857978820801,0.0397746646776795,0.0732843112200498,0.4056338593363762,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,100.0,32.0,1.2700535935439294e-11,4.772949182552111e-06,0.5200021862983704,350.10621643066406,0.0155665641650557,0.0135573630686849,0.0165745383128523,129.25412368774414,0.0165745401754975,0.0491396337747573,0.2295592948794365,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,1000.0,4.0,6.822344880870468e-12,3.417516154513578e-06,0.5280342400074005,412.13671875,0.1693920791149139,0.1350963786244392,0.142149519175291,11.482556581497192,0.1421495229005813,0.1738570369780063,0.976963222026825,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,1000.0,8.0,6.678842483405501e-12,3.412818898596015e-06,0.5189067423343658,406.6978912353516,0.1218864899128675,0.0904867220669984,0.0979459956288337,34.044249534606934,0.0979459956288337,0.13061398640275,0.7306764125823975,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,1000.0,16.0,6.576421373617747e-12,3.398730257231364e-06,0.5182738751173019,411.3035125732422,0.0781962126493454,0.0553498351946473,0.0611485978588461,72.12177848815918,0.0611485997214913,0.0921062268316745,0.4106500148773193,,,,,,,,,,,,,
dual_primal_sweep,16.0,8.0,0.5,1000.0,32.0,6.358878050852224e-12,3.3648785233708622e-06,0.520277813076973,407.74915313720703,0.0424271700903773,0.0270508909597992,0.0306413415819406,126.76490020751952,0.0306413443759083,0.0621252125129103,0.2070648223161697,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,10.0,4.0,1.1855451516329383e-11,3.282737964127591e-06,0.0881973095238208,376.70581817626953,0.2442451380193233,0.2446962669491768,0.27421385794878,25.500048637390137,0.27421385794878,0.2442451231181621,0.2866902127861976,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,10.0,8.0,1.2385758434499404e-11,3.3416071119063417e-06,0.0877364370971918,381.3061218261719,0.1767556071281433,0.166212897747755,0.1916198767721653,93.54511070251463,0.1916198767721653,0.1767556108534336,0.2097442224621772,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,10.0,16.0,1.1908093651771812e-11,3.252886472182581e-06,0.0879291221499443,378.32743072509766,0.1153577044606208,0.0973835941404104,0.1176964715123176,263.2077865600586,0.1176964752376079,0.1153575610369443,0.1341335587203502,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,10.0,32.0,1.2154891459656423e-11,3.275196490903909e-06,0.0889979321509599,380.742431640625,0.0716400444507598,0.0495537556707859,0.0627887677401304,573.9569549560547,0.0627887696027755,0.071640346199274,0.0761731881648302,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,100.0,4.0,6.823105557114684e-12,2.7484695692692185e-06,0.1376670636236667,551.2607574462891,0.3118709549307823,0.2910273224115371,0.3116439506411552,37.62587261199951,0.3116439580917358,0.3118710145354271,0.6526792347431183,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,100.0,8.0,6.970584049206807e-12,2.752604643774248e-06,0.1413891464471817,550.0154266357422,0.2306733131408691,0.2133398354053497,0.2339364662766456,112.45822143554688,0.2339364662766456,0.2306734099984169,0.474253199994564,,,,,,,,,,,,,
dual_primal_sweep,16.0,16.0,1.0,100.0,16.0,7.207134628678391e-12,2.788686913390848e-06,0.1398504115641117,555.399169921875,0.1638433188199997,0.1422970183193683,0.1594695001840591,304.6084747314453,0.1594695001840591,0.1638437062501907,0.304399162530899,,,,,,,,,,,,,
