source_file,benchmark,sweep_suite,record_kind,task,tag,prompt_len,noise_var,method,temperature,eb_dim,eb_prior,eb_mixture_sep,seed,mean_mse_emp,mean_mse_true,var_mse_emp,nll,exact_nll,attn_entropy,max_weight,K,design,cond,prior_var,depth,heads,d_head,capacity_rank,head_scheme,precond,projection_correction,softmax_vector_scale,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,attn_entropy_first,attn_entropy_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true,capacity_regime
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_16,16,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.0006997227355896,0.6727825179696083,0.0009365336809423,15.350659728050232,14.805202603340147,0.0190170007990673,0.9919375851750374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_32,32,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.0008855519627104,0.4791861735284328,0.0009918013165588,10.46841025352478,9.919700622558594,0.0312098597642034,0.9868160858750344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_64,64,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.0009858770717983,0.3409063555300236,0.0008228987353504,7.087888479232788,6.5684913992881775,0.0459263972006738,0.980541318655014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_128,128,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.0011610352521529,0.2507570367306471,0.0007094683387549,4.850461304187775,4.342902064323425,0.0723352944478392,0.9701013267040252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_256,256,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.0011782473447965,0.1817406378686428,0.00050395416838,3.216639757156372,2.8089007139205933,0.1018203031271696,0.9579811841249466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_eb/results.csv,unified_softmax_richardson,eb_prompt,row,eb_denoise,prompt_512,512,0.02,softmax_eb,0.5,4.0,gaussian_mixture,2.0,0,0.001213605646626,0.1350409965962171,0.000417439132434,2.0904326736927032,1.72809000313282,0.1476099342107772,0.9399634599685668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_unified_linear_richardson/results.csv,unified_softmax_richardson,linear_depth,row,weak_inverse,depth_1,128,0.02,linear_richardson,0.5,,,,0,,,,,,,,16.0,isotropic,10.0,1.0,1.0,1.0,16.0,16.0,coordinate,scalar_opt,none,context,0.1178703680634498,0.1207775892689824,0.1409585066139698,0.1176401497796177,0.0224226377904415,2.0706485360860825,-0.4804525449872017,0.5870361328125,0.5926328673958778,0.953369140625,0.5926328673958778,0.5721996277570724,0.6859384849667549,0.0,0.0022985562391113,16.0,1.0,1.0,1.0,2.7626687881809886e-09,2.7626687881809886e-09,16.0,16.0,15.739180207252502,15.739180207252502,0.0,0.0,0.1178703680634498,0.1178703680634498,1.0,-0.9285953603331646,-0.9180136431962148,
data/transformers/runs_unified_linear_richardson/results.csv,unified_softmax_richardson,linear_depth,row,weak_inverse,depth_2,128,0.02,linear_richardson,0.5,,,,0,,,,,,,,16.0,isotropic,10.0,1.0,2.0,1.0,16.0,16.0,coordinate,scalar_opt,none,context,0.0265020674560219,0.0293430325109511,0.0492427949793636,0.0263064568862319,0.0222885340917855,0.0969615494832396,-0.4828289747238159,0.8265380859375,0.5928446352481842,0.9547119140625,0.5928446277976036,0.5722380205988884,0.6881520301103592,0.0,0.002297689410625,16.0,1.0,1.0,1.0,2.7598288931951487e-09,8.152886810108841e-09,16.0,16.0,15.73716127872467,15.73716127872467,0.0,0.0,0.1179263228550553,0.0265020674560219,0.224725565336079,-1.57672024494174,-1.5324950051922592,
data/transformers/runs_unified_linear_richardson/results.csv,unified_softmax_richardson,linear_depth,row,weak_inverse,depth_4,128,0.02,linear_richardson,0.5,,,,0,,,,,,,,16.0,isotropic,10.0,1.0,4.0,1.0,16.0,16.0,coordinate,scalar_opt,none,context,0.0022190625313669,0.0050786975189112,0.0249189515598118,0.0022371520171873,0.0226173987612128,-0.426465779542923,-0.4758972413837909,0.9410400390625,0.5926507040858269,0.9521484375,0.5926507040858269,0.571881540119648,0.6873023957014084,0.0,0.0022965157986618,16.0,1.0,1.0,1.0,2.7598936191974843e-09,7.764929477183102e-09,16.0,16.0,15.728391885757446,15.728391885757446,0.0,0.0,0.1186251491308212,0.0022190625313669,0.0187030154675766,-2.6538304595323114,-2.29424765245584,
data/transformers/runs_unified_linear_richardson/results.csv,unified_softmax_richardson,linear_depth,row,weak_inverse,depth_8,128,0.02,linear_richardson,0.5,,,,0,,,,,,,,16.0,isotropic,10.0,1.0,8.0,1.0,16.0,16.0,coordinate,scalar_opt,none,context,2.7839960011988296e-05,0.0029083258705213,0.0227660078089684,2.847724681487307e-05,0.0227540901396423,-0.4729423150420189,-0.4732068218290806,0.954345703125,0.592708557844162,0.9542236328125,0.5927085652947426,0.5712770521640778,0.6974717453122139,0.0,0.0022973583254497,16.0,1.0,1.0,1.0,2.737755883108761e-09,7.68344698975909e-09,16.0,16.0,15.724835753440855,15.724835753440855,0.0,0.0,0.1176811447367072,2.7839960011988296e-05,0.0002366634487203,-4.555331392861235,-2.536356933493791,
