source_file,benchmark,experiment,record_kind,run_id,seed,norm,d_h,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,K,n_ctx,task,depth,normalized,pred_mse,mean_mse,var_mse,exact_mse,kappa,resid_last,benchmark_family,step,loss,train_context,eval_context,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,0.0,0.0,softmax,4.0,0.1,1.0,False,True,True,linear,300.0,0.3393921256065368,7.78117036819458,0.0950724333524704,0.0126320309937,1.5497969388961792,1.583661675453186,1.1491003036499023,1.586210012435913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,0.0,1.0,softmax,4.0,0.1,1.0,False,True,True,linear,300.0,0.2086503803730011,12.178192138671877,0.0746959149837493,0.0494883991777896,2.0961735248565674,2.1849164962768555,1.0862295627593994,1.6311984062194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,1.0,1000.0,softmax,4.0,0.2,1.0,False,True,True,linear,300.0,0.33955979347229,8.508459091186523,0.0854650288820266,0.015788547694683,1.614648461341858,1.6023422479629517,1.1518948078155518,1.5200495719909668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,1.0,1001.0,softmax,4.0,0.2,1.0,False,True,True,linear,300.0,0.0825331062078476,8.577448844909668,0.0116304066032171,0.046557180583477,2.794684410095215,2.8300859928131104,1.0024406909942627,1.177781581878662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,2.0,2000.0,softmax,4.0,0.4,1.0,False,True,True,linear,300.0,0.0810609608888626,8.515724182128906,0.0480759851634502,0.0590776391327381,2.829066753387451,2.877720594406128,1.0319697856903076,1.2583556175231934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,2.0,2001.0,softmax,4.0,0.4,1.0,False,True,True,linear,300.0,0.087989255785942,9.16176986694336,0.0194373484700918,0.0375791080296039,2.6565330028533936,2.7007765769958496,1.0132352113723757,1.2093188762664795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,3.0,3000.0,softmax,4.0,0.8,1.0,False,True,True,linear,300.0,0.2475132495164871,8.112632751464844,0.0453354530036449,0.0383462682366371,2.090256929397583,2.109808921813965,1.097337245941162,1.343432903289795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,3.0,3001.0,softmax,4.0,0.8,1.0,False,True,True,linear,300.0,0.0863673537969589,7.208633422851562,0.051285047084093,0.0463683679699897,2.799232721328736,2.8474225997924805,1.0230202674865725,1.29193377494812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,4.0,4000.0,softmax,8.0,0.1,1.0,False,True,True,linear,300.0,0.9235227108001708,4.310643672943115,0.4283314049243927,0.0009859539568424,0.7296295166015625,0.2378089129924774,1.6131956577301023,2.681968212127685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrieval_smoothing_runs_gpu_full/sweep_results.csv,retrieval_smoothing,gpu_sweep_final,row,4.0,4001.0,softmax,8.0,0.1,1.0,False,True,True,linear,300.0,0.8638252019882202,4.864170074462891,0.4312790036201477,0.0005765110254287,0.6711603403091431,0.3274106383323669,1.557710886001587,2.680464744567871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
