source_file,benchmark,suite,tag,d,K,m,R,M,z_mse_exact,z_mse_primal_jacobi,z_mse_dual_diag,u_mse_exact,u_rel_exact,u_mse_primal_jacobi,u_rel_primal_jacobi,u_mse_dual_diag,u_rel_dual_diag,A_rel_exact,A_rel_primal_jacobi,A_rel_dual_diag,step,solver,u_mse,u_rel,z_mse_true_basis,A_rel,A0_rel,Abasis_rel_raw,loss,loss_u,loss_prompt,loss_z,loss_A,z_scale,attn_entropy_last,score_corr_linear_kernel_last
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,7250.0,exact,8.16565446370987e-08,0.0005025713471695,2.9802956581115723,0.0004438626929186,0.0062730678925471,1.085593342781067,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,7500.0,exact,8.348081337317127e-08,0.0005067162564955,2.960827350616455,0.0004551237507257,0.0062272713895892,1.0869675874710083,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,7750.0,exact,9.494910102603173e-08,0.0005337249021977,2.8187880516052246,0.0004737536655738,0.0061941321122913,1.0883324146270752,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,8000.0,exact,9.945310353032256e-08,0.0005443613626994,2.9124889373779297,0.0004906248068436,0.0061552793027444,1.0898536443710327,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,8250.0,exact,7.75679964704068e-08,0.0005004791310057,2.706611394882202,0.0004535430343821,0.0061215341644888,1.091433882713318,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,8500.0,exact,9.07102801761539e-08,0.0005249212845228,2.7052671909332275,0.0004732202214654,0.0060651726318085,1.093123197555542,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,8750.0,exact,9.801793510177961e-08,0.000549194170162,2.5911083221435547,0.0004890818963758,0.00601897968505,1.094720721244812,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,9000.0,exact,8.979830568023318e-08,0.0005309579428285,2.5898303985595703,0.0004753218381665,0.0059747096882878,1.0963921546936035,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,9250.0,exact,1.2389403991619474e-07,0.0006180917262099,2.453244686126709,0.0005667449440807,0.0059363474944077,1.0981544256210327,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,9500.0,exact,8.233524084744205e-08,0.0005097289686091,2.5006871223449707,0.0004615816578734,0.0059003020601464,1.100070834159851,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,9750.0,exact,7.106045529781113e-08,0.000471359671792,2.470921754837036,0.0004212845233269,0.0058813807590192,1.1018792390823364,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,10000.0,exact,7.607307850321376e-08,0.0004848767421208,2.3817920684814453,0.0004328620561864,0.005852898050017,1.103399395942688,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,10250.0,exact,8.43215133272679e-08,0.0004992432659491,2.3959708213806152,0.000441143871285,0.0058204061219815,1.1051300764083862,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,10500.0,exact,6.869710489354476e-08,0.0004667275352403,2.330809593200684,0.0004220232367515,0.0057895085302272,1.1067774295806885,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,10750.0,exact,7.778665178648225e-08,0.0004796718130819,2.32364273071289,0.0004302848246879,0.005761264214341,1.1085361242294312,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,11000.0,exact,7.362362453022797e-08,0.0004758257709909,2.142477035522461,0.0004245207528583,0.0057124845047108,1.1103384494781494,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,11250.0,exact,7.602268681239367e-08,0.0004935829783789,2.1432926654815674,0.0004443695943336,0.0057213946120563,1.1125119924545288,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,11500.0,exact,5.77004328761177e-08,0.0004204227006994,2.15969467163086,0.0003808404435403,0.005698055794294,1.1139410734176636,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,11750.0,exact,8.950959085041178e-08,0.000512606173288,2.192512035369873,0.000456628476968,0.005671154909227,1.1154638528823853,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,12000.0,exact,5.48899024011007e-08,0.0004139631637372,2.0750973224639893,0.0003620361094363,0.005641122644971,1.1172486543655396,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,12250.0,exact,7.681702385298196e-08,0.0004897461039945,2.046602249145508,0.0004486336256377,0.0056221460261042,1.1190558671951294,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,12500.0,exact,6.097394589232863e-08,0.0004282361769583,2.1109275817871094,0.0003819093108177,0.0056069626236683,1.120844483375549,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,12750.0,exact,5.6765337319575344e-08,0.0004221913986839,2.0026485919952397,0.000377548392862,0.0055824206450693,1.1222975254058838,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,13000.0,exact,6.765992566215574e-08,0.0004585043643601,2.003199577331543,0.0004153112822677,0.0055508296059362,1.1238698959350586,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,13250.0,exact,7.736471729913319e-08,0.0004853202262893,1.9137208461761477,0.0004357565194368,0.0055276284239784,1.125751256942749,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,13500.0,exact,9.01010253073764e-08,0.0005364614771679,1.894655466079712,0.0004904953530058,0.0055185605952205,1.127543330192566,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,13750.0,exact,5.0326224965147055e-08,0.0003914459957741,1.928024172782898,0.0003496280987747,0.0054986531236757,1.129316806793213,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,14000.0,exact,6.37788701851605e-08,0.0004428426036611,1.8205801248550413,0.0004060374340042,0.0054856860528194,1.13101327419281,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,14250.0,exact,5.855447682279191e-08,0.000424613681389,1.867270827293396,0.0003745664726011,0.0054611569158385,1.1324517726898191,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,14500.0,exact,5.01658377061176e-08,0.0003882166347466,1.8578171730041504,0.0003497374127618,0.0054327226098585,1.1339796781539917,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,14750.0,exact,4.848975976301517e-08,0.0003932412655558,1.7007601261138916,0.0003499349986668,0.0054057581752454,1.1353178024291992,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,15000.0,exact,7.390806899820745e-08,0.0004907806869596,1.7591419219970703,0.000442330376245,0.0053865731270382,1.1369982957839966,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,15250.0,exact,4.9414548897175337e-08,0.0003939196467399,1.697679877281189,0.0003589550615288,0.0053990881070821,1.140096664428711,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,15500.0,exact,2.673642995887349e-08,0.0002885513240471,1.7428834438323977,0.0002576834522187,0.0053891058892593,1.1409977674484253,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,15750.0,exact,4.517324114772237e-08,0.0003718246007338,1.6010138988494873,0.0003322954871691,0.0053768256803365,1.141983985900879,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,16000.0,exact,4.0199104489602184e-08,0.0003579735930543,1.652903437614441,0.0003201891377102,0.005351113797399,1.1435213088989258,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,16250.0,exact,6.14582873481595e-08,0.0004347394278738,1.7120075225830078,0.0003877251292578,0.0053302181798031,1.1450119018554688,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,16500.0,exact,4.9973259308444546e-08,0.0003914638073183,1.5837804079055786,0.0003541213809512,0.0053055293457763,1.1468729972839355,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,16750.0,exact,3.8057617501863206e-08,0.0003404063172638,1.679584503173828,0.000305714434944,0.0052810107455077,1.1482900381088257,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,17000.0,exact,3.909548595970591e-08,0.0003480292798485,1.5650681257247925,0.0003124106442555,0.0052541131531634,1.1497091054916382,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,17250.0,exact,1.0345291912017275e-07,0.0005190565134398,1.556368350982666,0.000465792720206,0.005239855005777,1.1513806581497192,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,17500.0,exact,3.5551966703906146e-08,0.0003317412338219,1.5826380252838137,0.0002946549211628,0.0052235158577098,1.152986764907837,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,17750.0,exact,5.03379808947102e-08,0.0003903131000697,1.6197118759155271,0.0003474941477179,0.0052131243544683,1.154366374015808,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,18000.0,exact,4.276720133589152e-08,0.0003665701078716,1.4707307815551758,0.0003353134379722,0.0051925764483785,1.155785322189331,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,18250.0,exact,2.6816039166988048e-08,0.0002901827392634,1.5514395236968994,0.0002603517496027,0.0051914450688945,1.1579848527908323,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,18500.0,exact,3.7081626658164175e-08,0.000339628139045,1.495466947555542,0.0003086263895966,0.0051715510975123,1.1590319871902466,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,18750.0,exact,4.4471939020240825e-08,0.0003785697626881,1.4635603427886963,0.0003437504055909,0.0051542652916987,1.1602665185928345,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,19000.0,exact,4.4865913650937734e-08,0.000380425248295,1.4408106803894043,0.000348891451722,0.005134454296926,1.1617904901504517,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,19250.0,exact,6.098412796973207e-08,0.0004283082962501,1.4451892375946045,0.000394785834942,0.0051270716835929,1.1634888648986816,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,19500.0,exact,3.5358404204544065e-08,0.0003321216499898,1.4683432579040527,0.00030095980037,0.0050974243386084,1.1654056310653689,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,19750.0,exact,3.1839036296332785e-08,0.0003182173823006,1.4703383445739746,0.0002840269589796,0.0050896920381356,1.1665046215057373,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,20000.0,exact,4.9307175231660956e-08,0.0003958248416893,1.4348247051239014,0.0003568081883713,0.0050633532208158,1.1678895950317385,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,20250.0,exact,4.1815813034418177e-08,0.0003612612199503,1.426364779472351,0.0003305378486402,0.0050449310964342,1.1694194078445437,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,20500.0,exact,4.101531203559716e-08,0.0003619960625655,1.3591049909591677,0.0003311010077595,0.0050265484847238,1.1711442470550537,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,20750.0,exact,3.30483587163144e-08,0.0003227584529668,1.3930864334106443,0.0002933889336418,0.0050152725561929,1.172308325767517,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,21000.0,exact,4.086965077476634e-08,0.0003553773858584,1.3815405368804932,0.0003226962871849,0.004998833638631,1.1737099885940552,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,21250.0,exact,5.4229559509622056e-08,0.0004115657357033,1.3185899257659912,0.0003798009420279,0.0049900193495131,1.175448656082153,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,21500.0,exact,3.8213368469541826e-08,0.0003450399963185,1.3590052127838137,0.0003153451543767,0.0049776630786983,1.1770280599594116,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,21750.0,exact,3.322164587871157e-08,0.0003223576350137,1.3351298570632937,0.0002847287105396,0.0049598603154371,1.1783897876739502,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,22000.0,exact,3.053030894761832e-08,0.0003042482421733,1.3099043369293213,0.0002725675003603,0.0049493506034543,1.1797949075698853,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,22250.0,exact,4.0350876417960535e-08,0.0003525023930706,1.3737541437149048,0.0003185307141393,0.004936444447966,1.181063532829285,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,22500.0,exact,5.65584770129135e-08,0.000415522896219,1.3177242279052734,0.0003691940219141,0.0049216772456663,1.1825896501541138,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,22750.0,exact,2.2976651692374617e-08,0.0002720448537729,1.235339879989624,0.0002469280152581,0.0049115564042221,1.184176325798035,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,23000.0,exact,3.614834298559799e-08,0.0003410959034226,1.3073930740356443,0.000307864480419,0.0049015616740534,1.1853861808776855,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,23250.0,exact,3.507835089067157e-08,0.0003323034325148,1.2835084199905396,0.0002989454660564,0.0048898017153008,1.186991810798645,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,23500.0,exact,3.2193018029147424e-08,0.0003173985460307,1.248037338256836,0.0002854254562407,0.0048750476838915,1.1885217428207395,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,23750.0,exact,3.3119114561941394e-08,0.0003213685122318,1.223596215248108,0.0002872081240639,0.0048688494628763,1.1896352767944336,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,24000.0,exact,3.9145938046658564e-08,0.0003501764149405,1.2328131198883057,0.0003200558712705,0.0048516877927045,1.19102942943573,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,24250.0,exact,4.328128966335498e-08,0.0003610887797549,1.262549877166748,0.0003273083711974,0.0048354609264779,1.1928441524505615,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,24500.0,exact,2.591523262651663e-08,0.0002882281260099,1.1863682270050049,0.0002570918877609,0.0048234843065785,1.1943000555038452,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,24750.0,exact,2.9925196542990307e-08,0.0002985243627335,1.2572104930877686,0.0002688815002329,0.0048158633001294,1.1956089735031128,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,25000.0,exact,3.1698469626917365e-08,0.0003160290652886,1.211916446685791,0.0002837004431057,0.0048056611284372,1.1967618465423584,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,25250.0,exact,2.9513167021377743e-08,0.0003022204618901,1.138413667678833,0.0002758344344329,0.004799686154014,1.198393940925598,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,25500.0,exact,3.6760802402113775e-08,0.0003393867809791,1.2102669477462769,0.0003068799560423,0.0047955007743219,1.1997454166412354,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,25750.0,exact,3.7199988867087086e-08,0.0003349514445289,1.2136714458465576,0.0002951434871647,0.0047884092376663,1.2011888027191162,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,26000.0,exact,4.6823384280969555e-08,0.0003875625843647,1.1659173965454102,0.0003519903984852,0.004788492543548,1.2024940252304075,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,26250.0,exact,2.9985834260060074e-08,0.000312234275043,1.1984102725982666,0.0002862778201233,0.0047734721308806,1.2041226625442505,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,26500.0,exact,1.7411196040484356e-08,0.0002356654877075,1.15456223487854,0.0002111961803166,0.0047617348919139,1.2052419185638428,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,26750.0,exact,3.690693262115019e-08,0.000342026760336,1.1675359010696411,0.0003106260555796,0.00475641846201,1.2065544128417969,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,27000.0,exact,2.8193550605237764e-08,0.0002961256541311,1.1307904720306396,0.0002664966741576,0.0047526831974968,1.208244562149048,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,27250.0,exact,3.008936033666032e-08,0.0003058176953345,1.1578843593597412,0.0002749509294517,0.004747729625623,1.2093733549118042,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,27500.0,exact,3.176243268399048e-08,0.000311196403345,1.1238147020339966,0.0002735079615376,0.0047412992676647,1.2110682725906372,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,27750.0,exact,2.0079518492366333e-08,0.0002499563561286,1.212761402130127,0.0002260558540001,0.0047370556067827,1.2122735977172852,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,28000.0,exact,3.357406441750754e-08,0.0003203343367204,1.119922399520874,0.0002925184671767,0.0047331573525009,1.2132354974746704,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,28250.0,exact,3.604450427019401e-08,0.0003317270311526,1.1190640926361084,0.0002997432020492,0.0047182261726159,1.2148759365081787,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,28500.0,exact,2.0817564561070867e-08,0.0002583416062407,1.0925647020339966,0.0002359760983381,0.0047103667730509,1.2168337106704712,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,28750.0,exact,1.5499027838927762e-08,0.0002234370913356,1.100059151649475,0.0002039433456957,0.0047049100731644,1.2175465822219849,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,29000.0,exact,3.958634664513738e-08,0.0003578340401872,1.1110137701034546,0.0003304870333522,0.0046989245620289,1.2189245223999023,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,29250.0,exact,1.956913742162669e-08,0.0002487913588993,1.0690252780914309,0.0002244457282358,0.0046906232790914,1.2202425003051758,,,,,,,,
data/transformers/runs_pure_icl_train_exact/eval_metrics.csv,pure_icl_parametric,train_exact,eval,32.0,8.0,16.0,32.0,512.0,,,,,,,,,,,,,29500.0,exact,3.317952135262203e-08,0.0003179755876772,1.113930106163025,0.0002811973681673,0.0046884573261676,1.2214480638504028,,,,,,,,
