design,seed,step,loss,spectral_risk_mean,spectral_risk_q99,coverage_rate,upper_ratio_mean,node_loss,mass_loss,validation_spectral_risk,validation_coverage_rate,best_step
pde_elliptic_correlated,0,1200,598.533447265625,0.00031418309663422406,0.002361937193199992,0.90625,198.58746337890625,0.007248729933053255,1.2905254364013672,0.0003667689161375165,0.862548828125,1200
pde_elliptic_correlated,0,1300,604.369384765625,0.00017410601139999926,0.001314228749834001,0.8984375,194.236572265625,0.005609680898487568,1.2836525440216064,0.0003714227641467005,0.862548828125,1200
pde_elliptic_correlated,0,1400,605.9932861328125,0.00025862426264211535,0.0023357251193374395,0.84375,190.0029296875,0.011723387986421585,1.3024554252624512,0.00044504200923256576,0.862548828125,1200
pde_elliptic_correlated,0,1500,605.1490478515625,0.0020468290895223618,0.0035983617417514324,0.84375,206.8182373046875,0.0678984746336937,1.2867039442062378,0.00031740512349642813,0.862548828125,1500
pde_elliptic_correlated,0,1600,602.4312744140625,0.00019103536033071578,0.0015138309681788087,0.84375,194.35952758789062,0.006837867200374603,1.3211151361465454,0.0006147469393908978,0.862548828125,1500
pde_elliptic_correlated,1,1,618.8517456054688,16693.04296875,21967.978515625,0.8203125,189.23770141601562,0.26790696382522583,4.820281982421875,46381007896576.0,0.864501953125,1
pde_elliptic_correlated,1,100,605.9181518554688,1.1931796073913574,2.190596342086792,0.84375,191.77914428710938,0.13131384551525116,1.9849694967269897,102470.34375,0.866455078125,100
pde_elliptic_correlated,1,200,605.8855590820312,0.0010686011519283056,0.0021922867745161057,0.8671875,190.97206115722656,0.020037004724144936,1.3723559379577637,0.0009381683776155114,0.86767578125,200
pde_elliptic_correlated,1,300,605.8688354492188,0.0002337463229196146,0.0019191522151231766,0.828125,191.05886840820312,0.009523296728730202,1.278980016708374,0.0004696050309576094,0.86767578125,300
pde_elliptic_correlated,1,400,607.0855102539062,0.00037904991768300533,0.004063794855028391,0.8671875,189.35671997070312,0.00943467766046524,1.3593868017196655,0.0006072387332096696,0.86767578125,300
pde_elliptic_correlated,1,500,605.3544921875,0.0003290385357104242,0.003235940122976899,0.875,190.586181640625,0.011518245562911034,1.2831051349639893,0.0006358689861372113,0.86767578125,300
pde_elliptic_correlated,1,600,603.355712890625,0.00019616154895629734,0.0014096846571192145,0.859375,194.69091796875,0.01126443687826395,1.2771835327148438,0.00025022128829732537,0.86767578125,600
pde_elliptic_correlated,1,700,606.04736328125,8.167909982148558e-05,0.0015641020145267248,0.828125,192.4508514404297,0.011840570718050003,1.294553518295288,9.8655596957542e-05,0.86767578125,700
pde_elliptic_correlated,1,800,604.2116088867188,3.88266853406094e-05,0.00027764926198869944,0.84375,193.6917266845703,0.009068193845450878,1.2918670177459717,7.011064008111134e-05,0.86767578125,800
pde_elliptic_correlated,1,900,607.8731079101562,2.891095391532872e-05,0.00016976810002233833,0.8671875,192.79823303222656,0.004769173450767994,1.2844188213348389,7.26978832972236e-05,0.86767578125,800
pde_elliptic_correlated,1,1000,605.48681640625,0.00013969035353511572,0.0009022019803524017,0.890625,189.6976318359375,0.011185520328581333,1.312563419342041,0.00015614033327437937,0.86767578125,800
pde_elliptic_correlated,1,1100,601.4735107421875,9.664719982538372e-05,0.0008042295812629163,0.90625,191.56985473632812,0.024161256849765778,1.3045722246170044,0.00013746849435847253,0.86767578125,800
pde_elliptic_correlated,1,1200,606.4882202148438,6.700855738017708e-05,0.00044420361518859863,0.8515625,189.83010864257812,0.004493317101150751,1.3228294849395752,0.00010912635480053723,0.86767578125,800
pde_elliptic_correlated,1,1300,602.9581909179688,9.158134344033897e-05,0.0005724988295696676,0.8828125,190.9923095703125,0.007108539808541536,1.2811331748962402,0.00015873486700002104,0.86767578125,800
pde_elliptic_correlated,1,1400,605.1818237304688,0.0001291642984142527,0.0006987694068811834,0.8515625,192.06600952148438,0.005919459275901318,1.298771858215332,0.0002026238653343171,0.86767578125,800
pde_elliptic_correlated,1,1500,600.7200317382812,0.0003382899158168584,0.0024431103374809027,0.84375,194.59381103515625,0.008096683770418167,1.3131434917449951,0.0003029134823009372,0.86767578125,800
pde_elliptic_correlated,1,1600,607.156005859375,0.0003964549978263676,0.00529840961098671,0.875,189.10594177246094,0.007447082549333572,1.3058677911758423,0.0002991225919686258,0.86767578125,800
pde_elliptic_correlated,2,1,619.0458984375,17002.83203125,21954.9609375,0.8671875,191.81646728515625,0.264333575963974,4.820281982421875,7097115648.0,0.858154296875,1
pde_elliptic_correlated,2,100,606.5635375976562,0.14878976345062256,0.21899297833442688,0.828125,190.26329040527344,0.10886168479919434,2.0367069244384766,22.060428619384766,0.86083984375,100
pde_elliptic_correlated,2,200,605.4609985351562,0.0012973039411008358,0.00256329751573503,0.890625,192.3155059814453,0.02185734547674656,1.393308401107788,0.0013591471360996366,0.861328125,200
pde_elliptic_correlated,2,300,600.78173828125,0.00042971817310899496,0.0013431621482595801,0.875,195.51931762695312,0.014529382809996605,1.3241106271743774,0.00041798886377364397,0.861328125,300
pde_elliptic_correlated,2,400,602.3063354492188,0.0004235443193465471,0.0022738981060683727,0.8359375,194.63539123535156,0.050280433148145676,1.3279534578323364,0.00039323096279986203,0.861328125,400
pde_elliptic_correlated,2,500,601.7752075195312,0.0003182418877258897,0.0019227612065151334,0.875,193.08319091796875,0.01081419363617897,1.2933987379074097,0.00035627008765004575,0.861328125,500
pde_elliptic_correlated,2,600,604.9203491210938,0.00020588251936715096,0.0009191625285893679,0.8671875,190.40682983398438,0.009568104520440102,1.3251667022705078,0.00022252956114243716,0.861328125,600
pde_elliptic_correlated,2,700,605.8492431640625,5.5079559388104826e-05,0.00038923899410292506,0.875,189.7494354248047,0.010077305138111115,1.3298174142837524,5.955655069556087e-05,0.861328125,700
pde_elliptic_correlated,2,800,604.4981079101562,4.844135764869861e-05,0.00024741399101912975,0.8828125,193.023193359375,0.007045714184641838,1.281972885131836,5.538726327358745e-05,0.861328125,800
pde_elliptic_correlated,2,900,604.2341918945312,4.985847044736147e-05,0.0002681323094293475,0.8671875,190.27566528320312,0.007716981694102287,1.3275213241577148,4.408687527757138e-05,0.861328125,900
pde_elliptic_correlated,2,1000,600.7117919921875,0.0002532500366214663,0.004583986476063728,0.8046875,205.56744384765625,0.07056739181280136,1.3041186332702637,9.483713074587286e-05,0.861328125,900
pde_elliptic_correlated,2,1100,602.696533203125,0.00014205006300471723,0.0014723562635481358,0.84375,190.2981414794922,0.013166605494916439,1.2718696594238281,0.0001155036297859624,0.861328125,900
pde_elliptic_correlated,2,1200,604.3643798828125,7.31224863557145e-05,0.0004316245031077415,0.8125,189.23838806152344,0.007274817209690809,1.3131699562072754,0.00010711170034483075,0.861328125,900
pde_elliptic_correlated,2,1300,605.0573120117188,0.00012053709360770881,0.0012948785442858934,0.8125,190.78973388671875,0.008224951103329659,1.339280605316162,0.00013528851559385657,0.861328125,900
pde_elliptic_correlated,2,1400,606.3177490234375,9.409802441950887e-05,0.0005200294544920325,0.9140625,191.68804931640625,0.005305970087647438,1.2883596420288086,0.00012753222836181521,0.861328125,900
pde_elliptic_correlated,2,1500,604.6885986328125,0.0002857479848898947,0.0026242099702358246,0.8203125,190.77630615234375,0.01460975967347622,1.3546053171157837,0.00018351999460719526,0.861328125,900
pde_elliptic_correlated,2,1600,606.1280517578125,7.479017949663103e-05,0.0005102638970129192,0.8671875,193.12478637695312,0.004297147039324045,1.3334295749664307,0.00017133072833530605,0.861328125,900
