n,r,empirical_cov_G01_G01,exact_gamma,relative_error
64,4,0.22610399006521795,0.23088023088023088,0.020687093030024768
64,8,0.10847922184053874,0.10774410774410774,0.0068227777075001925
64,16,0.04714135500714766,0.046176046176046176,0.02090496937354152
64,32,0.01485949239414741,0.015392015392015393,0.03459735351773553
64,64,9.753395519748195e-33,0.0,9.753395519748194e-18
