step,seed,loss,tau,selected
1,3,0.26860350370407104,1.2495977052722038,25 0 53 39 13 63 32 21
100,3,0.22407475113868713,1.2104047321570373,32 45 19 63 2 36 28 54
200,3,0.20610395073890686,1.1720636925025194,33 42 24 37 29 52 15 46
300,3,0.17027726769447327,1.1349371518356002,34 22 44 38 30 13 26 54
400,3,0.1910548210144043,1.098986639426112,27 41 17 51 33 23 37 7
500,3,0.2015509456396103,1.0641749031509808,31 19 42 35 9 27 52 23
600,3,0.16817834973335266,1.0304658708933632,34 21 44 11 38 30 26 54
700,3,0.16820991039276123,0.9978246131645195,27 42 15 53 34 38 0 23
800,3,0.2004016935825348,0.9662173069096798,26 41 54 16 33 37 63 22
900,3,0.18943656980991364,0.9356112004604039,24 45 34 57 14 0 28 63
1000,3,0.1945280134677887,0.9059745795971195,41 23 51 12 33 63 37 45
1100,3,0.20820443332195282,0.8772767346866686,42 20 32 52 9 63 38 46
1200,3,0.1954016238451004,0.8494879288608139,41 20 31 52 10 63 37 45
1300,3,0.17406776547431946,0.822579367202728,40 22 50 32 11 63 36 44
1400,3,0.2186046838760376,0.7965231669095385,39 22 50 63 11 32 43 28
1500,3,0.17840193212032318,0.7712923284000122,40 23 51 12 33 63 44 0
1600,3,0.2137165367603302,0.7468607073374355,35 46 24 57 39 31 14 50
1700,3,0.2060120701789856,0.723202987538707,29 42 54 20 33 37 25 46
1800,3,0.20550306141376495,0.7002946547415665,28 40 53 20 32 36 24 44
1900,3,0.18377964198589325,0.6781119712027766,26 39 51 31 35 43 17 61
2000,3,0.20219406485557556,0.6566319511009417,26 40 52 18 33 44 22 48
2100,3,0.20474845170974731,0.6358323367184706,28 42 19 53 32 36 24 46
2200,3,0.20104680955410004,0.6156915753780029,26 38 50 30 34 17 42 22
2300,3,0.20535093545913696,0.5961887971094048,26 39 51 18 30 34 43 22
2400,3,0.19488081336021423,0.5773037930241883,25 45 34 54 29 38 16 49
2500,3,0.19411161541938782,0.5590169943749475,24 46 34 55 29 38 42 15
2600,3,0.22468742728233337,0.5413094522781122,22 46 32 55 28 36 40 50
2700,3,0.20811057090759277,0.5241628180790088,21 48 32 41 57 26 36 52
2800,3,0.21758310496807098,0.5075593243388804,21 46 32 55 25 42 38 50
2900,3,0.2211286425590515,0.4914817664241675,20 44 31 53 24 40 48 36
3000,3,0.17767152190208435,0.47591348467896966,21 44 32 53 14 25 48 40
3100,3,0.19396071135997772,0.4608383471622164,21 44 32 53 14 25 40 48
3200,3,0.19765540957450867,0.44624073293165945,19 44 32 53 40 48 23 36
3300,3,0.19177234172821045,0.43210551585736423,45 19 33 54 41 49 37 23
3400,3,0.23452360928058624,0.4184180489479291,45 19 35 53 41 49 26 31
3500,3,0.23184464871883392,0.40516414917319066,45 19 36 54 41 49 26 32
3600,3,0.24187107384204865,0.3923300827676878,45 19 34 54 41 49 26 30
3700,3,0.21316489577293396,0.3799025509996571,43 19 33 53 39 47 63 29
3800,3,0.21361437439918518,0.3678686763908121,44 19 33 54 40 48 63 29
3900,3,0.23333701491355896,0.3562159893726279,44 19 53 34 40 48 63 26
4000,3,0.20736142992973328,0.3449324153653037,43 19 33 52 47 39 63 29
4100,3,0.22026938199996948,0.3340062622660164,43 20 52 34 47 39 63 30
4200,3,0.2359457015991211,0.32342620833349656,43 22 34 52 47 39 63 30
4300,3,0.22936606407165527,0.31318129045637755,42 24 50 34 46 38 60 30
4400,3,0.226960688829422,0.3032608927931576,43 22 33 52 47 39 29 62
4500,3,0.20732176303863525,0.29365473577200474,42 20 51 33 46 38 61 29
4600,3,0.19860658049583435,0.2843528654390072,43 20 33 53 47 39 63 29
4700,3,0.22997203469276428,0.2753456431438301,44 20 33 53 62 48 28 40
4800,3,0.23355203866958618,0.26662373555209185,45 20 54 34 49 27 41 63
4900,3,0.2554140090942383,0.25817810497411076,45 20 54 34 49 63 41 26
5000,3,0.2614254951477051,0.25,44 21 34 53 48 40 63 30
