seed,scenario,category,task,commutator,oracle_graph_residual,oracle_graph_condition,oracle_graph_c1,oracle_graph_c2,equivariant_epsilon,equivariant_condition_bound,equivariant_actual_condition,equivariant_certified,analytic_epsilon,analytic_actual_condition,analytic_certified
17,four obstacles,ID,0,0.0308915376663208,1.2339643239974976,1128.0455322265625,0.3903789818286896,0.684755265712738,0.948732852935791,38.01133728027344,31.818058013916016,1.0,1.3081403970718384,8.483697891235352,0.0
17,four obstacles,ID,1,0.046398818492889404,0.5980903506278992,1167.9595947265625,0.9453880190849304,0.0,0.7940493822097778,8.711066246032715,8.367889404296875,1.0,1.2109571695327759,6.8765692710876465,0.0
17,four obstacles,ID,2,0.049493301659822464,0.3544261157512665,1611.8414306640625,0.8994576334953308,0.0,0.9622082710266113,51.921630859375,46.01576232910156,1.0,1.345023274421692,11.196166038513184,0.0
17,four obstacles,ID,3,0.0495682917535305,0.2682751715183258,1811.2188720703125,0.6487979292869568,0.0,0.8844466209411621,16.30801773071289,14.95922565460205,1.0,1.3202054500579834,8.728789329528809,0.0
17,four obstacles,ID,4,0.04670710861682892,0.3445579409599304,1705.975830078125,0.739300549030304,0.0,1.1653496026992798,inf,11.206186294555664,0.0,1.4799062013626099,13.79345417022705,0.0
17,four obstacles,ID,5,0.04160935804247856,0.541458010673523,1270.134765625,0.9695165753364563,0.0,0.8942830562591553,17.91844367980957,15.805310249328613,1.0,1.258074164390564,5.429067134857178,0.0
17,four obstacles,ID,6,0.03310280665755272,0.33842000365257263,1425.328369140625,0.8426389694213867,0.0,0.9248558878898621,25.61552619934082,21.974336624145508,1.0,1.409181833267212,5.683753967285156,0.0
17,four obstacles,ID,7,0.0508774109184742,0.7150382995605469,1329.1436767578125,0.8673004508018494,0.0,0.9695155620574951,64.60724639892578,54.65127944946289,1.0,1.2787061929702759,10.05091667175293,0.0
17,four obstacles,ID,8,0.045283809304237366,0.3692609965801239,1566.130126953125,0.7447812557220459,0.0,0.8383700251579285,11.373942375183105,10.590825080871582,1.0,1.2412166595458984,7.933196544647217,0.0
17,four obstacles,ID,9,0.053528010845184326,0.7085089683532715,1361.545654296875,0.9049208164215088,0.0,0.8870006799697876,16.699220657348633,16.694114685058594,1.0,1.4157859086990356,8.4905424118042,0.0
17,four obstacles,ID,10,0.042362019419670105,0.2998107969760895,1368.9364013671875,0.8006194233894348,0.0,0.8552855849266052,12.820323944091797,11.542120933532715,1.0,1.3707022666931152,7.526362419128418,0.0
17,four obstacles,ID,11,0.04054494574666023,0.5897377133369446,1449.2449951171875,0.8317707777023315,0.0,0.9727034568786621,72.26934814453125,69.48503112792969,1.0,1.392781376838684,10.094286918640137,0.0
17,six obstacles,OOD count,0,0.04493867605924606,0.3706991374492645,1128.7249755859375,0.9031646251678467,0.0,0.6065877676010132,4.083725929260254,3.4660630226135254,1.0,1.117095947265625,7.694109916687012,0.0
17,six obstacles,OOD count,1,0.04682297259569168,1.3087701797485352,1318.982177734375,0.8797315955162048,0.0,0.9761145114898682,82.73284912109375,79.42507934570312,1.0,1.3405756950378418,9.058712005615234,0.0
17,six obstacles,OOD count,2,0.0550980344414711,0.35517457127571106,1054.045654296875,0.9520772099494934,0.0,0.9433339238166809,34.29448318481445,32.66151428222656,1.0,1.156776785850525,7.182460308074951,0.0
17,six obstacles,OOD count,3,0.05332529917359352,1.2858704328536987,1435.67431640625,1.1019930839538574,0.0,0.9759834408760071,82.27587127685547,71.21235656738281,1.0,1.3164142370224,11.023957252502441,0.0
17,six obstacles,OOD count,4,0.035350095480680466,0.5721240043640137,1134.2666015625,1.0059432983398438,0.0,0.9070222973823547,20.51053237915039,15.090522766113281,1.0,1.2009145021438599,8.953058242797852,0.0
17,six obstacles,OOD count,5,0.05329406261444092,2.0111641883850098,1306.1597900390625,0.5565134286880493,0.6364474892616272,0.9994364380836487,3547.855712890625,3326.85693359375,1.0,1.2538466453552246,10.808396339416504,0.0
17,six obstacles,OOD count,6,0.0690595805644989,0.34606635570526123,951.6689453125,1.1426582336425781,0.13977043330669403,0.997702419757843,869.4810180664062,710.485107421875,1.0,1.0873526334762573,6.9463324546813965,0.0
17,six obstacles,OOD count,7,0.037086062133312225,1.2763367891311646,1376.9718017578125,1.11349356174469,0.0,0.812200129032135,9.64963436126709,7.9259772300720215,1.0,1.3248145580291748,10.172554016113281,0.0
17,six obstacles,OOD count,8,0.06644804030656815,0.9000129103660583,1246.017578125,1.0159361362457275,0.0,0.8386120796203613,11.392500877380371,10.937274932861328,1.0,1.1640862226486206,9.665514945983887,0.0
17,six obstacles,OOD count,9,0.03287382796406746,0.9071128368377686,1284.363037109375,0.9755259156227112,0.0,0.9034746289253235,19.719940185546875,17.155189514160156,1.0,1.197636604309082,9.952022552490234,0.0
17,six obstacles,OOD count,10,0.04992493614554405,0.9976818561553955,1261.5609130859375,1.0827330350875854,0.06913858652114868,0.9579596519470215,46.57334518432617,15.9173002243042,1.0,1.3027560710906982,7.1630377769470215,0.0
17,six obstacles,OOD count,11,0.035863541066646576,0.3673816919326782,1030.9337158203125,1.0955753326416016,0.0,0.9855990409851074,137.879638671875,111.2535400390625,1.0,1.318850040435791,9.495068550109863,0.0
17,three stars,OOD shape,0,0.05356492102146149,1.3783901929855347,1581.8009033203125,0.6933087706565857,0.07126332074403763,0.7810731530189514,8.13547134399414,7.826533794403076,1.0,1.4472835063934326,7.690587997436523,0.0
17,three stars,OOD shape,1,0.053408898413181305,1.762328863143921,1443.1182861328125,0.5151431560516357,0.3960510194301605,1.2861193418502808,inf,14612.408203125,0.0,1.3912131786346436,13.557140350341797,0.0
17,three stars,OOD shape,2,0.0731717199087143,1.3227605819702148,1510.8663330078125,0.667746901512146,0.0,0.7112349271774292,5.9260454177856445,5.752680778503418,1.0,1.3340624570846558,6.0260910987854,0.0
17,three stars,OOD shape,3,0.065746009349823,1.4007759094238281,1217.6514892578125,0.1881554275751114,0.8311271071434021,0.9995723366737366,4675.57568359375,3982.11669921875,1.0,1.4231237173080444,6.282956123352051,0.0
17,three stars,OOD shape,4,0.05172913148999214,1.6762549877166748,1523.388671875,0.5048956274986267,0.36304280161857605,1.0024604797363281,inf,820.4908447265625,0.0,1.1524373292922974,10.52875804901123,0.0
17,three stars,OOD shape,5,0.06918888539075851,1.8264633417129517,1445.017333984375,0.6663663983345032,0.0,0.9941213726997375,339.2154541015625,287.81158447265625,1.0,1.4095737934112549,9.615694999694824,0.0
17,three stars,OOD shape,6,0.05097716301679611,1.4154132604599,1989.03759765625,0.5652092695236206,0.09760072827339172,1.3361765146255493,inf,499.64471435546875,0.0,1.6374698877334595,17.355924606323242,0.0
17,three stars,OOD shape,7,0.05206611379981041,1.1022143363952637,1704.7039794921875,0.6590105295181274,0.0,0.99957674741745,4724.31103515625,4020.947509765625,1.0,1.3160006999969482,6.1653971672058105,0.0
17,three stars,OOD shape,8,0.04423455521464348,1.6816270351409912,1780.408203125,0.667574942111969,0.0,0.9502323269844055,39.186729431152344,35.075538635253906,1.0,1.2895163297653198,6.243988037109375,0.0
17,three stars,OOD shape,9,0.058638427406549454,1.7176505327224731,1788.353515625,0.6886606216430664,0.0,0.8761760592460632,15.151966094970703,14.361102104187012,1.0,1.3336845636367798,10.16511058807373,0.0
17,three stars,OOD shape,10,0.04491863399744034,1.0806026458740234,1405.45166015625,0.0,1.0775974988937378,0.9395003318786621,32.05803298950195,28.05208396911621,1.0,1.4618936777114868,6.422379970550537,0.0
17,three stars,OOD shape,11,0.06797726452350616,1.2004090547561646,927.4094848632812,0.0,2.0722641944885254,0.767683207988739,7.60893440246582,7.594237327575684,1.0,1.427962064743042,7.360676288604736,0.0
17,two crescents,OOD shape,0,0.0524013489484787,0.8173696398735046,1571.965576171875,0.0,0.8447283506393433,1.3011279106140137,inf,5.919647693634033,0.0,1.4599095582962036,15.1626558303833,0.0
17,two crescents,OOD shape,1,0.044897325336933136,1.0323350429534912,1728.1182861328125,0.0,1.2054791450500488,1.4872350692749023,inf,7.221938133239746,0.0,1.5741395950317383,19.082937240600586,0.0
17,two crescents,OOD shape,2,0.07399491220712662,0.3548499643802643,2596.47021484375,0.3606733977794647,0.0,0.7719860076904297,7.77139139175415,5.08895206451416,1.0,1.145613670349121,9.265167236328125,0.0
17,two crescents,OOD shape,3,0.04385225474834442,1.1927298307418823,1765.9285888671875,0.0,1.0592992305755615,1.4502439498901367,inf,6.884812355041504,0.0,1.5520801544189453,18.937870025634766,0.0
17,two crescents,OOD shape,4,0.06696046143770218,0.8037844300270081,2069.6923828125,0.5628038048744202,0.0,0.8244593739509583,10.393373489379883,5.037484169006348,1.0,1.5013347864151,7.020987510681152,0.0
17,two crescents,OOD shape,5,0.06452473998069763,0.4029746353626251,2439.49658203125,0.41073375940322876,0.0,0.8176528811454773,9.968092918395996,5.284644603729248,1.0,1.2703397274017334,7.2961578369140625,0.0
17,two crescents,OOD shape,6,0.0406661219894886,1.2828937768936157,1753.5816650390625,0.0,1.1620738506317139,1.1087502241134644,inf,87.78132629394531,0.0,1.5601211786270142,12.024518013000488,0.0
17,two crescents,OOD shape,7,0.050483617931604385,1.2014609575271606,2060.437744140625,0.0,0.7379778027534485,1.3623186349868774,inf,7.307319641113281,0.0,1.3944506645202637,18.68433380126953,0.0
17,two crescents,OOD shape,8,0.05646663159132004,0.5581449270248413,2381.231689453125,0.24487826228141785,0.13452564179897308,0.8329910635948181,10.975407600402832,5.151513576507568,1.0,1.3807371854782104,8.5630464553833,0.0
17,two crescents,OOD shape,9,0.056630901992321014,1.2026540040969849,1219.1463623046875,0.0,1.6351686716079712,0.8733430504798889,14.790684700012207,14.142192840576172,1.0,1.4466296434402466,16.34040641784668,0.0
17,two crescents,OOD shape,10,0.0701775774359703,0.9477187991142273,2632.228271484375,0.3645510971546173,0.0,0.7270272374153137,6.326737880706787,6.212441921234131,1.0,1.332924246788025,23.08185577392578,0.0
17,two crescents,OOD shape,11,0.09920886158943176,0.7139614224433899,2985.649658203125,0.07531636953353882,0.1147342100739479,0.8635232448577881,13.654510498046875,13.620511054992676,1.0,1.746606707572937,8.655417442321777,0.0
17,30% noise,OOD noise,0,0.04648176208138466,0.8257349729537964,1412.3831787109375,0.8478368520736694,0.0,1.1640840768814087,inf,954.9603271484375,0.0,1.4088311195373535,11.11034870147705,0.0
17,30% noise,OOD noise,1,0.03454724699258804,1.0060477256774902,1354.3448486328125,0.9625041484832764,0.0,1.0717496871948242,inf,185.3271026611328,0.0,1.30459725856781,9.627079963684082,0.0
17,30% noise,OOD noise,2,0.04933039844036102,0.6345153450965881,1596.8267822265625,0.8130888938903809,0.0,0.9912350177764893,227.18072509765625,200.24459838867188,1.0,1.336057186126709,6.860410213470459,0.0
17,30% noise,OOD noise,3,0.05582641065120697,0.64008629322052,1202.3253173828125,1.051761269569397,0.0,0.9948877096176147,390.2140808105469,327.90264892578125,1.0,1.3474087715148926,5.533026218414307,0.0
17,30% noise,OOD noise,4,0.038565412163734436,1.047239065170288,1104.282958984375,0.0,1.585086703300476,1.1243048906326294,inf,22.118671417236328,0.0,1.299660086631775,9.896444320678711,0.0
17,30% noise,OOD noise,5,0.051005955785512924,0.4503498077392578,1345.45263671875,1.0126819610595703,0.0,0.9801432490348816,99.7214126586914,85.32891082763672,1.0,1.3568699359893799,5.182170391082764,0.0
17,30% noise,OOD noise,6,0.05021192133426666,1.523103952407837,1217.9417724609375,1.0840250253677368,0.0,0.9871273040771484,154.36761474609375,130.01271057128906,1.0,1.3996447324752808,11.78463363647461,0.0
17,30% noise,OOD noise,7,0.04781537875533104,0.5817544460296631,1448.889892578125,0.8613348007202148,0.0,0.9999355673789978,31039.177734375,26584.423828125,1.0,1.3997504711151123,9.876419067382812,0.0
17,30% noise,OOD noise,8,0.04048110172152519,0.5503304600715637,1374.8726806640625,1.0487514734268188,0.0,0.9937753677368164,320.3041076660156,272.1903076171875,1.0,1.4187862873077393,6.276119709014893,0.0
17,30% noise,OOD noise,9,0.05444987863302231,0.9985950589179993,1202.625244140625,0.9813276529312134,0.19641751050949097,1.1357842683792114,inf,16.87445831298828,0.0,1.4438153505325317,11.960290908813477,0.0
17,30% noise,OOD noise,10,0.05373924970626831,0.45448440313339233,1548.122314453125,0.884152352809906,0.0,0.9955779910087585,451.28314208984375,403.81256103515625,1.0,1.3408563137054443,9.17839527130127,0.0
17,30% noise,OOD noise,11,0.04470911994576454,1.4537299871444702,1171.656982421875,1.089050054550171,0.0,1.029077172279358,inf,367.61785888671875,0.0,1.2314050197601318,8.930044174194336,0.0
17,180-degree aperture,OOD aperture,0,0.07008524239063263,0.19034868478775024,1511.109130859375,0.6434961557388306,0.0,0.6463664174079895,4.655571460723877,4.06441593170166,1.0,1.4125096797943115,6.813684940338135,0.0
17,180-degree aperture,OOD aperture,1,0.08806917071342468,0.22169587016105652,1765.67236328125,0.7393693923950195,0.0,0.9759503602981567,82.16133117675781,67.61791229248047,1.0,1.5193970203399658,9.788228988647461,0.0
17,180-degree aperture,OOD aperture,2,0.06338941305875778,0.5671171545982361,968.4212646484375,0.0,1.8537285327911377,0.9608434438705444,50.0770149230957,43.49826431274414,1.0,1.4744175672531128,8.601012229919434,0.0
17,180-degree aperture,OOD aperture,3,0.0883641168475151,0.20924317836761475,1651.8343505859375,0.7918145060539246,0.0,0.9780306816101074,90.03604888916016,76.65758514404297,1.0,1.5297369956970215,18.857141494750977,0.0
17,180-degree aperture,OOD aperture,4,0.09451666474342346,0.19604726135730743,1822.2069091796875,0.743130087852478,0.0,0.9945129752159119,363.49627685546875,314.9044494628906,1.0,1.7624953985214233,24.220779418945312,0.0
17,180-degree aperture,OOD aperture,5,0.06319444626569748,0.22918295860290527,1427.086181640625,0.0,1.0565389394760132,0.7686929702758789,7.6465163230896,4.612864971160889,1.0,1.373154640197754,15.788078308105469,0.0
17,180-degree aperture,OOD aperture,6,0.06090082600712776,0.23809634149074554,1564.589599609375,0.01610591821372509,0.6632151007652283,1.0434237718582153,inf,76.6714859008789,0.0,1.2923548221588135,12.074600219726562,0.0
17,180-degree aperture,OOD aperture,7,0.07705096900463104,0.2612191140651703,1428.8199462890625,0.7123593688011169,0.0,0.661233127117157,4.9037652015686035,4.095539569854736,1.0,1.3235119581222534,8.851051330566406,0.0
17,180-degree aperture,OOD aperture,8,0.07685631513595581,0.29432380199432373,1239.011474609375,0.0,1.4683654308319092,0.8903092741966248,17.233081817626953,15.475435256958008,1.0,1.5273302793502808,16.536584854125977,0.0
17,180-degree aperture,OOD aperture,9,0.07973582297563553,0.1508501023054123,1780.3323974609375,0.5450831651687622,0.0,0.7693264484405518,7.670261383056641,7.607487201690674,1.0,1.2455434799194336,8.390081405639648,0.0
17,180-degree aperture,OOD aperture,10,0.08817785233259201,0.12649165093898773,1758.992431640625,0.8172988891601562,0.0,0.808958888053894,9.468951225280762,5.548398494720459,1.0,1.4196457862854004,14.26253604888916,0.0
17,180-degree aperture,OOD aperture,11,0.05409078672528267,0.5244393348693848,1474.8619384765625,0.0,1.1693477630615234,0.9992669820785522,2727.4462890625,2329.60546875,1.0,1.319216251373291,14.689725875854492,0.0
17,heteroscedastic noise,OOD noise,0,0.05208924040198326,1.596987009048462,1246.04345703125,0.19754146039485931,0.7980855703353882,0.996290385723114,538.1396484375,455.5581970214844,1.0,1.4949936866760254,6.403471946716309,0.0
17,heteroscedastic noise,OOD noise,1,0.05743664875626564,0.3796554505825043,1192.05712890625,0.3048141598701477,0.5945568084716797,0.8889013528823853,17.00201988220215,15.09029483795166,1.0,1.3206226825714111,6.035511493682861,0.0
17,heteroscedastic noise,OOD noise,2,0.05961637943983078,1.665079116821289,1571.3125,0.7205853462219238,0.0,1.2824970483779907,inf,5.925388336181641,0.0,1.4272724390029907,14.695917129516602,0.0
17,heteroscedastic noise,OOD noise,3,0.05268895998597145,1.3015670776367188,1493.4166259765625,0.0,1.2108403444290161,1.1541097164154053,inf,6.961565017700195,0.0,1.4955288171768188,18.00494384765625,0.0
17,heteroscedastic noise,OOD noise,4,0.05611312389373779,1.6829975843429565,1425.7166748046875,0.3603716492652893,0.5646133422851562,1.2949442863464355,inf,1831.602294921875,0.0,1.5600253343582153,15.398094177246094,0.0
17,heteroscedastic noise,OOD noise,5,0.04425125941634178,1.1845877170562744,1201.8961181640625,0.0,1.1996781826019287,1.0790724754333496,inf,30.712425231933594,0.0,1.5131417512893677,13.588218688964844,0.0
17,heteroscedastic noise,OOD noise,6,0.05758560076355934,1.210673451423645,1721.944580078125,0.6775023937225342,0.0,0.9168127179145813,23.04213523864746,21.31714630126953,1.0,1.490113615989685,6.759282112121582,0.0
17,heteroscedastic noise,OOD noise,7,0.04770456254482269,1.7021905183792114,1628.1221923828125,0.72391676902771,0.09367618709802628,1.327218770980835,inf,15.319714546203613,0.0,1.4439131021499634,14.296298027038574,0.0
17,heteroscedastic noise,OOD noise,8,0.06335873901844025,1.3760079145431519,1259.989013671875,0.0,1.5155051946640015,0.9999397993087769,33221.2109375,28074.748046875,1.0,1.515591025352478,11.634954452514648,0.0
17,heteroscedastic noise,OOD noise,9,0.053032439202070236,1.629355788230896,1827.68896484375,0.6383287310600281,0.0,1.0713136196136475,inf,5.175963878631592,0.0,1.4618217945098877,13.293755531311035,0.0
17,heteroscedastic noise,OOD noise,10,0.05890832096338272,1.530240535736084,1405.41748046875,0.46645689010620117,0.45486924052238464,0.771142840385437,7.739075660705566,6.709476947784424,1.0,1.5243408679962158,10.93639087677002,0.0
17,heteroscedastic noise,OOD noise,11,0.053557176142930984,1.3594547510147095,1388.4901123046875,0.7378137111663818,0.0,1.026990294456482,inf,89.97334289550781,0.0,1.3645603656768799,12.231260299682617,0.0
17,wavenumber 12,OOD frequency,0,0.0698821172118187,0.552122175693512,1512.35986328125,0.729153573513031,0.0,0.9859434366226196,141.28228759765625,127.09059143066406,1.0,1.4776370525360107,12.953312873840332,0.0
17,wavenumber 12,OOD frequency,1,0.07421309500932693,1.7670869827270508,1305.80908203125,0.8716343641281128,0.0,0.9310564398765564,28.00923728942871,23.86530113220215,1.0,1.3840376138687134,5.4072418212890625,0.0
17,wavenumber 12,OOD frequency,2,0.06599924713373184,2.1999826431274414,1252.8079833984375,0.7574343085289001,0.0,0.920717179775238,24.226146697998047,20.559368133544922,1.0,1.2085461616516113,7.5193400382995605,0.0
17,wavenumber 12,OOD frequency,3,0.07652992755174637,2.5670864582061768,1302.73974609375,0.8182954788208008,0.0,0.9304338693618774,27.749622344970703,23.728858947753906,1.0,1.3437457084655762,10.627677917480469,0.0
17,wavenumber 12,OOD frequency,4,0.06380237638950348,2.156195640563965,1164.1864013671875,0.6685560941696167,0.43919670581817627,0.8641846776008606,13.725878715515137,13.703343391418457,1.0,1.407130479812622,9.998255729675293,0.0
17,wavenumber 12,OOD frequency,5,0.07801388204097748,1.2387850284576416,1175.30322265625,0.9489209055900574,0.0,0.9812352657318115,105.5829086303711,92.12886047363281,1.0,1.1794599294662476,6.83860969543457,0.0
17,wavenumber 12,OOD frequency,6,0.0738934651017189,1.6552141904830933,1320.6773681640625,0.9648433923721313,0.0,1.1532256603240967,inf,4.72225284576416,0.0,1.4013214111328125,11.272363662719727,0.0
17,wavenumber 12,OOD frequency,7,0.07870312035083771,1.6311753988265991,1404.3856201171875,0.8536709547042847,0.0,1.0716643333435059,inf,511.3454895019531,0.0,1.2501273155212402,10.181172370910645,0.0
17,wavenumber 12,OOD frequency,8,0.07739197462797165,1.849860429763794,1355.3748779296875,0.8149484992027283,0.0,0.9600132703781128,49.01659393310547,27.163738250732422,1.0,1.360853910446167,9.073017120361328,0.0
17,wavenumber 12,OOD frequency,9,0.06471462547779083,1.9233806133270264,1407.616943359375,0.6723019480705261,0.2798500955104828,1.2005977630615234,inf,6.2582316398620605,0.0,1.2162091732025146,11.018586158752441,0.0
17,wavenumber 12,OOD frequency,10,0.062280796468257904,0.8542857766151428,1263.4195556640625,0.781505286693573,0.0,0.999784529209137,9281.0,7457.80078125,1.0,1.1933764219284058,6.46634578704834,0.0
17,wavenumber 12,OOD frequency,11,0.07061831653118134,0.923241376876831,1311.900390625,0.891516923904419,0.0,1.0314306020736694,inf,2150773.0,0.0,1.2131083011627197,9.870708465576172,0.0
