variant,seed,depth,mse,se
mismatched,3,1,1.4985917806625366,0.013298708014190197
mismatched,3,2,0.9530490636825562,0.008381247520446777
mismatched,3,4,0.2977645993232727,0.002818869426846504
mismatched,3,8,0.24721482396125793,0.0027818498201668262
mismatched,3,12,0.2101258784532547,0.0026382911019027233
mismatched,3,16,0.21498212218284607,0.0026388184633105993
mismatched,3,24,0.21415849030017853,0.0027718700002878904
mismatched,3,32,0.21404878795146942,0.0026832344010472298
