step,variant,seed,n_context,train_mse,eta,beta,fixed_lengthscale
1,matched,4,9,0.20041951537132263,1.078263759613037,0.11381004750728607,0.18000000715255737
100,matched,4,7,0.3015608787536621,2.449957847595215,0.5214000940322876,0.18000000715255737
200,matched,4,15,0.05992012098431587,2.241701126098633,0.5210481286048889,0.18000000715255737
300,matched,4,7,0.3124011158943176,2.4229719638824463,0.6082139611244202,0.18000000715255737
400,matched,4,7,0.28546464443206787,2.4549341201782227,0.6195778250694275,0.18000000715255737
500,matched,4,8,0.2618393301963806,2.4246902465820312,0.5972737073898315,0.18000000715255737
600,matched,4,8,0.22444093227386475,2.419583320617676,0.5940428972244263,0.18000000715255737
700,matched,4,9,0.1623585969209671,2.443756341934204,0.6023145914077759,0.18000000715255737
800,matched,4,11,0.12722228467464447,2.4521894454956055,0.6028755307197571,0.18000000715255737
900,matched,4,14,0.08679935336112976,2.446596384048462,0.588729739189148,0.18000000715255737
1000,matched,4,6,0.3258390724658966,2.453965663909912,0.608758807182312,0.18000000715255737
1100,matched,4,14,0.0848577469587326,2.3908934593200684,0.573534369468689,0.18000000715255737
1200,matched,4,11,0.16510799527168274,2.432558059692383,0.5887612700462341,0.18000000715255737
1300,matched,4,13,0.09054438024759293,2.4316482543945312,0.5833724141120911,0.18000000715255737
1400,matched,4,15,0.08729495108127594,2.4144234657287598,0.5791327953338623,0.18000000715255737
1500,matched,4,11,0.1627015471458435,2.4365711212158203,0.589197039604187,0.18000000715255737
1600,matched,4,7,0.30270805954933167,2.399552345275879,0.5930107235908508,0.18000000715255737
1700,matched,4,15,0.07386431097984314,2.413806438446045,0.5877590775489807,0.18000000715255737
1800,matched,4,9,0.185678631067276,2.4275012016296387,0.5997610688209534,0.18000000715255737
1900,matched,4,10,0.17423216998577118,2.4298312664031982,0.5870910882949829,0.18000000715255737
2000,matched,4,16,0.060301706194877625,2.423211097717285,0.5839787721633911,0.18000000715255737
2100,matched,4,10,0.17682692408561707,2.47310209274292,0.6029149293899536,0.18000000715255737
2200,matched,4,16,0.05182546377182007,2.4224190711975098,0.5866577625274658,0.18000000715255737
2300,matched,4,14,0.07356877624988556,2.4978761672973633,0.6188669800758362,0.18000000715255737
2400,matched,4,14,0.07937812805175781,2.3928160667419434,0.5768600702285767,0.18000000715255737
2500,matched,4,10,0.16233626008033752,2.4463391304016113,0.5942922830581665,0.18000000715255737
2600,matched,4,11,0.1546754539012909,2.394778251647949,0.5631531476974487,0.18000000715255737
2700,matched,4,12,0.11972898989915848,2.4210562705993652,0.5926268100738525,0.18000000715255737
2800,matched,4,12,0.1271011233329773,2.4335434436798096,0.5943185091018677,0.18000000715255737
2900,matched,4,12,0.11133982986211777,2.4068636894226074,0.5816078186035156,0.18000000715255737
3000,matched,4,9,0.19600385427474976,2.442436933517456,0.5957670211791992,0.18000000715255737
3100,matched,4,7,0.28107547760009766,2.433403253555298,0.6046202182769775,0.18000000715255737
3200,matched,4,13,0.10326675325632095,2.48964524269104,0.6218978762626648,0.18000000715255737
3300,matched,4,14,0.09960155189037323,2.473325252532959,0.6050792336463928,0.18000000715255737
3400,matched,4,11,0.1403227597475052,2.453453540802002,0.6015770435333252,0.18000000715255737
3500,matched,4,12,0.11836698651313782,2.458552837371826,0.6032904386520386,0.18000000715255737
3600,matched,4,14,0.0862610787153244,2.4239134788513184,0.5943988561630249,0.18000000715255737
3700,matched,4,15,0.08509151637554169,2.466675281524658,0.5922951698303223,0.18000000715255737
3800,matched,4,12,0.12612536549568176,2.4530553817749023,0.5973466634750366,0.18000000715255737
3900,matched,4,14,0.07642872631549835,2.463210105895996,0.6026101112365723,0.18000000715255737
4000,matched,4,13,0.09747950732707977,2.431004524230957,0.5888078212738037,0.18000000715255737
4100,matched,4,15,0.07852563261985779,2.4320740699768066,0.5772064924240112,0.18000000715255737
4200,matched,4,6,0.38385796546936035,2.4418962001800537,0.5984954833984375,0.18000000715255737
4300,matched,4,10,0.1528613269329071,2.4375321865081787,0.6045846343040466,0.18000000715255737
4400,matched,4,14,0.11249061673879623,2.468264579772949,0.601655125617981,0.18000000715255737
4500,matched,4,10,0.18131831288337708,2.502701997756958,0.6239143013954163,0.18000000715255737
4600,matched,4,12,0.12399882078170776,2.4614100456237793,0.597442626953125,0.18000000715255737
4700,matched,4,10,0.18187719583511353,2.4750208854675293,0.611040472984314,0.18000000715255737
4800,matched,4,13,0.08116697520017624,2.4245762825012207,0.5859457850456238,0.18000000715255737
4900,matched,4,11,0.12482406198978424,2.4664199352264404,0.6136770248413086,0.18000000715255737
5000,matched,4,9,0.21237745881080627,2.438882350921631,0.5968233346939087,0.18000000715255737
