variant,seed,depth,mse,se
matched,4,1,1.1564083099365234,0.011232873424887657
matched,4,2,0.35778769850730896,0.00307760713621974
matched,4,4,0.3281254768371582,0.003099672496318817
matched,4,8,0.14071965217590332,0.0019602517131716013
matched,4,12,0.11959631741046906,0.0018521691672503948
matched,4,16,0.11600764095783234,0.0018058301648125052
matched,4,24,0.11341296136379242,0.0018223612569272518
matched,4,32,0.11399652808904648,0.0017407428240403533
