batch_size,head_ms,hb10_ms,pcg8_ms,hb_over_pcg,head_plus_hb_ms,head_plus_pcg_ms
1,0.566431999206543,1.0549280047416687,1.8649439811706543,0.5656620334941503,1.6213600039482117,2.4313759803771973
64,0.5491040050983429,1.234320044517517,2.0382239818573,0.6055860668427433,1.78342404961586,2.5873279869556427
1024,0.5591199994087219,1.2553760409355164,2.058896064758301,0.6097325952599206,1.8144960403442383,2.6180160641670227
