case,dictionary,hb_depth,pcg_depth,z_scale,examples,hb_u_mse,hb_u_mse_ci95_halfwidth,hybrid_u_mse,hybrid_u_mse_ci95_halfwidth,pcg_u_mse,pcg_u_mse_ci95_halfwidth,hb_over_pcg,hybrid_over_pcg,hb_solver_u_mse,hybrid_solver_u_mse,richardson_u_mse,hybrid_fallback_rate,jury_violation_rate,jury_margin_min
solver_isolation_id,true_frozen,16,16,0.5,4096,3.930702334234822e-09,1.404774086991175e-10,nan,nan,3.930679054316925e-09,1.404614616699113e-10,1.000005923715423,nan,1.0924559047498056e-13,nan,5.468726839027261e-09,nan,0.0,0.46009814739227295
solver_isolation_ood,true_frozen,16,16,1.0,4096,1.4152283796253773e-08,6.399524733125357e-10,nan,nan,1.3944495462120984e-08,5.399975219580686e-10,1.014900374730913,nan,1.8666357858960916e-10,nan,1.1069340579895366e-06,nan,0.0,0.40427982807159424
learned_subspace_id,learned_projected_covariant,16,16,0.5,4096,9.207801869129156e-10,1.822134672379417e-11,9.207801869129156e-10,1.822134672379417e-11,9.206374501214267e-10,1.820014490042337e-11,1.000155039066525,1.000155039066525,1.355774144535581e-13,1.355774144535581e-13,1.0010017168212748e-07,0.0,0.0,0.3805406093597412
learned_subspace_ood,learned_projected_covariant,16,16,1.0,8192,2.29889228630536e-09,7.649480798143371e-10,1.5905631714537428e-09,2.6120811517565874e-11,1.5893071922506218e-09,2.6058908877716984e-11,1.446468169910441,1.000790264103192,6.958895277330147e-10,6.221850873098003e-13,0.0024055646013564913,0.001708984375,0.0,0.17365431785583496
robust_global_hb_id,learned_projected_covariant,32,16,0.5,4096,9.171309100568069e-10,1.822033337198995e-11,nan,nan,9.172014893109179e-10,1.8210977225308185e-11,0.999923049346372,nan,1.3306777807945275e-13,nan,nan,0.0,0.0,1.208838701248169
robust_global_hb_ood,learned_projected_covariant,32,16,1.0,8192,1.6246594671317851e-09,9.116587343174042e-11,nan,nan,1.559883597018012e-09,2.4936497197564568e-11,1.0415260922273966,nan,6.237740417767924e-11,nan,nan,0.0008544921875,0.0,0.8148970603942871
