seed,calibration_tasks,held_out_tasks,depth,spectral_min,spectral_max,minimax_step,minimax_momentum,predicted_step,predicted_momentum,predicted_hb_over_pcg,adam_hb_over_pcg,predicted_solver_u_mse,adam_solver_u_mse,solver_mse_reduction_vs_adam,jury_margin_min
0,4096,8192,40,0.26820340752601624,2.1965079307556152,1.0000543636882473,0.23242266454022267,0.9849521836510239,0.23242266454022262,1.0000706076591481,1.000528575891087,2.929313210315602e-12,1.5509597033548817e-10,0.9811128992972596,0.1869525909423828
1,4096,8192,40,0.23844261467456818,1.75286865234375,1.2179134618531415,0.2126223994207227,1.0116097669044255,0.26577799927492884,1.0007016945305245,1.0039992852623092,4.7002233562456536e-11,1.3938653551194033e-09,0.9662792152844417,0.667664647102356
2,4096,8192,40,0.2851363718509674,1.6489379405975342,1.2101203468906037,0.17023133894619316,0.9692610979154679,0.21278917368378258,1.0096499568141688,1.0313632487276854,3.019202112775973e-09,2.5530440600813736e-08,0.8817410886093465,0.6192494630813599
