component,batch,K,M,depth,median_ms,mean_ms,std_ms,common_preconditioner_excluded
adaptive_hb_policy,2048,8,512,1,0.545520007610321,0.5443078362941742,0.011621423659658984,true
heavy_ball_cell,2048,8,512,8,0.9819200038909912,0.9832031965255738,0.0047059585419130705,true
pcg_cell,2048,8,512,8,2.186479926109314,2.187393077214559,0.01772860186805868,true
chebyshev_oracle_cell,2048,8,512,8,1.1966080069541931,1.1972960074742636,0.009509782830697639,true
