tag,K,prompt_len,design,cond,noise_var,prior_var,depth,heads,d_head,capacity_rank,attention,head_scheme,precond,temperature,eta_multiplier,scale_linear_by_m,seed,batch_size,eval_batches,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true
K16_H4_dh1,16,128,isotropic,10.0,0.02,1.0,32,4,1,4.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.7713267132639885,0.7739669308066368,0.8124546185135841,0.7910814136266708,0.02237156848423183,16.528873443603516,-0.48177584633231163,0.2681884765625,0.5928656384348869,0.9552001953125,0.5928656235337257,0.5718551725149155,0.7020170912146568,0.0,0.0022994537139311433,4.0,1.0000001192092896,1.2075570055003482e-07,0.0,136090.515625,124560.599609375,1.0,1.0,1.0,1.0,0.7764069214463234,0.7713267132639885,0.9934555864204603,-0.11276162750919201,-0.11127759496957645
K16_H4_dh2,16,128,isotropic,10.0,0.02,1.0,32,4,2,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.5322956815361977,0.5348741114139557,0.5588757693767548,0.539058156311512,0.022868734318763018,11.047738671302795,-0.47015587985515594,0.333740234375,0.592850886285305,0.9493408203125,0.5928508937358856,0.5722387060523033,0.7030892893671989,0.0,0.0023002352099865675,8.0,1.000000238418579,1.0646808590308865e-07,0.0,91228.4931640625,75804.1884765625,2.0,2.0,1.995824046432972,1.995824046432972,0.5578621104359627,0.5322956815361977,0.9541588166178282,-0.2738470572024235,-0.2717484220005769
K16_H4_dh4,16,128,isotropic,10.0,0.02,1.0,32,4,4,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,2.1972216255640442e-13,0.0028850602102465928,0.022798628313466907,2.297655821368303e-13,0.022798628080636263,-0.472378883510828,-0.4723788611590862,0.951171875,0.5928424969315529,0.951171875,0.5928424894809723,0.572057381272316,0.7030157968401909,0.0,0.0022982810041867197,16.0,1.0000005960464478,0.9999990463256836,1.0,1.497924750903934e-08,7.678595204119176e-09,4.0,4.0,3.9804230257868767,3.9804230257868767,0.11685846094042063,2.1972216255640442e-13,1.894969101161783e-12,-12.658126135202783,-2.5398451188323445
K16_H4_dh8,16,128,isotropic,10.0,0.02,1.0,32,4,8,32.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,7.311223503597905e+20,7.311223503597905e+20,5.975083603463116e+20,5.975083603463116e+20,0.022984826937317848,1.3024537489782436e+22,-0.4678926505148411,0.0,0.0038547515869140625,0.9468994140625,0.5926193743944168,0.5714437067508698,0.6781832501292229,0.0,0.002298865932971239,16.0,2.0000011920928955,1.9999988079071045,1.0,181605.990234375,7.444651484138134e+25,8.0,8.0,7.927585005760193,7.927585005760193,1.1549532115459442,7.311223503597905e+20,6.330055394053963e+20,20.863990060459656,20.863990060459656
K16_H4_dh16,16,128,isotropic,10.0,0.02,1.0,32,4,16,64.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,inf,inf,inf,inf,0.023016925901174545,inf,-0.4680129364132881,0.0,0.0,0.9495849609375,0.5928780734539032,0.5730085149407387,0.6803464218974113,0.0,0.002298475825227797,16.0,4.000001907348633,3.99999737739563,1.0,1632617.140625,inf,16.0,16.0,15.71583867073059,15.71583867073059,8.951885342597961,inf,inf,inf,inf
K16_H8_dh1,16,128,isotropic,10.0,0.02,1.0,32,8,1,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.5281346887350082,0.5308607742190361,0.5466552451252937,0.5234557464718819,0.022278408287093043,10.8023282289505,-0.48316970840096474,0.33544921875,0.5926840677857399,0.95458984375,0.5926840677857399,0.5720071345567703,0.6926701292395592,0.0,0.002298880455782637,8.0,1.000000238418579,2.9925877242931165e-07,0.0,90193.9833984375,75322.310546875,1.0,1.0,1.0,1.0,0.5543821677565575,0.5281346887350082,0.9526331814749095,-0.277255306415242,-0.27501936388391585
K16_H8_dh2,16,128,isotropic,10.0,0.02,1.0,32,8,2,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,9.921144106445935e-14,0.0029096580983605236,0.02293755137361586,1.0422847650335288e-13,0.02293755323626101,-0.46974316239356995,-0.46974311769008636,0.9501953125,0.5927674472332001,0.9501953125,0.5927674472332001,0.5725691020488739,0.6849421486258507,0.0,0.0022967242111917585,16.0,1.0000003576278687,0.9999991655349731,1.0,1.549671457823365e-08,7.734742180076637e-09,2.0,2.0,1.9952395092695951,1.9952395092695951,0.11831006314605474,9.921144106445935e-14,8.385648765306666e-13,-13.003438242113459,-2.536158040127157
K16_H8_dh4,16,128,isotropic,10.0,0.02,1.0,32,8,4,32.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,7.354016760033737e+20,7.354016760033737e+20,6.918198366339607e+20,6.918198366339607e+20,0.022102811373770237,1.5075403435855527e+22,-0.4874773472547531,0.0,0.003559112548828125,0.951171875,0.592477448284626,0.5725885257124901,0.6903683468699455,0.0,0.0022983435774222016,16.0,2.0000014305114746,1.9999988079071045,1.0,180405.42578125,7.4716525022535e+25,4.0,4.0,3.982809156179428,3.982809156179428,1.1477267742156982,7.354016760033737e+20,6.410562046910436e+20,20.86652461530465,20.86652461530465
K16_H8_dh8,16,128,isotropic,10.0,0.02,1.0,32,8,8,64.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,inf,inf,inf,inf,0.02301077777519822,inf,-0.46718446910381317,0.0,0.0,0.9459228515625,0.5924803093075752,0.5721948891878128,0.6984792351722717,0.0,0.0022972113802097738,16.0,4.000003814697266,3.99999737739563,1.0,1641668.6875,inf,8.0,8.0,7.923965632915497,7.923965632915497,9.017077445983887,inf,inf,inf,inf
K16_H8_dh16,16,128,isotropic,10.0,0.02,1.0,32,8,16,128.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,inf,inf,inf,inf,0.023291064659133554,inf,-0.46108635887503624,0.0,0.0,0.9478759765625,0.5928750261664391,0.5722631737589836,0.6905669942498207,0.0,0.0022990161378402263,16.0,8.000003814697266,7.999991416931152,1.0,8857863.125,inf,16.0,16.0,15.735080122947693,15.735080122947693,47.39609432220459,inf,inf,inf,inf
K32_H1_dh1,32,128,isotropic,10.0,0.02,1.0,32,1,1,1.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.9670716822147369,0.9734699130058289,0.9902888983488083,0.9659799560904503,0.026217627339065075,17.47438645362854,-0.40181243047118187,0.2601318359375,0.6398916691541672,0.951171875,0.6398916617035866,0.7658713981509209,0.836937740445137,0.0,0.004142085846979171,1.0,0.9999998211860657,0.9999998211860657,0.0,48595.1884765625,47612.91064453125,1.0,1.0,1.0,1.0,0.9657971635460854,0.9670716822147369,1.0013196111743028,-0.014541333531771464,-0.011677466658041128
K32_H1_dh2,32,128,isotropic,10.0,0.02,1.0,32,1,2,2.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.945323757827282,0.9519067704677582,0.9423081204295158,0.9161025509238243,0.027253858745098114,16.618547081947327,-0.38304518908262253,0.2642822265625,0.639488622546196,0.9453125,0.6394886076450348,0.7661794051527977,0.835820846259594,0.0,0.004145109967794269,2.0,1.0000008344650269,1.0000003576278687,0.0,47254.001953125,45389.52587890625,2.0,2.0,1.9973468482494354,1.9973468482494354,0.943383663892746,0.945323757827282,1.0020562001962925,-0.02441942730295793,-0.021405584235361298
K32_H1_dh4,32,128,isotropic,10.0,0.02,1.0,32,1,4,4.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.8951448798179626,0.9013054296374321,0.9284807965159416,0.906472273170948,0.026714699110016227,16.321341276168823,-0.3940402455627918,0.2618408203125,0.6398281455039978,0.9505615234375,0.6398281306028366,0.765746459364891,0.8331369757652283,0.0,0.0041402027709409595,4.0,1.0000020265579224,1.0000011920928955,0.0,43878.197265625,40425.87841796875,4.0,4.0,3.9830706119537354,3.9830706119537354,0.8923243507742882,0.8951448798179626,1.0031631613609457,-0.04810666813286799,-0.04512801265206966
K32_H1_dh8,32,128,isotropic,10.0,0.02,1.0,32,1,8,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.7940238565206528,0.8004394099116325,0.8253528326749802,0.7992038354277611,0.026667096884921193,14.375619173049927,-0.3949567899107933,0.2738037109375,0.6401972696185112,0.9501953125,0.6401972770690918,0.766129843890667,0.834297388792038,0.0,0.004138061194680631,8.0,1.0000030994415283,1.0000008344650269,0.0,37883.8466796875,32064.093994140625,8.0,8.0,7.927231431007385,7.927231431007385,0.7955221384763718,0.7940238565206528,0.9981187407481245,-0.10016644895875963,-0.09667153687015476
K32_H1_dh16,32,128,isotropic,10.0,0.02,1.0,32,1,16,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.567707248032093,0.5746353939175606,0.5864845216274261,0.5602286234498024,0.026659146882593632,9.9512380361557,-0.3947669789195061,0.3468017578125,0.6393616050481796,0.95068359375,0.639361597597599,0.7655891254544258,0.8353744596242905,0.0,0.004140776465646923,16.0,1.0000042915344238,1.0000009536743164,0.0,25315.145751953125,17723.776611328125,16.0,16.0,15.746172070503235,15.746172070503235,0.5986890867352486,0.567707248032093,0.9482402587230121,-0.24587556101459346,-0.24060762771808866
K32_H2_dh1,32,128,isotropic,10.0,0.02,1.0,32,2,1,2.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.9432346597313881,0.9494957104325294,0.9829899147152901,0.9535226300358772,0.025656711775809526,17.344401359558105,-0.4132203757762909,0.260009765625,0.6401578560471535,0.9541015625,0.6401578485965729,0.7660207152366638,0.8361517488956451,0.0,0.004140140721574426,2.0,1.0000008344650269,1.0000003576278687,0.0,47153.10400390625,45298.201171875,1.0,1.0,1.0,1.0,0.9412863329052925,0.9432346597313881,1.002067905209925,-0.02538024920481893,-0.022506992948754415
K32_H2_dh2,32,128,isotropic,10.0,0.02,1.0,32,2,2,4.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.8938222974538803,0.9003762751817703,0.936712421476841,0.9102588519454002,0.025997575605288148,16.478891849517822,-0.4071245975792408,0.272216796875,0.639665961265564,0.951171875,0.639665961265564,0.7661035880446434,0.8375895470380783,0.0,0.00413776864297688,4.0,1.0000028610229492,1.0000014305114746,0.0,44013.58203125,40524.6728515625,2.0,2.0,1.9940250515937805,1.9940250515937805,0.8913872838020325,0.8938222974538803,1.0027295660478968,-0.04874881555125318,-0.04557595713374434
K32_H2_dh4,32,128,isotropic,10.0,0.02,1.0,32,2,4,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.7926147729158401,0.7998408451676369,0.7909796163439751,0.769279271364212,0.02607284509576857,13.775051593780518,-0.4052211828529835,0.2833251953125,0.6400263234972954,0.9498291015625,0.6400263085961342,0.7654607817530632,0.8401203751564026,0.0,0.0041404569637961686,8.0,1.0000028610229492,1.0000007152557373,0.0,37719.498046875,31894.72802734375,4.0,4.0,3.9787047505378723,3.9787047505378723,0.7938273996114731,0.7926147729158401,0.9984731173015149,-0.10093783745724025,-0.09699642168539496
K32_H2_dh8,32,128,isotropic,10.0,0.02,1.0,32,2,8,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.5727257877588272,0.5791212022304535,0.6098802387714386,0.5789120644330978,0.02695722645148635,10.361379027366638,-0.38767246529459953,0.3343505859375,0.6400995254516602,0.9464111328125,0.6400995180010796,0.765566311776638,0.8362583965063095,0.0,0.004141536192037165,16.0,1.000004529953003,1.0000007152557373,0.0,25532.2333984375,17962.346923828125,8.0,8.0,7.927192121744156,7.927192121744156,0.6039044037461281,0.5727257877588272,0.9483658806867844,-0.24205326174572514,-0.23723053480219763
K32_H2_dh16,32,128,isotropic,10.0,0.02,1.0,32,2,16,32.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,1.2598405096930776e-08,0.006695081014186144,0.026574928546324372,1.2749405753353926e-08,0.02657515788450837,-0.3960558660328388,-0.3960510119795799,0.9515380859375,0.6396624892950058,0.951416015625,0.6396624892950058,0.7659817710518837,0.8358567357063293,0.0,0.004146127088461071,32.0,1.000000238418579,0.9999997019767761,1.0,1.1236208186105046e-08,3.466764708637271e-09,16.0,16.0,15.729318141937256,15.729318141937256,0.2032804936170578,1.2598405096930776e-08,6.1944428877316e-08,-7.8996844311875165,-2.174244163416554
K32_H4_dh1,32,128,isotropic,10.0,0.02,1.0,32,4,1,4.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.894722506403923,0.9013082832098007,0.9225294888019562,0.9001279771327972,0.026051585096865892,16.21492338180542,-0.4069319851696491,0.2666015625,0.6396614015102386,0.951416015625,0.6396614089608192,0.7656012326478958,0.8343982622027397,0.0,0.004140858422033489,4.0,1.0000020265579224,1.0000011920928955,0.0,44024.22412109375,40617.56982421875,1.0,1.0,1.0,1.0,0.892481230199337,0.894722506403923,1.0025097352672785,-0.04831163800699056,-0.0451266376589421
K32_H4_dh2,32,128,isotropic,10.0,0.02,1.0,32,4,2,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.7955329567193985,0.8020226135849953,0.8011211827397346,0.7785351648926735,0.027393254917114973,13.964843511581421,-0.38103698566555977,0.286865234375,0.6399977877736092,0.9483642578125,0.6399977877736092,0.765437513589859,0.8339403569698334,0.0,0.0041420377674512565,8.0,1.000002384185791,1.0000009536743164,0.0,37894.28466796875,32043.404541015625,2.0,2.0,1.995746597647667,1.995746597647667,0.7967617437243462,0.7955329567193985,0.998460157204907,-0.09934182403135312,-0.09581338630845013
K32_H4_dh4,32,128,isotropic,10.0,0.02,1.0,32,4,4,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.5692826509475708,0.5760514065623283,0.6008110269904137,0.5719316452741623,0.026846853317692876,10.216667413711548,-0.3914985917508602,0.336181640625,0.6396211981773376,0.9522705078125,0.6396211981773376,0.7657383903861046,0.8366533443331718,0.0,0.00414013781119138,16.0,1.0000044107437134,1.0000008344650269,0.0,25153.44580078125,17706.609619140625,4.0,4.0,3.979975186288357,3.979975186288357,0.6001318618655205,0.5692826509475708,0.9485904426186187,-0.24467205123595742,-0.23953875860775903
K32_H4_dh8,32,128,isotropic,10.0,0.02,1.0,32,4,8,32.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,1.1287019208161553e-08,0.006719110242556781,0.026554287876933813,1.0904778080522703e-08,0.026553922798484564,-0.39776216819882393,-0.39776891469955444,0.9508056640625,0.639611229300499,0.9508056640625,0.6396112442016602,0.7657809555530548,0.8333585634827614,0.0,0.004142392484936863,32.0,1.000000238418579,0.9999997019767761,1.0,1.1246304110201777e-08,3.4400824966418497e-09,8.0,8.0,7.925996690988541,7.925996690988541,0.20435906760394573,1.1287019208161553e-08,5.5244026409576776e-08,-7.94742073587574,-2.172688233245537
K32_H4_dh16,32,128,isotropic,10.0,0.02,1.0,32,4,16,64.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,3.4626162444234473e+24,3.4626162444234473e+24,3.4036258627187334e+24,3.4036258627187334e+24,0.026091087609529495,6.360542330118048e+25,-0.4061855375766754,0.0,9.1552734375e-05,0.9539794921875,0.639823704957962,0.766401544213295,0.8366633877158165,0.0,0.004140633973293006,32.0,2.000000476837158,1.9999994039535522,1.0,50759.64501953125,9.952025275197703e+28,16.0,16.0,15.733711540699005,15.733711540699005,1.1499337553977966,3.4626162444234473e+24,3.011212962939495e+24,24.539404362134377,24.539404362134377
K32_H8_dh1,32,128,isotropic,10.0,0.02,1.0,32,8,1,8.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.7946612536907196,0.8012372702360153,0.7983950525522232,0.7756912633776665,0.02631092327646911,13.88287901878357,-0.40164894983172417,0.2877197265625,0.6397685557603836,0.9530029296875,0.6397685557603836,0.7657809630036354,0.8329983875155449,0.0,0.0041423680959269404,8.0,1.0000030994415283,1.0000008344650269,0.0,37799.92431640625,31961.2783203125,1.0,1.0,1.0,1.0,0.7955694124102592,0.7946612536907196,0.9988580318511501,-0.09981796191521068,-0.0962388573298143
K32_H8_dh2,32,128,isotropic,10.0,0.02,1.0,32,8,2,16.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,0.5665453299880028,0.5733417570590973,0.5920398235321045,0.5652404725551605,0.026112068444490433,10.075495600700378,-0.4048911780118942,0.330078125,0.6397200375795364,0.9527587890625,0.6397200375795364,0.7662441730499268,0.8368885293602943,0.0,0.004135814378969371,16.0,1.0000041723251343,1.0000007152557373,0.0,25243.364013671875,17776.669677734375,2.0,2.0,1.9964192621409893,1.9964192621409893,0.5982885286211967,0.5665453299880028,0.946941640710179,-0.24676533597523484,-0.2415864269677975
K32_H8_dh4,32,128,isotropic,10.0,0.02,1.0,32,8,4,32.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,1.1337682126466575e-08,0.006683397805318236,0.026085200952365994,1.0768271829775244e-08,0.026085241697728634,-0.4047161154448986,-0.40471581369638443,0.9520263671875,0.6397518515586853,0.9520263671875,0.6397518515586853,0.7656319066882133,0.8363951146602631,0.0,0.004142098885495216,32.0,1.000000238418579,0.9999997019767761,1.0,1.128441451392348e-08,3.4402215798312596e-09,4.0,4.0,3.981787271797657,3.981787271797657,0.20228619128465652,1.1337682126466575e-08,5.59866245775635e-08,-7.945475723448132,-2.1750026882833273
K32_H8_dh8,32,128,isotropic,10.0,0.02,1.0,32,8,8,64.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,3.4246210316919853e+24,3.4246210316919853e+24,3.3779157852235947e+24,3.3779157852235947e+24,0.02591944974847138,6.3455179758846885e+25,-0.4075945094227791,0.0,0.0,0.95361328125,0.6400162950158119,0.765691801905632,0.8354354873299599,0.0,0.004139008582569659,32.0,2.000000476837158,1.9999996423721313,1.0,50724.169921875,9.842323285090697e+28,8.0,8.0,7.929151311516762,7.929151311516762,1.1487876772880554,3.4246210316919853e+24,2.9805028894734935e+24,24.534612519492367,24.534612519492367
K32_H8_dh16,32,128,isotropic,10.0,0.02,1.0,32,8,16,128.0,linear,random_orthogonal,scalar_opt,0.5,1.0,False,0,1024,8,inf,inf,inf,inf,0.026059870840981603,inf,-0.40465133637189865,0.0,0.0,0.951904296875,0.6395008414983749,0.7657098472118378,0.8374260738492012,0.0,0.004139877739362419,32.0,4.000000953674316,3.9999988079071045,1.0,455311.72265625,inf,16.0,16.0,15.720363974571228,15.720363974571228,8.235618114471436,inf,inf,inf,inf
